trial_idx,start_marker,target_marker,target_x_mm,target_y_mm,ball_start_x_mm,ball_start_y_mm,settled,settled_at_s,t_in_trial_s,x_mm,y_mm,vx_mm_s,vy_mm_s,speed_mm_s,err_mm,v_toward_target_mm_s
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,3.851999736070866e-06,-117.09598270579316,-35.768012161035344,0.17292799987368923,-0.09780053393859185,0.19866815944933985,239.77876409135516,0.15640419001342418
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.03637271299976419,-117.08969351140274,-35.771569055059885,2.1505425590612504,0.7780391582458606,2.286958292163991,239.7730758905007,2.2425501933058976
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.06303776499999003,-116.99368606907689,-35.73369960295927,1.5535306556007527,0.6127791067428916,1.6700166860100292,239.67249429987308,1.627528524518129
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.08327501699977802,-116.99368606907689,-35.73369960295927,0.3512134136981331,0.1817437916958511,0.39545122048298303,239.67249429987308,0.37438480301422744
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.11830594799994287,-116.96008551638772,-35.71631219231198,0.5614851216710122,0.24396741563373325,0.6121973878978202,239.63667725236152,0.5915754652180287
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.14915769799972622,-116.95356822023987,-35.71564274530656,-0.5955505301722042,-8.243001384784748,8.26448741686692,239.63013297374403,-1.8174755836550753
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.16928704300016761,-116.97615229489794,-35.99011315562094,5.42258442565344,-0.6036705028757297,5.4560828374742885,239.69352306945856,5.270467915865645
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.1902744089998123,-116.71913933508385,-35.71762418993942,1.2172391501435413,5.1902346162005415,5.331060543629996,239.39862072559356,1.9779840503291162
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.21079553199979273,-116.91545653179894,-35.76748799122604,-6.3266426617663,-2.2478497298881166,6.714107221205173,239.60018101177056,-6.591311267282345
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.23830516099997112,-116.97001702786636,-35.82261269277413,-0.3386418380664509,-0.7559383376501501,0.8283242510142369,239.6623636500395,-0.44782854841128905
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.2584258570000202,-116.95262696058997,-35.81945819517051,0.6803702645934209,0.1376496301180623,0.6941549665705496,239.64469743543268,0.6933016188169238
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.2794433899998694,-116.94236503980868,-35.81698510685555,0.45848562740275156,0.16881153258793802,0.4885758938686836,239.6341811445159,0.47856690766905063
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.30178822300013053,-116.93282746078296,-35.81199807479068,0.21043876790781724,0.1100347247887612,0.23747024171019532,239.62400533892668,0.22452014172771206
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.3235177950000434,-116.93282746078296,-35.81199807479068,1.3069965316981325,-1.0965716840393043,1.7060801247619477,239.62400533892668,1.1284343583045169
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.3474777080000422,-116.86698216354951,-35.86724235947102,1.6043034487679506,-1.350568678409445,2.0970992610816914,239.567164514965,1.3840183104555017
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.3709694710000804,-116.85564005804035,-35.876970371525125,-24.741271868086642,9.157865435386839,26.381755684245665,239.55740696197074,-23.09072129066744
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.3932640819998596,-117.9409400229919,-35.47027114864401,-34.794614796129736,11.921096116975036,36.78012712649601,240.57022067243352,-32.65665558568068
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.4150092649997532,-118.40305767269544,-35.34510753153426,-16.23413534862857,4.625315347708465,16.880186390657514,241.0089096571043,-15.380283005832696
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.43977736599981654,-118.66360037904943,-35.262443134240165,7.98510002970761,-2.7613001995979403,8.449059194770511,241.2545420125518,7.495745017384581
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.4598911359998965,-118.20073811131644,-35.41760205062128,45.233091676029744,18.478119756267233,48.861779463084076,240.81943063588562,47.458822098698356
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.4800130549997448,-116.84325354055987,-34.518536287744666,42.126269557461455,27.62328816790955,50.375278024396806,239.34547435689333,45.66970921801266
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.5053860650000388,-116.58501720098009,-34.363399645743186,4.237407710125353,2.1667284656901984,4.75923694995973,239.06759211403184,4.504848702638861
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.5255097240001305,-116.59455248708059,-34.3828007144774,-2.760430472016651,-2.3705485024197515,3.638609156417133,239.07981774196958,-3.0726512839072804
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.5466765349997331,-116.70389085197527,-34.46429105500233,-5.351100796329774,-3.8738865158615,6.606154438874003,239.19974770552693,-5.853422274310823
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.5668036199999733,-116.81514393314563,-34.54271995011418,-5.133063301728953,-3.5617948219917253,6.247777301850923,239.32114803675103,-5.593409594822574
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.5924732419998691,-116.933993476512,-34.62318611725602,99.70642433718194,-24.090429748892802,102.5754349715005,239.45037540508886,95.17526887179511
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.6125890499997695,-113.2836007071995,-35.43812262573287,98.75068665811568,-21.655699466812052,101.09731665502419,235.95995188623127,94.37821225442534
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.6351537360001203,-113.1490590888305,-35.44948573085203,29.79606090051766,8.867496596479441,31.08758178237625,235.82864497891015,30.79045702113001
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.6552990249997492,-112.12015480851653,-35.10230583177487,10.395375694982704,13.604112776097736,17.12120674089951,234.75931960848143,12.312661101886174
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.6825675039999624,-113.33815849295956,-34.86531547643721,-19.999629417469805,5.582146351899496,20.764044276829804,235.92856213726435,-18.955116602700887
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.704270575999999,-113.3461173180759,-34.797866682396695,-0.2790979368905937,2.3652761541237624,2.3816857357013084,235.92647582047059,0.07281990837865332
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.7243752909998875,-113.35009673063406,-34.76414228537644,-7.156986971682727,-5.825650351841659,9.228253601562386,235.92543998694623,-7.9372845081138355
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.7548692619998292,-113.89021143838102,-35.288821926890485,-8.07253628872013,-7.83813618815384,11.251765240918873,236.53737962461315,-9.151559110998043
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.7749766249999084,-113.92472109016232,-35.322221658252175,-17.603103404751437,-1.3597619566530739,17.655543097201303,236.5764875890775,-17.608811889831518
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.7951865629997883,-114.60318855401778,-35.34358188803633,-23.074141544889926,-0.5985948994367618,23.081904684996143,237.2505529190361,-22.905841948779177
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.8217213359998823,-114.84975616215446,-35.34349797606099,-8.803337841136454,-10.41919194315517,13.640319567132385,237.49435955114225,-10.255874873670633
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.8420638479997251,-115.02121351522283,-35.71799027422988,-4.214380969973718,-9.204931643703844,10.123822080881162,237.71988901099112,-5.549601231062553
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.8624075080001603,-115.02121351522283,-35.71799027422988,-0.8595873078126033,-3.816871680077611,3.9124672218347087,237.71988901099112,-1.4233232194372807
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.9026354749998973,-115.12417107243064,-36.17515824400423,0.7341365600493646,-3.7188323861718118,3.790602960643787,237.89076883409405,0.16008986086147492
1,1,2,120.0,0.0,-117.09598270579316,-35.768012161035344,False,,0.9412841580001441,-114.97350579594035,-36.03499443112239,-25.34153548676659,1.8108956910566576,25.406156026265325,237.72056968147675,-24.774186883896338
