t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,0.03636,0.28338,-39.46939,0.03636,0.28338,0.03949,0.28146,0.14319,0.69610,0.10371,0.41464,0.10371,0.41464,0.00000,0.00000,0,0.00195,-0.76669,-0.78354,0.00777,2.09853,2.16517,8,0x00000000,1,-0.71660,-0.71910,0.00085,3.54832,3.41022,8,0x00000000,1,-0.72742,-0.72656,-0.00345,3.31354,3.37105,8,0x00000000,1,-0.72679,-0.72645,0.00152,3.56254,3.66050,8,0x00000000,1,-0.70584,-0.69831,-0.01447,4.01452,4.05290,8,0x00000000,1,-0.78849,-0.79289,-0.00688,4.83180,4.76126,8,0x00000000,1
0.0990,0.03058,0.28257,-39.46769,0.03058,0.28257,0.03364,0.28304,0.14216,0.68804,0.10852,0.40500,0.10852,0.40500,0.00000,0.00000,0,0.00028,-0.76639,-0.78344,-0.00554,1.85351,1.75514,8,0x00000000,1,-0.71634,-0.71919,-0.00070,3.50629,3.32316,8,0x00000000,1,-0.72724,-0.72712,-0.00663,3.25377,3.25661,8,0x00000000,1,-0.72729,-0.72645,0.00763,3.64814,3.63475,8,0x00000000,1,-0.70633,-0.69930,-0.00121,4.13745,4.01141,8,0x00000000,1,-0.78825,-0.79286,0.00652,4.77489,4.84118,8,0x00000000,1
0.2004,0.03144,0.28784,-39.48292,0.03144,0.28784,0.03138,0.28622,0.14124,0.67993,0.10986,0.39371,0.10986,0.39371,0.00000,0.00000,0,0.00036,-0.76595,-0.78329,0.00113,1.62674,1.77736,8,0x00000000,1,-0.71624,-0.71921,0.00079,3.45552,3.52166,8,0x00000000,1,-0.72721,-0.72759,-0.00276,3.23849,3.09938,8,0x00000000,1,-0.72779,-0.72647,0.00536,3.67983,3.79984,8,0x00000000,1,-0.70680,-0.70025,-0.02006,4.14937,4.29628,8,0x00000000,1,-0.78786,-0.79286,0.00282,4.68010,4.68460,8,0x00000000,1
0.3026,0.02421,0.28495,-39.48391,0.02421,0.28495,0.02902,0.28459,0.14037,0.67180,0.11135,0.38721,0.11135,0.38721,0.00000,0.00000,0,0.00053,-0.76571,-0.78313,0.00915,1.39621,1.39157,8,0x00000000,1,-0.71615,-0.71924,-0.01483,3.41217,3.58182,8,0x00000000,1,-0.72717,-0.72798,-0.01235,3.16165,3.10679,8,0x00000000,1,-0.72809,-0.72650,-0.00038,3.68059,3.76142,8,0x00000000,1,-0.70709,-0.70159,-0.00832,4.16886,4.20565,8,0x00000000,1,-0.78765,-0.79288,-0.01052,4.62455,4.70330,8,0x00000000,1
0.4048,0.01365,0.28768,-39.50052,0.01365,0.28768,0.02037,0.28671,0.13966,0.66366,0.11929,0.37695,0.11929,0.37695,0.00000,0.00000,0,0.00036,-0.76544,-0.78298,0.00126,1.17728,1.14739,8,0x00000000,1,-0.71574,-0.71923,-0.00323,3.34993,3.28366,8,0x00000000,1,-0.72684,-0.72830,-0.00311,3.12311,3.13588,8,0x00000000,1,-0.72867,-0.72651,0.00044,3.77408,3.70476,8,0x00000000,1,-0.70768,-0.70495,-0.06652,3.89276,3.73662,8,0x00000000,1,-0.78747,-0.79285,0.00056,4.53173,4.50742,8,0x00000000,1
0.5097,-0.03369,0.27401,-39.57231,-0.03369,0.27401,-0.00836,0.27962,0.13966,0.65556,0.14802,0.37594,0.14802,0.37594,0.00000,0.00000,16,0.00129,-0.76597,-0.78284,-0.00705,1.00953,0.98054,8,0x00000000,1,-0.71441,-0.71920,0.00501,3.21885,3.27364,8,0x00000000,1,-0.72552,-0.72859,-0.00155,2.99259,3.06951,8,0x00000000,1,-0.72928,-0.72652,0.00362,3.82999,3.87674,8,0x00000000,1,-0.70847,-0.71437,-0.09765,3.19012,3.01835,8,0x00000000,1,-0.78819,-0.79285,-0.00038,4.54983,4.26503,8,0x00000000,1
0.6084,-0.11305,0.25190,-39.65340,-0.11305,0.25190,-0.06940,0.26097,0.14064,0.64785,0.21003,0.38689,0.21003,0.38689,0.00000,0.00000,0,0.00029,-0.76767,-0.78271,0.00373,0.96863,0.83956,8,0x00000000,1,-0.71160,-0.71919,0.00812,2.93530,2.75091,8,0x00000000,1,-0.72264,-0.72860,-0.00358,2.72129,2.82464,8,0x00000000,1,-0.73004,-0.72656,0.00291,3.93673,3.87982,8,0x00000000,1,-0.70967,-0.72441,-0.04270,2.65935,2.74278,8,0x00000000,1,-0.79024,-0.79286,0.00310,4.67967,4.53703,8,0x00000000,1
0.7129,-0.12122,0.25057,-39.67325,-0.12122,0.25057,-0.11162,0.25101,0.14341,0.64060,0.25503,0.38959,0.25503,0.38959,0.00000,0.00000,0,0.00033,-0.76868,-0.78263,0.00531,0.86058,0.84813,8,0x00000000,1,-0.70953,-0.71919,0.00399,2.69725,2.69938,8,0x00000000,1,-0.72057,-0.72859,-0.00429,2.50641,2.48301,8,0x00000000,1,-0.73081,-0.72663,-0.00783,3.99364,4.08611,8,0x00000000,1,-0.71074,-0.72520,0.00315,2.60724,2.54841,8,0x00000000,1,-0.79152,-0.79286,0.00328,4.68264,4.75031,8,0x00000000,1
0.8146,-0.12751,0.24957,-39.66504,-0.12751,0.24957,-0.12155,0.25104,0.14678,0.63344,0.26833,0.38239,0.26833,0.38239,0.00000,0.00000,0,0.00034,-0.76865,-0.78246,0.01654,0.65196,0.65829,8,0x00000000,1,-0.70890,-0.71919,-0.00257,2.54493,2.51638,8,0x00000000,1,-0.71998,-0.72858,-0.00783,2.38591,2.41559,8,0x00000000,1,-0.73137,-0.72667,-0.00782,4.09117,3.90662,8,0x00000000,1,-0.71136,-0.72521,0.00022,2.45913,2.37568,8,0x00000000,1,-0.79160,-0.79288,-0.00405,4.64986,4.68657,8,0x00000000,1
0.9168,-0.12251,0.25278,-39.67369,-0.12251,0.25278,-0.12347,0.25220,0.15029,0.62627,0.27376,0.37407,0.27376,0.37407,0.00000,0.00000,0,0.00042,-0.76841,-0.78228,0.00060,0.46543,0.47758,8,0x00000000,1,-0.70861,-0.71917,-0.00098,2.42337,2.47132,8,0x00000000,1,-0.71976,-0.72853,0.00943,2.31484,2.25989,8,0x00000000,1,-0.73183,-0.72672,-0.00305,4.19551,4.16260,8,0x00000000,1,-0.71181,-0.72518,0.00071,2.31340,2.22170,8,0x00000000,1,-0.79143,-0.79287,0.00089,4.60642,4.65300,8,0x00000000,1
