t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,0.17317,0.32903,-39.29911,0.17317,0.32903,0.17425,0.31436,-0.00791,0.77304,-0.18216,0.45868,-0.18216,0.45868,0.00000,0.00000,0,0.00076,-0.69675,-0.72138,0.00536,2.05636,2.08299,8,0x00000000,1,-0.66388,-0.67368,-0.00751,2.91614,2.91836,8,0x00000000,1,-0.67434,-0.67648,0.00196,2.88361,2.89282,8,0x00000000,1,-0.65328,-0.65110,-0.00732,4.03405,4.29724,8,0x00000000,1,-0.63071,-0.62370,-0.00566,3.82613,3.87724,8,0x00000000,1,-0.71658,-0.73403,0.00616,1.96637,2.01249,8,0x00000000,1
0.1002,0.17144,0.33499,-39.29448,0.17144,0.33499,0.17202,0.32949,-0.01284,0.76383,-0.18485,0.43434,-0.18485,0.43434,0.00000,0.00000,0,0.00203,-0.69569,-0.72123,0.00738,1.74921,1.81033,8,0x00000000,1,-0.66391,-0.67412,-0.00346,2.73145,2.67541,8,0x00000000,1,-0.67455,-0.67659,-0.00218,2.85130,2.86672,8,0x00000000,1,-0.65424,-0.65115,0.00089,4.12998,4.06580,8,0x00000000,1,-0.63157,-0.62423,-0.01915,3.92726,3.84696,8,0x00000000,1,-0.71559,-0.73398,0.00791,1.70660,1.51578,8,0x00000000,1
0.2016,0.17072,0.33570,-39.28868,0.17072,0.33570,0.17110,0.33438,-0.01773,0.75435,-0.18882,0.41996,-0.18882,0.41996,0.00000,0.00000,0,0.00042,-0.69501,-0.72105,0.01169,1.37933,1.32647,8,0x00000000,1,-0.66403,-0.67418,0.00012,2.62216,2.54667,8,0x00000000,1,-0.67478,-0.67668,-0.00574,2.84027,3.00721,8,0x00000000,1,-0.65476,-0.65120,-0.00885,4.16654,4.31045,8,0x00000000,1,-0.63201,-0.62477,-0.01347,4.00220,3.93350,8,0x00000000,1,-0.71494,-0.73392,-0.00200,1.41371,1.40539,8,0x00000000,1
0.3028,0.17294,0.33890,-39.29346,0.17294,0.33890,0.17198,0.33644,-0.02261,0.74479,-0.19460,0.40834,-0.19460,0.40834,0.00000,0.00000,0,0.00037,-0.69441,-0.72088,0.00312,1.03479,1.14116,8,0x00000000,1,-0.66426,-0.67420,-0.00436,2.52444,2.54809,8,0x00000000,1,-0.67509,-0.67672,-0.00147,2.82867,2.92038,8,0x00000000,1,-0.65513,-0.65122,0.00053,4.27836,4.25279,8,0x00000000,1,-0.63231,-0.62527,-0.01343,4.06786,4.17927,8,0x00000000,1,-0.71435,-0.73382,0.00367,1.16778,1.19906,8,0x00000000,1
0.4056,0.16735,0.33796,-39.29713,0.16735,0.33796,0.17072,0.33847,-0.02750,0.73516,-0.19822,0.39669,-0.19822,0.39669,0.00000,0.00000,0,0.00039,-0.69385,-0.72069,0.00029,0.68613,0.65748,8,0x00000000,1,-0.66438,-0.67419,0.00105,2.43943,2.43530,8,0x00000000,1,-0.67530,-0.67673,0.00177,2.82922,2.93318,8,0x00000000,1,-0.65554,-0.65126,0.00913,4.36749,4.49967,8,0x00000000,1,-0.63266,-0.62587,-0.02061,4.11782,3.84489,8,0x00000000,1,-0.71381,-0.73371,0.01181,0.87600,0.85669,8,0x00000000,1
0.5089,0.16622,0.33486,-39.29687,0.16622,0.33486,0.16691,0.33639,-0.03230,0.72554,-0.19921,0.38916,-0.19921,0.38916,0.00000,0.00000,0,0.00037,-0.69352,-0.72045,0.00830,0.35701,0.37901,8,0x00000000,1,-0.66440,-0.67417,0.00583,2.29411,2.38535,8,0x00000000,1,-0.67537,-0.67676,0.00712,2.80725,2.88945,8,0x00000000,1,-0.65584,-0.65136,-0.00800,4.42178,4.34090,8,0x00000000,1,-0.63292,-0.62647,0.00071,4.24547,4.26758,8,0x00000000,1,-0.71350,-0.73364,-0.00410,0.59763,0.66240,8,0x00000000,1
0.6103,0.16123,0.33282,-39.29594,0.16123,0.33282,0.16478,0.33403,-0.03703,0.71599,-0.20181,0.38196,-0.20181,0.38196,0.00000,0.00000,0,0.00035,-0.69317,-0.72011,0.00356,0.06372,0.02864,8,0x00000000,1,-0.66449,-0.67418,0.00500,2.18064,2.15973,8,0x00000000,1,-0.67551,-0.67679,-0.00115,2.79539,2.54383,8,0x00000000,1,-0.65608,-0.65141,-0.00125,4.45268,4.35290,8,0x00000000,1,-0.63312,-0.62710,-0.00895,4.24409,4.17801,8,0x00000000,1,-0.71316,-0.73356,-0.00282,0.34011,0.46303,8,0x00000000,1
0.7116,0.15677,0.32985,-39.30792,0.15677,0.32985,0.16002,0.33104,-0.04165,0.70652,-0.20167,0.37548,-0.20167,0.37548,0.00000,0.00000,0,0.00127,-0.69290,-0.71964,0.00176,-0.29568,-0.20493,8,0x00000000,1,-0.66446,-0.67419,-0.00469,2.05524,2.13717,8,0x00000000,1,-0.67553,-0.67681,-0.00176,2.76703,2.84981,8,0x00000000,1,-0.65636,-0.65151,-0.00025,4.55811,4.58478,8,0x00000000,1,-0.63337,-0.62811,-0.00793,4.25696,4.33041,8,0x00000000,1,-0.71292,-0.73344,0.00012,0.09891,0.17524,8,0x00000000,1
0.8141,0.15164,0.32743,-39.31050,0.15164,0.32743,0.15452,0.32947,-0.04613,0.69710,-0.20066,0.36763,-0.20066,0.36763,0.00000,0.00000,0,0.00031,-0.69260,-0.71908,0.00758,-0.60863,-0.55543,8,0x00000000,1,-0.66438,-0.67417,0.00159,1.95938,1.96057,8,0x00000000,1,-0.67551,-0.67679,0.00269,2.77003,2.70541,8,0x00000000,1,-0.65670,-0.65161,0.00078,4.61788,4.59609,8,0x00000000,1,-0.63370,-0.62998,-0.02893,4.19179,4.01113,8,0x00000000,1,-0.71265,-0.73329,-0.00173,-0.17748,-0.11405,8,0x00000000,1
0.9161,0.10731,0.31045,-39.35413,0.10731,0.31045,0.13452,0.32133,-0.05033,0.68780,-0.18485,0.36647,-0.18485,0.36647,0.00000,0.00000,0,0.00027,-0.69286,-0.71832,0.01842,-0.84931,-0.84805,8,0x00000000,1,-0.66365,-0.67417,-0.00217,1.75886,1.68826,8,0x00000000,1,-0.67479,-0.67680,-0.00152,2.70672,2.73590,8,0x00000000,1,-0.65706,-0.65176,-0.00556,4.70456,4.67188,8,0x00000000,1,-0.63415,-0.63951,-0.14756,3.19638,3.33908,8,0x00000000,1,-0.71302,-0.73314,0.00092,-0.38303,-0.42745,8,0x00000000,1
