t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-0.07660,-0.02327,-39.63684,-0.07660,-0.02327,-0.07453,-0.02616,0.38706,0.62057,0.46159,0.64673,0.46159,0.64673,0.00000,0.00000,0,0.00049,-0.58550,-0.58499,-0.01065,4.05299,4.03815,8,0x00000000,1,-0.50294,-0.50226,0.00019,3.38081,3.26291,8,0x00000000,1,-0.51234,-0.50444,-0.00494,3.15207,3.11008,8,0x00000000,1,-0.52614,-0.54029,0.00991,0.01069,0.07590,8,0x00000000,1,-0.50839,-0.52051,0.00111,0.29165,0.16202,8,0x00000000,1,-0.60855,-0.60797,-0.00959,4.10246,4.27955,8,0x00000000,1
0.1013,-0.07389,-0.01485,-39.63994,-0.07389,-0.01485,-0.07434,-0.01891,0.38919,0.62113,0.46353,0.64004,0.46353,0.64004,0.00000,0.00000,32,0.00036,-0.58526,-0.58500,-0.01162,4.06653,4.23396,8,0x00000000,1,-0.50282,-0.50257,-0.00391,3.34925,3.35520,8,0x00000000,1,-0.51228,-0.50488,0.00292,3.22855,3.03239,8,0x00000000,1,-0.52645,-0.53955,0.01238,-0.08852,-0.01314,8,0x00000000,1,-0.50869,-0.52013,0.00202,0.19698,0.26840,8,0x00000000,1,-0.60835,-0.60799,-0.00356,4.13715,3.91945,8,0x00000000,1
0.2024,-0.07478,-0.00878,-39.62998,-0.07478,-0.00878,-0.07361,-0.01242,0.39129,0.62113,0.46490,0.63355,0.46490,0.63355,0.00000,0.00000,32,0.00038,-0.58501,-0.58500,-0.00290,4.05147,4.10418,8,0x00000000,1,-0.50274,-0.50279,0.00148,3.35858,3.34701,8,0x00000000,1,-0.51224,-0.50527,-0.00743,3.27940,3.25853,8,0x00000000,1,-0.52675,-0.53895,0.00370,-0.18290,-0.11273,8,0x00000000,1,-0.50897,-0.51974,0.00063,0.08669,0.17793,8,0x00000000,1,-0.60814,-0.60802,-0.00291,4.10277,4.05295,8,0x00000000,1
0.3034,-0.06990,-0.00038,-39.63325,-0.06990,-0.00038,-0.07115,-0.00497,0.39336,0.62113,0.46451,0.62610,0.46451,0.62610,0.00000,0.00000,32,0.00025,-0.58470,-0.58500,-0.00246,4.05604,4.04614,8,0x00000000,1,-0.50273,-0.50300,0.00605,3.34649,3.37432,8,0x00000000,1,-0.51228,-0.50574,-0.00596,3.32684,3.38789,8,0x00000000,1,-0.52705,-0.53814,0.01645,-0.23797,-0.23182,8,0x00000000,1,-0.50925,-0.51935,0.00368,0.01210,0.01767,8,0x00000000,1,-0.60785,-0.60807,-0.00510,4.05217,4.20363,8,0x00000000,1
0.4067,-0.06454,0.00636,-39.63649,-0.06454,0.00636,-0.06729,0.00311,0.39533,0.62113,0.46262,0.61802,0.46262,0.61802,0.00000,0.00000,32,0.00030,-0.58432,-0.58500,-0.00086,4.02883,3.98310,8,0x00000000,1,-0.50278,-0.50318,-0.00269,3.30973,3.37955,8,0x00000000,1,-0.51239,-0.50617,-0.00211,3.38871,3.34905,8,0x00000000,1,-0.52735,-0.53751,0.00631,-0.33205,-0.34241,8,0x00000000,1,-0.50951,-0.51892,0.01065,-0.03579,-0.11822,8,0x00000000,1,-0.60750,-0.60804,0.00878,4.07592,3.73340,8,0x00000000,1
0.5097,-0.06470,0.01249,-39.62386,-0.06470,0.01249,-0.06414,0.00939,0.39720,0.62113,0.46133,0.61174,0.46133,0.61174,0.00000,0.00000,32,0.00044,-0.58403,-0.58502,-0.00112,3.99437,4.00137,8,0x00000000,1,-0.50282,-0.50333,0.00511,3.30482,3.44623,8,0x00000000,1,-0.51247,-0.50658,-0.00254,3.45071,3.47830,8,0x00000000,1,-0.52758,-0.53690,0.01304,-0.38089,-0.47470,8,0x00000000,1,-0.50971,-0.51857,-0.00077,-0.12245,-0.23198,8,0x00000000,1,-0.60722,-0.60809,-0.01064,4.00020,3.89993,8,0x00000000,1
0.6109,-0.06577,0.01579,-39.63025,-0.06577,0.01579,-0.06526,0.01434,0.39903,0.62113,0.46428,0.60679,0.46428,0.60679,0.00000,0.00000,32,0.00037,-0.58389,-0.58502,-0.00608,3.95990,3.97995,8,0x00000000,1,-0.50267,-0.50347,-0.00704,3.25794,3.26056,8,0x00000000,1,-0.51235,-0.50694,0.00036,3.50051,3.44890,8,0x00000000,1,-0.52785,-0.53606,0.00978,-0.42883,-0.39243,8,0x00000000,1,-0.50998,-0.51822,-0.00211,-0.22649,-0.11146,8,0x00000000,1,-0.60711,-0.60807,0.00557,4.01427,4.09136,8,0x00000000,1
0.7147,-0.06583,0.01793,-39.62987,-0.06583,0.01793,-0.06558,0.01623,0.40089,0.62113,0.46647,0.60489,0.46647,0.60489,0.00000,0.00000,32,0.00119,-0.58385,-0.58503,-0.01410,3.94675,3.90345,8,0x00000000,1,-0.50256,-0.50355,-0.00316,3.26853,3.25101,8,0x00000000,1,-0.51226,-0.50731,-0.00293,3.52209,3.45305,8,0x00000000,1,-0.52797,-0.53527,0.01058,-0.46552,-0.43534,8,0x00000000,1,-0.51011,-0.51781,0.00333,-0.26429,-0.28420,8,0x00000000,1,-0.60710,-0.60807,-0.00176,4.00943,4.23839,8,0x00000000,1
0.8157,-0.06670,0.02016,-39.62239,-0.06670,0.02016,-0.06563,0.01833,0.40277,0.62113,0.46839,0.60280,0.46839,0.60280,0.00000,0.00000,32,0.00030,-0.58380,-0.58499,0.00477,3.90857,3.86666,8,0x00000000,1,-0.50246,-0.50358,0.00000,3.24395,3.37228,8,0x00000000,1,-0.51218,-0.50768,-0.00019,3.55899,3.45047,8,0x00000000,1,-0.52809,-0.53452,0.01223,-0.50793,-0.41465,8,0x00000000,1,-0.51024,-0.51743,0.00835,-0.33065,-0.29713,8,0x00000000,1,-0.60707,-0.60807,0.00649,3.98805,3.78925,8,0x00000000,1
0.9163,-0.06568,0.02282,-39.63051,-0.06568,0.02282,-0.06727,0.02042,0.40467,0.62104,0.47194,0.60061,0.47194,0.60061,0.00000,0.00000,0,0.00027,-0.58378,-0.58502,-0.00515,3.88219,3.89215,8,0x00000000,1,-0.50229,-0.50362,-0.00739,3.20065,2.98861,8,0x00000000,1,-0.51202,-0.50802,-0.00813,3.56600,3.58843,8,0x00000000,1,-0.52825,-0.53377,0.01581,-0.50407,-0.44027,8,0x00000000,1,-0.51041,-0.51706,-0.00262,-0.37448,-0.20895,8,0x00000000,1,-0.60708,-0.60809,-0.00185,3.97594,3.87600,8,0x00000000,1
