t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-0.04952,0.32221,-39.51729,-0.04952,0.32221,-0.04481,0.32591,-0.03243,0.65570,0.01237,0.32979,0.01237,0.32979,0.00000,0.00000,0,0.00033,-0.62929,-0.64122,0.00559,1.33941,1.32228,8,0x00000000,1,-0.58840,-0.59425,-0.00140,2.75895,2.70894,8,0x00000000,1,-0.59989,-0.60292,-0.00379,2.80191,2.82190,8,0x00000000,1,-0.59646,-0.58703,-0.02050,5.69550,5.72663,8,0x00000000,1,-0.57470,-0.58089,-0.00727,2.54050,2.57728,8,0x00000000,1,-0.65077,-0.66181,0.00333,1.02799,1.01139,8,0x00000000,1
0.0991,-0.06086,0.31878,-39.51345,-0.06086,0.31878,-0.05454,0.32190,-0.03102,0.64647,0.02352,0.32456,0.02352,0.32456,0.00000,0.00000,0,0.00045,-0.62930,-0.64116,0.00094,1.18514,1.07688,8,0x00000000,1,-0.58787,-0.59424,0.00345,2.64540,2.61949,8,0x00000000,1,-0.59939,-0.60291,-0.00446,2.71776,2.69313,8,0x00000000,1,-0.59690,-0.58858,-0.00376,5.76446,5.61145,8,0x00000000,1,-0.57518,-0.58087,0.00490,2.51234,2.46744,8,0x00000000,1,-0.65086,-0.66173,0.00320,0.88424,0.83592,8,0x00000000,1
0.2042,-0.07005,0.31549,-39.49850,-0.07005,0.31549,-0.06356,0.31880,-0.02932,0.63733,0.03423,0.31852,0.03423,0.31852,0.00000,0.00000,0,0.00036,-0.62926,-0.64107,-0.00383,1.04027,1.03613,8,0x00000000,1,-0.58735,-0.59425,0.00307,2.55825,2.65566,8,0x00000000,1,-0.59892,-0.60290,0.00032,2.65214,2.64989,8,0x00000000,1,-0.59736,-0.59069,-0.02829,5.70952,5.84284,8,0x00000000,1,-0.57569,-0.58087,0.00367,2.44142,2.53158,8,0x00000000,1,-0.65092,-0.66167,0.00191,0.75465,0.77822,8,0x00000000,1
0.3073,-0.08219,0.30876,-39.48650,-0.08219,0.30876,-0.07561,0.31214,-0.02733,0.62835,0.04828,0.31620,0.04828,0.31620,0.00000,0.00000,0,0.00040,-0.62944,-0.64100,-0.01003,0.91106,1.05678,8,0x00000000,1,-0.58670,-0.59425,-0.00089,2.40502,2.34971,8,0x00000000,1,-0.59829,-0.60288,0.00495,2.55229,2.46364,8,0x00000000,1,-0.59773,-0.59386,-0.05388,5.53260,5.63238,8,0x00000000,1,-0.57614,-0.58088,0.00315,2.43181,2.40682,8,0x00000000,1,-0.65120,-0.66160,-0.00338,0.64627,0.61234,8,0x00000000,1
0.4097,-0.11724,0.29032,-39.45260,-0.11724,0.29032,-0.09910,0.29975,-0.02487,0.61961,0.07422,0.31986,0.07422,0.31986,0.00000,0.00000,0,0.00224,-0.63012,-0.64089,-0.00025,0.81923,0.82696,8,0x00000000,1,-0.58552,-0.59424,0.00459,2.21667,2.07494,8,0x00000000,1,-0.59709,-0.60287,0.00448,2.41522,2.13277,8,0x00000000,1,-0.59809,-0.60142,-0.09404,4.90917,4.88068,8,0x00000000,1,-0.57668,-0.58089,-0.00607,2.41350,2.47759,8,0x00000000,1,-0.65202,-0.66148,0.00329,0.63585,0.63377,8,0x00000000,1
0.5083,-0.16504,0.25822,-39.39308,-0.16504,0.25822,-0.14308,0.27248,-0.02140,0.61146,0.12168,0.33898,0.12168,0.33898,0.00000,0.00000,0,0.00039,-0.63186,-0.64084,0.00772,0.85743,0.72900,8,0x00000000,1,-0.58341,-0.59425,-0.00309,1.91344,1.96151,8,0x00000000,1,-0.59485,-0.60283,-0.00363,2.16299,2.19437,8,0x00000000,1,-0.59822,-0.60720,-0.02984,4.65316,4.66461,8,0x00000000,1,-0.57718,-0.58088,-0.00501,2.40592,2.32176,8,0x00000000,1,-0.65398,-0.66146,-0.00021,0.64422,0.64201,8,0x00000000,1
0.6119,-0.18397,0.25161,-39.37939,-0.18397,0.25161,-0.17290,0.25663,-0.01683,0.60397,0.15607,0.34733,0.15607,0.34733,0.00000,0.00000,0,0.00030,-0.63289,-0.64083,0.00396,0.82741,0.86340,8,0x00000000,1,-0.58185,-0.59423,0.00053,1.70157,1.72165,8,0x00000000,1,-0.59324,-0.60271,0.00833,1.96420,1.97484,8,0x00000000,1,-0.59855,-0.60888,-0.00466,4.49792,4.27352,8,0x00000000,1,-0.57776,-0.58086,0.00479,2.41007,2.43105,8,0x00000000,1,-0.65520,-0.66144,0.00820,0.63900,0.75248,8,0x00000000,1
0.7140,-0.18932,0.25188,-39.36555,-0.18932,0.25188,-0.18514,0.25268,-0.01168,0.59673,0.17346,0.34405,0.17346,0.34405,0.00000,0.00000,0,0.00036,-0.63310,-0.64077,0.00740,0.74679,0.72445,8,0x00000000,1,-0.58104,-0.59421,-0.00350,1.50474,1.47616,8,0x00000000,1,-0.59246,-0.60264,0.00545,1.80624,1.83443,8,0x00000000,1,-0.59903,-0.60964,0.00320,4.35595,4.30274,8,0x00000000,1,-0.57834,-0.58087,0.00090,2.39416,2.45648,8,0x00000000,1,-0.65553,-0.66143,0.00286,0.59528,0.56354,8,0x00000000,1
0.8175,-0.18980,0.25357,-39.36318,-0.18980,0.25357,-0.18852,0.25329,-0.00635,0.58953,0.18216,0.33624,0.18216,0.33624,0.00000,0.00000,0,0.00042,-0.63295,-0.64071,-0.00224,0.61335,0.64661,8,0x00000000,1,-0.58061,-0.59418,0.00103,1.32645,1.41775,8,0x00000000,1,-0.59209,-0.60254,0.00433,1.68905,1.68318,8,0x00000000,1,-0.59953,-0.61003,-0.00254,4.24546,4.28940,8,0x00000000,1,-0.57886,-0.58088,0.00328,2.39502,2.44257,8,0x00000000,1,-0.65547,-0.66141,-0.01333,0.46811,0.53724,8,0x00000000,1
0.9179,-0.18850,0.25539,-39.35718,-0.18850,0.25539,-0.18925,0.25431,-0.00096,0.58229,0.18829,0.32798,0.18829,0.32798,0.00000,0.00000,0,0.00113,-0.63273,-0.64060,0.01596,0.52682,0.45169,8,0x00000000,1,-0.58030,-0.59411,0.01108,1.16396,1.21387,8,0x00000000,1,-0.59183,-0.60246,0.00482,1.56474,1.56553,8,0x00000000,1,-0.59999,-0.61022,0.00397,4.10986,3.91902,8,0x00000000,1,-0.57933,-0.58088,-0.00131,2.42912,2.28932,8,0x00000000,1,-0.65532,-0.66131,-0.00074,0.42125,0.48300,8,0x00000000,1
