t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
1.3242,-0.03840,0.00498,-0.03840,0.00498,-0.03654,0.00561,-1.18333,1.83381,-1.14679,1.82820,-1.14679,1.82820,0.00000,0.00000,32,0.00031,-0.03642,-0.02014,-0.00782,3.77072,3.75749,-0.08135,-0.07620,-0.00113,2.74908,2.64794,-0.02415,-0.01025,-0.00001,4.01212,4.10378,-0.13766,-0.12677,-0.01345,3.79100,3.78311,0.06641,0.08146,0.00167,3.69225,3.78713,-0.05048,-0.03050,-0.00336,4.39917,4.23769
1.4261,-0.03928,-0.00012,-0.03928,-0.00012,-0.03852,0.00214,-1.18220,1.83381,-1.14368,1.83167,-1.14368,1.83167,0.00000,0.00000,32,0.00163,-0.03663,-0.02040,-0.00251,3.83937,3.89288,-0.08122,-0.07621,-0.00558,2.72880,2.69954,-0.02399,-0.01026,-0.00516,4.00561,3.92088,-0.13758,-0.12705,-0.00696,3.78964,3.75814,0.06646,0.08130,-0.00103,3.71178,3.80858,-0.05069,-0.03063,-0.00595,4.45970,4.36755
1.5283,-0.04327,-0.00183,-0.04327,-0.00183,-0.04098,-0.00075,-1.18101,1.83381,-1.14003,1.83457,-1.14003,1.83457,0.00000,0.00000,32,0.00104,-0.03682,-0.02072,0.00104,3.86388,3.85890,-0.08106,-0.07620,0.00185,2.72704,2.77294,-0.02382,-0.01028,0.00553,4.04218,4.26288,-0.13753,-0.12732,0.00012,3.82886,3.81557,0.06647,0.08117,-0.00247,3.71572,3.72326,-0.05089,-0.03081,-0.00639,4.46996,4.30667
1.6285,-0.04390,-0.00478,-0.04390,-0.00478,-0.04296,-0.00323,-1.17974,1.83381,-1.13678,1.83704,-1.13678,1.83704,0.00000,0.00000,32,0.00027,-0.03699,-0.02102,-0.00330,3.90037,3.92986,-0.08092,-0.07619,0.01158,2.76411,2.68201,-0.02366,-0.01035,-0.00318,4.02483,3.94618,-0.13749,-0.12764,-0.00640,3.80525,3.85007,0.06649,0.08096,-0.00660,3.73662,3.72728,-0.05107,-0.03095,-0.00074,4.51693,4.54309
1.7290,-0.04641,-0.00157,-0.04641,-0.00157,-0.04607,-0.00246,-1.17839,1.83381,-1.13231,1.83627,-1.13231,1.83627,0.00000,0.00000,32,0.00027,-0.03705,-0.02133,-0.00773,3.87114,3.94653,-0.08071,-0.07619,0.00682,2.73840,2.70358,-0.02346,-0.01038,-0.00206,4.05231,4.06499,-0.13761,-0.12794,-0.00739,3.81121,3.70598,0.06634,0.08082,-0.01470,3.76322,3.71671,-0.05116,-0.03107,-0.00561,4.54251,4.54101
1.8313,-0.04457,-0.00406,-0.04457,-0.00406,-0.04532,-0.00344,-1.17701,1.83381,-1.13170,1.83725,-1.13170,1.83725,0.00000,0.00000,32,0.00037,-0.03710,-0.02162,-0.00264,3.90662,3.91320,-0.08069,-0.07620,0.00569,2.74466,2.69454,-0.02343,-0.01043,-0.00933,4.05974,3.97943,-0.13758,-0.12827,-0.00658,3.82408,3.88625,0.06636,0.08072,-0.00076,3.79978,3.78286,-0.05121,-0.03116,0.00676,4.59523,4.66731
1.9339,-0.04905,-0.00827,-0.04905,-0.00827,-0.04784,-0.00652,-1.17561,1.83381,-1.12777,1.84033,-1.12777,1.84033,0.00000,0.00000,32,0.00116,-0.03731,-0.02187,-0.00765,3.91836,3.97775,-0.08052,-0.07620,0.00401,2.76148,2.78683,-0.02324,-0.01044,0.00443,4.07084,3.97663,-0.13753,-0.12856,-0.00407,3.83700,3.75500,0.06638,0.08053,-0.00729,3.76071,3.81597,-0.05143,-0.03135,-0.00268,4.63285,4.66378
2.0336,-0.05008,-0.01138,-0.05008,-0.01138,-0.04961,-0.00946,-1.17414,1.83381,-1.12453,1.84327,-1.12453,1.84327,0.00000,0.00000,32,0.00031,-0.03750,-0.02210,0.00749,3.96255,3.89857,-0.08038,-0.07620,0.00378,2.76476,2.84455,-0.02308,-0.01048,0.00805,4.10213,4.07027,-0.13747,-0.12888,-0.00257,3.82717,3.92691,0.06641,0.08041,0.00140,3.83466,3.62571,-0.05162,-0.03149,-0.00338,4.66385,4.68926
2.1370,-0.05080,-0.01519,-0.05080,-0.01519,-0.04997,-0.01298,-1.17265,1.83381,-1.12268,1.84679,-1.12268,1.84679,0.00000,0.00000,32,0.00089,-0.03768,-0.02244,-0.00386,3.96135,3.94982,-0.08031,-0.07620,0.00396,2.73791,2.75784,-0.02298,-0.01054,0.00183,4.10177,4.14006,-0.13737,-0.12924,-0.01058,3.79198,3.88498,0.06649,0.08030,0.01169,3.85374,3.76661,-0.05180,-0.03161,0.00576,4.72335,4.64295
2.2398,-0.05381,-0.01812,-0.05381,-0.01812,-0.05271,-0.01596,-1.17110,1.83381,-1.11840,1.84977,-1.11840,1.84977,0.00000,0.00000,32,0.00038,-0.03789,-0.02277,0.00150,3.98462,3.85532,-0.08012,-0.07620,0.00339,2.72990,2.74417,-0.02278,-0.01058,0.01134,4.11535,4.56137,-0.13733,-0.12958,0.00959,3.78795,3.79139,0.06650,0.08015,0.00361,3.86295,3.98409,-0.05203,-0.03178,-0.00495,4.74820,4.63219
2.3416,-0.05306,-0.02424,-0.05306,-0.02424,-0.05233,-0.02160,-1.16953,1.83406,-1.11720,1.85566,-1.11720,1.85566,0.00000,0.00000,0,0.00033,-0.03816,-0.02313,-0.00854,4.01047,4.04633,-0.08009,-0.07621,-0.00247,2.71672,2.86494,-0.02270,-0.01067,0.00526,4.12495,4.14754,-0.13711,-0.12995,-0.00302,3.75966,3.68025,0.06669,0.07995,0.00592,3.86057,3.84044,-0.05228,-0.03193,-0.00376,4.78201,4.65388
2.4425,-0.05018,-0.02679,-0.05018,-0.02679,-0.05124,-0.02552,-1.16799,1.83478,-1.11675,1.86030,-1.11675,1.86030,0.00000,0.00000,0,0.00030,-0.03837,-0.02361,-0.00744,4.00252,4.13994,-0.08009,-0.07621,0.00096,2.76541,2.77374,-0.02266,-0.01076,0.00003,4.13841,4.01859,-0.13693,-0.13023,0.00301,3.74237,3.74479,0.06686,0.07972,-0.00792,3.82670,3.86802,-0.05247,-0.03213,-0.00990,4.82530,4.82773
2.5434,-0.05186,-0.03018,-0.05186,-0.03018,-0.05115,-0.02820,-1.16645,1.83559,-1.11529,1.86379,-1.11529,1.86379,0.00000,0.00000,0,0.00027,-0.03854,-0.02417,-0.01502,3.97322,4.09251,-0.08003,-0.07621,-0.00095,2.76343,2.79354,-0.02259,-0.01084,0.00592,4.16360,4.27382,-0.13681,-0.13052,-0.01420,3.71877,3.68118,0.06695,0.07951,-0.00035,3.83874,3.78255,-0.05264,-0.03232,-0.00487,4.86320,4.69058
2.6446,-0.04975,-0.03163,-0.04975,-0.03163,-0.05089,-0.03080,-1.16492,1.83648,-1.11402,1.86729,-1.11402,1.86729,0.00000,0.00000,0,0.00025,-0.03871,-0.02481,-0.00307,3.99655,4.08478,-0.07999,-0.07621,-0.00091,2.76520,2.77314,-0.02251,-0.01090,0.01560,4.20079,4.15505,-0.13669,-0.13077,-0.00972,3.71685,3.77558,0.06705,0.07931,-0.00100,3.83645,3.88295,-0.05280,-0.03250,-0.00306,4.87915,4.77157
2.7481,-0.04708,-0.03689,-0.04708,-0.03689,-0.04864,-0.03495,-1.16341,1.83749,-1.11477,1.87244,-1.11477,1.87244,0.00000,0.00000,0,0.00184,-0.03891,-0.02560,-0.01270,3.98203,4.14670,-0.08004,-0.07620,0.00371,2.76717,2.83393,-0.02253,-0.01103,-0.00267,4.15475,4.27799,-0.13647,-0.13103,-0.00637,3.70279,3.59430,0.06727,0.07903,-0.00209,3.80144,3.88146,-0.05298,-0.03273,-0.01476,4.88784,4.80250
2.8473,-0.04124,-0.04123,-0.04124,-0.04123,-0.04325,-0.03849,-1.16206,1.83859,-1.11882,1.87708,-1.11882,1.87708,0.00000,0.00000,0,0.00031,-0.03902,-0.02634,-0.00776,3.98005,4.06333,-0.08025,-0.07620,0.00284,2.78508,2.83873,-0.02270,-0.01119,-0.01174,4.16657,4.18396,-0.13620,-0.13127,-0.00504,3.69120,3.95159,0.06755,0.07880,0.00099,3.84178,3.70499,-0.05305,-0.03294,-0.01576,4.92766,4.76100
2.9516,-0.04664,-0.04644,-0.04664,-0.04644,-0.04529,-0.04351,-1.16073,1.83983,-1.11544,1.88335,-1.11544,1.88335,0.00000,0.00000,0,0.00028,-0.03935,-0.02705,-0.00813,3.96328,3.90473,-0.08012,-0.07618,0.01268,2.81924,2.85037,-0.02252,-0.01131,0.00131,4.21407,4.18947,-0.13601,-0.13153,-0.00389,3.66310,3.60291,0.06770,0.07851,0.00137,3.84021,4.01554,-0.05337,-0.03318,-0.01718,4.97089,5.03494
3.0521,-0.04626,-0.05137,-0.04626,-0.05137,-0.04573,-0.04910,-1.15937,1.84125,-1.11363,1.89035,-1.11363,1.89035,0.00000,0.00000,0,0.00027,-0.03968,-0.02760,-0.00678,4.00845,3.93053,-0.08006,-0.07620,0.00029,2.80679,2.76440,-0.02241,-0.01150,-0.01217,4.19906,4.25844,-0.13576,-0.13175,-0.00804,3.63890,3.58824,0.06792,0.07809,0.00827,3.84515,3.73795,-0.05368,-0.03342,-0.00020,5.06868,5.07916
3.1569,-0.04762,-0.05399,-0.04762,-0.05399,-0.04613,-0.05275,-1.15798,1.84279,-1.11185,1.89554,-1.11185,1.89554,0.00000,0.00000,0,0.00269,-0.03993,-0.02817,-0.00817,3.99559,3.98193,-0.08000,-0.07621,-0.00022,2.81016,2.87923,-0.02231,-0.01164,0.00448,4.24975,4.37211,-0.13558,-0.13193,-0.00194,3.61189,3.70815,0.06807,0.07737,-0.00977,3.73033,3.77984,-0.05392,-0.03366,-0.00760,5.08303,4.98141
3.2592,-0.05675,-0.05980,-0.05675,-0.05980,-0.05185,-0.05679,-1.15654,1.84443,-1.10468,1.90122,-1.10468,1.90122,0.00000,0.00000,0,0.00033,-0.04031,-0.02864,-0.00304,4.00644,4.15584,-0.07969,-0.07620,0.00571,2.81303,2.61346,-0.02196,-0.01178,-0.00045,4.20619,4.25510,-0.13548,-0.13215,-0.01035,3.62093,3.70169,0.06810,0.07397,-0.05899,3.39898,3.37569,-0.05432,-0.03389,0.00340,5.13950,4.97104
3.3598,-0.11305,-0.08059,-0.11305,-0.08059,-0.09127,-0.07317,-1.15434,1.84641,-1.06307,1.91958,-1.06307,1.91958,0.00000,0.00000,0,0.00029,-0.04192,-0.02937,-0.00689,4.09668,4.04643,-0.07784,-0.07621,-0.00245,2.64802,2.61112,-0.02001,-0.01189,0.00605,4.06926,4.15013,-0.13554,-0.13248,-0.00587,3.61476,3.72206,0.06773,0.06593,-0.07345,2.90289,2.84233,-0.05609,-0.03428,-0.00376,5.28833,5.20911
3.4615,-0.15323,-0.10048,-0.15323,-0.10048,-0.13291,-0.09155,-1.15086,1.84894,-1.01795,1.94049,-1.01795,1.94049,0.00000,0.00000,0,0.00031,-0.04370,-0.03054,-0.02224,4.13620,4.28466,-0.07583,-0.07622,-0.00591,2.51064,2.54362,-0.01789,-0.01193,0.00354,3.94658,4.07898,-0.13557,-0.13308,-0.01016,3.54225,3.46959,0.06736,0.06008,-0.03721,2.67256,2.66042,-0.05805,-0.03474,-0.00876,5.39155,5.51580
3.5636,-0.16416,-0.11708,-0.16416,-0.11708,-0.15729,-0.10912,-1.14636,1.85201,-0.98907,1.96113,-0.98907,1.96113,0.00000,0.00000,0,0.00033,-0.04515,-0.03164,-0.00151,4.21430,4.21147,-0.07457,-0.07621,-0.00103,2.46000,2.36912,-0.01650,-0.01194,0.00133,3.86963,3.83008,-0.13529,-0.13393,-0.00208,3.50105,3.53698,0.06740,0.05869,-0.00139,2.65106,2.64510,-0.05958,-0.03517,-0.00682,5.49928,5.29580
3.6662,-0.16494,-0.12836,-0.16494,-0.12836,-0.16374,-0.12266,-1.14150,1.85553,-0.97776,1.97819,-0.97776,1.97819,0.00000,0.00000,0,0.00108,-0.04609,-0.03261,-0.00147,4.22968,4.24560,-0.07411,-0.07620,-0.00035,2.44607,2.61591,-0.01593,-0.01193,0.00280,3.86442,3.77912,-0.13481,-0.13492,-0.00571,3.41845,3.46456,0.06776,0.05843,-0.00891,2.61866,2.72919,-0.06051,-0.03560,-0.01068,5.58845,5.52867
3.7669,-0.16593,-0.14099,-0.16593,-0.14099,-0.16572,-0.13556,-1.13654,1.85945,-0.97082,1.99501,-0.97082,1.99501,0.00000,0.00000,0,0.00027,-0.04693,-0.03362,-0.01225,4.22114,4.32449,-0.07386,-0.07620,0.00114,2.44081,2.46463,-0.01555,-0.01194,0.00620,3.86077,3.92872,-0.13425,-0.13579,-0.01341,3.29907,3.32501,0.06822,0.05838,0.00149,2.57275,2.56688,-0.06133,-0.03599,-0.00491,5.66147,5.63242
3.8677,-0.15976,-0.15196,-0.15976,-0.15196,-0.16302,-0.14718,-1.13160,1.86374,-0.96858,2.01091,-0.96858,2.01091,0.00000,0.00000,0,0.00028,-0.04764,-0.03460,-0.01195,4.22727,4.29026,-0.07382,-0.07620,0.00356,2.40966,2.55728,-0.01539,-0.01193,0.00992,3.87025,3.78452,-0.13364,-0.13634,-0.00168,3.27855,3.34635,0.06877,0.05835,0.00003,2.47128,2.38795,-0.06198,-0.03635,-0.00042,5.70675,5.73277
3.9701,-0.14973,-0.16285,-0.14973,-0.16285,-0.15469,-0.15801,-1.12685,1.86835,-0.97216,2.02636,-0.97216,2.02636,0.00000,0.00000,0,0.00026,-0.04821,-0.03572,-0.01632,4.19237,4.19658,-0.07405,-0.07621,-0.00555,2.39094,2.32532,-0.01549,-0.01196,-0.00137,3.87241,3.89161,-0.13294,-0.13675,-0.00362,3.18562,3.14161,0.06945,0.05836,0.01011,2.47219,2.44655,-0.06247,-0.03666,-0.00390,5.74778,5.92043
4.0716,-0.14275,-0.17296,-0.14275,-0.17296,-0.14708,-0.16857,-1.12235,1.87327,-0.97527,2.04184,-0.97527,2.04184,0.00000,0.00000,0,0.00106,-0.04879,-0.03715,-0.01331,4.15963,4.38260,-0.07426,-0.07620,0.00195,2.45975,2.36984,-0.01558,-0.01197,-0.00682,3.85848,3.79963,-0.13224,-0.13694,-0.00047,3.12949,3.03173,0.07012,0.05832,-0.00882,2.32880,2.33723,-0.06298,-0.03698,-0.00510,5.83135,5.71020
4.1713,-0.13362,-0.18464,-0.13362,-0.18464,-0.13770,-0.17879,-1.11811,1.87850,-0.98040,2.05729,-0.98040,2.05729,0.00000,0.00000,0,0.00031,-0.04933,-0.03986,-0.03119,4.00680,4.09934,-0.07456,-0.07621,-0.00468,2.45400,2.56062,-0.01575,-0.01200,-0.00474,3.87046,3.86931,-0.13151,-0.13705,-0.00068,3.07638,3.15157,0.07084,0.05836,0.00410,2.32745,2.37804,-0.06343,-0.03732,-0.00295,5.89664,5.84992
4.2720,-0.10702,-0.20144,-0.10702,-0.20144,-0.11969,-0.19326,-1.11426,1.88411,-0.99457,2.07737,-0.99457,2.07737,0.00000,0.00000,0,0.00029,-0.04988,-0.04392,-0.03546,3.78489,3.78201,-0.07530,-0.07621,-0.00436,2.49810,2.62901,-0.01632,-0.01201,-0.00515,3.93723,3.94255,-0.13041,-0.13711,-0.00387,2.98081,3.05267,0.07197,0.05832,-0.00874,2.20125,2.21549,-0.06382,-0.03763,-0.00630,5.94362,5.98674
4.3751,-0.08695,-0.21245,-0.08695,-0.21245,-0.09614,-0.20730,-1.11110,1.89018,-1.01497,2.09747,-1.01497,2.09747,0.00000,0.00000,0,0.00183,-0.05031,-0.04633,-0.01120,3.75991,3.87937,-0.07633,-0.07619,0.00649,2.58730,2.65587,-0.01717,-0.01203,0.00852,4.01314,4.01703,-0.12919,-0.13710,-0.00153,2.86387,3.00420,0.07326,0.05836,0.00889,2.10085,2.15501,-0.06405,-0.03793,-0.00362,5.94283,5.89388
4.4749,-0.07596,-0.22176,-0.07596,-0.22176,-0.08120,-0.21780,-1.10852,1.89659,-1.02732,2.11438,-1.02732,2.11438,0.00000,0.00000,0,0.00027,-0.05076,-0.04750,-0.00304,3.74438,3.79147,-0.07697,-0.07620,0.00009,2.62583,2.70541,-0.01766,-0.01211,-0.00578,4.01717,3.96059,-0.12826,-0.13713,-0.01059,2.78390,2.86151,0.07423,0.05835,-0.00086,2.00800,2.07323,-0.06436,-0.03817,0.00459,5.95075,5.88773
4.5768,-0.07246,-0.22876,-0.07246,-0.22876,-0.07436,-0.22541,-1.10621,1.90327,-1.03185,2.12867,-1.03185,2.12867,0.00000,0.00000,0,0.00029,-0.05127,-0.04821,-0.00457,3.74012,3.82248,-0.07724,-0.07620,0.00326,2.64794,2.70363,-0.01781,-0.01213,0.00000,4.07192,4.28109,-0.12758,-0.13710,-0.00213,2.74291,2.72316,0.07489,0.05835,0.00261,1.95835,1.96364,-0.06479,-0.03843,0.00087,5.95240,5.70535
4.6785,-0.07097,-0.23257,-0.07097,-0.23257,-0.07253,-0.23073,-1.10401,1.91013,-1.03148,2.14086,-1.03148,2.14086,0.00000,0.00000,0,0.00033,-0.05179,-0.04875,-0.01779,3.71538,3.80293,-0.07727,-0.07622,-0.00687,2.60214,2.72266,-0.01775,-0.01217,-0.00217,4.03638,4.02550,-0.12709,-0.13711,-0.00720,2.70866,2.86909,0.07534,0.05836,0.00874,1.93125,1.86056,-0.06526,-0.03858,-0.00673,5.92655,5.91298
4.7806,-0.06375,-0.23385,-0.06375,-0.23385,-0.06611,-0.23189,-1.10195,1.91706,-1.03583,2.14895,-1.03583,2.14895,0.00000,0.00000,0,0.00031,-0.05203,-0.04915,-0.00408,3.72316,3.71200,-0.07751,-0.07621,-0.00600,2.63144,2.63281,-0.01792,-0.01222,-0.00374,4.08652,4.11440,-0.12667,-0.13710,-0.00365,2.68841,2.71202,0.07576,0.05835,-0.00069,1.84033,1.99514,-0.06545,-0.03870,-0.00172,5.94421,5.94262
4.8818,-0.06215,-0.23708,-0.06215,-0.23708,-0.06357,-0.23587,-1.10001,1.92410,-1.03644,2.15997,-1.03644,2.15997,0.00000,0.00000,0,0.00029,-0.05248,-0.04952,-0.00630,3.73130,3.66303,-0.07758,-0.07618,0.01007,2.66955,2.56140,-0.01790,-0.01227,-0.00494,4.06604,4.07096,-0.12621,-0.13710,-0.00721,2.62472,2.56362,0.07620,0.05835,0.00110,1.78504,1.87137,-0.06585,-0.03892,0.00080,5.91399,5.80813
4.9842,-0.06113,-0.23943,-0.06113,-0.23943,-0.06222,-0.23819,-1.09812,1.93121,-1.03590,2.16940,-1.03590,2.16940,0.00000,0.00000,0,0.00046,-0.05289,-0.04987,-0.00463,3.75303,3.70758,-0.07760,-0.07619,0.00583,2.64872,2.80779,-0.01785,-0.01232,0.00405,4.07185,3.87579,-0.12583,-0.13710,-0.00622,2.55589,2.43566,0.07654,0.05837,0.00584,1.72062,1.74733,-0.06622,-0.03911,-0.00692,5.93507,5.78621
5.0879,-0.05966,-0.24134,-0.05966,-0.24134,-0.06067,-0.24050,-1.09627,1.93841,-1.03560,2.17892,-1.03560,2.17892,0.00000,0.00000,0,0.00054,-0.05329,-0.05019,0.00516,3.75389,3.71661,-0.07762,-0.07620,-0.00036,2.66250,2.68036,-0.01780,-0.01243,-0.00816,4.04222,4.19186,-0.12545,-0.13707,-0.00215,2.52871,2.58974,0.07690,0.05833,-0.01246,1.65589,1.73758,-0.06658,-0.03926,0.01302,5.92745,5.96969
5.1904,-0.05260,-0.24080,-0.05260,-0.24080,-0.05543,-0.24125,-1.09455,1.94565,-1.03912,2.18690,-1.03912,2.18690,0.00000,0.00000,0,0.00031,-0.05355,-0.05048,0.00483,3.79516,3.84273,-0.07782,-0.07620,0.00433,2.66666,2.84857,-0.01793,-0.01252,-0.00510,4.08249,4.02106,-0.12505,-0.13705,0.00490,2.46875,2.58867,0.07729,0.05836,0.00129,1.58800,1.44025,-0.06679,-0.03943,-0.00454,5.91951,5.92933
5.2921,-0.05318,-0.24348,-0.05318,-0.24348,-0.05241,-0.24288,-1.09296,1.95292,-1.04055,2.19580,-1.04055,2.19580,0.00000,0.00000,0,0.00112,-0.05389,-0.05078,-0.00536,3.77190,3.68337,-0.07792,-0.07621,-0.00254,2.64793,2.76019,-0.01796,-0.01263,-0.00536,4.09526,4.24118,-0.12466,-0.13705,-0.00047,2.42917,2.52697,0.07767,0.05838,0.00964,1.56669,1.53003,-0.06709,-0.03956,-0.01431,5.93190,6.04601
