t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-0.80019,-3.61745,-0.80019,-3.61745,-0.79257,-3.61126,3.28575,1.38874,4.07833,5.02432,4.07833,5.00000,0.00000,0.00000,8,0.00057,-0.20883,-0.21426,-0.01315,-0.14459,-0.21711,0.21673,0.20857,0.00751,-0.93580,-0.93999,0.28311,0.28231,0.00223,1.52821,1.60254,-0.04197,-0.04120,0.00015,2.53869,2.47696,0.11590,0.11852,-0.00656,3.83089,3.93089,-0.24007,0.24531,0.00309,5.96158,5.92816
0.1065,-0.81690,-3.62953,-0.81690,-3.62953,-0.80887,-3.62399,3.30981,1.37601,4.11868,5.02412,4.11868,5.00000,0.00000,0.00000,8,0.00123,-0.20964,-0.21416,0.00226,-0.14409,-0.09472,0.21861,0.20946,0.01268,-1.10741,-1.14829,0.28487,0.28234,-0.00295,1.43780,1.36892,-0.04272,-0.04212,-0.02166,2.53317,2.51550,0.11483,0.11760,-0.00426,3.86030,4.15007,-0.24114,0.24530,-0.00129,5.95797,6.05207
0.2079,-0.83151,-3.64184,-0.83151,-3.64184,-0.82477,-3.63639,3.33438,1.36361,4.15914,5.02416,4.15914,5.00000,0.00000,0.00000,8,0.00033,-0.21044,-0.21414,-0.00184,-0.14500,-0.13131,0.22050,0.21081,0.01778,-1.26837,-1.26068,0.28663,0.28242,0.00550,1.25060,1.30757,-0.04348,-0.04336,-0.02851,2.45065,2.47969,0.11375,0.11699,0.00025,3.95791,4.14112,-0.24221,0.24530,0.00041,5.98951,5.92466
0.3088,-0.84202,-3.65940,-0.84202,-3.65940,-0.83638,-3.65012,3.35933,1.34988,4.19572,5.02587,4.19572,5.00000,0.00000,0.00000,8,0.00036,-0.21117,-0.21413,-0.00150,-0.15286,-0.11289,0.22220,0.21299,0.02355,-1.31005,-1.23338,0.28822,0.28249,-0.00343,1.10038,1.11984,-0.04416,-0.04563,-0.01916,2.31538,2.30382,0.11278,0.11652,0.00466,4.05127,4.07620,-0.24318,0.24530,0.00117,5.97290,5.96031
0.4113,-0.86243,-3.69398,-0.86243,-3.69398,-0.85335,-3.67791,3.38472,1.32209,4.23807,5.02895,4.23807,5.00000,0.00000,0.00000,8,0.00037,-0.21201,-0.21411,-0.00893,-0.14190,-0.08678,0.22418,0.21602,0.04901,-1.28745,-1.31595,0.29007,0.28261,-0.00108,0.95459,0.95626,-0.04495,-0.04841,-0.03008,2.16046,2.17466,0.11165,0.11605,-0.00703,4.12897,4.05783,-0.24431,0.24527,-0.00550,5.95874,5.92755
0.5119,-0.87977,-3.75267,-0.87977,-3.75267,-0.87305,-3.72550,3.41067,1.27450,4.28373,5.03400,4.28373,5.00000,0.00000,0.00000,8,0.00031,-0.21292,-0.21410,-0.00183,-0.10280,-0.08847,0.22630,0.22409,0.03572,-0.95822,-0.92655,0.29205,0.28275,0.00461,0.67806,0.62402,-0.04580,-0.05139,-0.03542,1.96375,1.82554,0.11043,0.11541,-0.00613,4.24211,4.35231,-0.24552,0.24530,0.00139,5.96299,5.97907
0.8892,-0.90464,-3.77677,-0.90464,-3.77677,-0.89387,-3.76638,3.43724,1.23362,4.33111,5.02705,4.33111,5.00000,0.00000,0.00000,8,0.00029,-0.21386,-0.21409,0.00427,-0.04159,-0.10292,0.22851,0.22667,0.03007,-0.92059,-1.11630,0.29412,0.28298,0.00082,0.46719,0.42402,-0.04668,-0.05422,-0.01400,1.75438,1.85539,0.10917,0.11477,-0.00766,4.27370,4.38939,-0.24677,0.24530,0.00367,5.99264,6.03307
0.8904,-0.92411,-3.86029,-0.92411,-3.86029,-0.91274,-3.81413,3.46436,1.18587,4.37710,5.04267,4.37710,5.00000,0.00000,0.00000,8,0.00029,-0.21477,-0.21410,-0.00357,0.02407,-0.04404,0.23066,0.23978,0.04421,-0.10292,-0.04133,0.29612,0.28374,0.01841,0.31277,0.21835,-0.04754,-0.05558,-0.00008,1.64438,1.72488,0.10795,0.11409,-0.00646,4.39917,4.31854,-0.24799,0.24529,0.00292,5.94002,6.17614
0.8912,-0.93791,-3.92307,-0.93791,-3.92307,-0.92638,-3.89560,3.49196,1.10440,4.41834,5.03514,4.41834,5.00000,0.00000,0.00000,8,0.00105,-0.21559,-0.21411,-0.00533,0.08195,0.14923,0.23258,0.24452,0.03285,0.17387,0.12578,0.29791,0.28543,0.05159,0.22241,0.18640,-0.04830,-0.05661,-0.01419,1.55263,1.46550,0.10685,0.11318,0.01048,4.49772,4.37420,-0.24908,0.24528,-0.00397,5.96370,5.99876
0.9200,-0.94276,-3.95718,-0.94276,-3.95718,-0.93901,-3.94088,3.52000,1.05912,4.45900,5.03063,4.45900,5.00000,0.00000,0.00000,8,0.00107,-0.21639,-0.21411,0.00077,0.14560,0.13319,0.23447,0.24582,0.00520,0.16980,0.22812,0.29968,0.28811,0.01855,0.06988,0.04490,-0.04906,-0.05714,-0.00215,1.48385,1.42179,0.10576,0.11221,-0.00354,4.53794,4.67551,-0.25016,0.24527,-0.00456,5.95009,5.93431
