t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-1.67804,-4.26585,-1.67804,-4.26585,-1.67767,-4.26467,3.32233,0.73533,5.01022,5.02609,5.00000,5.00000,0.00000,0.00000,12,0.00027,-0.35916,-0.35402,-0.00416,1.15557,1.08698,0.12822,0.12522,0.00323,2.12672,2.07576,0.19206,0.19101,0.00257,0.83102,0.92050,-0.19064,-0.19038,-0.00212,-0.12224,-0.07185,-0.04019,-0.04021,0.00999,3.29967,3.31629,-0.39670,0.24323,-0.01511,5.93831,5.83840
0.1023,-1.67779,-4.26703,-1.67779,-4.26703,-1.67764,-4.26638,3.32236,0.73362,5.01013,5.02588,5.00000,5.00000,0.00000,0.00000,12,0.00034,-0.35916,-0.35423,-0.00537,1.22283,1.15303,0.12822,0.12523,-0.00109,2.11317,2.12887,0.19206,0.19100,0.00069,0.84246,0.80474,-0.19064,-0.19038,-0.00340,-0.09303,-0.09270,-0.04019,-0.04023,-0.00258,3.27945,3.23765,-0.39670,0.24324,-0.00876,5.95055,5.97488
0.2041,-1.67939,-4.26762,-1.67939,-4.26762,-1.67992,-4.26681,3.32008,0.73319,5.00985,5.02595,5.00000,5.00000,0.00000,0.00000,12,0.00033,-0.35916,-0.35438,-0.00179,1.26764,1.16757,0.12822,0.12528,0.00969,2.07593,2.03914,0.19206,0.19101,0.00567,0.82007,0.77975,-0.19064,-0.19039,-0.00312,-0.09141,-0.13087,-0.04019,-0.04025,-0.00659,3.30406,3.23393,-0.39670,0.24325,-0.00959,5.95363,5.84334
0.3059,-1.68087,-4.26428,-1.68087,-4.26428,-1.68002,-4.26502,3.31998,0.73498,5.01045,5.02528,5.00000,5.00000,0.00000,0.00000,12,0.00032,-0.35916,-0.35449,0.00383,1.33655,1.18282,0.12822,0.12527,-0.00267,2.02493,1.99295,0.19206,0.19101,-0.00145,0.78473,0.70007,-0.19064,-0.19038,0.00085,-0.10178,-0.09276,-0.04019,-0.04022,0.00965,3.29254,3.39761,-0.39670,0.24328,0.00968,5.96614,5.98920
0.4072,-1.67632,-4.26271,-1.67632,-4.26271,-1.67841,-4.26422,3.32159,0.73578,5.00917,5.02494,5.00000,5.00000,0.00000,0.00000,12,0.00027,-0.35916,-0.35471,-0.00338,1.37371,1.35641,0.12822,0.12529,0.00846,2.00481,2.06573,0.19206,0.19102,0.00629,0.80404,0.74942,-0.19064,-0.19040,-0.00802,-0.13747,-0.13733,-0.04019,-0.04021,0.00889,3.32294,3.32515,-0.39670,0.24324,-0.01228,5.94710,5.87839
0.5095,-1.67760,-4.26307,-1.67760,-4.26307,-1.67723,-4.26390,3.32277,0.73610,5.01022,5.02523,5.00000,5.00000,0.00000,0.00000,12,0.00136,-0.35916,-0.35486,-0.00395,1.37235,1.39480,0.12822,0.12532,0.00282,1.96604,1.96996,0.19206,0.19101,-0.00274,0.75606,0.74363,-0.19064,-0.19037,0.00072,-0.06188,-0.11857,-0.04019,-0.04021,0.00984,3.29477,3.36219,-0.39670,0.24325,-0.00141,5.97352,5.97433
0.6115,-1.67730,-4.26470,-1.67730,-4.26470,-1.67670,-4.26408,3.32330,0.73592,5.01032,5.02585,5.00000,5.00000,0.00000,0.00000,12,0.00178,-0.35916,-0.35501,0.00122,1.47644,1.43716,0.12822,0.12531,-0.00543,1.90299,2.03005,0.19206,0.19101,-0.00348,0.74137,0.79872,-0.19064,-0.19039,-0.00557,-0.08748,-0.14706,-0.04019,-0.04026,-0.01085,3.23638,3.37647,-0.39670,0.24325,-0.00069,5.96528,5.94055
0.7113,-1.67462,-4.26364,-1.67462,-4.26364,-1.67549,-4.26358,3.32451,0.73642,5.00968,5.02560,5.00000,5.00000,0.00000,0.00000,12,0.00028,-0.35916,-0.35515,-0.00212,1.49453,1.47475,0.12822,0.12533,0.00317,1.87356,2.00170,0.19206,0.19102,-0.00381,0.73241,0.86842,-0.19064,-0.19039,-0.00419,-0.08049,-0.06877,-0.04019,-0.04022,0.00656,3.30921,3.39864,-0.39670,0.24328,0.00642,5.95574,5.94104
0.8116,-1.67629,-4.26772,-1.67629,-4.26772,-1.67549,-4.26585,3.32451,0.73415,5.01039,5.02640,5.00000,5.00000,0.00000,0.00000,12,0.00028,-0.35916,-0.35529,-0.00431,1.52198,1.48362,0.12822,0.12535,0.00379,1.85003,1.84680,0.19206,0.19104,0.00063,0.74365,0.67996,-0.19064,-0.19038,0.00103,-0.08507,-0.11053,-0.04019,-0.04022,0.00534,3.27423,3.21899,-0.39670,0.24324,-0.00512,5.98218,6.16491
0.9122,-1.67257,-4.26885,-1.67257,-4.26885,-1.67434,-4.26809,3.32566,0.73191,5.00929,5.02594,5.00000,5.00000,0.00000,0.00000,12,0.00035,-0.35916,-0.35542,-0.00843,1.53853,1.42884,0.12822,0.12534,-0.00393,1.82303,1.82349,0.19206,0.19102,-0.00616,0.73575,0.77275,-0.19064,-0.19037,0.00168,-0.09495,-0.12142,-0.04019,-0.04022,0.00741,3.28901,3.27352,-0.39670,0.24325,0.00134,5.97583,5.91627
1.0128,-1.67964,-4.27017,-1.67964,-4.27017,-1.67832,-4.26924,3.32168,0.73076,5.01064,5.02601,5.00000,5.00000,0.00000,0.00000,12,0.00028,-0.35916,-0.35556,-0.00299,1.61302,1.62612,0.12822,0.12538,0.00431,1.77838,1.73613,0.19206,0.19103,-0.00345,0.72565,0.80763,-0.19064,-0.19038,-0.00319,-0.09951,-0.01220,-0.04019,-0.04026,-0.00489,3.28324,3.21826,-0.39670,0.24325,0.00273,5.94207,5.99813
1.1134,-1.68364,-4.27096,-1.68364,-4.27096,-1.68196,-4.27043,3.31804,0.72957,5.01081,5.02585,5.00000,5.00000,0.00000,0.00000,12,0.00037,-0.35916,-0.35568,0.00252,1.63425,1.75069,0.12822,0.12539,0.00280,1.77054,1.68301,0.19206,0.19105,-0.00025,0.72255,0.74250,-0.19064,-0.19038,0.00010,-0.07962,0.02267,-0.04019,-0.04023,0.00473,3.29160,3.15146,-0.39670,0.24324,-0.00260,5.95222,5.89715
1.2190,-1.68799,-4.27184,-1.68799,-4.27184,-1.68624,-4.27144,3.31376,0.72856,5.01086,5.02580,5.00000,5.00000,0.00000,0.00000,12,0.00387,-0.35916,-0.35581,-0.00157,1.65240,1.69971,0.12822,0.12539,-0.00708,1.70374,1.76541,0.19206,0.19105,-0.00258,0.69354,0.68983,-0.19064,-0.19036,0.00870,-0.03972,0.07769,-0.04019,-0.04024,0.00516,3.29372,3.33822,-0.39670,0.24325,-0.00088,5.95997,6.04537
1.3171,-1.69108,-4.27167,-1.69108,-4.27167,-1.68934,-4.27196,3.31066,0.72804,5.01088,5.02551,5.00000,5.00000,0.00000,0.00000,12,0.00049,-0.35916,-0.35591,-0.00555,1.71478,1.79981,0.12822,0.12544,0.00379,1.66439,1.75162,0.19206,0.19107,0.00545,0.68631,0.53393,-0.19064,-0.19039,-0.00334,-0.06032,-0.03724,-0.04019,-0.04023,0.00171,3.28487,3.26848,-0.39670,0.24326,0.00413,5.99400,5.94573
1.4177,-1.68942,-4.27440,-1.68942,-4.27440,-1.68949,-4.27368,3.31051,0.72632,5.01011,5.02595,5.00000,5.00000,0.00000,0.00000,12,0.00034,-0.35916,-0.35603,-0.00662,1.74987,1.69813,0.12822,0.12547,0.00554,1.65532,1.65474,0.19206,0.19107,0.00172,0.66237,0.73207,-0.19064,-0.19036,0.00616,-0.04404,-0.05891,-0.04019,-0.04025,-0.00628,3.28234,3.25961,-0.39670,0.24326,0.00059,5.95630,5.87225
