phase,trial_idx,start_marker,target_marker,target_x_mm,target_y_mm,ball_start_x_mm,ball_start_y_mm,settled,settled_at_s,t_in_trial_s,x_mm,y_mm,vx_mm_s,vy_mm_s,speed_mm_s,err_mm,v_toward_target_mm_s,imu_pitch_deg,imu_roll_deg,cmd_pitch_deg,cmd_roll_deg,phase_code
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,1.389000317431055e-06,-114.24462469216091,-39.22620806356666,19.801081324622483,-16.729510139919046,25.92217836421097,,,0.12583142518997192,0.11032246798276901,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.024868615000741556,-113.75222672780875,-39.64222457309241,11.352451226926405,-9.487047015755365,14.79466829431791,,,0.12583142518997192,0.11032246798276901,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.05526982300034433,-113.7211064413689,-39.66146359904677,0.7539923891363287,-0.39230409388574117,0.8499453070374713,,,0.12583142518997192,0.11032246798276901,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.06553015700046672,-113.71430401844137,-39.664655841727026,0.5990952025711067,-0.3487836703003495,0.6932280363717975,,,0.11161100119352341,0.07600079476833344,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.08487062300082471,-113.70504633504753,-39.67277438880407,-0.315419764257058,0.34266049365623985,0.4657315123509639,,,0.11161100119352341,0.07600079476833344,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.099158291999629,-113.71793450963632,-39.659831160087556,-0.5779391908627076,0.5757853085451643,0.8158078388146875,,,0.08377783000469208,0.01748524233698845,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.11458464600036677,-113.72145170307775,-39.65644724691951,-0.09605781767913868,0.09241780969841784,0.13329724635839865,,,0.08377783000469208,0.01748524233698845,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.12581557299927226,-113.72145170307775,-39.65644724691951,0.0,-2.2737367544323206e-13,2.2737367544323206e-13,,,0.08377783000469208,0.01748524233698845,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.13696835200062196,-113.72145170307775,-39.65644724691951,-0.053672693255066406,0.046375132787602524,0.07093243928077067,,,0.08377783000469208,0.01748524233698845,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.15333104000092135,-113.72361841827544,-39.65457512724537,-0.12302519301374559,0.0982238563874489,0.15742656726134743,,,0.0806896761059761,0.012080708518624306,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.16345904099944164,-113.72480553448673,-39.653681810317906,-0.08863768241872094,0.06566838173273482,0.11031307766515361,,,0.0806896761059761,0.012080708518624306,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.1883917110008042,-113.72526171230174,-39.653427636503054,-0.005648232843668666,0.0031470905460082577,0.006465811098468001,,,0.0806896761059761,0.012080708518624306,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-114.24462469216091,-39.22620806356666,,,0.19952578700031154,-113.72526171230174,-39.653427636503054,-0.002195746120378317,-0.0027742036845666007,0.0035380089186743627,,,0.0806896761059761,0.012080708518624306,-3.0,0.0,
