t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-0.01950,0.22450,-39.52932,-0.01950,0.22450,-0.01609,0.22299,0.10413,0.72346,0.12022,0.50047,0.12022,0.50047,0.00000,0.00000,16,0.00178,-0.63855,-0.65109,0.00965,1.81510,1.86531,8,0x00000000,1,-0.58408,-0.58256,-0.00093,3.70296,3.72082,8,0x00000000,1,-0.59436,-0.59473,-0.00487,3.34526,3.26928,8,0x00000000,1,-0.59148,-0.58524,-0.00372,5.57737,5.46557,8,0x00000000,1,-0.57100,-0.57963,-0.00102,0.39082,0.39573,8,0x00000000,1,-0.66006,-0.67018,0.01019,1.48541,1.47098,8,0x00000000,1
0.0038,-0.02008,0.22528,-39.52616,-0.02008,0.22528,-0.01643,0.22318,0.10387,0.72312,0.12030,0.49994,0.12030,0.49994,0.00000,0.00000,16,0.00070,-0.63853,-0.65108,0.01183,1.77936,1.70758,8,0x00000000,1,-0.58407,-0.58262,0.00024,3.70379,3.57127,8,0x00000000,1,-0.59436,-0.59474,0.00062,3.35726,3.24609,8,0x00000000,1,-0.59150,-0.58524,-0.00372,5.55781,5.57911,8,0x00000000,1,-0.57102,-0.57960,0.00460,0.41386,0.31874,8,0x00000000,1,-0.66004,-0.67018,0.00687,1.43075,1.41296,8,0x00000000,1
0.0084,-0.02008,0.22528,-39.52616,-0.02008,0.22528,-0.01674,0.22336,0.10361,0.72279,0.12035,0.49943,0.12035,0.49943,0.00000,0.00000,16,0.00028,-0.63850,-0.65108,0.00519,1.74234,1.61941,8,0x00000000,1,-0.58407,-0.58267,0.00722,3.69759,3.59768,8,0x00000000,1,-0.59436,-0.59474,0.00062,3.35726,3.24609,8,0x00000000,1,-0.59153,-0.58535,-0.01571,5.52576,5.58311,8,0x00000000,1,-0.57104,-0.57961,-0.00154,0.34954,0.34626,8,0x00000000,1,-0.66002,-0.67019,0.00085,1.42649,1.46657,8,0x00000000,1
0.0145,-0.02274,0.22577,-39.52053,-0.02274,0.22577,-0.01725,0.22357,0.10335,0.72245,0.12060,0.49889,0.12060,0.49889,0.00000,0.00000,16,0.00103,-0.63849,-0.65108,0.00519,1.74234,1.61941,8,0x00000000,1,-0.58405,-0.58267,0.00722,3.69759,3.59768,8,0x00000000,1,-0.59435,-0.59475,-0.00260,3.34010,3.33836,8,0x00000000,1,-0.59155,-0.58535,-0.01571,5.52576,5.58311,8,0x00000000,1,-0.57107,-0.57961,-0.00154,0.34954,0.34626,8,0x00000000,1,-0.66001,-0.67019,0.00085,1.42649,1.46657,8,0x00000000,1
0.0188,-0.02237,0.22587,-39.52202,-0.02237,0.22587,-0.01769,0.22376,0.10309,0.72212,0.12078,0.49835,0.12078,0.49835,0.00000,0.00000,16,0.00031,-0.63847,-0.65107,0.00590,1.73166,1.75573,8,0x00000000,1,-0.58404,-0.58274,0.00634,3.71318,3.77720,8,0x00000000,1,-0.59434,-0.59475,-0.00260,3.34010,3.33836,8,0x00000000,1,-0.59158,-0.58543,-0.01299,5.56060,5.48110,8,0x00000000,1,-0.57110,-0.57960,0.00154,0.35763,0.38907,8,0x00000000,1,-0.65999,-0.67018,-0.00155,1.41274,1.51063,8,0x00000000,1
0.0240,-0.02237,0.22587,-39.52202,-0.02237,0.22587,-0.01809,0.22394,0.10283,0.72178,0.12092,0.49784,0.12092,0.49784,0.00000,0.00000,16,0.00043,-0.63845,-0.65107,0.00590,1.73166,1.75573,8,0x00000000,1,-0.58404,-0.58274,0.00634,3.71318,3.77720,8,0x00000000,1,-0.59434,-0.59476,-0.00145,3.36768,3.55852,8,0x00000000,1,-0.59160,-0.58543,-0.01299,5.56060,5.48110,8,0x00000000,1,-0.57112,-0.57960,0.00154,0.35763,0.38907,8,0x00000000,1,-0.65998,-0.67018,-0.00155,1.41274,1.51063,8,0x00000000,1
0.0293,-0.01913,0.22563,-39.52783,-0.01913,0.22563,-0.01818,0.22409,0.10257,0.72145,0.12075,0.49736,0.12075,0.49736,0.00000,0.00000,16,0.00035,-0.63843,-0.65107,0.00590,1.73166,1.75573,8,0x00000000,1,-0.58404,-0.58274,0.00634,3.71318,3.77720,8,0x00000000,1,-0.59435,-0.59476,-0.00145,3.36768,3.55852,8,0x00000000,1,-0.59162,-0.58550,-0.00377,5.58967,5.42086,8,0x00000000,1,-0.57113,-0.57959,0.00274,0.35772,0.29848,8,0x00000000,1,-0.65995,-0.67018,-0.00155,1.41274,1.51063,8,0x00000000,1
0.0345,-0.01913,0.22563,-39.52783,-0.01913,0.22563,-0.01826,0.22422,0.10231,0.72111,0.12057,0.49689,0.12057,0.49689,0.00000,0.00000,16,0.00042,-0.63840,-0.65108,-0.00336,1.71373,1.71446,8,0x00000000,1,-0.58405,-0.58283,-0.00080,3.67472,3.60397,8,0x00000000,1,-0.59436,-0.59477,0.00685,3.38756,3.34865,8,0x00000000,1,-0.59164,-0.58559,-0.00738,5.57189,5.56211,8,0x00000000,1,-0.57115,-0.57959,0.00274,0.35772,0.29848,8,0x00000000,1,-0.65993,-0.67016,0.00817,1.40869,1.55592,8,0x00000000,1
0.0394,-0.02043,0.22499,-39.51923,-0.02043,0.22499,-0.01845,0.22429,0.10205,0.72077,0.12050,0.49649,0.12050,0.49649,0.00000,0.00000,16,0.00030,-0.63839,-0.65107,0.00005,1.67899,1.69024,8,0x00000000,1,-0.58405,-0.58288,0.00293,3.68543,3.79022,8,0x00000000,1,-0.59436,-0.59477,0.00685,3.38756,3.34865,8,0x00000000,1,-0.59165,-0.58559,-0.00738,5.57189,5.56211,8,0x00000000,1,-0.57116,-0.57959,0.00192,0.35112,0.38717,8,0x00000000,1,-0.65991,-0.67015,0.01340,1.41225,1.32884,8,0x00000000,1
0.0447,-0.02043,0.22499,-39.51923,-0.02043,0.22499,-0.01861,0.22435,0.10180,0.72044,0.12041,0.49609,0.12041,0.49609,0.00000,0.00000,16,0.00052,-0.63837,-0.65107,0.00005,1.67899,1.69024,8,0x00000000,1,-0.58405,-0.58288,0.00293,3.68543,3.79022,8,0x00000000,1,-0.59437,-0.59479,0.00071,3.35316,3.41110,8,0x00000000,1,-0.59167,-0.58570,-0.01392,5.56201,5.44536,8,0x00000000,1,-0.57117,-0.57959,0.00192,0.35112,0.38717,8,0x00000000,1,-0.65990,-0.67015,0.01340,1.41225,1.32884,8,0x00000000,1
