t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-0.19326,-0.04066,-39.92084,-0.19326,-0.04066,-0.24880,-0.01370,0.21229,0.60231,0.46109,0.61601,0.46109,0.61601,0.00000,0.00000,32,0.00422,-0.78224,-0.78965,0.00696,3.38559,3.09572,8,0x00000000,1,-0.70087,-0.69510,-0.01781,4.24799,4.10080,8,0x00000000,1,-0.71037,-0.71210,0.00030,0.94686,0.99523,8,0x00000000,1,-0.72543,-0.72718,-0.00727,4.43506,4.54242,8,0x00000000,1,-0.70748,-0.72486,0.00551,-0.38717,-0.36364,8,0x00000000,1,-0.80552,-0.78587,-0.06641,4.91237,5.06983,8,0x00000000,1
0.0022,-0.18565,-0.04334,-39.91697,-0.18565,-0.04334,-0.24341,-0.01623,0.21266,0.60080,0.45607,0.61703,0.45607,0.61703,0.00000,0.00000,32,0.00076,-0.78218,-0.78965,0.00696,3.38559,3.09572,8,0x00000000,1,-0.70111,-0.69510,-0.01781,4.24799,4.10080,8,0x00000000,1,-0.71060,-0.71210,0.00030,0.94686,0.99523,8,0x00000000,1,-0.72529,-0.72718,-0.00727,4.43506,4.54242,8,0x00000000,1,-0.70731,-0.72486,0.00551,-0.38717,-0.36364,8,0x00000000,1,-0.80543,-0.78587,-0.06641,4.91237,5.06983,8,0x00000000,1
0.0074,-0.17906,-0.04589,-39.91066,-0.17906,-0.04589,-0.23792,-0.01876,0.21301,0.59929,0.45094,0.61805,0.45094,0.61805,0.00000,0.00000,32,0.00034,-0.78212,-0.78965,0.00696,3.38559,3.09572,8,0x00000000,1,-0.70135,-0.69510,-0.01781,4.24799,4.10080,8,0x00000000,1,-0.71083,-0.71211,-0.00451,0.95911,0.82138,8,0x00000000,1,-0.72515,-0.72715,0.00870,4.43506,4.54242,8,0x00000000,1,-0.70713,-0.72481,0.00847,-0.40180,-0.33018,8,0x00000000,1,-0.80533,-0.78587,-0.06641,4.91237,5.06983,8,0x00000000,1
0.0124,-0.17906,-0.04589,-39.91066,-0.17906,-0.04589,-0.23290,-0.02107,0.21336,0.59932,0.44626,0.62039,0.44626,0.62039,0.00000,0.00000,0,0.00028,-0.78213,-0.78967,0.00178,3.35058,3.15728,8,0x00000000,1,-0.70157,-0.69518,-0.01544,4.24635,4.37105,8,0x00000000,1,-0.71104,-0.71211,-0.00384,1.00357,1.02319,8,0x00000000,1,-0.72496,-0.72716,0.00171,4.46810,4.36424,8,0x00000000,1,-0.70692,-0.72482,0.00510,-0.40180,-0.33018,8,0x00000000,1,-0.80530,-0.78659,-0.04546,4.95904,5.13666,8,0x00000000,1
0.0182,-0.17487,-0.05067,-39.90228,-0.17487,-0.05067,-0.22795,-0.02360,0.21370,0.59936,0.44166,0.62296,0.44166,0.62296,0.00000,0.00000,0,0.00037,-0.78214,-0.78964,0.00549,3.32250,3.22930,8,0x00000000,1,-0.70179,-0.69518,-0.01544,4.24635,4.37105,8,0x00000000,1,-0.71124,-0.71211,-0.00384,1.00357,1.02319,8,0x00000000,1,-0.72476,-0.72716,0.00206,4.40918,4.49740,8,0x00000000,1,-0.70671,-0.72477,0.00622,-0.43924,-0.41563,8,0x00000000,1,-0.80527,-0.78693,-0.03958,4.97003,4.90267,8,0x00000000,1
0.0256,-0.17487,-0.05067,-39.90228,-0.17487,-0.05067,-0.22342,-0.02591,0.21404,0.59940,0.43746,0.62530,0.43746,0.62530,0.00000,0.00000,0,0.00092,-0.78216,-0.78964,0.00549,3.32250,3.22930,8,0x00000000,1,-0.70200,-0.69526,-0.00788,4.31321,4.06523,8,0x00000000,1,-0.71143,-0.71211,-0.00064,1.01475,1.04175,8,0x00000000,1,-0.72458,-0.72718,-0.00958,4.38899,4.32398,8,0x00000000,1,-0.70651,-0.72471,0.01028,-0.44932,-0.35299,8,0x00000000,1,-0.80525,-0.78693,-0.03958,4.97003,4.90267,8,0x00000000,1
0.0302,-0.17399,-0.05298,-39.90467,-0.17399,-0.05298,-0.21921,-0.02822,0.21437,0.59944,0.43357,0.62766,0.43357,0.62766,0.00000,0.00000,0,0.00044,-0.78218,-0.78965,0.00504,3.32250,3.22930,8,0x00000000,1,-0.70218,-0.69526,-0.00788,4.31321,4.06523,8,0x00000000,1,-0.71160,-0.71211,-0.00064,1.01475,1.04175,8,0x00000000,1,-0.72440,-0.72718,-0.00958,4.38899,4.32398,8,0x00000000,1,-0.70632,-0.72471,0.01028,-0.44932,-0.35299,8,0x00000000,1,-0.80524,-0.78734,-0.03189,4.99737,4.88991,8,0x00000000,1
0.0350,-0.17318,-0.05383,-39.90532,-0.17318,-0.05383,-0.21528,-0.03040,0.21469,0.59948,0.42997,0.62989,0.42997,0.62989,0.00000,0.00000,0,0.00029,-0.78220,-0.78965,0.00504,3.30456,3.46943,8,0x00000000,1,-0.70236,-0.69534,-0.00957,4.33215,4.40410,8,0x00000000,1,-0.71175,-0.71212,-0.00403,0.99887,0.91985,8,0x00000000,1,-0.72424,-0.72716,0.00198,4.36816,4.35887,8,0x00000000,1,-0.70614,-0.72470,0.00209,-0.56040,-0.45011,8,0x00000000,1,-0.80523,-0.78734,-0.03189,4.99737,4.88991,8,0x00000000,1
0.0402,-0.17324,-0.05467,-39.89906,-0.17324,-0.05467,-0.21169,-0.03247,0.21501,0.59953,0.42670,0.63201,0.42670,0.63201,0.00000,0.00000,0,0.00035,-0.78222,-0.78969,-0.00624,3.28063,3.37628,8,0x00000000,1,-0.70252,-0.69545,-0.00639,4.39160,4.51742,8,0x00000000,1,-0.71190,-0.71212,-0.00403,0.99887,0.91985,8,0x00000000,1,-0.72409,-0.72716,0.00198,4.36816,4.35887,8,0x00000000,1,-0.70597,-0.72470,0.00209,-0.56040,-0.45011,8,0x00000000,1,-0.80522,-0.78763,-0.02775,4.97827,4.99359,8,0x00000000,1
0.0452,-0.17324,-0.05467,-39.89906,-0.17324,-0.05467,-0.20841,-0.03437,0.21532,0.59958,0.42374,0.63395,0.42374,0.63395,0.00000,0.00000,0,0.00029,-0.78224,-0.78969,-0.00624,3.28063,3.37628,8,0x00000000,1,-0.70266,-0.69545,-0.00639,4.39160,4.51742,8,0x00000000,1,-0.71202,-0.71211,0.00243,1.05970,1.05808,8,0x00000000,1,-0.72395,-0.72716,0.00192,4.33318,4.46111,8,0x00000000,1,-0.70582,-0.72460,0.01060,-0.59806,-0.43750,8,0x00000000,1,-0.80522,-0.78763,-0.02775,4.97827,4.99359,8,0x00000000,1
0.0514,-0.17367,-0.05473,-39.89663,-0.17367,-0.05473,-0.20545,-0.03610,0.21563,0.59964,0.42108,0.63574,0.42108,0.63574,0.00000,0.00000,0,0.00108,-0.78227,-0.78968,-0.00918,3.26677,3.12186,8,0x00000000,1,-0.70279,-0.69558,-0.01072,4.40770,4.36569,8,0x00000000,1,-0.71214,-0.71211,0.00243,1.05970,1.05808,8,0x00000000,1,-0.72382,-0.72716,0.00192,4.33318,4.46111,8,0x00000000,1,-0.70568,-0.72460,0.01060,-0.59806,-0.43750,8,0x00000000,1,-0.80521,-0.78786,-0.02215,5.01087,5.08654,8,0x00000000,1
0.0559,-0.17300,-0.05539,-39.89822,-0.17300,-0.05539,-0.20268,-0.03775,0.21593,0.59969,0.41862,0.63744,0.41862,0.63744,0.00000,0.00000,0,0.00047,-0.78229,-0.78968,-0.00918,3.26677,3.12186,8,0x00000000,1,-0.70291,-0.69558,-0.01072,4.40770,4.36569,8,0x00000000,1,-0.71225,-0.71212,-0.00243,1.10041,1.13524,8,0x00000000,1,-0.72370,-0.72715,0.00150,4.28447,4.44817,8,0x00000000,1,-0.70555,-0.72453,0.01209,-0.62398,-0.47047,8,0x00000000,1,-0.80521,-0.78786,-0.02215,5.01087,5.08654,8,0x00000000,1
0.0625,-0.17220,-0.05597,-39.89868,-0.17220,-0.05597,-0.20008,-0.03930,0.21623,0.59975,0.41632,0.63906,0.41632,0.63906,0.00000,0.00000,0,0.00130,-0.78231,-0.78971,-0.01137,3.28763,3.37412,8,0x00000000,1,-0.70302,-0.69572,-0.01614,4.42193,4.44237,8,0x00000000,1,-0.71235,-0.71212,-0.00243,1.10041,1.13524,8,0x00000000,1,-0.72359,-0.72715,0.00150,4.28447,4.44817,8,0x00000000,1,-0.70543,-0.72453,0.01209,-0.62398,-0.47047,8,0x00000000,1,-0.80521,-0.78802,-0.01340,5.06814,5.07669,8,0x00000000,1
