t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-0.15152,0.28680,-39.20933,-0.15152,0.28680,-0.15000,0.28972,0.15405,0.69197,0.30405,0.40225,0.30405,0.40225,0.00000,0.00000,0,0.00409,-0.57218,-0.58259,-0.00658,1.47475,1.43898,8,0x00000000,1,-0.50929,-0.52858,0.00599,0.83045,0.91443,8,0x00000000,1,-0.52035,-0.53692,-0.00346,1.15273,1.19888,8,0x00000000,1,-0.53321,-0.54405,-0.00703,3.84831,3.78899,8,0x00000000,1,-0.51359,-0.50841,0.00281,2.57108,2.63563,8,0x00000000,1,-0.59518,-0.60378,-0.01383,1.66835,1.76179,8,0x00000000,1
0.0010,-0.15068,0.28577,-39.21510,-0.15068,0.28577,-0.15006,0.28938,0.15428,0.69154,0.30434,0.40216,0.30434,0.40216,0.00000,0.00000,0,0.00035,-0.57218,-0.58259,-0.00658,1.47475,1.43898,8,0x00000000,1,-0.50927,-0.52858,0.00599,0.83045,0.91443,8,0x00000000,1,-0.52034,-0.53692,-0.00346,1.15273,1.19888,8,0x00000000,1,-0.53322,-0.54405,-0.00703,3.84831,3.78899,8,0x00000000,1,-0.51360,-0.50841,0.00281,2.57108,2.63563,8,0x00000000,1,-0.59518,-0.60378,-0.01383,1.66835,1.76179,8,0x00000000,1
0.0061,-0.15057,0.28655,-39.21378,-0.15057,0.28655,-0.15010,0.28914,0.15450,0.69110,0.30460,0.40197,0.30460,0.40197,0.00000,0.00000,0,0.00038,-0.57218,-0.58257,0.00504,1.47929,1.44860,8,0x00000000,1,-0.50926,-0.52858,0.00599,0.83045,0.91443,8,0x00000000,1,-0.52033,-0.53691,-0.00620,1.13508,1.22346,8,0x00000000,1,-0.53323,-0.54408,-0.01514,3.82684,3.93945,8,0x00000000,1,-0.51361,-0.50843,0.00406,2.60181,2.51786,8,0x00000000,1,-0.59518,-0.60374,0.00114,1.69396,1.73074,8,0x00000000,1
0.0110,-0.15057,0.28655,-39.21378,-0.15057,0.28655,-0.15014,0.28892,0.15473,0.69067,0.30487,0.40175,0.30487,0.40175,0.00000,0.00000,0,0.00027,-0.57218,-0.58254,0.01222,1.44323,1.57907,8,0x00000000,1,-0.50925,-0.52859,-0.00360,0.74466,0.66730,8,0x00000000,1,-0.52032,-0.53690,-0.00582,1.12153,1.19903,8,0x00000000,1,-0.53325,-0.54406,-0.00219,3.83581,3.81354,8,0x00000000,1,-0.51363,-0.50847,-0.00758,2.57920,2.53441,8,0x00000000,1,-0.59518,-0.60373,0.00416,1.66705,1.63689,8,0x00000000,1
0.0163,-0.15162,0.28675,-39.20969,-0.15162,0.28675,-0.15027,0.28873,0.15495,0.69024,0.30522,0.40150,0.30522,0.40150,0.00000,0.00000,0,0.00048,-0.57217,-0.58254,0.01222,1.44323,1.57907,8,0x00000000,1,-0.50923,-0.52859,-0.00360,0.74466,0.66730,8,0x00000000,1,-0.52030,-0.53686,0.00747,1.09592,1.07179,8,0x00000000,1,-0.53326,-0.54406,0.00409,3.83876,3.80849,8,0x00000000,1,-0.51365,-0.50847,-0.00758,2.57920,2.53441,8,0x00000000,1,-0.59518,-0.60373,0.00416,1.66705,1.63689,8,0x00000000,1
0.0212,-0.15162,0.28675,-39.20969,-0.15162,0.28675,-0.15038,0.28856,0.15518,0.68980,0.30556,0.40124,0.30556,0.40124,0.00000,0.00000,0,0.00029,-0.57217,-0.58255,0.00769,1.40859,1.45221,8,0x00000000,1,-0.50921,-0.52856,0.00394,0.73168,0.76903,8,0x00000000,1,-0.52029,-0.53686,0.00747,1.09592,1.07179,8,0x00000000,1,-0.53328,-0.54406,0.00409,3.83876,3.80849,8,0x00000000,1,-0.51366,-0.50848,0.00412,2.61744,2.54169,8,0x00000000,1,-0.59518,-0.60373,-0.00107,1.63957,1.68457,8,0x00000000,1
0.0291,-0.14986,0.28744,-39.21614,-0.14986,0.28744,-0.15034,0.28847,0.15541,0.68937,0.30574,0.40090,0.30574,0.40090,0.00000,0.00000,0,0.00137,-0.57216,-0.58255,0.00769,1.40859,1.45221,8,0x00000000,1,-0.50920,-0.52856,0.00394,0.73168,0.76903,8,0x00000000,1,-0.52028,-0.53687,-0.00312,1.07103,1.04635,8,0x00000000,1,-0.53330,-0.54406,0.00178,3.81879,3.60512,8,0x00000000,1,-0.51368,-0.50852,-0.00350,2.61744,2.54169,8,0x00000000,1,-0.59517,-0.60373,-0.00107,1.63957,1.68457,8,0x00000000,1
0.0331,-0.14999,0.28719,-39.21594,-0.14999,0.28719,-0.15031,0.28836,0.15563,0.68894,0.30594,0.40058,0.30594,0.40058,0.00000,0.00000,0,0.00032,-0.57215,-0.58258,-0.00881,1.36358,1.46003,8,0x00000000,1,-0.50919,-0.52854,0.00757,0.72921,0.87936,8,0x00000000,1,-0.52027,-0.53681,0.01543,1.07790,1.03477,8,0x00000000,1,-0.53331,-0.54406,0.00178,3.81879,3.60512,8,0x00000000,1,-0.51370,-0.50852,-0.00350,2.57923,2.59099,8,0x00000000,1,-0.59516,-0.60373,0.00013,1.63242,1.73934,8,0x00000000,1
0.0419,-0.15015,0.28619,-39.20955,-0.15015,0.28619,-0.15030,0.28817,0.15586,0.68851,0.30615,0.40033,0.30615,0.40033,0.00000,0.00000,0,0.00037,-0.57214,-0.58258,-0.00881,1.36358,1.46003,8,0x00000000,1,-0.50918,-0.52854,0.00757,0.72921,0.87936,8,0x00000000,1,-0.52027,-0.53681,0.01543,1.07790,1.03477,8,0x00000000,1,-0.53333,-0.54409,-0.00876,3.79010,3.69464,8,0x00000000,1,-0.51371,-0.50851,0.00608,2.65250,2.67763,8,0x00000000,1,-0.59516,-0.60373,0.00013,1.63242,1.73934,8,0x00000000,1
0.0469,-0.15108,0.28613,-39.20838,-0.15108,0.28613,-0.15036,0.28800,0.15608,0.68807,0.30644,0.40007,0.30644,0.40007,0.00000,0.00000,0,0.00032,-0.57214,-0.58255,0.00348,1.40158,1.35433,8,0x00000000,1,-0.50917,-0.52853,0.00216,0.69240,0.77657,8,0x00000000,1,-0.52025,-0.53682,0.00017,1.03606,1.01637,8,0x00000000,1,-0.53335,-0.54408,-0.00470,3.80500,3.90144,8,0x00000000,1,-0.51373,-0.50851,0.00608,2.65250,2.67763,8,0x00000000,1,-0.59516,-0.60372,0.00335,1.63360,1.62873,8,0x00000000,1
