t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-0.11940,0.26626,-39.31147,-0.11940,0.26626,-0.11045,0.26788,0.09899,0.71869,0.20944,0.45081,0.20944,0.45081,0.00000,0.00000,0,0.00064,-0.50640,-0.51228,0.01057,2.55121,2.69729,8,0x00000000,1,-0.44790,-0.45395,-0.01451,3.03072,2.97677,8,0x00000000,1,-0.45864,-0.46935,-0.00491,2.61222,2.69331,8,0x00000000,1,-0.46342,-0.47120,-0.02137,4.41932,4.43153,8,0x00000000,1,-0.44340,-0.43938,-0.01394,2.78940,2.79402,8,0x00000000,1,-0.52859,-0.53475,0.00183,2.40491,2.45178,8,0x00000000,1
0.0052,-0.12192,0.26594,-39.30340,-0.12192,0.26594,-0.11143,0.26772,0.09915,0.71829,0.21059,0.45057,0.21059,0.45057,0.00000,0.00000,0,0.00048,-0.50642,-0.51233,-0.01644,2.53497,2.46993,8,0x00000000,1,-0.44785,-0.45395,-0.00262,3.04833,3.02327,8,0x00000000,1,-0.45859,-0.46934,-0.00009,2.60213,2.68333,8,0x00000000,1,-0.46345,-0.47131,-0.02152,4.41932,4.43153,8,0x00000000,1,-0.44344,-0.43944,-0.00753,2.81296,2.77840,8,0x00000000,1,-0.52861,-0.53477,-0.00942,2.42328,2.58991,8,0x00000000,1
0.0100,-0.12216,0.26538,-39.30345,-0.12216,0.26538,-0.11235,0.26752,0.09932,0.71789,0.21167,0.45037,0.21167,0.45037,0.00000,0.00000,0,0.00027,-0.50643,-0.51228,0.01011,2.54260,2.56417,8,0x00000000,1,-0.44779,-0.45400,-0.01326,3.01165,3.10554,8,0x00000000,1,-0.45854,-0.46932,0.00721,2.62340,2.61736,8,0x00000000,1,-0.46348,-0.47131,-0.02152,4.40923,4.43183,8,0x00000000,1,-0.44348,-0.43948,-0.00318,2.81061,2.75871,8,0x00000000,1,-0.52863,-0.53473,0.00887,2.42673,2.40348,8,0x00000000,1
0.0175,-0.12163,0.26473,-39.30741,-0.12163,0.26473,-0.11314,0.26728,0.09949,0.71749,0.21263,0.45021,0.21263,0.45021,0.00000,0.00000,0,0.00038,-0.50644,-0.51228,0.01011,2.54260,2.56417,8,0x00000000,1,-0.44775,-0.45400,-0.01326,3.01165,3.10554,8,0x00000000,1,-0.45849,-0.46932,0.00721,2.62340,2.61736,8,0x00000000,1,-0.46351,-0.47136,-0.00474,4.45844,4.45941,8,0x00000000,1,-0.44351,-0.43948,-0.00318,2.81061,2.75871,8,0x00000000,1,-0.52865,-0.53473,0.00887,2.42673,2.40348,8,0x00000000,1
0.0224,-0.12182,0.26433,-39.30823,-0.12182,0.26433,-0.11388,0.26703,0.09966,0.71709,0.21354,0.45006,0.21354,0.45006,0.00000,0.00000,0,0.00030,-0.50645,-0.51231,-0.00555,2.50289,2.50719,8,0x00000000,1,-0.44771,-0.45401,-0.00344,3.00604,3.01562,8,0x00000000,1,-0.45845,-0.46933,-0.00135,2.57791,2.77595,8,0x00000000,1,-0.46353,-0.47144,-0.01162,4.45844,4.45941,8,0x00000000,1,-0.44354,-0.43958,-0.01002,2.81232,2.75834,8,0x00000000,1,-0.52867,-0.53475,-0.00233,2.39840,2.39499,8,0x00000000,1
0.0281,-0.12555,0.26285,-39.29855,-0.12555,0.26285,-0.11488,0.26667,0.09984,0.71669,0.21471,0.45002,0.21471,0.45002,0.00000,0.00000,0,0.00057,-0.50648,-0.51231,-0.00555,2.50289,2.50719,8,0x00000000,1,-0.44765,-0.45401,-0.00344,3.00604,3.01562,8,0x00000000,1,-0.45840,-0.46933,-0.00135,2.57791,2.77595,8,0x00000000,1,-0.46356,-0.47144,0.00180,4.42092,4.30481,8,0x00000000,1,-0.44357,-0.43958,-0.00365,2.83130,2.87943,8,0x00000000,1,-0.52870,-0.53475,-0.00233,2.39840,2.39499,8,0x00000000,1
0.0330,-0.12555,0.26285,-39.29855,-0.12555,0.26285,-0.11579,0.26634,0.10001,0.71629,0.21580,0.44994,0.21580,0.44994,0.00000,0.00000,0,0.00048,-0.50649,-0.51229,-0.00099,2.51550,2.53226,8,0x00000000,1,-0.44760,-0.45406,-0.00840,3.00150,3.09595,8,0x00000000,1,-0.45835,-0.46932,-0.00466,2.55542,2.55065,8,0x00000000,1,-0.46358,-0.47155,-0.00502,4.42092,4.30481,8,0x00000000,1,-0.44360,-0.43958,-0.00365,2.83130,2.87943,8,0x00000000,1,-0.52872,-0.53477,-0.01052,2.39896,2.44166,8,0x00000000,1
0.0402,-0.12642,0.26187,-39.29536,-0.12642,0.26187,-0.11669,0.26596,0.10018,0.71589,0.21688,0.44993,0.21688,0.44993,0.00000,0.00000,0,0.00125,-0.50651,-0.51229,0.00363,2.51550,2.53226,8,0x00000000,1,-0.44755,-0.45406,-0.00840,3.00150,3.09595,8,0x00000000,1,-0.45830,-0.46932,-0.00466,2.55542,2.55065,8,0x00000000,1,-0.46360,-0.47155,-0.00502,4.42614,4.48284,8,0x00000000,1,-0.44363,-0.43962,0.00675,2.85052,2.83048,8,0x00000000,1,-0.52875,-0.53475,0.00220,2.41498,2.40890,8,0x00000000,1
0.0444,-0.12575,0.26159,-39.29928,-0.12575,0.26159,-0.11747,0.26559,0.10036,0.71549,0.21783,0.44990,0.21783,0.44990,0.00000,0.00000,0,0.00032,-0.50653,-0.51229,0.00363,2.53100,2.53013,8,0x00000000,1,-0.44751,-0.45407,-0.00247,2.99102,3.11853,8,0x00000000,1,-0.45826,-0.46930,0.00573,2.53929,2.50320,8,0x00000000,1,-0.46362,-0.47167,-0.01238,4.38756,4.31687,8,0x00000000,1,-0.44365,-0.43962,0.00675,2.85052,2.83048,8,0x00000000,1,-0.52877,-0.53475,0.00220,2.41498,2.40890,8,0x00000000,1
0.0518,-0.12536,0.26134,-39.30297,-0.12536,0.26134,-0.11814,0.26523,0.10054,0.71509,0.21868,0.44987,0.21868,0.44987,0.00000,0.00000,0,0.00112,-0.50655,-0.51229,0.00397,2.49367,2.57715,8,0x00000000,1,-0.44747,-0.45409,-0.00898,2.97889,3.01441,8,0x00000000,1,-0.45822,-0.46932,-0.00436,2.51584,2.49895,8,0x00000000,1,-0.46364,-0.47167,-0.01238,4.38756,4.31687,8,0x00000000,1,-0.44368,-0.43969,-0.00828,2.83279,2.86817,8,0x00000000,1,-0.52880,-0.53475,-0.00187,2.39429,2.21647,8,0x00000000,1
