t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-0.00534,0.24046,-39.44962,-0.00534,0.24046,-0.00657,0.23348,0.07142,0.73466,0.07800,0.50118,0.07800,0.50118,0.00000,0.00000,16,0.00054,-0.70373,-0.72307,0.00305,1.64943,1.63701,8,0x00000000,1,-0.65205,-0.65229,-0.01888,3.49815,3.22661,8,0x00000000,1,-0.66228,-0.67483,0.00413,2.20717,2.23630,8,0x00000000,1,-0.65663,-0.65191,-0.01214,4.63676,4.70835,8,0x00000000,1,-0.63585,-0.64925,0.01413,0.32013,0.41704,8,0x00000000,1,-0.72501,-0.73800,0.00508,2.36173,2.38632,8,0x00000000,1
0.0052,-0.00680,0.24143,-39.44390,-0.00680,0.24143,-0.00659,0.23416,0.07124,0.73431,0.07784,0.50015,0.07784,0.50015,0.00000,0.00000,16,0.00035,-0.70369,-0.72305,0.00024,1.62755,1.74898,8,0x00000000,1,-0.65205,-0.65245,-0.02525,3.48254,3.59008,8,0x00000000,1,-0.66229,-0.67483,0.00079,2.18109,2.00301,8,0x00000000,1,-0.65667,-0.65192,-0.00622,4.65914,4.65816,8,0x00000000,1,-0.63589,-0.64925,0.01413,0.32904,0.32684,8,0x00000000,1,-0.72497,-0.73799,0.00792,2.35731,2.27166,8,0x00000000,1
0.0104,-0.00680,0.24143,-39.44390,-0.00680,0.24143,-0.00661,0.23478,0.07106,0.73396,0.07767,0.49918,0.07767,0.49918,0.00000,0.00000,16,0.00041,-0.70364,-0.72303,0.00214,1.60988,1.70399,8,0x00000000,1,-0.65205,-0.65260,-0.02161,3.48927,3.36504,8,0x00000000,1,-0.66230,-0.67483,0.00071,2.18109,2.00301,8,0x00000000,1,-0.65671,-0.65192,0.00309,4.69348,4.61327,8,0x00000000,1,-0.63592,-0.64927,-0.00089,0.32223,0.33542,8,0x00000000,1,-0.72493,-0.73801,-0.00670,2.31344,2.26372,8,0x00000000,1
0.0155,-0.00603,0.24125,-39.44337,-0.00603,0.24125,-0.00656,0.23533,0.07089,0.73360,0.07745,0.49827,0.07745,0.49827,0.00000,0.00000,16,0.00037,-0.70360,-0.72303,0.00214,1.60988,1.70399,8,0x00000000,1,-0.65206,-0.65260,-0.02161,3.48927,3.36504,8,0x00000000,1,-0.66231,-0.67484,-0.00495,2.14344,2.33514,8,0x00000000,1,-0.65674,-0.65193,0.00194,4.69348,4.61327,8,0x00000000,1,-0.63595,-0.64925,0.00762,0.32223,0.33542,8,0x00000000,1,-0.72489,-0.73800,-0.00088,2.31344,2.26372,8,0x00000000,1
0.0206,-0.00527,0.24232,-39.44754,-0.00527,0.24232,-0.00645,0.23593,0.07071,0.73325,0.07716,0.49732,0.07716,0.49732,0.00000,0.00000,16,0.00037,-0.70356,-0.72305,-0.01021,1.54742,1.71432,8,0x00000000,1,-0.65207,-0.65271,-0.02001,3.46909,3.33365,8,0x00000000,1,-0.66233,-0.67484,-0.00495,2.14344,2.33514,8,0x00000000,1,-0.65677,-0.65195,-0.00130,4.67171,4.60070,8,0x00000000,1,-0.63598,-0.64926,-0.00126,0.31191,0.27682,8,0x00000000,1,-0.72485,-0.73799,0.00201,2.30427,2.47720,8,0x00000000,1
0.0258,-0.00527,0.24232,-39.44754,-0.00527,0.24232,-0.00635,0.23647,0.07053,0.73289,0.07688,0.49642,0.07688,0.49642,0.00000,0.00000,16,0.00039,-0.70351,-0.72305,-0.01021,1.54742,1.71432,8,0x00000000,1,-0.65208,-0.65271,-0.02001,3.46909,3.33365,8,0x00000000,1,-0.66234,-0.67482,0.00441,2.17081,2.09678,8,0x00000000,1,-0.65681,-0.65195,-0.00130,4.67171,4.60070,8,0x00000000,1,-0.63600,-0.64925,0.00581,0.31191,0.27682,8,0x00000000,1,-0.72481,-0.73799,0.00201,2.30427,2.47720,8,0x00000000,1
0.0320,-0.00462,0.24384,-39.44624,-0.00462,0.24384,-0.00620,0.23710,0.07035,0.73254,0.07656,0.49544,0.07656,0.49544,0.00000,0.00000,16,0.00038,-0.70347,-0.72305,-0.01021,1.54742,1.71432,8,0x00000000,1,-0.65209,-0.65271,-0.02001,3.46909,3.33365,8,0x00000000,1,-0.66236,-0.67482,0.00441,2.17081,2.09678,8,0x00000000,1,-0.65684,-0.65198,-0.00305,4.69875,4.57221,8,0x00000000,1,-0.63603,-0.64925,0.00581,0.30295,0.31905,8,0x00000000,1,-0.72476,-0.73799,-0.00067,2.27146,2.57545,8,0x00000000,1
0.0376,-0.00516,0.24388,-39.44511,-0.00516,0.24388,-0.00611,0.23768,0.07018,0.73218,0.07629,0.49450,0.07629,0.49450,0.00000,0.00000,16,0.00038,-0.70342,-0.72301,0.00600,1.54808,1.54161,8,0x00000000,1,-0.65210,-0.65281,-0.01309,3.49429,3.42780,8,0x00000000,1,-0.66238,-0.67483,0.00240,2.14583,2.11286,8,0x00000000,1,-0.65687,-0.65200,-0.00454,4.71878,4.60054,8,0x00000000,1,-0.63606,-0.64924,0.00074,0.27482,0.31864,8,0x00000000,1,-0.72472,-0.73799,-0.00067,2.27146,2.57545,8,0x00000000,1
0.0426,-0.00632,0.24450,-39.44434,-0.00632,0.24450,-0.00613,0.23826,0.07000,0.73182,0.07613,0.49356,0.07613,0.49356,0.00000,0.00000,16,0.00035,-0.70338,-0.72300,0.00150,1.51935,1.41898,8,0x00000000,1,-0.65210,-0.65296,-0.01903,3.45242,3.52823,8,0x00000000,1,-0.66239,-0.67482,0.00496,2.14388,2.06809,8,0x00000000,1,-0.65691,-0.65200,-0.00454,4.71878,4.60054,8,0x00000000,1,-0.63609,-0.64924,0.00074,0.27482,0.31864,8,0x00000000,1,-0.72468,-0.73800,-0.00831,2.22614,2.19693,8,0x00000000,1
0.0476,-0.00632,0.24450,-39.44434,-0.00632,0.24450,-0.00615,0.23879,0.06983,0.73147,0.07597,0.49267,0.07597,0.49267,0.00000,0.00000,16,0.00030,-0.70334,-0.72300,0.00150,1.51935,1.41898,8,0x00000000,1,-0.65211,-0.65296,-0.01903,3.45242,3.52823,8,0x00000000,1,-0.66240,-0.67482,0.00496,2.14388,2.06809,8,0x00000000,1,-0.65694,-0.65201,0.00390,4.74677,4.58482,8,0x00000000,1,-0.63612,-0.64924,0.00107,0.26656,0.22763,8,0x00000000,1,-0.72464,-0.73800,-0.00831,2.22614,2.19693,8,0x00000000,1
0.0542,-0.00564,0.24534,-39.44891,-0.00564,0.24534,-0.00610,0.23935,0.06965,0.73111,0.07575,0.49176,0.07575,0.49176,0.00000,0.00000,16,0.00160,-0.70330,-0.72297,0.01066,1.53576,1.51012,8,0x00000000,1,-0.65211,-0.65309,-0.00882,3.47021,3.55974,8,0x00000000,1,-0.66241,-0.67484,-0.00034,2.13582,2.17552,8,0x00000000,1,-0.65698,-0.65201,0.00390,4.74677,4.58482,8,0x00000000,1,-0.63615,-0.64924,0.00107,0.26656,0.22763,8,0x00000000,1,-0.72460,-0.73799,-0.00584,2.24900,2.35710,8,0x00000000,1
0.0579,-0.00524,0.24573,-39.44926,-0.00524,0.24573,-0.00603,0.23990,0.06948,0.73075,0.07551,0.49085,0.07551,0.49085,0.00000,0.00000,16,0.00029,-0.70325,-0.72297,0.01066,1.53576,1.51012,8,0x00000000,1,-0.65212,-0.65309,-0.00882,3.47021,3.55974,8,0x00000000,1,-0.66243,-0.67484,-0.00034,2.13582,2.17552,8,0x00000000,1,-0.65701,-0.65206,-0.00665,4.69081,4.59311,8,0x00000000,1,-0.63618,-0.64922,0.00396,0.23961,0.33121,8,0x00000000,1,-0.72456,-0.73794,0.01551,2.24900,2.35710,8,0x00000000,1
0.0637,-0.00835,0.24603,-39.44450,-0.00835,0.24603,-0.00623,0.24042,0.06930,0.73039,0.07553,0.48997,0.07553,0.48997,0.00000,0.00000,16,0.00088,-0.70322,-0.72295,0.01102,1.49156,1.51037,8,0x00000000,1,-0.65212,-0.65327,-0.01499,3.44245,3.49607,8,0x00000000,1,-0.66243,-0.67483,0.00266,2.10871,2.17772,8,0x00000000,1,-0.65705,-0.65206,-0.00665,4.69081,4.59311,8,0x00000000,1,-0.63621,-0.64922,0.00396,0.23961,0.33121,8,0x00000000,1,-0.72453,-0.73794,0.01551,2.26197,2.12705,8,0x00000000,1
