t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,0.56186,-0.70404,-41.59484,0.56186,-0.70404,0.56061,-0.70662,2.91582,4.21101,2.35521,4.91763,2.35521,4.91763,0.00000,0.00000,0,0.00191,-0.67105,-0.59111,0.00121,5.95880,5.86405,8,0x00000000,1,-0.29806,-0.30483,-0.00851,2.35532,2.33477,8,0x00000000,1,-0.28353,-0.28381,0.00008,2.53102,2.75764,8,0x00000000,1,-0.25524,-0.25589,0.00488,1.95279,2.08452,8,0x00000000,1,-0.26380,-0.26459,0.00745,1.09722,1.16803,8,0x00000000,1,-0.68652,-0.32409,0.00238,5.99400,5.99255,8,0x00000000,1
0.0035,0.56083,-0.70432,-41.58793,0.56083,-0.70432,0.56063,-0.70643,2.91498,4.21207,2.35435,4.91849,2.35435,4.91849,0.00000,0.00000,0,0.00038,-0.67106,-0.59111,-0.00107,5.97609,6.00981,8,0x00000000,1,-0.29810,-0.30490,-0.00941,2.33078,2.22961,8,0x00000000,1,-0.28356,-0.28383,-0.00071,2.53364,2.59203,8,0x00000000,1,-0.25519,-0.25591,-0.00144,1.92511,2.21062,8,0x00000000,1,-0.26375,-0.26460,-0.00151,1.04698,0.93116,8,0x00000000,1,-0.68653,-0.32411,-0.00488,5.99400,6.08042,8,0x00000000,1
0.0093,0.55932,-0.70506,-41.58485,0.55932,-0.70506,0.56052,-0.70631,2.91414,4.21313,2.35362,4.91944,2.35362,4.91944,0.00000,0.00000,0,0.00108,-0.67109,-0.59111,-0.00745,5.97609,6.00981,8,0x00000000,1,-0.29814,-0.30491,-0.00050,2.33078,2.22961,8,0x00000000,1,-0.28359,-0.28383,-0.00071,2.51818,2.45711,8,0x00000000,1,-0.25514,-0.25588,0.00704,1.96293,1.91301,8,0x00000000,1,-0.26369,-0.26459,0.00375,1.02924,0.98851,8,0x00000000,1,-0.68654,-0.32411,0.00250,5.99400,5.80415,8,0x00000000,1
0.0140,0.55932,-0.70506,-41.58485,0.55932,-0.70506,0.56041,-0.70620,2.91330,4.21418,2.35288,4.92039,2.35288,4.92039,0.00000,0.00000,0,0.00059,-0.67112,-0.59111,-0.00745,5.95352,5.97037,8,0x00000000,1,-0.29817,-0.30491,-0.00050,2.34649,2.27965,8,0x00000000,1,-0.28362,-0.28383,-0.00106,2.51557,2.51311,8,0x00000000,1,-0.25508,-0.25589,0.00530,1.94978,2.16910,8,0x00000000,1,-0.26363,-0.26459,0.00375,1.02924,0.98851,8,0x00000000,1,-0.68656,-0.32411,0.00250,5.99400,5.80415,8,0x00000000,1
0.0195,0.55932,-0.70506,-41.58485,0.55932,-0.70506,0.56032,-0.70611,2.91246,4.21524,2.35214,4.92135,2.35214,4.92135,0.00000,0.00000,0,0.00064,-0.67114,-0.59110,0.00093,5.98377,5.98467,8,0x00000000,1,-0.29821,-0.30492,0.00262,2.34106,2.46574,8,0x00000000,1,-0.28365,-0.28384,-0.00447,2.49856,2.45650,8,0x00000000,1,-0.25503,-0.25589,0.00530,1.94978,2.16910,8,0x00000000,1,-0.26358,-0.26458,0.00538,1.06958,1.06301,8,0x00000000,1,-0.68657,-0.32410,0.00158,5.99400,6.07442,8,0x00000000,1
0.0250,0.56131,-0.70404,-41.59171,0.56131,-0.70404,0.56041,-0.70593,2.91162,4.21630,2.35121,4.92223,2.35121,4.92223,0.00000,0.00000,0,0.00044,-0.67116,-0.59110,0.00093,5.98377,5.98467,8,0x00000000,1,-0.29826,-0.30492,0.00262,2.34106,2.46574,8,0x00000000,1,-0.28369,-0.28384,-0.00447,2.49856,2.45650,8,0x00000000,1,-0.25498,-0.25589,0.00530,1.94978,2.16910,8,0x00000000,1,-0.26352,-0.26458,0.00538,1.06958,1.06301,8,0x00000000,1,-0.68658,-0.32410,0.00158,5.99400,6.07442,8,0x00000000,1
0.0339,0.56013,-0.70447,-41.58585,0.56013,-0.70447,0.56038,-0.70581,2.91078,4.21736,2.35039,4.92317,2.35039,4.92317,0.00000,0.00000,0,0.00120,-0.67118,-0.59110,0.00241,5.92682,6.02456,8,0x00000000,1,-0.29830,-0.30493,-0.00126,2.36121,2.38815,8,0x00000000,1,-0.28372,-0.28384,-0.00425,2.49831,2.64524,8,0x00000000,1,-0.25492,-0.25589,0.00585,1.94806,1.96253,8,0x00000000,1,-0.26346,-0.26460,-0.00387,1.05915,1.20111,8,0x00000000,1,-0.68660,-0.32410,0.00370,5.99400,5.90275,8,0x00000000,1
0.0381,0.55941,-0.70501,-41.58281,0.55941,-0.70501,0.56030,-0.70574,2.90994,4.21842,2.34964,4.92416,2.34964,4.92416,0.00000,0.00000,0,0.00037,-0.67121,-0.59109,0.00403,5.98020,5.92642,8,0x00000000,1,-0.29834,-0.30497,-0.00480,2.32516,2.44920,8,0x00000000,1,-0.28376,-0.28383,0.00338,2.54066,2.55804,8,0x00000000,1,-0.25487,-0.25589,0.00585,1.92556,1.94651,8,0x00000000,1,-0.26341,-0.26459,0.00015,1.02533,1.03676,8,0x00000000,1,-0.68661,-0.32411,-0.00221,5.99400,5.97575,8,0x00000000,1
0.0437,0.56178,-0.70578,-41.58936,0.56178,-0.70578,0.56043,-0.70574,2.90910,4.21948,2.34867,4.92522,2.34867,4.92522,0.00000,0.00000,0,0.00060,-0.67124,-0.59109,0.00403,5.98020,5.92642,8,0x00000000,1,-0.29839,-0.30497,-0.00480,2.32516,2.44920,8,0x00000000,1,-0.28380,-0.28383,0.00338,2.54066,2.55804,8,0x00000000,1,-0.25481,-0.25591,-0.00134,1.89547,1.85850,8,0x00000000,1,-0.26334,-0.26459,0.00015,1.02533,1.03676,8,0x00000000,1,-0.68663,-0.32411,-0.00221,5.99400,5.97575,8,0x00000000,1
0.0484,0.56178,-0.70578,-41.58936,0.56178,-0.70578,0.56054,-0.70574,2.90825,4.22054,2.34771,4.92628,2.34771,4.92628,0.00000,0.00000,0,0.00026,-0.67126,-0.59111,-0.00313,5.97163,6.03622,8,0x00000000,1,-0.29844,-0.30496,0.00610,2.35494,2.45839,8,0x00000000,1,-0.28383,-0.28383,0.00166,2.54041,2.75555,8,0x00000000,1,-0.25475,-0.25591,-0.00134,1.89547,1.85850,8,0x00000000,1,-0.26327,-0.26460,-0.00076,0.98151,0.95558,8,0x00000000,1,-0.68664,-0.32411,-0.00329,5.99400,6.10501,8,0x00000000,1
0.0563,0.56051,-0.70633,-41.58679,0.56051,-0.70633,0.56054,-0.70579,2.90741,4.22160,2.34688,4.92739,2.34688,4.92739,0.00000,0.00000,0,0.00089,-0.67129,-0.59111,0.00426,5.97163,6.03622,8,0x00000000,1,-0.29848,-0.30496,0.00610,2.35494,2.45839,8,0x00000000,1,-0.28387,-0.28383,0.00166,2.54041,2.75555,8,0x00000000,1,-0.25469,-0.25590,0.00193,1.89927,1.82262,8,0x00000000,1,-0.26321,-0.26460,-0.00076,0.98151,0.95558,8,0x00000000,1,-0.68666,-0.32411,-0.00237,5.99400,6.00587,8,0x00000000,1
0.0609,0.56051,-0.70633,-41.58679,0.56051,-0.70633,0.56054,-0.70584,2.90657,4.22265,2.34604,4.92850,2.34604,4.92850,0.00000,0.00000,0,0.00041,-0.67132,-0.59113,-0.00743,5.99400,5.80441,8,0x00000000,1,-0.29852,-0.30498,0.00492,2.33441,2.27654,8,0x00000000,1,-0.28390,-0.28384,-0.00203,2.52313,2.45283,8,0x00000000,1,-0.25462,-0.25588,0.00931,1.89927,1.82262,8,0x00000000,1,-0.26315,-0.26459,0.00619,1.01243,1.19435,8,0x00000000,1,-0.68668,-0.32411,-0.00019,5.99400,6.00587,8,0x00000000,1
0.0668,0.55893,-0.70716,-41.58399,0.55893,-0.70716,0.56040,-0.70595,2.90573,4.22371,2.34533,4.92967,2.34533,4.92967,0.00000,0.00000,0,0.00098,-0.67136,-0.59113,-0.00743,5.99400,5.80441,8,0x00000000,1,-0.29856,-0.30498,0.00492,2.33441,2.27654,8,0x00000000,1,-0.28393,-0.28384,-0.00203,2.52313,2.45283,8,0x00000000,1,-0.25456,-0.25588,0.00931,1.89727,2.01086,8,0x00000000,1,-0.26308,-0.26460,0.00111,1.01243,1.19435,8,0x00000000,1,-0.68670,-0.32410,0.00289,5.99400,6.08581,8,0x00000000,1
0.0711,0.55893,-0.70716,-41.58399,0.55893,-0.70716,0.56027,-0.70606,2.90489,4.22477,2.34462,4.93083,2.34462,4.93083,0.00000,0.00000,0,0.00030,-0.67139,-0.59111,0.00095,5.99381,5.82745,8,0x00000000,1,-0.29860,-0.30501,-0.00211,2.32719,2.28741,8,0x00000000,1,-0.28396,-0.28388,-0.00969,2.51637,2.54500,8,0x00000000,1,-0.25450,-0.25589,0.00296,1.88957,1.82790,8,0x00000000,1,-0.26302,-0.26460,0.00111,0.99769,1.04297,8,0x00000000,1,-0.68673,-0.32410,0.00289,5.99400,6.08581,8,0x00000000,1
0.0773,0.56143,-0.70682,-41.59067,0.56143,-0.70682,0.56037,-0.70612,2.90405,4.22583,2.34368,4.93195,2.34368,4.93195,0.00000,0.00000,0,0.00125,-0.67142,-0.59111,0.00095,5.99381,5.82745,8,0x00000000,1,-0.29865,-0.30501,-0.00211,2.32719,2.28741,8,0x00000000,1,-0.28400,-0.28388,-0.00969,2.51637,2.54500,8,0x00000000,1,-0.25444,-0.25589,0.00296,1.88957,1.82790,8,0x00000000,1,-0.26295,-0.26459,0.00209,0.99769,1.04297,8,0x00000000,1,-0.68675,-0.32410,0.00455,5.99400,6.08293,8,0x00000000,1
