t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,1.13336,-0.88487,1.13336,-0.88487,1.12933,-0.89302,2.45285,2.34848,1.32352,3.24150,1.32352,3.24150,0.00000,0.00000,0,0.00025,-0.07945,-0.07049,0.00342,3.90405,3.87306,0.09396,0.10508,0.00034,3.42152,3.31928,0.15748,0.18981,-0.01968,3.85540,3.91958,-0.06182,-0.04103,-0.00639,3.11300,3.15993,0.12174,0.12674,-0.00682,2.32691,2.36921,-0.10203,-0.04826,-0.01988,5.26015,5.25375
0.1017,1.14038,-0.86846,1.14038,-0.86846,1.13664,-0.87774,2.41885,2.37501,1.28221,3.25275,1.28221,3.25275,0.00000,0.00000,0,0.00031,-0.07910,-0.07052,0.00122,3.90035,3.89908,0.09200,0.10433,-0.01862,3.50250,3.64986,0.15567,0.18746,-0.04345,3.81621,3.80092,-0.06056,-0.04101,0.00124,3.06578,2.92200,0.12325,0.12675,-0.00061,2.25625,2.15174,-0.10137,-0.04927,-0.01603,5.25822,5.26549
0.4736,1.15323,-0.77372,1.15323,-0.77372,1.14679,-0.82120,2.38458,2.40057,1.23778,3.22177,1.23778,3.22177,0.00000,0.00000,0,0.00028,-0.07690,-0.07051,-0.00800,3.74272,3.84022,0.09004,0.10247,-0.02099,3.50665,3.39283,0.15360,0.17410,-0.19669,2.74676,2.66905,-0.06098,-0.04099,0.00726,3.16733,3.08285,0.12323,0.12675,0.00129,2.21662,2.17704,-0.09905,-0.05028,-0.00935,5.17732,5.16002
0.4740,1.16781,-0.70779,1.16781,-0.70779,1.16392,-0.73345,2.34984,2.42344,1.18592,3.15689,1.18592,3.15689,0.00000,0.00000,0,0.00030,-0.07313,-0.07039,-0.00414,3.47430,3.45721,0.08786,0.10026,-0.02853,3.48328,3.55498,0.15109,0.16880,-0.00454,3.19134,3.13098,-0.06264,-0.04106,-0.00072,3.33007,3.32431,0.12212,0.12673,-0.01066,2.33252,2.35923,-0.09526,-0.05074,0.00059,4.97224,4.82072
0.4741,1.17597,-0.66913,1.17597,-0.66913,1.17242,-0.68966,2.31478,2.44464,1.14235,3.13430,1.14235,3.13430,0.00000,0.00000,0,0.00030,-0.07131,-0.07031,0.00448,3.42631,3.44535,0.08591,0.09365,-0.06676,3.11896,3.04863,0.14908,0.16822,-0.00842,3.29709,3.40091,-0.06273,-0.04106,0.00438,3.35018,3.38036,0.12240,0.12674,-0.00558,2.31474,2.38901,-0.09328,-0.05118,-0.00810,4.91076,4.91417
0.5103,1.17078,-0.63114,1.17078,-0.63114,1.17182,-0.64563,2.27961,2.46447,1.10779,3.11010,1.10779,3.11010,0.00000,0.00000,0,0.00027,-0.06960,-0.07025,0.00088,3.33615,3.40018,0.08438,0.08980,-0.02434,3.09922,3.12117,0.14746,0.16784,-0.00412,3.40853,3.47692,-0.06306,-0.04109,-0.00360,3.40968,3.41308,0.12239,0.12676,0.00567,2.37776,2.30045,-0.09147,-0.05165,-0.01312,4.82744,4.75445
0.6120,1.17211,-0.62508,1.17211,-0.62508,1.17197,-0.63013,2.24445,2.48352,1.07248,3.11365,1.07248,3.11365,0.00000,0.00000,0,0.00033,-0.06904,-0.07024,-0.00230,3.32244,3.22675,0.08273,0.08864,-0.02414,3.17208,3.29541,0.14590,0.16731,-0.00835,3.50888,3.40671,-0.06224,-0.04109,0.00188,3.36369,3.49401,0.12345,0.12675,0.00158,2.24302,2.38779,-0.09067,-0.05213,0.00307,4.89841,4.78299
0.7167,1.17090,-0.61334,1.17090,-0.61334,1.17195,-0.61889,2.20928,2.50223,1.03733,3.12112,1.03733,3.12112,0.00000,0.00000,0,0.00301,-0.06865,-0.07023,-0.00155,3.27926,3.29168,0.08107,0.08727,-0.01480,3.22179,3.28268,0.14435,0.16683,-0.00703,3.62184,3.43106,-0.06126,-0.04107,0.00922,3.37061,3.23385,0.12465,0.12674,-0.00600,2.17890,2.19069,-0.09004,-0.05291,-0.01112,4.84403,5.03252
0.8149,1.17764,-0.59226,1.17764,-0.59226,1.17498,-0.60235,2.17409,2.52052,0.99910,3.12287,0.99910,3.12287,0.00000,0.00000,0,0.00029,-0.06795,-0.07020,0.00182,3.22674,3.39108,0.07928,0.08300,-0.05919,2.89314,3.12153,0.14265,0.16638,-0.01541,3.70211,3.62084,-0.06045,-0.04109,-0.00256,3.34741,3.30338,0.12571,0.12675,0.00211,2.12104,2.12743,-0.08910,-0.05386,-0.00774,4.80158,4.87219
0.9182,1.18071,-0.56958,1.18071,-0.56958,1.17954,-0.57826,2.13875,2.53814,0.95921,3.11640,0.95921,3.11640,0.00000,0.00000,0,0.00041,-0.06688,-0.07015,0.00083,3.16624,3.05516,0.07745,0.08016,-0.01840,3.02438,3.20028,0.14085,0.16577,-0.00962,3.84214,3.88393,-0.05995,-0.04108,0.00919,3.36935,3.40172,0.12651,0.12674,-0.00730,2.07493,2.10917,-0.08782,-0.05505,-0.00658,4.68269,4.72511
