t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-0.04398,0.82395,-0.04398,0.82395,-0.04137,0.82438,-0.08009,1.39514,-0.03872,0.57076,-0.03872,0.57076,0.00000,0.00000,0,0.00305,-0.00640,-0.02520,0.00784,-0.97528,-0.97423,-0.02517,-0.04164,0.00716,0.47788,0.43802,0.02173,0.00157,0.00745,0.31412,0.41555,-0.21121,-0.17944,-0.00144,3.02249,3.14113,-0.01005,0.03239,-0.00643,4.54421,4.41056,-0.03184,-0.04641,-0.00064,-0.06485,-0.01239
0.0972,-0.04867,0.82453,-0.04867,0.82453,-0.04584,0.82464,-0.07878,1.37040,-0.03294,0.54576,-0.03294,0.54576,0.00000,0.00000,0,0.00029,-0.00547,-0.02512,0.00483,-1.06087,-1.05399,-0.02481,-0.04135,0.00205,0.45476,0.44213,0.02191,0.00164,-0.00153,0.23307,0.30445,-0.21236,-0.17988,-0.00332,3.11412,3.22754,-0.01115,0.03176,-0.01631,4.65862,4.64601,-0.03104,-0.04639,-0.00490,-0.14782,-0.23611
0.1998,-0.04970,0.82226,-0.04970,0.82226,-0.04905,0.82344,-0.07733,1.34568,-0.02828,0.52224,-0.02828,0.52224,0.00000,0.00000,0,0.00030,-0.00459,-0.02503,-0.00138,-1.12196,-1.18456,-0.02451,-0.04109,0.00116,0.39972,0.39888,0.02204,0.00170,-0.00486,0.21424,0.23542,-0.21343,-0.18024,0.00068,3.23048,3.22613,-0.01216,0.03116,0.00104,4.76787,4.76781,-0.03028,-0.04635,0.00459,-0.23474,-0.33089
0.3029,-0.05375,0.81746,-0.05375,0.81746,-0.05187,0.81997,-0.07581,1.32103,-0.02394,0.50106,-0.02394,0.50106,0.00000,0.00000,0,0.00155,-0.00380,-0.02492,0.00163,-1.22101,-1.21897,-0.02423,-0.04094,0.00104,0.39720,0.38573,0.02217,0.00176,-0.00227,0.18575,0.29296,-0.21439,-0.18068,-0.00374,3.30369,3.24276,-0.01308,0.03053,-0.00903,4.83152,4.87118,-0.02959,-0.04634,0.00222,-0.30950,-0.22166
0.4025,-0.06197,0.81303,-0.06197,0.81303,-0.05804,0.81466,-0.07415,1.29653,-0.01611,0.48188,-0.01611,0.48188,0.00000,0.00000,0,0.00029,-0.00316,-0.02477,-0.00205,-1.27681,-1.22562,-0.02379,-0.04074,-0.00537,0.31429,0.30243,0.02246,0.00187,0.00742,0.13156,0.12063,-0.21534,-0.18103,-0.00122,3.41565,3.51581,-0.01401,0.02971,-0.01176,4.89486,4.94501,-0.02907,-0.04632,0.00560,-0.35254,-0.30727
0.5043,-0.07012,0.80960,-0.07012,0.80960,-0.06684,0.81159,-0.07225,1.27215,-0.00542,0.46056,-0.00542,0.46056,0.00000,0.00000,0,0.00026,-0.00249,-0.02444,0.00079,-1.34715,-1.14250,-0.02322,-0.04049,-0.00822,0.25003,0.25425,0.02288,0.00194,-0.00695,0.06048,-0.09751,-0.21643,-0.18149,-0.00680,3.45396,3.58336,-0.01510,0.02834,-0.01392,4.97408,4.89144,-0.02855,-0.04630,-0.00119,-0.42965,-0.40136
0.6054,-0.08990,0.80222,-0.08990,0.80222,-0.07897,0.80583,-0.07007,1.24790,0.00889,0.44207,0.00889,0.44207,0.00000,0.00000,0,0.00026,-0.00201,-0.02388,0.00977,-1.35150,-1.41527,-0.02249,-0.04023,0.00399,0.21457,0.26797,0.02347,0.00207,-0.00112,-0.00293,0.07835,-0.21748,-0.18204,-0.00261,3.61632,3.47821,-0.01617,0.02529,-0.05648,4.79730,4.72802,-0.02822,-0.04627,0.00481,-0.45292,-0.42678
0.7082,-0.12289,0.78932,-0.12289,0.78932,-0.10766,0.79528,-0.06724,1.22389,0.04042,0.42861,0.04042,0.42861,0.00000,0.00000,0,0.00176,-0.00208,-0.02324,-0.00582,-1.39825,-1.44492,-0.02100,-0.03982,0.00108,0.10562,0.01119,0.02486,0.00226,0.00632,-0.11725,-0.13344,-0.21866,-0.18260,-0.00584,3.70522,3.87292,-0.01750,0.02006,-0.05042,4.66433,4.61187,-0.02854,-0.04626,-0.00588,-0.47845,-0.38833
0.8080,-0.15463,0.77740,-0.15463,0.77740,-0.14081,0.78273,-0.06337,1.20026,0.07744,0.41753,0.07744,0.41753,0.00000,0.00000,0,0.00028,-0.00236,-0.02291,0.00874,-1.33487,-1.19276,-0.01925,-0.03912,0.00351,-0.00864,-0.08302,0.02651,0.00261,0.01040,-0.23492,-0.27472,-0.21984,-0.18343,-0.01553,3.78330,3.91374,-0.01888,0.01671,-0.03310,4.64291,4.67825,-0.02909,-0.04625,0.00253,-0.45495,-0.45208
0.9091,-0.17675,0.76035,-0.17675,0.76035,-0.16378,0.76877,-0.05874,1.17702,0.10504,0.40825,0.10504,0.40825,0.00000,0.00000,0,0.00029,-0.00252,-0.02251,-0.00347,-1.35475,-1.43882,-0.01795,-0.03854,0.01325,-0.05805,-0.00389,0.02774,0.00316,0.00666,-0.31625,-0.26385,-0.22077,-0.18439,-0.01736,3.84008,3.74326,-0.01994,0.01150,-0.07356,4.33255,4.17311,-0.02946,-0.04624,0.00264,-0.46923,-0.49380
1.0114,-0.23875,0.74201,-0.23875,0.74201,-0.21414,0.74948,-0.05296,1.15432,0.16118,0.40483,0.16118,0.40483,0.00000,0.00000,0,0.00027,-0.00350,-0.02228,-0.00379,-1.31486,-1.34930,-0.01536,-0.03707,0.03102,-0.13293,0.02112,0.03030,0.00389,0.00827,-0.49938,-0.39790,-0.22201,-0.18563,-0.01588,3.92385,4.04148,-0.02153,0.00518,-0.03508,4.22919,4.11940,-0.03080,-0.04624,0.00081,-0.38708,-0.43943
1.1142,-0.25942,0.72798,-0.25942,0.72798,-0.24694,0.73496,-0.04590,1.13209,0.20103,0.39714,0.20103,0.39714,0.00000,0.00000,0,0.00111,-0.00398,-0.02215,0.00676,-1.30963,-1.39932,-0.01350,-0.03478,0.01474,-0.16975,-0.16339,0.03209,0.00486,0.01489,-0.57426,-0.51327,-0.22311,-0.18733,-0.02749,3.90976,3.88168,-0.02286,0.00322,-0.00965,4.28032,4.24567,-0.03155,-0.04625,-0.00129,-0.40160,-0.37678
1.2139,-0.27680,0.70880,-0.27680,0.70880,-0.26783,0.71709,-0.03811,1.11036,0.22972,0.39327,0.22972,0.39327,0.00000,0.00000,0,0.00045,-0.00439,-0.02203,0.00526,-1.31591,-1.37679,-0.01217,-0.03344,0.00748,-0.22711,-0.24186,0.03339,0.00549,0.01019,-0.68630,-0.62554,-0.22383,-0.18927,-0.01929,3.88185,3.76434,-0.02375,0.00127,-0.03139,4.22907,4.21015,-0.03216,-0.04626,-0.00135,-0.37636,-0.37950
1.3144,-0.31233,0.69170,-0.31233,0.69170,-0.29662,0.70069,-0.02958,1.08914,0.26705,0.38845,0.26705,0.38845,0.00000,0.00000,0,0.00044,-0.00493,-0.02195,-0.01064,-1.34402,-1.45534,-0.01044,-0.03276,0.00877,-0.32570,-0.22654,0.03508,0.00619,0.00468,-0.80002,-0.80226,-0.22476,-0.19087,-0.01499,3.95714,3.93785,-0.02490,-0.00210,-0.03841,4.10132,4.08695,-0.03295,-0.04623,0.00402,-0.37430,-0.30040
1.4161,-0.33662,0.67030,-0.33662,0.67030,-0.32568,0.68082,-0.02016,1.06846,0.30552,0.38765,0.30552,0.38765,0.00000,0.00000,0,0.00036,-0.00567,-0.02190,-0.00169,-1.31006,-1.16175,-0.00867,-0.03167,0.00736,-0.43187,-0.29962,0.03683,0.00710,0.01213,-0.87378,-0.90958,-0.22555,-0.19249,-0.02240,3.91980,3.92643,-0.02593,-0.00414,-0.01696,4.13919,4.09491,-0.03393,-0.04624,0.00049,-0.36597,-0.30442
1.5164,-0.36191,0.64557,-0.36191,0.64557,-0.35063,0.65671,-0.00993,1.04847,0.34069,0.39176,0.34069,0.39176,0.00000,0.00000,0,0.00035,-0.00654,-0.02187,0.00803,-1.24070,-1.33683,-0.00707,-0.03081,0.00789,-0.50402,-0.28842,0.03845,0.00836,0.01849,-0.93593,-0.85554,-0.22607,-0.19474,-0.01756,3.89336,3.89678,-0.02669,-0.00525,0.00352,4.20040,4.15219,-0.03501,-0.04625,0.00088,-0.27941,-0.28020
1.6168,-0.38371,0.61370,-0.38371,0.61370,-0.37293,0.62903,0.00099,1.02925,0.37392,0.40022,0.37392,0.40022,0.00000,0.00000,0,0.00029,-0.00755,-0.02189,-0.00517,-1.26040,-1.15103,-0.00558,-0.02993,0.01325,-0.58247,-0.59829,0.04000,0.01089,0.04318,-0.86508,-0.88041,-0.22637,-0.19668,-0.01948,3.81630,3.75644,-0.02723,-0.00635,-0.02930,4.10233,4.15826,-0.03620,-0.04625,0.00199,-0.22299,-0.22171
1.7189,-0.40432,0.53176,-0.40432,0.53176,-0.39342,0.57544,0.01254,1.01117,0.40595,0.43572,0.40595,0.43572,0.00000,0.00000,0,0.00055,-0.00966,-0.02187,0.01010,-1.09982,-1.05328,-0.00424,-0.02913,0.01590,-0.64802,-0.54551,0.04158,0.02377,0.29905,0.59524,0.02963,-0.22552,-0.19979,-0.05300,3.55790,3.54688,-0.02671,-0.00745,-0.01126,4.09625,4.08223,-0.03838,-0.04625,-0.00203,-0.12218,-0.19428
1.8195,-0.44809,0.47466,-0.44809,0.47466,-0.43303,0.49620,0.02508,0.99558,0.45812,0.49938,0.45812,0.49938,0.00000,0.00000,0,0.00039,-0.01335,-0.02203,0.00011,-0.86553,-0.84972,-0.00207,-0.02817,0.00330,-0.79080,-0.81579,0.04417,0.02651,0.00455,-0.37792,-0.31181,-0.22390,-0.20584,-0.06018,3.02674,3.14448,-0.02565,-0.00811,-0.01213,3.98913,4.23020,-0.04215,-0.04631,-0.00654,0.10517,0.07580
1.9228,-0.47864,0.44177,-0.47864,0.44177,-0.46518,0.45492,0.03863,0.98153,0.50380,0.52661,0.50380,0.52661,0.00000,0.00000,0,0.00028,-0.01539,-0.02213,0.00127,-0.80153,-0.88478,-0.00007,-0.02734,0.00824,-0.91688,-0.96456,0.04634,0.02709,0.01471,-0.46880,-0.55006,-0.22366,-0.20950,-0.02457,2.98210,2.91398,-0.02580,-0.01016,-0.03507,3.87825,3.84275,-0.04438,-0.04633,0.00025,0.25363,0.19829
2.0231,-0.52650,0.42010,-0.52650,0.42010,-0.50189,0.43147,0.05318,0.96829,0.55507,0.53683,0.55507,0.53683,0.00000,0.00000,0,0.00027,-0.01684,-0.02217,-0.00967,-0.73845,-0.71769,0.00224,-0.02644,0.00687,-1.01447,-1.01164,0.04871,0.02765,0.01210,-0.59297,-0.62909,-0.22424,-0.21064,-0.00421,3.02369,2.94251,-0.02675,-0.01524,-0.06150,3.56228,3.59272,-0.04611,-0.04635,-0.00099,0.31857,0.33558
2.1253,-0.55517,0.38805,-0.55517,0.38805,-0.54172,0.40283,0.06899,0.95584,0.61071,0.55300,0.61071,0.55300,0.00000,0.00000,0,0.00030,-0.01862,-0.02221,0.00296,-0.61461,-0.62522,0.00474,-0.02428,0.01850,-1.10143,-1.13591,0.05130,0.02862,0.01544,-0.75418,-0.70212,-0.22465,-0.21133,-0.01025,3.03956,2.99102,-0.02758,-0.01837,-0.02158,3.59487,3.56636,-0.04818,-0.04637,-0.00497,0.43723,0.43553
2.2258,-0.58047,0.35725,-0.58047,0.35725,-0.56950,0.37168,0.08577,0.94431,0.65527,0.57263,0.65527,0.57263,0.00000,0.00000,0,0.00028,-0.02032,-0.02235,-0.00270,-0.55239,-0.58981,0.00672,-0.02141,0.02565,-1.06109,-1.01306,0.05340,0.02978,0.00619,-0.86310,-0.81913,-0.22471,-0.21175,-0.00312,3.02397,2.97130,-0.02800,-0.02103,-0.04098,3.38593,3.31970,-0.05009,-0.04641,-0.00280,0.57220,0.66307
2.3261,-0.61289,0.32320,-0.61289,0.32320,-0.59591,0.33976,0.10329,0.93372,0.69920,0.59396,0.69920,0.59396,0.00000,0.00000,0,0.00029,-0.02208,-0.02245,-0.00479,-0.45409,-0.58428,0.00866,-0.01950,0.02119,-1.11135,-1.19245,0.05547,0.03129,0.03004,-0.86827,-0.89454,-0.22468,-0.21200,0.00713,3.05905,3.17082,-0.02833,-0.02639,-0.06094,3.02802,3.03152,-0.05205,-0.04640,0.00895,0.70366,0.70568
2.4299,-0.65306,0.21144,-0.65306,0.21144,-0.63437,0.26905,0.12187,0.92454,0.75623,0.65549,0.75623,0.65549,0.00000,0.00000,0,0.00122,-0.02578,-0.02267,-0.01138,-0.24026,-0.39976,0.01106,-0.01317,0.17689,-0.46750,-0.70681,0.05826,0.04164,0.12889,-0.13869,-0.17038,-0.22324,-0.21230,0.00889,2.98178,2.86279,-0.02748,-0.02887,-0.00886,2.96449,2.91234,-0.05586,-0.04648,-0.00102,0.86116,0.80393
2.5334,-0.67208,0.01396,-0.67208,0.01396,-0.66509,0.07774,0.14153,0.91988,0.80662,0.84214,0.80662,0.84214,0.00000,0.00000,0,0.00266,-0.03455,-0.02400,-0.02994,0.21054,0.16815,0.01271,0.00008,0.00358,-0.28599,-0.29953,0.06115,0.05553,0.03485,0.22786,0.05199,-0.21648,-0.21226,0.00455,2.43106,2.45937,-0.02170,-0.02905,0.00499,2.57174,2.59117,-0.06423,-0.04673,-0.01833,1.59698,1.45510
