t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-0.31107,0.83181,-0.31107,0.83181,-0.30963,0.83278,0.05022,1.35264,0.35985,0.51985,0.35985,0.51985,0.00000,0.00000,0,0.00056,-0.07810,-0.08221,-0.00264,0.25110,0.15468,-0.07252,-0.10222,-0.00159,-0.71126,-0.83022,-0.02607,-0.04433,0.00141,0.45986,0.42569,-0.28699,-0.25352,-0.00453,3.26783,3.22895,-0.08815,-0.04069,-0.00226,4.64450,4.51989,-0.10624,-0.07681,-0.00014,4.29615,4.26244
0.1014,-0.31474,0.83036,-0.31474,0.83036,-0.31338,0.83035,0.05957,1.32771,0.37295,0.49735,0.37295,0.49735,0.00000,0.00000,0,0.00030,-0.07743,-0.08215,0.00562,0.23139,0.32066,-0.07184,-0.10197,0.00154,-0.81125,-0.79558,-0.02555,-0.04429,-0.00019,0.41182,0.47626,-0.28818,-0.25403,-0.00145,3.34859,3.38496,-0.08935,-0.04114,-0.00372,4.79405,4.73740,-0.10574,-0.07681,0.00113,4.29032,4.39168
0.2031,-0.32142,0.83170,-0.32142,0.83170,-0.31740,0.83179,0.06903,1.30276,0.38643,0.47097,0.38643,0.47097,0.00000,0.00000,0,0.00027,-0.07660,-0.08211,0.00087,0.17503,0.10393,-0.07112,-0.10168,0.00477,-0.85830,-0.88280,-0.02502,-0.04419,0.00905,0.37295,0.39213,-0.28954,-0.25457,-0.00134,3.44856,3.51501,-0.09070,-0.04160,-0.00210,4.92623,4.90157,-0.10509,-0.07682,0.00029,4.32285,4.50052
0.3067,-0.32812,0.82646,-0.32812,0.82646,-0.32441,0.82838,0.07867,1.27786,0.40309,0.44948,0.40309,0.44948,0.00000,0.00000,0,0.00098,-0.07604,-0.08210,-0.01072,0.07910,0.23628,-0.07028,-0.10128,0.01598,-0.92751,-0.99278,-0.02433,-0.04409,0.00106,0.30376,0.31186,-0.29076,-0.25523,-0.00016,3.56926,3.59776,-0.09195,-0.04212,-0.00788,5.04401,5.05466,-0.10472,-0.07684,-0.01164,4.33289,4.43001
0.4077,-0.33328,0.82628,-0.33328,0.82628,-0.33088,0.82670,0.08853,1.25305,0.41942,0.42634,0.41942,0.42634,0.00000,0.00000,0,0.00029,-0.07540,-0.08202,0.00260,0.10658,0.10131,-0.06944,-0.10096,0.00186,-1.01605,-0.93587,-0.02366,-0.04395,0.00814,0.22504,0.08210,-0.29204,-0.25581,-0.00214,3.70252,3.87660,-0.09325,-0.04265,-0.00267,5.23314,5.18627,-0.10427,-0.07681,0.00905,4.37822,4.42939
0.5088,-0.33785,0.82293,-0.33785,0.82293,-0.33586,0.82478,0.09855,1.22827,0.43441,0.40349,0.43441,0.40349,0.00000,0.00000,0,0.00027,-0.07475,-0.08197,-0.00119,0.01181,0.02889,-0.06867,-0.10045,0.00181,-1.11458,-1.06330,-0.02305,-0.04383,0.00170,0.13692,0.16770,-0.29328,-0.25661,-0.01777,3.73206,3.72928,-0.09451,-0.04325,-0.00793,5.32132,5.44594,-0.10380,-0.07683,0.00284,4.40413,4.39584
0.6107,-0.34638,0.81773,-0.34638,0.81773,-0.34241,0.81925,0.10873,1.20363,0.45115,0.38439,0.45115,0.38439,0.00000,0.00000,0,0.00029,-0.07429,-0.08193,-0.00952,-0.02941,0.08388,-0.06783,-0.09986,0.01058,-1.15583,-1.05484,-0.02235,-0.04369,0.00244,0.07051,0.01710,-0.29440,-0.25750,-0.00207,3.87738,3.78227,-0.09567,-0.04402,-0.00554,5.42372,5.54712,-0.10352,-0.07684,-0.00334,4.40926,4.44210
0.7132,-0.36002,0.80835,-0.36002,0.80835,-0.35334,0.81195,0.11918,1.17918,0.47252,0.36723,0.47252,0.36723,0.00000,0.00000,0,0.00170,-0.07400,-0.08186,0.00062,-0.04835,-0.15376,-0.06679,-0.09914,0.00388,-1.24428,-1.25642,-0.02143,-0.04355,-0.00098,-0.02197,0.06419,-0.29554,-0.25851,-0.01770,3.90474,3.96417,-0.09688,-0.04534,-0.01125,5.53638,5.43333,-0.10343,-0.07685,-0.00096,4.45043,4.28816
0.8132,-0.38605,0.80013,-0.38605,0.80013,-0.37421,0.80375,0.13013,1.15497,0.50434,0.35121,0.50434,0.35121,0.00000,0.00000,0,0.00028,-0.07397,-0.08183,-0.00339,-0.05961,0.06456,-0.06527,-0.09740,0.02680,-1.24726,-1.42997,-0.02003,-0.04336,-0.00356,-0.12712,-0.11701,-0.29682,-0.25984,-0.02148,3.93180,4.04841,-0.09831,-0.04874,-0.05067,5.35563,5.34887,-0.10366,-0.07686,-0.00336,4.50682,4.52787
0.9147,-0.44434,0.75416,-0.44434,0.75416,-0.41540,0.78102,0.14202,1.13115,0.55741,0.35013,0.55741,0.35013,0.00000,0.00000,0,0.00032,-0.07498,-0.08180,-0.00124,-0.04881,-0.03960,-0.06283,-0.08586,0.03960,-0.73197,-0.34443,-0.01761,-0.04275,0.00952,-0.26286,-0.25044,-0.29791,-0.26155,-0.02945,4.01886,4.05654,-0.09974,-0.05445,-0.04788,5.18583,5.00929,-0.10502,-0.07688,-0.00559,4.62107,4.56862
