trial_idx,start_marker,target_marker,target_x_mm,target_y_mm,ball_start_x_mm,ball_start_y_mm,settled,settled_at_s,t_in_trial_s,x_mm,y_mm,vx_mm_s,vy_mm_s,speed_mm_s,err_mm,v_toward_target_mm_s
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,1.6660000028423383e-06,-117.83267663953751,-30.733605168919755,11.198102077588556,-12.047205320948773,16.447876646703964,239.81020946616485,9.56181366830518
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.031498891999945045,-117.47996748762928,-31.113058717581385,4.5675374137836116,-5.17927532510862,6.905598520012012,239.50940979570953,3.8560302912816145
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.057205139999950916,-117.50166235525187,-31.102109416388725,-0.6876695971511708,0.4669837014123459,0.8312419937844987,239.5294988757274,-0.6212115626508785
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.08968266099998345,-117.51758346999341,-31.08525879247477,-0.14518051088180073,0.13751981029520266,0.1999726955449898,239.543097941937,-0.12610709921931518
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.11072548499998902,-117.51593419568351,-31.087563923834583,-0.19934797968471685,0.21653897521548515,0.2943276147284702,239.54176176100643,-0.16955979655584372
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.1309083459999556,-117.52533382098808,-31.076881204806377,-0.26865795047933716,0.3144357839969416,0.41357823517870146,239.549695788138,-0.2255957190329688
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.1510511699999597,-117.52678377571358,-31.074866897758785,10.695215944758957,0.07527626528849396,10.69548085039387,239.55087218281633,10.61461150986418
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.1771069719999332,-116.88520772880348,-31.07373885788922,11.587811375261026,-0.9723745499456982,11.628537514838698,238.91458491964588,11.362913623824543
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.19730131500000425,-116.85522172122526,-31.10927201243902,-0.07144800858532108,-1.2369620675145256,1.2390237989645791,238.8894783404131,-0.23192240917134554
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.2312315579999904,-116.9463703584724,-31.121449606571602,-2.2537232135828162,-0.14935914542047612,2.2586669692016996,238.9814366256692,-2.2539817986461403
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.2608620809999138,-117.00195474811943,-31.120453162587626,-1.498829646158356,0.07620268541370478,1.5007655238135778,239.03641806108638,-1.4761520304471312
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.2851617179999266,-117.03086123570642,-31.117753062761732,-13.398641871408927,0.1301998298719127,13.399274457744763,239.06472707995994,-13.267704252134203
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.3075420039999699,-117.5823863234159,-31.114445805275246,-1.533105788733792,-5.474867201024608,5.6854713285974885,239.61114128708257,-2.2310581541384935
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.3291891979999946,-117.13168892930324,-31.350688858266675,18.20820510937847,-7.5128311423925425,19.6972425755307,239.1951161423487,17.06644376442391
1,1,2,120.0,0.0,-117.83267663953751,-30.733605168919755,False,,0.34929752199991526,-116.81434019605952,-31.43824182210331,8.263626281415782,-2.0560616919428867,8.515568624582897,238.89201487567567,7.921178285396549
