t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,1.09624,-0.85219,1.09624,-0.85219,1.08519,-0.89556,-0.57745,2.56481,-1.66264,3.46037,-1.66264,3.46037,0.00000,0.00000,0,0.00048,-0.02828,-0.05768,-0.00216,0.76929,0.79163,-0.04637,-0.03544,0.00379,3.76823,3.89356,0.02472,0.04126,-0.11049,2.98797,2.88157,0.00467,0.00399,0.00410,-0.57776,-0.62433,0.20752,0.21121,-0.00141,-0.24318,-0.36314,-0.03280,0.00300,-0.00094,5.96083,5.95604
0.1016,1.10927,-0.78828,1.10927,-0.78828,1.10293,-0.81384,-0.61033,2.59011,-1.71327,3.40395,-1.71327,3.40395,0.00000,0.00000,0,0.00029,-0.02488,-0.05670,0.00756,0.23059,0.17476,-0.04850,-0.03622,0.00273,4.07208,4.18131,0.02223,0.03225,-0.01497,3.00945,3.00828,0.00337,0.00396,0.00387,-0.44783,-0.54357,0.20667,0.21121,-0.00254,-0.08843,-0.07204,-0.02937,0.00297,0.00775,5.93181,5.86114
0.2023,1.10868,-0.77545,1.10868,-0.77545,1.10665,-0.78395,-0.64349,2.61393,-1.75014,3.39788,-1.75014,3.39788,0.00000,0.00000,0,0.00039,-0.02388,-0.05494,0.01489,-0.14158,-0.21823,-0.05020,-0.03716,-0.00504,4.23253,4.15470,0.02055,0.03117,-0.01235,3.19829,3.26213,0.00384,0.00394,0.00001,-0.53054,-0.62804,0.20738,0.21120,-0.00237,-0.08940,-0.02602,-0.02820,0.00290,-0.00833,5.92349,5.93192
0.3026,1.10759,-0.75887,1.10759,-0.75887,1.10796,-0.76643,-0.67672,2.63712,-1.78469,3.40355,-1.78469,3.40355,0.00000,0.00000,0,0.00025,-0.02341,-0.04823,0.20675,0.48849,0.07371,-0.05184,-0.03827,-0.00662,4.37846,4.50214,0.01903,0.03014,-0.01799,3.29011,3.34992,0.00474,0.00396,0.00522,-0.57963,-0.66072,0.20848,0.21119,-0.00789,-0.15619,-0.31291,-0.02753,0.00288,0.00132,5.95903,5.97612
0.4042,1.11011,-0.73936,1.11011,-0.73936,1.10841,-0.74956,-0.70997,2.65984,-1.81837,3.40940,-1.81837,3.40940,0.00000,0.00000,0,0.00030,-0.02297,-0.04257,0.01193,0.03662,-0.00937,-0.05344,-0.03997,-0.01786,4.52782,4.48525,0.01754,0.02874,-0.01602,3.42937,3.47488,0.00563,0.00399,-0.00565,-0.66058,-0.64806,0.20957,0.21120,-0.00946,-0.20455,-0.20064,-0.02688,0.00285,0.00032,5.96784,6.04746
0.5070,1.11581,-0.68321,1.11581,-0.68321,1.11330,-0.71108,-0.74330,2.68174,-1.85660,3.39283,-1.85660,3.39283,0.00000,0.00000,0,0.00036,-0.02150,-0.04096,0.01400,-0.14519,-0.22805,-0.05516,-0.04525,-0.14645,4.02633,3.89024,0.01576,0.02471,-0.07015,3.23571,3.15383,0.00570,0.00413,0.00731,-0.67826,-0.61805,0.20992,0.21121,-0.00393,-0.23749,-0.29971,-0.02528,0.00279,-0.01193,5.94567,5.85313
0.6075,1.13672,-0.44001,1.13672,-0.44001,1.12664,-0.54556,-0.77690,2.70051,-1.90354,3.24606,-1.90354,3.24606,0.00000,0.00000,0,0.00048,-0.01441,-0.03761,0.07138,-0.45074,-0.38912,-0.05673,-0.06445,-0.08304,3.06243,3.02409,0.01307,0.00954,-0.09007,2.37267,2.40438,0.00066,0.00411,-0.00309,-0.39471,-0.46419,0.20553,0.21121,0.00093,0.06887,-0.02976,-0.01855,0.00281,0.00272,5.79658,5.81033
0.7096,1.11425,-0.36425,1.11425,-0.36425,1.11922,-0.40446,-0.81061,2.71398,-1.92982,3.11844,-1.92982,3.11844,0.00000,0.00000,0,0.00037,-0.00854,-0.03114,0.04414,-0.87533,-0.73220,-0.05741,-0.06782,-0.00411,2.99519,2.93052,0.01137,0.00707,-0.02156,2.48223,2.53350,-0.00400,0.00362,-0.00331,0.01149,0.16839,0.20134,0.21121,0.00264,0.54572,0.47513,-0.01308,0.00282,-0.00358,5.55988,5.52984
0.8108,1.09247,-0.33925,1.09247,-0.33925,1.10201,-0.35536,-0.84391,2.72514,-1.94591,3.08050,-1.94591,3.08050,0.00000,0.00000,0,0.00033,-0.00662,-0.02596,0.09490,-0.67078,-0.77506,-0.05800,-0.06797,-0.00045,2.92328,2.94843,0.01050,0.00586,-0.00317,2.44305,2.49135,-0.00523,0.00350,0.00189,0.19089,0.11493,0.20031,0.21120,-0.00177,0.67523,0.70610,-0.01123,0.00280,-0.00141,5.64556,5.58732
0.9118,1.02233,-0.25726,1.02233,-0.25726,1.05263,-0.29775,-0.87623,2.73495,-1.92886,3.03270,-1.92886,3.03270,0.00000,0.00000,0,0.00028,-0.00497,-0.00769,0.04263,0.17544,0.28382,-0.05699,-0.06798,-0.00145,2.75305,2.69774,0.01107,0.00550,-0.00091,2.35154,2.39397,-0.00750,0.00328,0.00148,0.34510,0.32699,0.19805,0.21121,0.00575,0.90618,0.93548,-0.00987,0.00277,-0.00435,5.79248,5.70399
1.0141,1.01760,-0.26623,1.01760,-0.26623,1.02409,-0.26913,-0.90718,2.74316,-1.93127,3.01229,-1.93127,3.01229,0.00000,0.00000,0,0.00032,-0.00407,-0.00701,-0.00361,-0.04347,-0.01761,-0.05702,-0.06798,-0.00472,2.55461,2.60809,0.01088,0.00536,-0.00739,2.24378,2.20145,-0.00828,0.00280,-0.00146,0.58222,0.52977,0.19734,0.21120,0.00023,1.21248,1.04119,-0.00904,0.00279,0.00336,5.88443,5.89708
1.1146,1.01458,-0.26355,1.01458,-0.26355,1.01796,-0.26241,-0.93778,2.75106,-1.95574,3.01347,-1.95574,3.01347,0.00000,0.00000,0,0.00043,-0.00362,-0.00680,0.00426,-0.01950,-0.04667,-0.05816,-0.06796,0.00477,2.55464,2.72456,0.00978,0.00525,-0.00586,2.26890,2.29455,-0.00776,0.00265,-0.00260,0.65959,0.58099,0.19801,0.21119,-0.00135,1.32167,1.19584,-0.00846,0.00275,-0.00332,5.90220,5.99920
1.2174,1.00823,-0.26411,1.00823,-0.26411,1.01246,-0.26329,-0.96822,2.75895,-1.98068,3.02224,-1.98068,3.02224,0.00000,0.00000,0,0.00028,-0.00348,-0.00662,0.00388,-0.08280,-0.00461,-0.05937,-0.06795,0.00738,2.54602,2.45540,0.00870,0.00515,0.00728,2.28301,2.39546,-0.00692,0.00255,0.00669,0.71109,0.54085,0.19898,0.21121,0.00716,1.40317,1.58739,-0.00815,0.00272,-0.00518,5.91890,5.88337
1.3264,1.01423,-0.26201,1.01423,-0.26201,1.01170,-0.26288,-0.99855,2.76684,-2.01025,3.02972,-2.01025,3.02972,0.00000,0.00000,0,0.00028,-0.00319,-0.00640,0.00267,-0.14119,-0.10870,-0.06078,-0.06796,-0.00322,2.50014,2.55968,0.00740,0.00500,-0.00289,2.30986,2.36528,-0.00604,0.00244,-0.00250,0.73477,0.67912,0.20002,0.21118,-0.00790,1.44739,1.37234,-0.00767,0.00272,-0.00014,5.94089,6.01063
1.4272,1.01026,-0.25814,1.01026,-0.25814,1.01200,-0.25926,-1.02892,2.77466,-2.04092,3.03392,-2.04092,3.03392,0.00000,0.00000,0,0.00035,-0.00274,-0.00609,0.00911,-0.17864,-0.11195,-0.06224,-0.06795,0.00836,2.53254,2.45389,0.00604,0.00479,-0.00467,2.37892,2.42426,-0.00527,0.00234,-0.01026,0.76815,0.87512,0.20097,0.21120,0.00596,1.54296,1.63130,-0.00705,0.00271,0.00473,5.93704,5.85474
1.5293,1.00782,-0.25362,1.00782,-0.25362,1.00779,-0.25622,-1.05919,2.78239,-2.06698,3.03861,-2.06698,3.03861,0.00000,0.00000,0,0.00030,-0.00241,-0.00586,-0.00079,-0.21946,-0.17584,-0.06348,-0.06797,-0.00429,2.51086,2.50557,0.00488,0.00453,-0.00712,2.38630,2.34515,-0.00457,0.00226,0.00253,0.84012,0.79066,0.20181,0.21119,0.00386,1.59977,1.40454,-0.00656,0.00270,0.00359,5.98110,6.03221
1.6310,1.00583,-0.25334,1.00583,-0.25334,1.00654,-0.25508,-1.08939,2.79007,-2.09594,3.04515,-2.09594,3.04515,0.00000,0.00000,0,0.00034,-0.00209,-0.00567,-0.00423,-0.27424,-0.35611,-0.06486,-0.06797,0.00334,2.55623,2.65436,0.00361,0.00412,0.00187,2.49630,2.36735,-0.00374,0.00220,0.00242,0.86203,0.94363,0.20280,0.21117,-0.00724,1.63630,1.58708,-0.00606,0.00266,-0.00182,5.96945,6.02663
1.7319,1.00790,-0.24935,1.00790,-0.24935,1.00739,-0.25091,-1.11961,2.79764,-2.12700,3.04855,-2.12700,3.04855,0.00000,0.00000,0,0.00026,-0.00160,-0.00526,0.01164,-0.29791,-0.24144,-0.06632,-0.06797,-0.00318,2.62715,2.55358,0.00222,0.00357,-0.01459,2.47223,2.54628,-0.00300,0.00215,-0.00542,0.86029,0.79611,0.20373,0.21119,0.00260,1.71958,1.80667,-0.00539,0.00264,-0.01027,5.87604,5.94659
1.8335,1.00719,-0.24301,1.00719,-0.24301,1.00812,-0.24555,-1.14985,2.80507,-2.15797,3.05063,-2.15797,3.05063,0.00000,0.00000,0,0.00091,-0.00106,-0.00492,-0.00443,-0.38861,-0.47362,-0.06778,-0.06797,0.00194,2.67554,2.73438,0.00084,0.00304,-0.00342,2.59318,2.63511,-0.00231,0.00208,-0.00144,0.87773,1.01875,0.20460,0.21118,-0.00260,1.72747,1.59694,-0.00468,0.00264,-0.00292,5.88865,5.90509
1.9353,1.00247,-0.23390,1.00247,-0.23390,1.00386,-0.23755,-1.18001,2.81231,-2.18387,3.04986,-2.18387,3.04986,0.00000,0.00000,0,0.00031,-0.00050,-0.00450,0.00447,-0.42062,-0.50255,-0.06899,-0.06796,0.00492,2.80231,2.76150,-0.00033,0.00239,-0.00918,2.62669,2.71300,-0.00184,0.00203,0.00588,0.89890,0.82622,0.20523,0.21120,0.00770,1.77709,1.71130,-0.00399,0.00264,0.00634,5.97121,6.10029
2.0359,1.00650,-0.22921,1.00650,-0.22921,1.00531,-0.23175,-1.21014,2.81933,-2.21545,3.05108,-2.21545,3.05108,0.00000,0.00000,0,0.00030,0.00009,-0.00414,0.00778,-0.47581,-0.54164,-0.07047,-0.06800,0.00557,2.89274,2.91391,-0.00174,0.00173,-0.00703,2.72122,2.63821,-0.00117,0.00198,0.00674,0.90742,0.95513,0.20608,0.21119,0.00283,1.76460,1.95338,-0.00322,0.00261,-0.00313,5.92886,5.75046
2.1362,1.00172,-0.22566,1.00172,-0.22566,1.00298,-0.22702,-1.24026,2.82619,-2.24325,3.05322,-2.24325,3.05322,0.00000,0.00000,0,0.00027,0.00057,-0.00388,0.00169,-0.57898,-0.56944,-0.07178,-0.06816,-0.00893,2.97540,3.00536,-0.00298,0.00091,-0.00332,2.79467,2.86105,-0.00054,0.00197,0.00711,0.92582,0.88038,0.20688,0.21120,0.00937,1.79772,1.76716,-0.00259,0.00263,0.01055,5.93612,5.83821
2.2372,1.00309,-0.21702,1.00309,-0.21702,1.00224,-0.22080,-1.27033,2.83290,-2.27257,3.05371,-2.27257,3.05371,0.00000,0.00000,0,0.00032,0.00115,-0.00350,0.00109,-0.60019,-0.58021,-0.07316,-0.06851,-0.00714,3.09853,2.96930,-0.00430,0.00018,-0.01808,2.85811,2.80493,0.00005,0.00194,0.00363,0.89013,0.92632,0.20764,0.21119,0.00083,1.79647,1.72010,-0.00186,0.00257,-0.00524,5.88767,5.94258
2.3393,1.00113,-0.21128,1.00113,-0.21128,1.00186,-0.21456,-1.30040,2.83942,-2.30226,3.05398,-2.30226,3.05398,0.00000,0.00000,0,0.00108,0.00174,-0.00309,0.00074,-0.68382,-0.68421,-0.07455,-0.06899,0.00797,3.19140,3.25203,-0.00564,-0.00057,0.00188,2.97646,3.07228,0.00064,0.00195,0.00185,0.86832,0.85468,0.20841,0.21120,0.00706,1.78782,1.82764,-0.00111,0.00257,-0.00254,5.88843,6.00217
2.4406,0.99897,-0.20460,0.99897,-0.20460,1.00014,-0.20777,-1.33042,2.84574,-2.33057,3.05351,-2.33057,3.05351,0.00000,0.00000,0,0.00040,0.00234,-0.00275,0.00124,-0.73485,-0.74880,-0.07587,-0.06953,-0.01459,3.35193,3.24886,-0.00691,-0.00132,-0.00631,3.05200,3.06394,0.00117,0.00192,-0.01295,0.81595,0.88905,0.20912,0.21117,-0.00771,1.74631,1.68633,-0.00037,0.00257,-0.00181,5.90747,5.78347
2.5438,0.99386,-0.19296,0.99386,-0.19296,0.99576,-0.19769,-1.36035,2.85180,-2.35611,3.04949,-2.35611,3.04949,0.00000,0.00000,0,0.00124,0.00303,-0.00227,0.01065,-0.81156,-0.92704,-0.07704,-0.07037,-0.00285,3.45231,3.38460,-0.00808,-0.00192,-0.00761,3.13932,2.96954,0.00151,0.00193,-0.00695,0.82748,0.81125,0.20962,0.21117,-0.00848,1.72830,1.95902,0.00043,0.00260,0.01601,5.90910,5.85333
2.6447,0.99409,-0.17484,0.99409,-0.17484,0.99417,-0.18293,-1.39019,2.85749,-2.38436,3.04041,-2.38436,3.04041,0.00000,0.00000,0,0.00032,0.00398,-0.00167,0.00990,-0.93301,-0.92136,-0.07833,-0.07152,-0.01013,3.50345,3.44016,-0.00939,-0.00265,-0.00337,3.26264,3.25873,0.00169,0.00196,0.00564,0.84767,0.85217,0.20999,0.21118,0.00114,1.75961,1.81969,0.00150,0.00255,-0.00222,5.84326,5.78955
2.7456,0.99258,-0.16086,0.99258,-0.16086,0.99405,-0.16728,-1.42002,2.86268,-2.41407,3.02996,-2.41407,3.02996,0.00000,0.00000,0,0.00030,0.00502,-0.00100,0.00510,-1.01168,-1.03685,-0.07967,-0.07309,-0.01970,3.55665,3.52561,-0.01077,-0.00330,-0.00742,3.39591,3.47785,0.00184,0.00195,0.00239,0.82713,0.75188,0.21035,0.21118,0.00157,1.71759,1.87878,0.00265,0.00254,-0.00643,5.75247,5.91217
2.8464,0.99068,-0.14052,0.99068,-0.14052,0.99162,-0.14961,-1.44980,2.86739,-2.44142,3.01700,-2.44142,3.01700,0.00000,0.00000,0,0.00026,0.00612,-0.00044,0.00613,-1.12108,-0.97743,-0.08089,-0.07576,-0.03545,3.45569,3.29122,-0.01205,-0.00394,-0.00525,3.55046,3.57958,0.00185,0.00195,0.00222,0.82632,0.97677,0.21056,0.21119,0.00498,1.73318,1.65150,0.00384,0.00256,-0.00194,5.66711,5.73675
2.9470,0.99024,-0.10337,0.99024,-0.10337,0.99048,-0.12299,-1.47952,2.87147,-2.47000,2.99446,-2.47000,2.99446,0.00000,0.00000,0,0.00030,0.00764,0.00030,0.01141,-1.22085,-1.09312,-0.08213,-0.08178,-0.09696,2.99914,3.03387,-0.01343,-0.00477,-0.01250,3.63745,3.65394,0.00150,0.00195,0.00005,0.82694,0.83678,0.21043,0.21118,-0.00325,1.73275,1.68903,0.00542,0.00256,-0.00467,5.54803,5.57858
3.0507,0.98501,-0.03527,0.98501,-0.03527,0.98692,-0.06105,-1.50918,2.87404,-2.49610,2.93509,-2.49610,2.93509,0.00000,0.00000,0,0.00031,0.01065,0.00167,0.02261,-1.42075,-1.45867,-0.08308,-0.08831,-0.02158,2.82075,2.86076,-0.01486,-0.00598,-0.01135,3.79177,3.81888,-0.00040,0.00193,0.00496,1.01431,0.91766,0.20883,0.21119,-0.00097,1.88462,1.94221,0.00832,0.00258,-0.00724,5.33612,5.15831
3.1521,0.97877,-0.01401,0.97877,-0.01401,0.98195,-0.02605,-1.53870,2.87519,-2.52066,2.90124,-2.52066,2.90124,0.00000,0.00000,0,0.00028,0.01257,0.00350,0.01704,-1.55324,-1.54398,-0.08408,-0.08964,-0.01092,2.75849,2.81653,-0.01611,-0.00753,-0.02321,3.85900,3.84131,-0.00130,0.00174,0.00386,1.10317,0.99699,0.20817,0.21118,-0.00215,1.95773,1.99825,0.01022,0.00258,-0.00988,5.06244,5.04660
3.2526,0.97669,0.01735,0.97669,0.01735,0.97845,0.00107,-1.56810,2.87532,-2.54655,2.87424,-2.54655,2.87424,0.00000,0.00000,32,0.00025,0.01422,0.00521,0.02657,-1.61220,-1.53058,-0.08517,-0.09023,-0.00118,2.73403,2.91608,-0.01739,-0.01056,-0.04474,3.72836,3.77606,-0.00189,0.00159,-0.00968,1.08769,1.08530,0.20780,0.21118,-0.00306,1.99728,2.05879,0.01190,0.00263,0.00487,4.93278,4.96615
3.3548,0.96593,0.10292,0.96593,0.10292,0.97362,0.06194,-1.59741,2.87450,-2.57103,2.81256,-2.57103,2.81256,0.00000,0.00000,0,0.00025,0.01729,0.01424,0.12977,-0.93763,-1.04583,-0.08604,-0.09111,-0.01259,2.63963,2.56505,-0.01875,-0.01872,-0.04924,3.31495,3.27061,-0.00391,0.00134,-0.00464,1.23163,1.22799,0.20607,0.21119,0.00562,2.16292,2.05607,0.01485,0.00268,0.00365,4.63309,4.58110
3.4575,0.91082,0.19325,0.91082,0.19325,0.93491,0.15495,-1.62603,2.87095,-2.56094,2.71600,-2.56094,2.71600,0.00000,0.00000,0,0.00100,0.02111,0.02982,0.17784,-0.02323,-0.28494,-0.08513,-0.09226,-0.01551,2.46551,2.40218,-0.01871,-0.02263,-0.01618,3.10753,3.16162,-0.00803,0.00050,-0.01832,1.52287,1.56944,0.20214,0.21117,-0.00350,2.52367,2.37919,0.01824,0.00275,0.00366,4.21165,4.07777
3.5580,0.85907,0.26475,0.85907,0.26475,0.87829,0.23922,-1.65299,2.86467,-2.53128,2.62546,-2.53128,2.62546,0.00000,0.00000,0,0.00036,0.02428,0.03496,0.00760,-0.27302,-0.31510,-0.08334,-0.09270,0.00306,2.19759,2.22755,-0.01775,-0.02403,-0.01230,2.89351,2.87571,-0.01229,-0.00067,-0.01830,1.86896,1.80810,0.19793,0.21092,0.00488,2.91861,2.92105,0.02090,0.00280,-0.01725,3.80830,3.84460
