t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
1.0189,-0.03327,-0.36970,-0.03327,-0.36970,-0.03304,-0.37053,-1.30720,2.84186,-1.27416,3.21239,-1.27416,3.21239,0.00000,0.00000,0,0.00030,-0.15758,-0.14655,-0.00761,2.54893,2.54697,-0.15893,-0.16707,0.01094,-1.15680,-1.03898,-0.09053,-0.07642,-0.00116,1.56795,1.55617,-0.14436,-0.14799,-0.00520,0.67229,0.76082,0.05670,0.04334,-0.00123,2.02691,2.08734,-0.16529,-0.00142,-0.00290,5.97467,5.84631
1.1210,-0.03002,-0.36882,-0.03002,-0.36882,-0.03080,-0.36894,-1.30626,2.85293,-1.27546,3.22187,-1.27546,3.22187,0.00000,0.00000,0,0.00030,-0.15795,-0.14663,0.00361,2.69885,2.61477,-0.15903,-0.16676,-0.00023,-1.25926,-1.40710,-0.09055,-0.07657,0.00352,1.73017,1.68693,-0.14395,-0.14797,-0.00345,0.58285,0.68325,0.05710,0.04343,0.01140,1.84983,1.74984,-0.16561,-0.00141,-0.00057,5.95690,6.08555
1.2218,-0.03029,-0.36911,-0.03029,-0.36911,-0.03032,-0.36945,-1.30534,2.86402,-1.27502,3.23347,-1.27502,3.23347,0.00000,0.00000,0,0.00027,-0.15844,-0.14673,-0.00367,2.86131,2.85087,-0.15906,-0.16616,0.00343,-1.30162,-1.42227,-0.09049,-0.07674,-0.00407,1.86426,1.90752,-0.14348,-0.14794,-0.00416,0.51583,0.57394,0.05753,0.04348,0.00067,1.62002,1.57013,-0.16606,-0.00142,-0.00454,5.93870,5.97368
1.3240,-0.02975,-0.36881,-0.02975,-0.36881,-0.03009,-0.36912,-1.30443,2.87509,-1.27434,3.24422,-1.27434,3.24422,0.00000,0.00000,0,0.00026,-0.15891,-0.14685,-0.00268,3.02882,2.76197,-0.15907,-0.16514,0.01209,-1.27486,-1.21118,-0.09042,-0.07684,0.00553,2.02152,1.99492,-0.14306,-0.14791,-0.00639,0.44347,0.47030,0.05792,0.04355,-0.00547,1.41864,1.37713,-0.16648,-0.00140,0.00813,5.97071,5.99182
1.4249,-0.03411,-0.36954,-0.03411,-0.36954,-0.03303,-0.36930,-1.30348,2.88617,-1.27045,3.25547,-1.27045,3.25547,0.00000,0.00000,0,0.00032,-0.15946,-0.14717,0.00116,3.19262,3.30497,-0.15894,-0.16339,0.01958,-1.21604,-1.25392,-0.09020,-0.07698,0.00156,2.17440,2.12912,-0.14268,-0.14783,0.00342,0.37335,0.38612,0.05825,0.04362,0.00429,1.26257,1.37935,-0.16701,-0.00143,-0.01158,5.95641,5.75232
1.5292,-0.03741,-0.39202,-0.03741,-0.39202,-0.03606,-0.37989,-1.30244,2.89735,-1.26638,3.27725,-1.26638,3.27725,0.00000,0.00000,0,0.00113,-0.16045,-0.14754,0.00095,3.35503,3.23541,-0.15884,-0.15786,0.06556,-0.75828,-0.76506,-0.08994,-0.07716,-0.00784,2.29386,2.23676,-0.14187,-0.14775,-0.00312,0.27220,0.33392,0.05897,0.04364,-0.01309,1.04733,1.28860,-0.16793,-0.00142,-0.00074,5.97723,6.02920
1.6314,-0.04357,-0.43904,-0.04357,-0.43904,-0.04024,-0.41676,-1.30131,2.90936,-1.26107,3.32612,-1.26107,3.32612,0.00000,0.00000,0,0.00131,-0.16261,-0.14835,-0.00493,3.59991,3.59918,-0.15879,-0.14653,0.08685,0.15112,0.18298,-0.08951,-0.07728,-0.00497,2.42550,2.43060,-0.13998,-0.14750,0.01129,0.11715,0.11345,0.06070,0.04374,0.00585,0.71068,0.66693,-0.16991,-0.00143,-0.00553,5.97390,6.00804
1.7321,-0.03987,-0.46335,-0.03987,-0.46335,-0.03793,-0.45638,-1.30015,2.92273,-1.26222,3.37912,-1.26222,3.37912,0.00000,0.00000,0,0.00028,-0.16481,-0.14922,-0.00518,3.92504,3.96798,-0.15907,-0.14624,0.00020,0.07719,-0.00681,-0.08936,-0.07742,0.00342,2.56439,2.58911,-0.13781,-0.14704,-0.00026,-0.17998,-0.16390,0.06275,0.04383,0.00037,0.35651,0.33083,-0.17188,-0.00141,0.00072,5.96880,5.88945
1.8339,-0.03416,-0.46311,-0.03416,-0.46311,-0.03588,-0.46272,-1.29903,2.93656,-1.26315,3.39928,-1.26315,3.39928,0.00000,0.00000,0,0.00025,-0.16564,-0.14997,0.00434,4.11674,4.28259,-0.15919,-0.14626,-0.00508,0.22302,0.15396,-0.08933,-0.07757,0.00891,2.69293,2.67156,-0.13697,-0.14676,0.00699,-0.29814,-0.34477,0.06355,0.04399,0.00548,0.11472,0.04570,-0.17261,-0.00142,0.00100,5.99400,5.91170
1.9352,-0.02664,-0.47086,-0.02664,-0.47086,-0.02843,-0.46746,-1.29808,2.95052,-1.26965,3.41798,-1.26965,3.41798,0.00000,0.00000,0,0.00031,-0.16629,-0.15104,-0.01005,4.19661,4.25522,-0.15958,-0.14625,0.00103,0.43459,0.33680,-0.08955,-0.07778,-0.00017,2.85193,2.67645,-0.13608,-0.14651,0.00311,-0.41828,-0.43227,0.06443,0.04470,0.01667,-0.10065,-0.08547,-0.17315,-0.00142,-0.00127,5.93199,6.03362
2.0406,-0.02160,-0.47204,-0.02160,-0.47204,-0.02343,-0.46997,-1.29733,2.96457,-1.27390,3.43454,-1.27390,3.43454,0.00000,0.00000,0,0.00028,-0.16690,-0.15224,-0.01596,4.38792,4.40713,-0.15984,-0.14627,0.00032,0.62965,0.71999,-0.08967,-0.07797,-0.00147,2.97179,3.03244,-0.13533,-0.14608,0.01120,-0.59492,-0.63970,0.06517,0.04602,0.02426,-0.28940,-0.19157,-0.17366,-0.00141,0.00631,5.98226,5.97983
2.1428,-0.01762,-0.47705,-0.01762,-0.47705,-0.01867,-0.47549,-1.29693,2.97878,-1.27827,3.45427,-1.27827,3.45427,0.00000,0.00000,16,0.00164,-0.16764,-0.15342,-0.01027,4.54411,4.30116,-0.16013,-0.14628,0.00471,0.78191,0.79615,-0.08980,-0.07819,-0.00325,3.07671,3.24438,-0.13444,-0.14564,0.00343,-0.77948,-0.64897,0.06603,0.05456,0.04692,0.09549,0.12416,-0.17429,-0.00141,0.00553,5.97665,6.06005
2.2419,-0.00007,-0.47618,-0.00007,-0.47618,-0.00449,-0.47542,-1.29693,2.99303,-1.29245,3.46845,-1.29245,3.46845,0.00000,0.00000,16,0.00027,-0.16794,-0.15462,-0.02184,4.61305,4.62912,-0.16085,-0.14650,-0.00218,0.97695,1.02490,-0.09038,-0.07852,-0.00572,3.28175,3.00917,-0.13359,-0.14499,0.00875,-0.87645,-0.94309,0.06694,0.05734,0.03706,0.06479,0.06157,-0.17446,-0.00144,-0.00883,5.96514,6.08080
2.3429,0.04780,-0.46289,0.04780,-0.46289,0.02225,-0.46965,-1.29707,3.00723,-1.31932,3.47688,-1.31932,3.47688,0.00000,0.00000,0,0.00035,-0.16775,-0.15612,-0.01248,4.69014,4.73960,-0.16215,-0.14695,-0.00370,1.16054,1.14236,-0.09155,-0.07897,-0.00395,3.40001,3.26636,-0.13272,-0.14387,0.00779,-1.01381,-1.16445,0.06795,0.06484,0.03204,0.43188,0.50527,-0.17408,-0.00142,-0.00145,5.98346,5.94904
2.4460,0.07467,-0.46128,0.07467,-0.46128,0.06242,-0.46449,-1.29855,3.02125,-1.36097,3.48574,-1.36097,3.48574,0.00000,0.00000,0,0.00167,-0.16727,-0.15794,-0.02194,4.61764,4.63454,-0.16414,-0.14776,0.00115,1.53806,1.39617,-0.09339,-0.08004,-0.01641,3.62931,3.71793,-0.13156,-0.14243,0.01899,-1.08913,-1.05630,0.06936,0.06534,0.00309,0.19370,0.29575,-0.17334,-0.00141,0.00663,5.98232,5.97581
2.5452,0.09839,-0.46406,0.09839,-0.46406,0.08713,-0.46442,-1.30087,3.03518,-1.38800,3.49960,-1.38800,3.49960,0.00000,0.00000,0,0.00047,-0.16731,-0.16155,-0.05850,4.35796,4.31344,-0.16546,-0.14870,-0.00888,1.69513,1.66318,-0.09454,-0.08165,-0.02178,3.77019,3.73402,-0.13047,-0.14132,0.01137,-1.25309,-1.25846,0.07059,0.06557,-0.00325,0.09652,0.06354,-0.17317,-0.00141,0.00754,5.95429,5.86640
2.6474,0.15343,-0.47336,0.15343,-0.47336,0.12831,-0.46901,-1.30415,3.04917,-1.43246,3.51818,-1.43246,3.51818,0.00000,0.00000,0,0.00027,-0.16718,-0.17213,-0.13054,3.47220,3.36083,-0.16763,-0.15066,-0.03365,1.83052,1.79870,-0.09647,-0.08453,-0.03995,3.73024,3.59739,-0.12885,-0.13974,0.02397,-1.36944,-1.32818,0.07244,0.06594,0.00491,-0.01756,0.05763,-0.17272,-0.00141,0.00068,5.95726,5.99059
2.7501,0.21241,-0.47094,0.21241,-0.47094,0.18743,-0.47844,-1.30911,3.06351,-1.49654,3.54195,-1.49654,3.54195,0.00000,0.00000,0,0.00030,-0.16687,-0.17702,-0.01442,3.37816,3.53036,-0.17073,-0.15502,-0.03221,1.95391,1.90802,-0.09925,-0.08836,-0.04248,3.84324,3.76556,-0.12664,-0.13773,0.02586,-1.47706,-1.66379,0.07500,0.06663,0.01813,-0.24711,-0.29617,-0.17197,-0.00142,0.00095,5.99400,5.95195
2.8519,0.24822,-0.35972,0.24822,-0.35972,0.22999,-0.41788,-1.31552,3.07706,-1.54551,3.49494,-1.54551,3.49494,0.00000,0.00000,0,0.00031,-0.16390,-0.17719,0.00189,3.12815,3.09012,-0.17283,-0.15996,-0.08672,1.77590,1.77628,-0.10163,-0.10129,-0.24175,2.59947,2.48940,-0.12760,-0.13147,0.08675,-0.97873,-0.93058,0.07447,0.06732,-0.00047,-0.36060,-0.20642,-0.16894,-0.00140,0.00900,5.99400,6.05025
2.9537,0.31238,-0.21024,0.31238,-0.21024,0.29030,-0.26653,-1.32353,3.08671,-1.61383,3.35324,-1.61383,3.35324,0.00000,0.00000,0,0.00026,-0.15657,-0.17693,0.00437,2.38371,2.29635,-0.17544,-0.16856,-0.07596,1.55839,1.42665,-0.10525,-0.10982,-0.02001,2.91574,2.86015,-0.13203,-0.12392,0.00188,-0.32890,-0.41438,0.07082,0.06735,0.00029,-0.11567,-0.06637,-0.16185,-0.00141,0.00759,5.99400,5.86596
3.0549,0.31538,-0.17484,0.31538,-0.17484,0.30795,-0.19107,-1.33258,3.09309,-1.64054,3.28416,-1.64054,3.28416,0.00000,0.00000,0,0.00026,-0.15313,-0.17673,-0.00247,1.84874,1.95068,-0.17639,-0.17083,0.00284,1.72288,1.77648,-0.10672,-0.11049,-0.00811,2.90124,2.84328,-0.13432,-0.12401,-0.00751,-0.06085,-0.19878,0.06887,0.06734,-0.00560,0.01557,0.05126,-0.15856,-0.00141,0.00313,5.97827,5.84102
3.1569,0.31262,-0.17502,0.31262,-0.17502,0.31184,-0.17653,-1.34192,3.09851,-1.65375,3.27504,-1.65375,3.27504,0.00000,0.00000,0,0.00040,-0.15248,-0.17653,0.00218,1.59803,1.61825,-0.17697,-0.17103,-0.00089,1.79971,1.75907,-0.10735,-0.11083,0.00045,2.91420,3.26119,-0.13443,-0.12408,-0.00201,0.03626,0.11260,0.06886,0.06734,-0.00567,-0.04301,0.07502,-0.15787,-0.00142,-0.00192,5.97639,6.07178
3.2604,0.31477,-0.17289,0.31477,-0.17289,0.31311,-0.17294,-1.35129,3.10372,-1.66440,3.27667,-1.66440,3.27667,0.00000,0.00000,0,0.00242,-0.15233,-0.17635,-0.00320,1.31477,1.38273,-0.17748,-0.17123,-0.00067,1.87481,1.88476,-0.10782,-0.11104,-0.01745,2.85333,2.75919,-0.13416,-0.12416,-0.00102,0.14620,0.07511,0.06920,0.06737,0.00373,-0.04359,-0.07514,-0.15766,-0.00143,-0.00320,5.97547,6.08869
3.3619,0.31522,-0.17011,0.31522,-0.17011,0.31445,-0.17167,-1.36072,3.10890,-1.67517,3.28056,-1.67517,3.28056,0.00000,0.00000,0,0.00035,-0.15227,-0.17615,-0.00159,1.02488,1.03323,-0.17800,-0.17146,-0.00004,1.98042,1.90030,-0.10829,-0.11111,0.00498,2.86805,3.02287,-0.13379,-0.12425,-0.00701,0.21054,0.23432,0.06962,0.06736,0.00280,-0.15006,-0.07535,-0.15753,-0.00142,0.00629,5.98201,6.06755
3.4623,0.31909,-0.16786,0.31909,-0.16786,0.31683,-0.16933,-1.37019,3.11400,-1.68702,3.28333,-1.68702,3.28333,0.00000,0.00000,0,0.00033,-0.15215,-0.17585,-0.00218,0.77237,0.77602,-0.17857,-0.17165,0.00804,2.10357,2.05731,-0.10881,-0.11122,-0.00302,2.84312,2.76897,-0.13345,-0.12435,-0.00680,0.31743,0.44816,0.07003,0.06736,0.00660,-0.22286,-0.27679,-0.15733,-0.00142,-0.00111,5.94168,5.89645
3.5629,0.32082,-0.16540,0.32082,-0.16540,0.31979,-0.16655,-1.37975,3.11904,-1.69954,3.28559,-1.69954,3.28559,0.00000,0.00000,0,0.00037,-0.15199,-0.17553,-0.00697,0.45539,0.56817,-0.17916,-0.17190,-0.00627,2.21342,2.30002,-0.10936,-0.11132,-0.00206,2.86246,2.81492,-0.13311,-0.12440,0.00214,0.39764,0.37463,0.07044,0.06736,0.00530,-0.25460,-0.35971,-0.15709,-0.00143,-0.00217,5.95047,5.87030
3.6651,0.32292,-0.16896,0.32292,-0.16896,0.32141,-0.16805,-1.38937,3.12406,-1.71077,3.29211,-1.71077,3.29211,0.00000,0.00000,0,0.00042,-0.15203,-0.17508,0.01072,0.24272,0.31696,-0.17972,-0.17226,-0.00240,2.29133,2.25457,-0.10984,-0.11138,-0.00988,2.84379,3.01561,-0.13263,-0.12454,-0.00447,0.43647,0.38011,0.07098,0.06736,-0.00135,-0.31218,-0.42345,-0.15705,-0.00142,0.00280,5.97083,5.89693
3.7657,0.32341,-0.16657,0.32341,-0.16657,0.32307,-0.16665,-1.39904,3.12907,-1.72211,3.29572,-1.72211,3.29572,0.00000,0.00000,0,0.00030,-0.15195,-0.17416,0.01265,0.02974,0.05927,-0.18027,-0.17262,-0.00407,2.39784,2.51426,-0.11034,-0.11142,0.00166,2.87743,2.91580,-0.13226,-0.12461,0.00071,0.53759,0.50838,0.07141,0.06761,0.00798,-0.36935,-0.36765,-0.15689,-0.00142,0.00165,5.97773,5.87911
3.8678,0.32437,-0.16538,0.32437,-0.16538,0.32397,-0.16607,-1.40875,3.13406,-1.73272,3.30013,-1.73272,3.30013,0.00000,0.00000,0,0.00027,-0.15192,-0.17293,0.01768,-0.15235,0.00550,-0.18078,-0.17302,-0.00552,2.50364,2.58969,-0.11080,-0.11149,-0.00199,2.90759,3.04881,-0.13187,-0.12473,-0.00240,0.59205,0.50279,0.07185,0.06778,-0.00675,-0.48763,-0.43322,-0.15679,-0.00144,-0.00434,5.98273,5.93725
3.9697,0.32681,-0.16169,0.32681,-0.16169,0.32560,-0.16367,-1.41849,3.13900,-1.74409,3.30268,-1.74409,3.30268,0.00000,0.00000,0,0.00027,-0.15180,-0.17123,0.02788,-0.26429,-0.24750,-0.18132,-0.17353,-0.00443,2.58899,2.56255,-0.11130,-0.11155,0.00637,2.92577,2.92728,-0.13155,-0.12484,0.00084,0.63679,0.67428,0.07224,0.06804,0.00673,-0.50300,-0.57221,-0.15659,-0.00142,-0.00141,5.95482,5.77378
4.0728,0.32837,-0.15815,0.32837,-0.15815,0.32702,-0.16015,-1.42829,3.14385,-1.75531,3.30400,-1.75531,3.30400,0.00000,0.00000,0,0.00177,-0.15162,-0.16776,0.05620,-0.15542,-0.31692,-0.18186,-0.17421,-0.01288,2.66465,2.65954,-0.11180,-0.11168,-0.01263,2.91219,3.09926,-0.13128,-0.12493,0.00072,0.70930,0.61077,0.07258,0.06830,-0.00656,-0.59184,-0.62112,-0.15635,-0.00143,-0.00091,5.96888,5.85165
4.1720,0.32021,-0.14677,0.32021,-0.14677,0.32661,-0.15272,-1.43813,3.14855,-1.76474,3.30127,-1.76474,3.30127,0.00000,0.00000,0,0.00028,-0.15132,-0.15655,0.20940,0.88130,0.47590,-0.18229,-0.17495,-0.00622,2.73112,2.72975,-0.11223,-0.11173,0.00746,2.98494,3.03476,-0.13121,-0.12504,-0.00260,0.76357,0.75257,0.07272,0.06856,-0.00403,-0.62158,-0.63222,-0.15601,-0.00142,0.00255,5.95477,5.95564
4.2741,0.28901,-0.11928,0.28901,-0.11928,0.29919,-0.11916,-1.44740,3.15244,-1.74659,3.27160,-1.74659,3.27160,0.00000,0.00000,0,0.00027,-0.15044,-0.15114,0.00421,0.50768,0.60919,-0.18131,-0.17547,-0.00212,2.72108,2.67452,-0.11153,-0.11179,0.00470,2.95457,2.96826,-0.13276,-0.12530,-0.00520,0.95378,1.08532,0.07112,0.06870,-0.00011,-0.51314,-0.58540,-0.15536,-0.00143,-0.00125,5.99400,5.94870
4.3751,0.29095,-0.11270,0.29095,-0.11270,0.29256,-0.11199,-1.45622,3.15585,-1.74878,3.26784,-1.74878,3.26784,0.00000,0.00000,0,0.00029,-0.15024,-0.15101,0.00111,0.50730,0.45902,-0.18140,-0.17578,-0.01346,2.75198,2.86144,-0.11165,-0.11184,-0.00039,2.89219,2.85782,-0.13287,-0.12569,-0.00022,1.00996,1.00586,0.07103,0.06870,-0.00247,-0.56150,-0.59410,-0.15516,-0.00145,-0.00670,5.95908,5.83721
4.4788,0.29125,-0.11198,0.29125,-0.11198,0.29126,-0.11085,-1.46498,3.15916,-1.75624,3.27001,-1.75624,3.27001,0.00000,0.00000,0,0.00028,-0.15018,-0.15094,-0.00186,0.51075,0.49642,-0.18175,-0.17604,0.00328,2.87072,2.85751,-0.11197,-0.11188,0.00880,2.93991,3.03572,-0.13264,-0.12589,0.00113,1.04628,1.05154,0.07131,0.06876,0.00006,-0.58872,-0.53068,-0.15505,-0.00143,0.00360,5.99400,5.81049
4.5801,0.28771,-0.11251,0.28771,-0.11251,0.28951,-0.11283,-1.47369,3.16253,-1.76321,3.27535,-1.76321,3.27535,0.00000,0.00000,0,0.00032,-0.15026,-0.15089,0.00730,0.53482,0.58054,-0.18210,-0.17640,-0.01083,2.90199,2.75612,-0.11227,-0.11194,0.00764,2.95096,2.91969,-0.13229,-0.12603,-0.00219,1.09996,1.12416,0.07169,0.06890,0.00013,-0.69754,-0.62661,-0.15507,-0.00144,-0.00334,5.96744,5.94857
4.6814,0.29102,-0.11284,0.29102,-0.11284,0.29058,-0.11292,-1.48239,3.16592,-1.77297,3.27884,-1.77297,3.27884,0.00000,0.00000,0,0.00026,-0.15021,-0.15090,-0.00134,0.48844,0.47805,-0.18258,-0.17672,-0.00413,2.98848,2.94704,-0.11269,-0.11206,-0.01176,2.95339,2.99496,-0.13196,-0.12618,-0.00799,1.11868,1.09721,0.07207,0.06906,0.00394,-0.71275,-0.66117,-0.15495,-0.00142,0.00820,5.99400,5.96602
4.7823,0.29079,-0.11330,0.29079,-0.11330,0.29145,-0.11274,-1.49113,3.16929,-1.78257,3.28203,-1.78257,3.28203,0.00000,0.00000,0,0.00030,-0.15015,-0.15086,0.00629,0.48776,0.47051,-0.18304,-0.17709,-0.00203,3.07192,3.09308,-0.11311,-0.11213,-0.01146,2.97934,2.78636,-0.13164,-0.12632,-0.00642,1.17880,1.21607,0.07244,0.06925,0.00413,-0.75621,-0.66365,-0.15482,-0.00141,0.00854,5.99347,5.90075
4.8858,0.29487,-0.10965,0.29487,-0.10965,0.29280,-0.11141,-1.49988,3.17266,-1.79268,3.28408,-1.79268,3.28408,0.00000,0.00000,0,0.00124,-0.15003,-0.15082,0.00813,0.50815,0.50244,-0.18352,-0.17742,-0.00373,3.17774,3.24323,-0.11356,-0.11218,0.00147,3.03074,3.02329,-0.13136,-0.12651,0.00386,1.24419,1.22714,0.07278,0.06946,0.00447,-0.78702,-0.79765,-0.15464,-0.00142,0.00045,5.94587,6.00859
4.9863,0.29654,-0.10549,0.29654,-0.10549,0.29418,-0.10783,-1.50867,3.17595,-1.80285,3.28377,-1.80285,3.28377,0.00000,0.00000,0,0.00029,-0.14981,-0.15078,-0.00356,0.46767,0.40192,-0.18400,-0.17770,-0.00432,3.24022,3.13254,-0.11402,-0.11234,0.00064,3.08642,3.00455,-0.13117,-0.12673,-0.01093,1.24265,1.48128,0.07303,0.06970,-0.00781,-0.86266,-0.94539,-0.15437,-0.00143,0.00131,5.99400,6.08796
5.0899,0.29826,-0.10291,0.29826,-0.10291,0.29686,-0.10455,-1.51755,3.17912,-1.81440,3.28367,-1.81440,3.28367,0.00000,0.00000,0,0.00028,-0.14957,-0.15067,-0.00296,0.44106,0.41023,-0.18454,-0.17803,-0.00391,3.35285,3.29307,-0.11453,-0.11245,0.00099,3.11366,3.02174,-0.13095,-0.12685,0.00039,1.30774,1.34120,0.07332,0.06994,0.00444,-0.87905,-0.92967,-0.15407,-0.00143,-0.00020,5.98488,5.92132
5.1912,0.29872,-0.09857,0.29872,-0.09857,0.29862,-0.10125,-1.52649,3.18221,-1.82511,3.28345,-1.82511,3.28345,0.00000,0.00000,0,0.00027,-0.14934,-0.15059,-0.00112,0.40057,0.43209,-0.18504,-0.17839,-0.00283,3.44965,3.33473,-0.11502,-0.11262,0.00370,3.20752,3.06402,-0.13075,-0.12696,0.01064,1.33813,1.18270,0.07359,0.07022,0.00216,-0.94276,-0.96916,-0.15378,-0.00144,-0.00385,5.98370,6.00706
