t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-0.11862,-0.37322,-0.11862,-0.37322,-0.13492,-0.36418,-1.91071,1.77170,-1.77579,2.13588,-1.77579,2.13588,0.00000,0.00000,0,0.00058,-0.30032,-0.29101,-0.00104,3.94374,3.97345,-0.37591,-0.36705,-0.00145,1.79986,1.70328,-0.31535,-0.31975,0.00666,-0.74187,-0.80369,-0.37615,-0.39438,0.01266,-0.99743,-1.01402,-0.16898,-0.19798,0.08576,-1.26451,-1.31280,-0.30974,-0.31318,-0.04433,4.49483,4.26306
0.1010,0.00034,-0.36333,0.00034,-0.36333,-0.05968,-0.36543,-1.90776,1.78275,-1.84808,2.14817,-1.84808,2.14817,0.00000,0.00000,0,0.00028,-0.29937,-0.29156,0.00506,3.98204,3.98924,-0.37934,-0.36772,-0.01634,2.08809,2.20511,-0.31859,-0.31972,0.00465,-0.54149,-0.50944,-0.37422,-0.39326,0.00372,-1.32832,-1.45003,-0.16665,-0.18192,0.03600,-0.78374,-0.59389,-0.30834,-0.31591,-0.01490,4.23076,4.17789
0.2018,0.02177,-0.34558,0.02177,-0.34558,0.00317,-0.35763,-1.90735,1.79367,-1.91053,2.15130,-1.91053,2.15130,0.00000,0.00000,16,0.00030,-0.29823,-0.29185,-0.00162,3.92994,3.98276,-0.38226,-0.36903,-0.01035,2.37419,2.29695,-0.32141,-0.31982,0.00281,-0.35223,-0.28068,-0.37287,-0.39204,0.01414,-1.55893,-1.54427,-0.16492,-0.17995,0.02179,-1.01870,-1.05101,-0.30685,-0.31627,-0.00933,4.04869,4.02027
0.3021,0.04233,-0.35340,0.04233,-0.35340,0.03111,-0.35554,-1.90784,1.80438,-1.93894,2.15992,-1.93894,2.15992,0.00000,0.00000,0,0.00027,-0.29801,-0.29208,0.00037,3.99577,4.09418,-0.38363,-0.36953,0.00292,2.59320,2.48722,-0.32267,-0.31986,-0.00346,-0.29021,-0.25977,-0.37196,-0.39114,0.02244,-1.75457,-1.78389,-0.16386,-0.17752,0.03405,-1.04589,-1.11004,-0.30644,-0.31639,-0.00079,3.90657,3.98533
0.4032,0.06293,-0.34688,0.06293,-0.34688,0.05293,-0.34853,-1.90916,1.81491,-1.96209,2.16343,-1.96209,2.16343,0.00000,0.00000,0,0.00028,-0.29769,-0.29229,-0.00278,4.00101,4.02996,-0.38472,-0.37024,-0.01272,2.76972,2.84740,-0.32371,-0.31989,0.00430,-0.14356,-0.22394,-0.37136,-0.39010,0.01928,-1.92676,-2.07666,-0.16313,-0.17510,0.01302,-1.11977,-1.16899,-0.30598,-0.31642,0.00410,3.74574,3.85864
0.5062,0.07832,-0.33725,0.07832,-0.33725,0.07272,-0.33993,-1.91112,1.82520,-1.98385,2.16513,-1.98385,2.16513,0.00000,0.00000,0,0.00127,-0.29731,-0.29246,0.00435,4.05336,3.99404,-0.38575,-0.37091,-0.01426,2.97178,3.16003,-0.32469,-0.31995,-0.00185,-0.04947,-0.03199,-0.37086,-0.38871,0.01505,-2.10596,-1.97262,-0.16251,-0.17361,0.01397,-1.18892,-1.19256,-0.30548,-0.31643,-0.00082,3.59122,3.56458
0.6061,0.09614,-0.32828,0.09614,-0.32828,0.08767,-0.33207,-1.91356,1.83526,-2.00123,2.16733,-2.00123,2.16733,0.00000,0.00000,0,0.00053,-0.29705,-0.29260,-0.00397,4.09254,4.00508,-0.38657,-0.37179,-0.01526,3.11388,3.11488,-0.32547,-0.32002,-0.00032,0.04608,-0.04370,-0.37043,-0.38658,0.03077,-2.18666,-2.28274,-0.16198,-0.17249,0.00467,-1.29148,-1.24011,-0.30511,-0.31641,0.00616,3.42574,3.44544
0.7087,0.12291,-0.31317,0.12291,-0.31317,0.11043,-0.32091,-1.91657,1.84504,-2.02701,2.16595,-2.02701,2.16595,0.00000,0.00000,0,0.00027,-0.29647,-0.29276,-0.00275,4.08360,4.19152,-0.38776,-0.37300,-0.02616,3.29668,3.23033,-0.32665,-0.32010,0.00094,0.19434,0.17451,-0.36998,-0.38116,0.05986,-1.92787,-1.97726,-0.16137,-0.17100,0.02044,-1.34392,-1.36262,-0.30440,-0.31642,0.00219,3.22344,3.36103
0.8118,0.15421,-0.28592,0.15421,-0.28592,0.13927,-0.29844,-1.92040,1.85428,-2.05967,2.15272,-2.05967,2.15272,0.00000,0.00000,0,0.00028,-0.29525,-0.29279,0.00214,4.02871,3.96634,-0.38923,-0.37628,-0.07582,3.17644,3.03161,-0.32819,-0.32020,0.00200,0.39348,0.44499,-0.36988,-0.37774,0.02519,-1.91597,-1.95599,-0.16104,-0.16849,0.04878,-1.20513,-1.15779,-0.30305,-0.31642,0.00032,3.00648,2.82196
0.9149,0.27683,-0.16985,0.27683,-0.16985,0.22300,-0.21349,-1.92579,1.86194,-2.14878,2.07543,-2.14878,2.07543,0.00000,0.00000,0,0.00027,-0.29021,-0.29273,0.00503,3.67263,3.78315,-0.39305,-0.38916,-0.05873,2.75032,2.78044,-0.33255,-0.32038,-0.00207,0.81557,0.70647,-0.37130,-0.37449,0.01845,-1.65029,-1.56950,-0.16170,-0.15405,0.05099,-0.17981,-0.10327,-0.29783,-0.31639,-0.00342,2.38095,2.35511
