t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,0.19128,-0.16458,0.19128,-0.16458,0.18950,-0.16745,-1.87500,1.89515,-2.06451,2.06260,-2.06451,2.06260,0.00000,0.00000,0,0.00029,-0.22537,-0.23295,0.00237,3.27281,3.05663,-0.32298,-0.32187,-0.00882,3.23014,3.25844,-0.26272,-0.25518,-0.01008,3.81783,4.04458,-0.30755,-0.31841,0.00524,-1.75040,-1.62738,-0.09847,-0.10384,0.00234,-0.48872,-0.43568,-0.23348,-0.25571,0.00657,2.20702,2.16495
0.1012,0.19592,-0.14886,0.19592,-0.14886,0.19368,-0.15634,-1.88076,1.90000,-2.07443,2.05634,-2.07443,2.05634,0.00000,0.00000,0,0.00028,-0.22491,-0.23290,0.00514,3.15868,3.08909,-0.32341,-0.32203,-0.00358,3.25411,3.20775,-0.26319,-0.25592,-0.00469,3.89535,3.95188,-0.30762,-0.31749,0.01279,-1.79391,-1.81397,-0.09845,-0.10346,-0.00400,-0.51080,-0.44662,-0.23299,-0.25538,0.01306,1.99558,1.97963
0.2023,0.20227,-0.13865,0.20227,-0.13865,0.19945,-0.14469,-1.88667,1.90448,-2.08611,2.04917,-2.08611,2.04917,0.00000,0.00000,0,0.00029,-0.22437,-0.23287,-0.00395,3.01704,3.12665,-0.32393,-0.32220,-0.00158,3.30636,3.23742,-0.26375,-0.25711,-0.02363,3.89929,3.98670,-0.30768,-0.31681,0.00667,-1.87228,-1.95169,-0.09843,-0.10310,0.00789,-0.57585,-0.52679,-0.23241,-0.25483,0.00773,1.67449,1.66343
0.3026,0.21279,-0.10655,0.21279,-0.10655,0.20753,-0.12276,-1.89278,1.90849,-2.10031,2.03125,-2.10031,2.03125,0.00000,0.00000,0,0.00033,-0.22334,-0.23277,0.00298,2.86019,2.83825,-0.32451,-0.32244,-0.00634,3.33450,3.58658,-0.26447,-0.26096,-0.08776,3.56047,3.58115,-0.30814,-0.31579,0.00787,-1.88594,-1.86590,-0.09875,-0.10280,0.00450,-0.56809,-0.61508,-0.23137,-0.25428,0.01248,1.38660,1.42059
0.4051,0.23240,-0.02945,0.23240,-0.02945,0.22423,-0.06162,-1.89929,1.91115,-2.12352,1.97277,-2.12352,1.97277,0.00000,0.00000,0,0.00029,-0.22043,-0.23263,-0.00235,2.51387,2.45405,-0.32533,-0.32297,-0.00774,3.39725,3.41304,-0.26577,-0.27090,-0.08223,2.94050,3.04833,-0.31008,-0.31512,-0.00235,-1.79999,-1.73731,-0.10038,-0.10274,-0.00718,-0.48330,-0.44372,-0.22856,-0.25357,-0.00367,0.96217,1.06632
0.5062,0.23746,0.02894,0.23746,0.02894,0.23397,0.00320,-1.90620,1.91177,-2.14017,1.90857,-2.14017,1.90857,0.00000,0.00000,32,0.00031,-0.21741,-0.23236,0.00133,2.14120,2.12481,-0.32583,-0.32433,-0.00862,3.34528,3.33756,-0.26679,-0.27689,-0.04099,2.73602,2.79175,-0.31238,-0.31505,-0.00513,-1.68593,-1.75570,-0.10241,-0.10272,0.00275,-0.34609,-0.37104,-0.22570,-0.25275,0.00837,0.50169,0.60922
0.6067,0.24171,0.05580,0.24171,0.05580,0.23980,0.04244,-1.91334,1.91097,-2.15313,1.86854,-2.15313,1.86854,0.00000,0.00000,0,0.00031,-0.21548,-0.23208,0.01141,1.87799,1.90120,-0.32626,-0.32529,-0.01266,3.31945,3.28772,-0.26754,-0.27855,-0.00600,2.54563,2.56049,-0.31377,-0.31507,-0.00692,-1.65785,-1.46690,-0.10361,-0.10275,-0.01036,-0.31156,-0.26966,-0.22385,-0.25184,0.00727,0.06610,0.11854
0.7093,0.24734,0.06864,0.24734,0.06864,0.24418,0.06143,-1.92059,1.90933,-2.16477,1.84790,-2.16477,1.84790,0.00000,0.00000,0,0.00027,-0.21438,-0.23186,0.00415,1.60268,1.70073,-0.32671,-0.32645,-0.00914,3.29018,3.19021,-0.26815,-0.27902,-0.00180,2.43482,2.41195,-0.31439,-0.31506,0.00053,-1.61375,-1.47924,-0.10410,-0.10273,0.00041,-0.22642,-0.26492,-0.22277,-0.25100,0.01876,-0.24434,-0.23592
0.8112,0.24990,0.08232,0.24990,0.08232,0.24769,0.07555,-1.92797,1.90724,-2.17567,1.83169,-2.17567,1.83169,0.00000,0.00000,0,0.00069,-0.21349,-0.23153,0.01044,1.39003,1.38020,-0.32715,-0.32802,-0.01219,3.17754,3.18630,-0.26872,-0.27926,-0.00260,2.32501,2.52386,-0.31484,-0.31506,0.00931,-1.56440,-1.83427,-0.10444,-0.10274,-0.00291,-0.23663,-0.22088,-0.22187,-0.25010,0.01696,-0.56320,-0.50159
0.9119,0.25040,0.10004,0.25040,0.10004,0.24952,0.09185,-1.93545,1.90470,-2.18496,1.81285,-2.18496,1.81285,0.00000,0.00000,0,0.00029,-0.21251,-0.23106,-0.00013,1.12652,1.14213,-0.32750,-0.33053,-0.00880,2.98490,2.90988,-0.26922,-0.27938,-0.00902,2.23273,2.26009,-0.31543,-0.31509,-0.00037,-1.57178,-1.49763,-0.10492,-0.10273,-0.00152,-0.17446,-0.20393,-0.22092,-0.24890,0.00990,-0.89673,-0.83805
