t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-0.26272,-0.02458,-0.26272,-0.02458,-0.26314,-0.02114,-1.90486,2.11133,-1.64172,2.13247,-1.64172,2.13247,0.00000,0.00000,0,0.00029,-0.03909,-0.03864,-0.01168,2.87179,2.85289,-0.10563,-0.10891,0.00949,1.92420,2.03618,-0.04540,-0.06303,0.02965,-1.49396,-1.54607,-0.11551,-0.11443,0.00809,3.00035,3.11277,0.09072,0.08005,0.00013,2.37674,2.56115,-0.04918,0.00123,0.00296,5.97811,5.89661
0.1003,-0.26495,-0.04526,-0.26495,-0.04526,-0.26376,-0.03444,-1.89697,2.11217,-1.63321,2.14661,-1.63321,2.14661,0.00000,0.00000,0,0.00027,-0.03985,-0.03884,-0.00654,2.91844,3.03492,-0.10529,-0.10893,-0.00001,1.82601,1.76944,-0.04496,-0.05829,0.10996,-1.14442,-1.17791,-0.11510,-0.11448,-0.00113,2.99168,2.90618,0.09104,0.08005,-0.00260,2.21939,2.22328,-0.04993,0.00117,-0.00390,5.96158,5.79113
0.2031,-0.29644,-0.19474,-0.29644,-0.19474,-0.27850,-0.13884,-1.88890,2.11477,-1.61040,2.25361,-1.61040,2.25361,0.00000,0.00000,0,0.00103,-0.04477,-0.03990,-0.03287,3.22365,2.97988,-0.10468,-0.10892,-0.00066,1.75496,1.76812,-0.04351,-0.03768,0.01657,-0.15140,0.03473,-0.11117,-0.11443,-0.00229,2.63415,2.62705,0.09453,0.08020,0.01472,1.79458,1.77729,-0.05456,0.00114,0.00488,5.96961,5.86405
0.3046,-0.27852,-0.21360,-0.27852,-0.21360,-0.27821,-0.19796,-1.88047,2.12016,-1.60226,2.31812,-1.60226,2.31812,0.00000,0.00000,0,0.00095,-0.04762,-0.04167,-0.00049,3.41591,3.53567,-0.10458,-0.10889,0.00435,1.73437,1.94957,-0.04289,-0.03703,-0.00238,-0.14096,-0.10401,-0.10869,-0.11436,0.00006,2.46343,2.61862,0.09678,0.08027,0.00698,1.47420,1.46041,-0.05720,0.00109,-0.00091,5.95130,6.02196
0.4060,-0.26680,-0.21872,-0.26680,-0.21872,-0.27425,-0.21429,-1.87212,2.12642,-1.59787,2.34071,-1.59787,2.34071,0.00000,0.00000,0,0.00043,-0.04866,-0.04273,-0.00490,3.43620,3.29869,-0.10447,-0.10888,-0.00487,1.62634,1.51116,-0.04260,-0.03691,0.00332,-0.07412,-0.13713,-0.10785,-0.11433,0.00440,2.37216,2.39212,0.09753,0.08031,0.00073,1.22842,1.24468,-0.05816,0.00103,-0.01105,5.95434,6.00504
0.5063,-0.26713,-0.22039,-0.26713,-0.22039,-0.27119,-0.21852,-1.86392,2.13293,-1.59274,2.35145,-1.59274,2.35145,0.00000,0.00000,0,0.00027,-0.04921,-0.04338,-0.00915,3.48498,3.67955,-0.10427,-0.10885,-0.00151,1.55240,1.56446,-0.04233,-0.03693,0.00451,-0.02972,-0.05077,-0.10751,-0.11431,-0.00580,2.26141,2.10293,0.09781,0.08034,-0.00580,1.01651,1.00666,-0.05870,0.00101,-0.00143,5.94463,5.93059
0.6090,-0.26298,-0.22058,-0.26298,-0.22058,-0.26619,-0.22151,-1.85587,2.13956,-1.58968,2.36107,-1.58968,2.36107,0.00000,0.00000,0,0.00035,-0.04967,-0.04421,-0.01985,3.51149,3.71937,-0.10417,-0.10883,-0.00532,1.49500,1.45530,-0.04215,-0.03697,-0.00186,0.01828,-0.02627,-0.10718,-0.11425,0.00353,2.16032,2.08522,0.09809,0.08040,-0.00438,0.78894,0.97369,-0.05914,0.00097,0.00026,5.94875,5.87571
0.7128,-0.26103,-0.22217,-0.26103,-0.22217,-0.26305,-0.22149,-1.84795,2.14620,-1.58490,2.36769,-1.58490,2.36769,0.00000,0.00000,0,0.00033,-0.05004,-0.04487,-0.00341,3.57145,3.71356,-0.10398,-0.10879,0.00648,1.45412,1.49291,-0.04191,-0.03700,-0.00306,0.07693,0.08614,-0.10700,-0.11419,-0.00256,2.07705,2.13817,0.09822,0.08048,-0.00351,0.57402,0.66030,-0.05952,0.00088,-0.00192,5.99284,5.93590
0.8158,-0.25944,-0.22339,-0.25944,-0.22339,-0.26090,-0.22257,-1.84009,2.15286,-1.57919,2.37544,-1.57919,2.37544,0.00000,0.00000,0,0.00038,-0.05048,-0.04567,-0.00121,3.62874,3.65415,-0.10374,-0.10876,-0.00560,1.35872,1.65379,-0.04162,-0.03701,0.00032,0.09056,0.13022,-0.10680,-0.11413,0.00341,1.99141,2.14974,0.09837,0.08055,0.00338,0.34358,0.36087,-0.05996,0.00085,-0.00004,5.95640,6.17653
0.9164,-0.25851,-0.22731,-0.25851,-0.22731,-0.25941,-0.22541,-1.83230,2.15959,-1.57289,2.38499,-1.57289,2.38499,0.00000,0.00000,0,0.00042,-0.05101,-0.04654,-0.01601,3.61414,3.55178,-0.10349,-0.10871,-0.00315,1.27982,1.36612,-0.04130,-0.03704,-0.00857,0.10877,0.29362,-0.10653,-0.11408,-0.00293,1.86839,1.87031,0.09857,0.08063,0.00288,0.09486,0.20310,-0.06048,0.00081,-0.00050,5.97129,6.03242
