t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-0.06336,0.01525,-0.06336,0.01525,-0.06269,0.01727,-1.98250,1.84969,-1.91981,1.83242,-1.91981,1.83242,0.00000,0.00000,32,0.00075,-0.35079,-0.35607,-0.00408,0.99859,0.94599,-0.44745,-0.45466,-0.00039,1.58743,1.54951,-0.38922,-0.39951,-0.00190,1.43723,1.35060,-0.45176,-0.46451,-0.00441,0.42049,0.44571,-0.24282,-0.24359,-0.00298,3.25356,3.23692,-0.36061,-0.35557,-0.00920,4.53814,4.70273
0.1011,-0.06325,0.01321,-0.06325,0.01321,-0.06355,0.01361,-1.98061,1.84969,-1.91706,1.83608,-1.91706,1.83608,0.00000,0.00000,32,0.00039,-0.35100,-0.35604,0.00112,0.95478,0.97327,-0.44734,-0.45465,0.00406,1.50594,1.50453,-0.38908,-0.39943,0.00463,1.29819,1.20080,-0.45166,-0.46439,0.00865,0.30014,0.32918,-0.24275,-0.24360,-0.00774,3.21431,3.10446,-0.36082,-0.35589,-0.01036,4.63568,4.53269
0.2032,-0.06563,0.01375,-0.06563,0.01375,-0.06400,0.01350,-1.97870,1.84969,-1.91470,1.83619,-1.91470,1.83619,0.00000,0.00000,32,0.00030,-0.35105,-0.35601,0.00230,0.91156,0.90871,-0.44723,-0.45462,0.00649,1.43960,1.37774,-0.38897,-0.39937,0.00295,1.18946,1.12416,-0.45171,-0.46433,-0.00264,0.10405,0.16117,-0.24280,-0.24358,0.00244,3.24876,3.28756,-0.36089,-0.35615,-0.01227,4.65416,4.68329
0.3042,-0.06081,0.01263,-0.06081,0.01263,-0.06273,0.01347,-1.97679,1.84969,-1.91406,1.83622,-1.91406,1.83622,0.00000,0.00000,32,0.00031,-0.35107,-0.35600,-0.00341,0.84004,0.73817,-0.44720,-0.45461,-0.00052,1.32944,1.46529,-0.38894,-0.39932,-0.00127,1.02028,1.05801,-0.45172,-0.46421,0.00622,0.00298,-0.11833,-0.24282,-0.24359,0.00204,3.24388,3.38637,-0.36090,-0.35639,-0.00161,4.70232,4.82566
0.4080,-0.05836,0.01193,-0.05836,0.01193,-0.05930,0.01199,-1.97497,1.84969,-1.91567,1.83770,-1.91567,1.83770,0.00000,0.00000,32,0.00240,-0.35110,-0.35598,-0.00038,0.77628,0.78933,-0.44728,-0.45460,0.00287,1.22681,1.18752,-0.38901,-0.39925,-0.00192,0.93821,0.87463,-0.45163,-0.46410,0.00881,-0.13043,-0.17740,-0.24272,-0.24358,0.00127,3.25667,3.05150,-0.36092,-0.35670,-0.00094,4.76219,4.75943
0.5069,-0.05564,0.01359,-0.05564,0.01359,-0.05706,0.01286,-1.97324,1.84969,-1.91618,1.83683,-1.91618,1.83683,0.00000,0.00000,32,0.00029,-0.35105,-0.35593,0.00398,0.72653,0.85849,-0.44730,-0.45456,0.00406,1.15973,1.21450,-0.38903,-0.39918,-0.00416,0.81414,0.85792,-0.45165,-0.46396,0.00480,-0.30433,-0.19156,-0.24274,-0.24357,0.00591,3.20541,3.17356,-0.36087,-0.35697,0.00201,4.78828,4.61494
0.6084,-0.05585,0.01616,-0.05585,0.01616,-0.05547,0.01520,-1.97156,1.84969,-1.91610,1.83449,-1.91610,1.83449,0.00000,0.00000,32,0.00028,-0.35095,-0.35590,-0.00226,0.65310,0.64957,-0.44728,-0.45456,-0.00191,1.05850,1.06109,-0.38904,-0.39909,0.00207,0.70125,0.63591,-0.45175,-0.46377,0.00757,-0.41794,-0.53843,-0.24283,-0.24359,-0.00482,3.18932,3.17824,-0.36078,-0.35720,-0.00074,4.77968,4.67789
0.7104,-0.06001,0.01354,-0.06001,0.01354,-0.05781,0.01460,-1.96987,1.84969,-1.91207,1.83509,-1.91207,1.83509,0.00000,0.00000,32,0.00035,-0.35106,-0.35587,-0.00046,0.58749,0.61813,-0.44710,-0.45454,-0.00481,0.95950,1.06245,-0.38885,-0.39900,0.01074,0.57907,0.51473,-0.45180,-0.46360,-0.00225,-0.54840,-0.47671,-0.24291,-0.24359,-0.00462,3.18452,3.18943,-0.36091,-0.35743,-0.00407,4.80855,4.55218
0.8143,-0.06125,0.01348,-0.06125,0.01348,-0.06043,0.01374,-1.96809,1.84969,-1.90766,1.83595,-1.90766,1.83595,0.00000,0.00000,32,0.00152,-0.35119,-0.35584,0.00198,0.56514,0.65463,-0.44690,-0.45448,0.00491,0.85214,0.90161,-0.38865,-0.39890,0.00696,0.46301,0.44260,-0.45186,-0.46335,-0.00085,-0.70055,-0.64279,-0.24299,-0.24356,0.01149,3.21957,3.13891,-0.36106,-0.35770,-0.00632,4.86126,4.88398
0.9144,-0.05627,0.01208,-0.05627,0.01208,-0.05896,0.01210,-1.96628,1.84969,-1.90732,1.83759,-1.90732,1.83759,0.00000,0.00000,32,0.00031,-0.35126,-0.35582,0.00159,0.52902,0.46538,-0.44689,-0.45445,-0.00132,0.75809,0.76852,-0.38863,-0.39877,0.00082,0.31510,0.25044,-0.45179,-0.46312,-0.00655,-0.83262,-0.69484,-0.24294,-0.24360,-0.00294,3.20200,3.12248,-0.36113,-0.35785,-0.00135,4.93012,4.86160
1.0164,-0.05021,0.01298,-0.05021,0.01298,-0.05325,0.01199,-1.96460,1.84969,-1.91135,1.83770,-1.91135,1.83770,0.00000,0.00000,32,0.00055,-0.35119,-0.35580,-0.00685,0.45440,0.49354,-0.44708,-0.45435,-0.00240,0.67038,0.60719,-0.38881,-0.39864,0.00805,0.24394,0.13870,-0.45171,-0.46286,-0.00227,-0.97224,-0.98302,-0.24283,-0.24358,-0.00171,3.16665,3.19230,-0.36103,-0.35800,-0.00568,4.92540,4.95465
1.1173,-0.04766,0.01097,-0.04766,0.01097,-0.04991,0.01167,-1.96307,1.84969,-1.91316,1.83802,-1.91316,1.83802,0.00000,0.00000,32,0.00028,-0.35116,-0.35576,-0.00111,0.37037,0.32255,-0.44716,-0.45424,0.00285,0.60165,0.61900,-0.38889,-0.39857,-0.00770,0.09110,0.04356,-0.45166,-0.46259,0.00733,-1.04237,-1.10059,-0.24277,-0.24360,-0.00212,3.14796,3.09142,-0.36099,-0.35813,-0.00173,4.95283,4.98603
1.2194,-0.04950,0.00708,-0.04950,0.00708,-0.04883,0.00886,-1.96161,1.84969,-1.91278,1.84083,-1.91278,1.84083,0.00000,0.00000,32,0.00036,-0.35129,-0.35572,-0.00216,0.34096,0.35809,-0.44716,-0.45409,0.00828,0.56226,0.54533,-0.38886,-0.39841,0.00028,-0.00146,-0.05300,-0.45155,-0.46232,-0.00211,-1.18121,-1.10019,-0.24268,-0.24356,0.01235,3.16424,3.12904,-0.36111,-0.35829,0.00544,5.01622,5.10441
1.3206,-0.05194,0.00892,-0.05194,0.00892,-0.05092,0.00875,-1.96011,1.84969,-1.90918,1.84094,-1.90918,1.84094,0.00000,0.00000,32,0.00036,-0.35136,-0.35568,0.00038,0.32344,0.35329,-0.44699,-0.45393,-0.00211,0.42997,0.56255,-0.38870,-0.39826,0.00162,-0.12903,-0.24193,-0.45162,-0.46194,0.00616,-1.27985,-1.46047,-0.24276,-0.24356,0.00844,3.17915,3.00918,-0.36121,-0.35847,0.00019,5.03477,5.11801
1.4228,-0.04849,0.00724,-0.04849,0.00724,-0.05053,0.00689,-1.95856,1.84969,-1.90803,1.84280,-1.90803,1.84280,0.00000,0.00000,32,0.00029,-0.35147,-0.35565,-0.00079,0.23355,0.37051,-0.44694,-0.45363,0.01166,0.40292,0.47907,-0.38864,-0.39806,0.00980,-0.21767,-0.33981,-0.45157,-0.46161,0.00484,-1.38554,-1.37823,-0.24272,-0.24359,-0.00496,3.10577,3.05887,-0.36131,-0.35860,0.00062,5.06975,4.98317
1.5237,-0.04292,0.00914,-0.04292,0.00914,-0.04557,0.00858,-1.95713,1.84969,-1.91156,1.84111,-1.91156,1.84111,0.00000,0.00000,32,0.00029,-0.35132,-0.35562,-0.00526,0.20505,0.21616,-0.44710,-0.45349,-0.00024,0.32541,0.34844,-0.38880,-0.39793,0.00039,-0.32787,-0.32912,-0.45157,-0.46133,0.00723,-1.45862,-1.54956,-0.24270,-0.24359,-0.00210,3.07442,3.12993,-0.36115,-0.35870,0.00013,5.08484,5.06884
1.6262,-0.04039,0.00664,-0.04039,0.00664,-0.04219,0.00676,-1.95583,1.84969,-1.91364,1.84293,-1.91364,1.84293,0.00000,0.00000,32,0.00122,-0.35136,-0.35557,0.00316,0.14504,0.17979,-0.44721,-0.45334,0.00228,0.28459,0.27909,-0.38889,-0.39776,-0.00376,-0.41291,-0.43459,-0.45145,-0.46097,0.00183,-1.61042,-1.57366,-0.24257,-0.24356,0.00376,3.08338,3.26461,-0.36117,-0.35885,-0.00624,5.07621,5.17576
1.7273,-0.03620,0.00944,-0.03620,0.00944,-0.03815,0.00763,-1.95463,1.84969,-1.91648,1.84206,-1.91648,1.84206,0.00000,0.00000,32,0.00030,-0.35126,-0.35554,-0.00136,0.09809,0.05556,-0.44734,-0.45314,0.00222,0.23537,0.16791,-0.38903,-0.39753,-0.00201,-0.49555,-0.50495,-0.45143,-0.46066,0.00748,-1.65342,-1.69425,-0.24253,-0.24357,0.00741,3.10692,3.18674,-0.36106,-0.35893,-0.00244,5.08985,4.92140
1.8280,-0.03757,0.00684,-0.03757,0.00684,-0.03658,0.00682,-1.95354,1.84969,-1.91695,1.84287,-1.91695,1.84287,0.00000,0.00000,32,0.00027,-0.35129,-0.35551,-0.00922,0.03943,0.21508,-0.44736,-0.45298,-0.00582,0.14005,0.25707,-0.38904,-0.39731,-0.00058,-0.58526,-0.54761,-0.45139,-0.46030,-0.00389,-1.78059,-1.70984,-0.24249,-0.24354,0.01211,3.08768,3.17030,-0.36108,-0.35902,-0.00279,5.12770,5.15297
