t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
2.2300,0.08741,0.01196,0.08741,0.01196,0.08449,0.01225,-2.02138,1.60833,-2.10587,1.59608,-2.10587,1.59608,0.00000,0.00000,32,0.00030,-0.13914,-0.14542,-0.00352,0.54523,0.55402,-0.25682,-0.25163,0.00640,3.40173,3.33377,-0.20049,-0.20389,-0.00670,1.46754,1.51757,-0.26000,-0.26211,0.00553,0.81823,0.90144,-0.04937,-0.04048,0.00153,0.52305,0.56305,-0.14877,-0.16880,0.02084,-1.10493,-1.32782
2.3313,0.08586,0.01474,0.08586,0.01474,0.08506,0.01401,-2.02391,1.60833,-2.10897,1.59433,-2.10897,1.59433,0.00000,0.00000,32,0.00036,-0.13900,-0.14533,-0.00042,0.45928,0.45530,-0.25696,-0.25190,-0.00276,3.44282,3.55018,-0.20064,-0.20386,0.00063,1.44501,1.36852,-0.26001,-0.26193,-0.00167,0.81151,0.64690,-0.04936,-0.04051,0.00079,0.64282,0.54097,-0.14863,-0.16735,0.00489,-1.30682,-1.28053
2.4340,0.09540,0.01656,0.09540,0.01656,0.09181,0.01561,-2.02658,1.60833,-2.11839,1.59272,-2.11839,1.59272,0.00000,0.00000,32,0.00105,-0.13874,-0.14518,0.00484,0.38381,0.33104,-0.25739,-0.25213,0.00118,3.51235,3.38776,-0.20107,-0.20387,-0.00303,1.42502,1.35120,-0.25989,-0.26174,0.00744,0.79164,0.71063,-0.04918,-0.04059,-0.01291,0.68464,0.69526,-0.14832,-0.16617,0.01198,-1.46685,-1.59014
2.5384,0.10002,0.01403,0.10002,0.01403,0.09757,0.01479,-2.02944,1.60833,-2.12702,1.59354,-2.12702,1.59354,0.00000,0.00000,32,0.00318,-0.13860,-0.14500,0.00825,0.30299,0.32695,-0.25780,-0.25249,-0.00321,3.56821,3.61130,-0.20146,-0.20386,-0.00267,1.42052,1.44559,-0.25968,-0.26152,0.00778,0.75375,0.64553,-0.04893,-0.04063,-0.01158,0.79327,0.75880,-0.14813,-0.16486,0.02437,-1.54819,-1.46873
2.6371,0.09751,0.01714,0.09751,0.01714,0.09836,0.01572,-2.03239,1.60833,-2.13075,1.59261,-2.13075,1.59261,0.00000,0.00000,32,0.00029,-0.13849,-0.14490,0.00494,0.20086,0.37385,-0.25796,-0.25285,-0.00464,3.60856,3.56408,-0.20164,-0.20384,0.00352,1.39908,1.38500,-0.25965,-0.26134,0.00151,0.75376,0.78740,-0.04887,-0.04065,0.00216,0.88336,1.02110,-0.14800,-0.16374,0.00257,-1.72859,-1.79460
2.7385,0.10457,0.02048,0.10457,0.02048,0.10175,0.01910,-2.03539,1.60833,-2.13714,1.58924,-2.13714,1.58924,0.00000,0.00000,32,0.00026,-0.13822,-0.14481,-0.00636,0.09197,0.17456,-0.25825,-0.25319,-0.00774,3.68147,3.60330,-0.20194,-0.20383,0.00878,1.42030,1.30418,-0.25966,-0.26116,-0.00450,0.72939,0.60064,-0.04883,-0.04069,0.00272,0.99531,1.13087,-0.14771,-0.16262,0.00746,-1.86768,-1.83603
2.8405,0.09851,0.02334,0.09851,0.02334,0.10012,0.02123,-2.03841,1.60808,-2.13853,1.58686,-2.13853,1.58686,0.00000,0.00000,0,0.00099,-0.13809,-0.14463,0.00042,0.03964,0.11413,-0.25830,-0.25346,-0.00058,3.73396,3.70618,-0.20202,-0.20384,0.00113,1.37434,1.44647,-0.25973,-0.26103,0.00474,0.74795,0.82165,-0.04889,-0.04074,-0.00010,1.08370,1.16541,-0.14758,-0.16161,0.00824,-1.98824,-2.06308
2.9439,0.10274,0.02446,0.10274,0.02446,0.10156,0.02381,-2.04145,1.60739,-2.14301,1.58358,-2.14301,1.58358,0.00000,0.00000,0,0.00036,-0.13786,-0.14442,0.00864,-0.00655,0.02673,-0.25849,-0.25375,-0.00081,3.78930,3.99341,-0.20223,-0.20382,0.00372,1.35733,1.51032,-0.25978,-0.26095,-0.00925,0.72140,0.73102,-0.04890,-0.04079,0.00365,1.23665,1.20826,-0.14734,-0.16011,0.01192,-2.02081,-1.93315
3.0472,0.10261,0.03201,0.10261,0.03201,0.10325,0.02938,-2.04452,1.60658,-2.14777,1.57720,-2.14777,1.57720,0.00000,0.00000,0,0.00035,-0.13750,-0.14427,0.00444,-0.11094,-0.01374,-0.25869,-0.25412,-0.00097,3.83156,3.66369,-0.20248,-0.20382,0.00055,1.37529,1.46532,-0.25995,-0.26083,-0.00687,0.72579,0.71859,-0.04902,-0.04087,0.00376,1.30415,1.32400,-0.14698,-0.15802,0.02606,-2.07515,-1.87217
3.1481,0.09930,0.03380,0.09930,0.03380,0.10120,0.03307,-2.04759,1.60562,-2.14879,1.57256,-2.14879,1.57256,0.00000,0.00000,0,0.00041,-0.13729,-0.14407,0.00345,-0.21664,-0.19611,-0.25872,-0.25449,0.00094,3.85434,3.95153,-0.20254,-0.20383,-0.00536,1.36840,1.29348,-0.26012,-0.26078,0.00008,0.71875,0.79641,-0.04917,-0.04094,0.00156,1.39567,1.48181,-0.14678,-0.15599,0.01966,-2.08047,-1.88083
3.2490,0.09578,0.03876,0.09578,0.03876,0.09666,0.03752,-2.05054,1.60455,-2.14720,1.56703,-2.14720,1.56703,0.00000,0.00000,0,0.00029,-0.13709,-0.14391,0.00203,-0.31380,-0.25439,-0.25862,-0.25493,-0.00709,3.87360,3.83014,-0.20249,-0.20382,0.00073,1.34215,1.34185,-0.26038,-0.26074,0.00281,0.76195,0.73419,-0.04942,-0.04102,-0.00281,1.51939,1.55221,-0.14661,-0.15406,0.01263,-2.06363,-2.03735
3.3505,0.08928,0.04344,0.08928,0.04344,0.09199,0.04035,-2.05335,1.60339,-2.14534,1.56304,-2.14534,1.56304,0.00000,0.00000,0,0.00031,-0.13696,-0.14370,0.00590,-0.35597,-0.24501,-0.25851,-0.25529,-0.00601,3.87950,3.90616,-0.20242,-0.20380,0.00375,1.33380,1.36861,-0.26058,-0.26073,-0.00523,0.74575,0.70180,-0.04962,-0.04113,-0.00517,1.58906,1.64337,-0.14650,-0.15128,0.02726,-1.91774,-1.82693
3.4510,0.08500,0.04794,0.08500,0.04794,0.08690,0.04663,-2.05603,1.60205,-2.14294,1.55542,-2.14294,1.55542,0.00000,0.00000,0,0.00032,-0.13670,-0.14346,0.00209,-0.46586,-0.39606,-0.25837,-0.25564,-0.00059,3.88970,3.77538,-0.20234,-0.20380,0.00013,1.30541,1.38604,-0.26094,-0.26070,0.00561,0.79391,0.79616,-0.04997,-0.04121,-0.00015,1.75138,1.70063,-0.14628,-0.14938,0.00303,-1.94311,-1.93221
3.5536,0.08001,0.04896,0.08001,0.04896,0.08220,0.04807,-2.05855,1.60063,-2.14075,1.55255,-2.14075,1.55255,0.00000,0.00000,0,0.00031,-0.13662,-0.14321,0.00123,-0.53361,-0.61165,-0.25825,-0.25600,0.00144,3.89695,3.63841,-0.20226,-0.20379,0.00339,1.26310,1.34307,-0.26110,-0.26071,-0.00158,0.77695,0.74850,-0.05014,-0.04134,-0.01122,1.82978,1.95988,-0.14623,-0.14899,-0.00063,-1.94372,-1.86693
3.6549,0.08142,0.05381,0.08142,0.05381,0.08142,0.05214,-2.06100,1.59911,-2.14243,1.54697,-2.14243,1.54697,0.00000,0.00000,0,0.00035,-0.13635,-0.14300,0.00737,-0.59050,-0.57694,-0.25831,-0.25644,-0.00161,3.91195,3.82623,-0.20236,-0.20379,-0.00060,1.27265,1.28233,-0.26129,-0.26071,-0.00030,0.83078,0.80440,-0.05031,-0.04143,-0.00146,1.95723,1.93344,-0.14597,-0.14870,-0.00068,-1.98572,-1.89735
3.7557,0.07846,0.05585,0.07846,0.05585,0.07901,0.05405,-2.06340,1.59752,-2.14241,1.54347,-2.14241,1.54347,0.00000,0.00000,0,0.00030,-0.13621,-0.14277,0.00984,-0.65723,-0.67641,-0.25829,-0.25699,-0.00458,3.88708,3.70535,-0.20237,-0.20378,-0.00027,1.26001,1.15142,-0.26144,-0.26071,0.00141,0.81957,0.91540,-0.05044,-0.04153,0.00798,2.10162,1.91467,-0.14584,-0.14844,0.01197,-1.95754,-2.03982
3.8569,0.07144,0.05817,0.07144,0.05817,0.07492,0.05760,-2.06571,1.59582,-2.14063,1.53821,-2.14063,1.53821,0.00000,0.00000,0,0.00029,-0.13603,-0.14242,0.01004,-0.73747,-0.88650,-0.25819,-0.25778,-0.00808,3.79724,3.82651,-0.20231,-0.20377,0.00524,1.23279,1.20484,-0.26169,-0.26071,-0.00139,0.86815,0.89212,-0.05069,-0.04166,0.00406,2.20495,2.16303,-0.14569,-0.14823,0.01004,-1.98370,-2.06161
3.9577,0.07068,0.06356,0.07068,0.06356,0.07107,0.06077,-2.06788,1.59405,-2.13895,1.53327,-2.13895,1.53327,0.00000,0.00000,0,0.00030,-0.13586,-0.14214,0.00528,-0.79318,-0.96706,-0.25809,-0.25896,-0.02095,3.68636,3.59688,-0.20225,-0.20376,0.00415,1.21101,1.27841,-0.26192,-0.26071,0.00099,0.87171,0.94208,-0.05092,-0.04183,-0.00788,2.28964,2.21133,-0.14554,-0.14809,-0.00082,-2.06038,-2.08831
4.0588,0.06133,0.07390,0.06133,0.07390,0.06632,0.06992,-2.06995,1.59206,-2.13627,1.52214,-2.13627,1.52214,0.00000,0.00000,0,0.00030,-0.13545,-0.14186,0.01084,-0.87799,-0.96804,-0.25791,-0.26043,-0.01276,3.58182,3.54212,-0.20218,-0.20377,-0.00145,1.17441,1.27204,-0.26243,-0.26070,0.00485,0.93185,0.89217,-0.05141,-0.04197,-0.00047,2.42952,2.34925,-0.14519,-0.14793,-0.00396,-2.13268,-2.11714
4.1607,0.06312,0.08106,0.06312,0.08106,0.06331,0.07809,-2.07187,1.58980,-2.13519,1.51171,-2.13519,1.51171,0.00000,0.00000,0,0.00037,-0.13504,-0.14153,0.00072,-0.97694,-0.91339,-0.25782,-0.26115,-0.00742,3.49900,3.50927,-0.20217,-0.20375,-0.00118,1.15830,1.07099,-0.26288,-0.26073,0.00348,1.00375,0.96177,-0.05184,-0.04222,-0.00335,2.55300,2.63845,-0.14482,-0.14772,0.00125,-2.14483,-2.19280
4.2636,0.05971,0.08033,0.05971,0.08033,0.06066,0.08076,-2.07372,1.58739,-2.13438,1.50663,-2.13438,1.50663,0.00000,0.00000,0,0.00030,-0.13484,-0.14115,0.00206,-1.07260,-1.01991,-0.25776,-0.26136,-0.00394,3.47181,3.27136,-0.20215,-0.20373,0.00324,1.16127,1.18413,-0.26311,-0.26077,-0.00812,1.05275,1.04077,-0.05205,-0.04256,-0.00318,2.68130,2.73141,-0.14465,-0.14750,0.00490,-2.18209,-2.09356
4.3645,0.06067,0.08058,0.06067,0.08058,0.06074,0.07967,-2.07554,1.58500,-2.13629,1.50533,-2.13629,1.50533,0.00000,0.00000,0,0.00027,-0.13475,-0.14078,-0.00060,-1.12996,-1.22583,-0.25784,-0.26146,-0.00300,3.40803,3.23711,-0.20225,-0.20372,0.00247,1.11705,1.08581,-0.26312,-0.26075,0.00487,1.06613,0.98257,-0.05205,-0.04287,0.00379,2.78693,2.64743,-0.14455,-0.14727,0.00190,-2.21558,-1.97639
4.4687,0.05775,0.07943,0.05775,0.07943,0.05869,0.07890,-2.07733,1.58263,-2.13602,1.50374,-2.13602,1.50374,0.00000,0.00000,0,0.00027,-0.13469,-0.14048,-0.00022,-1.18592,-1.20187,-0.25782,-0.26150,-0.00229,3.36892,3.14399,-0.20224,-0.20370,0.00555,1.12312,1.06006,-0.26319,-0.26077,-0.00096,1.07252,1.06944,-0.05212,-0.04323,0.00705,2.89135,2.88647,-0.14450,-0.14703,0.00455,-2.20383,-2.27045
4.5698,0.05663,0.07977,0.05663,0.07977,0.05831,0.08019,-2.07909,1.58024,-2.13739,1.50005,-2.13739,1.50005,0.00000,0.00000,0,0.00033,-0.13451,-0.14014,0.00560,-1.24452,-1.19111,-0.25787,-0.26153,0.00138,3.32320,3.33527,-0.20232,-0.20370,0.00005,1.09825,1.15846,-0.26332,-0.26078,-0.00173,1.13554,1.04303,-0.05223,-0.04378,-0.00494,2.93167,2.92141,-0.14432,-0.14683,-0.00207,-2.24184,-2.36798
4.6706,0.06087,0.07855,0.06087,0.07855,0.05983,0.07915,-2.08086,1.57785,-2.14069,1.49870,-2.14069,1.49870,0.00000,0.00000,0,0.00035,-0.13438,-0.13973,-0.00136,-1.28715,-1.22453,-0.25802,-0.26153,-0.00227,3.27726,3.45593,-0.20247,-0.20369,0.00230,1.10077,1.13116,-0.26331,-0.26081,-0.01039,1.15164,1.17426,-0.05220,-0.04447,-0.02354,2.94480,2.98760,-0.14419,-0.14661,0.00290,-2.25738,-2.26164
4.7717,0.05812,0.08011,0.05812,0.08011,0.05951,0.08020,-2.08266,1.57546,-2.14217,1.49526,-2.14217,1.49526,0.00000,0.00000,0,0.00038,-0.13421,-0.13924,0.00622,-1.31214,-1.37309,-0.25807,-0.26153,0.00250,3.25936,3.34895,-0.20256,-0.20370,-0.00290,1.10394,1.06175,-0.26342,-0.26081,0.00269,1.19425,1.18746,-0.05229,-0.04536,-0.01321,3.02733,2.99094,-0.14402,-0.14634,0.00396,-2.27356,-2.35748
4.8740,0.05721,0.07640,0.05721,0.07640,0.05845,0.07795,-2.08443,1.57308,-2.14288,1.49514,-2.14288,1.49514,0.00000,0.00000,0,0.00041,-0.13419,-0.13883,-0.00105,-1.34831,-1.34583,-0.25810,-0.26153,-0.00167,3.20365,3.31635,-0.20259,-0.20369,0.00308,1.08916,1.16652,-0.26341,-0.26082,-0.00167,1.23908,1.23891,-0.05227,-0.04646,-0.00794,3.01347,2.89524,-0.14400,-0.14615,0.00037,-2.32281,-2.49155
4.9752,0.05619,0.07556,0.05619,0.07556,0.05556,0.07641,-2.08612,1.57077,-2.14168,1.49436,-2.14168,1.49436,0.00000,0.00000,0,0.00030,-0.13418,-0.13824,0.00336,-1.35122,-1.24743,-0.25804,-0.26151,0.00754,3.15872,3.19513,-0.20254,-0.20369,-0.00136,1.05057,1.11516,-0.26347,-0.26083,0.00157,1.25128,1.20198,-0.05234,-0.04774,-0.01375,2.98591,3.01718,-0.14400,-0.14596,0.00245,-2.32590,-2.18815
5.0763,0.05092,0.07401,0.05092,0.07401,0.05351,0.07513,-2.08777,1.56849,-2.14127,1.49336,-2.14127,1.49336,0.00000,0.00000,0,0.00028,-0.13415,-0.13715,0.02214,-1.27515,-1.19450,-0.25802,-0.26153,0.00103,3.12511,3.23347,-0.20252,-0.20368,-0.00161,1.04614,1.00285,-0.26352,-0.26087,-0.01055,1.28651,1.21281,-0.05238,-0.04871,-0.00103,2.98319,2.96614,-0.14397,-0.14581,-0.00507,-2.34642,-2.32428
5.1774,0.04374,0.07067,0.04374,0.07067,0.04705,0.07251,-2.08926,1.56629,-2.13631,1.49378,-2.13631,1.49378,0.00000,0.00000,0,0.00026,-0.13427,-0.13358,0.05925,-0.91953,-0.90515,-0.25779,-0.26154,-0.00619,3.03553,3.13484,-0.20229,-0.20366,0.00287,1.03675,0.98537,-0.26360,-0.26087,0.00250,1.33777,1.33468,-0.05249,-0.04949,-0.01859,2.93577,2.95918,-0.14411,-0.14567,0.00363,-2.34433,-2.36739
5.2782,0.02768,0.08133,0.02768,0.08133,0.03354,0.07736,-2.09044,1.56406,-2.12398,1.48670,-2.12398,1.48670,0.00000,0.00000,0,0.00041,-0.13422,-0.12940,0.01152,-0.76263,-0.84433,-0.25719,-0.26153,-0.00002,2.97877,3.05803,-0.20176,-0.20365,0.00142,0.94737,1.00242,-0.26413,-0.26090,-0.00744,1.39456,1.39730,-0.05308,-0.05021,0.00139,3.03373,3.02422,-0.14416,-0.14561,-0.00068,-2.33183,-2.27692
