t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
3.4850,0.31014,0.12275,0.31014,0.12275,0.31861,0.11366,-0.44544,1.72574,-0.92336,1.55525,-0.92336,1.55525,0.00000,0.00000,0,0.00179
3.5853,0.26152,0.16290,0.26152,0.16290,0.28395,0.14343,-0.46044,1.71925,-0.88637,1.50411,-0.88637,1.50411,0.00000,0.00000,0,0.00027
3.6875,0.17000,0.22871,0.17000,0.22871,0.19611,0.20196,-0.47189,1.71017,-0.76605,1.40722,-0.76605,1.40722,0.00000,0.00000,0,0.00028
3.7887,0.16729,0.24177,0.16729,0.24177,0.17407,0.23215,-0.48096,1.69896,-0.74206,1.35073,-0.74206,1.35073,0.00000,0.00000,0,0.00026
3.8901,0.16299,0.24733,0.16299,0.24733,0.16552,0.24279,-0.48939,1.68696,-0.73767,1.32277,-0.73767,1.32277,0.00000,0.00000,0,0.00038
3.9933,0.15545,0.24978,0.15545,0.24978,0.15898,0.24859,-0.49745,1.67462,-0.73592,1.30173,-0.73592,1.30173,0.00000,0.00000,0,0.00040
4.0946,0.14750,0.25414,0.14750,0.25414,0.15241,0.25236,-0.50522,1.66208,-0.73383,1.28354,-0.73383,1.28354,0.00000,0.00000,0,0.00027
4.1961,0.12637,0.26849,0.12637,0.26849,0.13710,0.26200,-0.51244,1.64921,-0.71809,1.25621,-0.71809,1.25621,0.00000,0.00000,0,0.00025
4.2970,0.06453,0.30113,0.06453,0.30113,0.09704,0.28458,-0.51831,1.63552,-0.66386,1.20865,-0.66386,1.20865,0.00000,0.00000,0,0.00029
4.3977,-0.03106,0.36003,-0.03106,0.36003,0.00581,0.35915,-0.52014,1.61863,-0.52886,1.07990,-0.52886,1.07990,0.00000,0.00000,16,0.00027
4.4995,-0.08129,0.36503,-0.08129,0.36503,-0.05423,0.36888,-0.51889,1.60020,-0.43754,1.04688,-0.43754,1.04688,0.00000,0.00000,0,0.00028
4.6010,-0.09521,0.36343,-0.09521,0.36343,-0.08699,0.36569,-0.51505,1.58184,-0.38456,1.03331,-0.38456,1.03331,0.00000,0.00000,0,0.00031
4.7050,-0.10267,0.36421,-0.10267,0.36421,-0.09886,0.36442,-0.51029,1.56360,-0.36200,1.01697,-0.36200,1.01697,0.00000,0.00000,0,0.00029
4.8067,-0.11496,0.36069,-0.11496,0.36069,-0.10961,0.36230,-0.50503,1.54543,-0.34062,1.00197,-0.34062,1.00197,0.00000,0.00000,0,0.00038
4.9086,-0.12272,0.35824,-0.12272,0.35824,-0.11940,0.35912,-0.49924,1.52742,-0.32014,0.98873,-0.32014,0.98873,0.00000,0.00000,0,0.00036
5.0101,-0.13794,0.35027,-0.13794,0.35027,-0.13122,0.35457,-0.49294,1.50956,-0.29612,0.97770,-0.29612,0.97770,0.00000,0.00000,0,0.00042
5.1118,-0.14899,0.30401,-0.14899,0.30401,-0.14336,0.32623,-0.48603,1.49247,-0.27098,1.00313,-0.27098,1.00313,0.00000,0.00000,0,0.00127
5.2113,-0.16401,0.21680,-0.16401,0.21680,-0.15885,0.26213,-0.47834,1.47788,-0.24006,1.08468,-0.24006,1.08468,0.00000,0.00000,0,0.00030
5.3119,-0.18328,0.15007,-0.18328,0.15007,-0.18033,0.17939,-0.46966,1.46758,-0.19916,1.19850,-0.19916,1.19850,0.00000,0.00000,0,0.00028
5.4145,-0.18343,0.11364,-0.18343,0.11364,-0.18250,0.13134,-0.46058,1.46017,-0.18683,1.26315,-0.18683,1.26315,0.00000,0.00000,0,0.00083
5.5171,-0.18112,0.06289,-0.18112,0.06289,-0.18268,0.08927,-0.45145,1.45473,-0.17743,1.32084,-0.17743,1.32084,0.00000,0.00000,0,0.00095
5.6169,-0.18334,0.05159,-0.18334,0.05159,-0.18098,0.05818,-0.44246,1.45137,-0.17099,1.36410,-0.17099,1.36410,0.00000,0.00000,0,0.00026
5.7190,-0.18903,0.03788,-0.18903,0.03788,-0.18466,0.04434,-0.43332,1.44888,-0.15632,1.38237,-0.15632,1.38237,0.00000,0.00000,0,0.00026
5.8255,-0.18940,0.03190,-0.18940,0.03190,-0.18784,0.03492,-0.42397,1.44697,-0.14222,1.39459,-0.14222,1.39459,0.00000,0.00000,0,0.00027
5.9269,-0.19323,0.02526,-0.19323,0.02526,-0.19168,0.02809,-0.41445,1.44544,-0.12693,1.40331,-0.12693,1.40331,0.00000,0.00000,0,0.00028
6.0298,-0.19164,0.01284,-0.19164,0.01284,-0.19242,0.01869,-0.40483,1.44447,-0.11619,1.41643,-0.11619,1.41643,0.00000,0.00000,32,0.00100
6.1315,-0.19150,-0.00973,-0.19150,-0.00973,-0.19140,0.00176,-0.39524,1.44447,-0.10814,1.44184,-0.10814,1.44184,0.00000,0.00000,32,0.00124
6.2315,-0.18786,-0.03213,-0.18786,-0.03213,-0.18758,-0.02373,-0.38581,1.44491,-0.10444,1.48051,-0.10444,1.48051,0.00000,0.00000,0,0.00027
6.3354,-0.17315,-0.04991,-0.17315,-0.04991,-0.18005,-0.03903,-0.37659,1.44651,-0.10652,1.50505,-0.10652,1.50505,0.00000,0.00000,0,0.00025
6.4372,-0.15492,-0.07245,-0.15492,-0.07245,-0.16295,-0.06190,-0.36810,1.44916,-0.12368,1.54202,-0.12368,1.54202,0.00000,0.00000,0,0.00031
6.5401,-0.14807,-0.08820,-0.14807,-0.08820,-0.15239,-0.08048,-0.36030,1.45284,-0.13171,1.57356,-0.13171,1.57356,0.00000,0.00000,0,0.00106
6.6402,-0.14327,-0.09375,-0.14327,-0.09375,-0.14590,-0.09056,-0.35289,1.45719,-0.13404,1.59303,-0.13404,1.59303,0.00000,0.00000,0,0.00040
6.7417,-0.13903,-0.09531,-0.13903,-0.09531,-0.14076,-0.09439,-0.34577,1.46185,-0.13462,1.60342,-0.13462,1.60342,0.00000,0.00000,0,0.00029
6.8439,-0.13527,-0.09701,-0.13527,-0.09701,-0.13704,-0.09681,-0.33884,1.46665,-0.13328,1.61185,-0.13328,1.61185,0.00000,0.00000,0,0.00104
6.9443,-0.12635,-0.10228,-0.12635,-0.10228,-0.12996,-0.09965,-0.33217,1.47154,-0.13723,1.62101,-0.13723,1.62101,0.00000,0.00000,0,0.00032
7.0464,-0.11548,-0.11089,-0.11548,-0.11089,-0.12044,-0.10800,-0.32596,1.47678,-0.14530,1.63879,-0.14530,1.63879,0.00000,0.00000,0,0.00030
7.1467,-0.11245,-0.11690,-0.11245,-0.11690,-0.11436,-0.11468,-0.32013,1.48240,-0.14859,1.65442,-0.14859,1.65442,0.00000,0.00000,0,0.00025
7.2472,-0.10923,-0.12252,-0.10923,-0.12252,-0.11052,-0.12018,-0.31454,1.48829,-0.14876,1.66857,-0.14876,1.66857,0.00000,0.00000,0,0.00033
7.3491,-0.10049,-0.12627,-0.10049,-0.12627,-0.10484,-0.12500,-0.30915,1.49446,-0.15189,1.68195,-0.15189,1.68195,0.00000,0.00000,0,0.00027
7.4495,-0.09448,-0.12946,-0.09448,-0.12946,-0.09660,-0.12804,-0.30419,1.50080,-0.15929,1.69285,-0.15929,1.69285,0.00000,0.00000,0,0.00027
7.5507,-0.08917,-0.12698,-0.08917,-0.12698,-0.09221,-0.12763,-0.29948,1.50719,-0.16116,1.69864,-0.16116,1.69864,0.00000,0.00000,0,0.00031
7.6518,-0.08667,-0.12961,-0.08667,-0.12961,-0.08879,-0.12952,-0.29496,1.51363,-0.16178,1.70791,-0.16178,1.70791,0.00000,0.00000,0,0.00030
7.7530,-0.08575,-0.13150,-0.08575,-0.13150,-0.08611,-0.13093,-0.29062,1.52015,-0.16145,1.71654,-0.16145,1.71654,0.00000,0.00000,0,0.00029
7.8555,-0.08382,-0.13636,-0.08382,-0.13636,-0.08419,-0.13539,-0.28638,1.52685,-0.16010,1.72994,-0.16010,1.72994,0.00000,0.00000,0,0.00034
7.9568,-0.07978,-0.13939,-0.07978,-0.13939,-0.08149,-0.13750,-0.28224,1.53368,-0.16001,1.73993,-0.16001,1.73993,0.00000,0.00000,0,0.00035
8.0572,-0.07705,-0.14159,-0.07705,-0.14159,-0.07818,-0.14077,-0.27828,1.54066,-0.16101,1.75182,-0.16101,1.75182,0.00000,0.00000,0,0.00031
8.1588,-0.07680,-0.14462,-0.07680,-0.14462,-0.07740,-0.14310,-0.27439,1.54776,-0.15830,1.76240,-0.15830,1.76240,0.00000,0.00000,0,0.00036
8.2600,-0.07718,-0.14764,-0.07718,-0.14764,-0.07683,-0.14625,-0.27055,1.55500,-0.15531,1.77438,-0.15531,1.77438,0.00000,0.00000,0,0.00111
8.3600,-0.07866,-0.15379,-0.07866,-0.15379,-0.07759,-0.15086,-0.26669,1.56244,-0.15030,1.78873,-0.15030,1.78873,0.00000,0.00000,0,0.00033
8.4615,-0.07460,-0.15667,-0.07460,-0.15667,-0.07558,-0.15504,-0.26285,1.57012,-0.14948,1.80267,-0.14948,1.80267,0.00000,0.00000,0,0.00032
8.5630,-0.06851,-0.16155,-0.06851,-0.16155,-0.07199,-0.15960,-0.25915,1.57801,-0.15116,1.81740,-0.15116,1.81740,0.00000,0.00000,0,0.00062
8.6673,-0.06525,-0.16543,-0.06525,-0.16543,-0.06711,-0.16357,-0.25569,1.58612,-0.15502,1.83147,-0.15502,1.83147,0.00000,0.00000,0,0.00192
8.7665,-0.05910,-0.17286,-0.05910,-0.17286,-0.06080,-0.16894,-0.25255,1.59443,-0.16136,1.84784,-0.16136,1.84784,0.00000,0.00000,0,0.00027
8.8674,-0.06038,-0.17498,-0.06038,-0.17498,-0.05967,-0.17339,-0.24956,1.60304,-0.16007,1.86312,-0.16007,1.86312,0.00000,0.00000,0,0.00041
8.9695,-0.05867,-0.17470,-0.05867,-0.17470,-0.05948,-0.17473,-0.24657,1.61175,-0.15735,1.87385,-0.15735,1.87385,0.00000,0.00000,0,0.00026
9.0719,-0.05766,-0.17883,-0.05766,-0.17883,-0.05943,-0.17740,-0.24356,1.62057,-0.15442,1.88666,-0.15442,1.88666,0.00000,0.00000,0,0.00113
9.1720,-0.05746,-0.18364,-0.05746,-0.18364,-0.05780,-0.18156,-0.24064,1.62957,-0.15393,1.90191,-0.15393,1.90191,0.00000,0.00000,0,0.00028
9.2734,-0.04869,-0.18349,-0.04869,-0.18349,-0.05271,-0.18325,-0.23788,1.63871,-0.15881,1.91360,-0.15881,1.91360,0.00000,0.00000,0,0.00026
9.3739,-0.03917,-0.18971,-0.03917,-0.18971,-0.04276,-0.18756,-0.23555,1.64799,-0.17140,1.92934,-0.17140,1.92934,0.00000,0.00000,0,0.00033
9.4763,-0.03226,-0.19143,-0.03226,-0.19143,-0.03521,-0.19051,-0.23364,1.65747,-0.18083,1.94324,-0.18083,1.94324,0.00000,0.00000,0,0.00029
9.5775,-0.02370,-0.19973,-0.02370,-0.19973,-0.02807,-0.19702,-0.23208,1.66719,-0.18998,1.96273,-0.18998,1.96273,0.00000,0.00000,0,0.00033
9.6788,-0.01828,-0.20566,-0.01828,-0.20566,-0.02047,-0.20249,-0.23093,1.67720,-0.20023,1.98094,-0.20023,1.98094,0.00000,0.00000,0,0.00028
9.7806,0.00247,-0.21354,0.00247,-0.21354,-0.00775,-0.20905,-0.23093,1.68751,-0.21929,2.00109,-0.21929,2.00109,0.00000,0.00000,16,0.00040
9.8814,0.03187,-0.21052,0.03187,-0.21052,0.01624,-0.21141,-0.23093,1.69809,-0.25528,2.01520,-0.25528,2.01520,0.00000,0.00000,16,0.00029
9.9819,0.06337,-0.21362,0.06337,-0.21362,0.05196,-0.21337,-0.23292,1.70873,-0.31086,2.02879,-0.31086,2.02879,0.00000,0.00000,0,0.00035
10.0828,0.07293,-0.21102,0.07293,-0.21102,0.06729,-0.21242,-0.23602,1.71939,-0.33696,2.03801,-0.33696,2.03801,0.00000,0.00000,0,0.00029
10.1849,0.10012,-0.20039,0.10012,-0.20039,0.08685,-0.20572,-0.23990,1.72985,-0.37017,2.03843,-0.37017,2.03843,0.00000,0.00000,0,0.00034
10.2863,0.14881,-0.18223,0.14881,-0.18223,0.13425,-0.19081,-0.24581,1.73964,-0.44718,2.02586,-0.44718,2.02586,0.00000,0.00000,0,0.00026
10.3872,0.14877,-0.16813,0.14877,-0.16813,0.14721,-0.17745,-0.25296,1.74881,-0.47378,2.01498,-0.47378,2.01498,0.00000,0.00000,0,0.00083
10.4894,0.15617,-0.15026,0.15617,-0.15026,0.15266,-0.15755,-0.26045,1.75708,-0.48945,1.99341,-0.48945,1.99341,0.00000,0.00000,0,0.00029
10.5903,0.16383,-0.13808,0.16383,-0.13808,0.15944,-0.14350,-0.26830,1.76452,-0.50745,1.97976,-0.50745,1.97976,0.00000,0.00000,0,0.00035
10.6946,0.16470,-0.12514,0.16470,-0.12514,0.16397,-0.13062,-0.27641,1.77129,-0.52237,1.96723,-0.52237,1.96723,0.00000,0.00000,0,0.00032
10.7964,0.17536,-0.11161,0.17536,-0.11161,0.17061,-0.11845,-0.28479,1.77748,-0.54071,1.95515,-0.54071,1.95515,0.00000,0.00000,0,0.00028
10.8969,0.18361,-0.10286,0.18361,-0.10286,0.17995,-0.10718,-0.29360,1.78304,-0.56352,1.94381,-0.56352,1.94381,0.00000,0.00000,0,0.00029
10.9986,0.18915,-0.09412,0.18915,-0.09412,0.18761,-0.09896,-0.30285,1.78817,-0.58426,1.93661,-0.58426,1.93661,0.00000,0.00000,0,0.00146
11.0985,0.19909,-0.09092,0.19909,-0.09092,0.19394,-0.09210,-0.31239,1.79287,-0.60330,1.93102,-0.60330,1.93102,0.00000,0.00000,0,0.00026
11.1993,0.19956,-0.08060,0.19956,-0.08060,0.19843,-0.08492,-0.32224,1.79728,-0.61988,1.92467,-0.61988,1.92467,0.00000,0.00000,0,0.00025
11.3018,0.20971,-0.07328,0.20971,-0.07328,0.20496,-0.07682,-0.33234,1.80128,-0.63979,1.91651,-0.63979,1.91651,0.00000,0.00000,0,0.00030
11.4022,0.21386,-0.06330,0.21386,-0.06330,0.21090,-0.06805,-0.34277,1.80486,-0.65912,1.90694,-0.65912,1.90694,0.00000,0.00000,0,0.00034
11.5039,0.22080,-0.05195,0.22080,-0.05195,0.21771,-0.05709,-0.35351,1.80793,-0.68007,1.89355,-0.68007,1.89355,0.00000,0.00000,0,0.00033
11.6077,0.22448,-0.04112,0.22448,-0.04112,0.22154,-0.04635,-0.36450,1.81047,-0.69682,1.88000,-0.69682,1.88000,0.00000,0.00000,0,0.00115
11.7098,0.22444,-0.02571,0.22444,-0.02571,0.22410,-0.03231,-0.37566,1.81237,-0.71182,1.86083,-0.71182,1.86083,0.00000,0.00000,0,0.00118
11.8101,0.22921,-0.01071,0.22921,-0.01071,0.22703,-0.01715,-0.38695,1.81316,-0.72750,1.83888,-0.72750,1.83888,0.00000,0.00000,32,0.00034
11.9127,0.23105,0.00427,0.23105,0.00427,0.22965,-0.00290,-0.39837,1.81316,-0.74285,1.81752,-0.74285,1.81752,0.00000,0.00000,32,0.00036
12.0139,0.23249,0.01761,0.23249,0.01761,0.23225,0.01121,-0.40995,1.81316,-0.75833,1.79635,-0.75833,1.79635,0.00000,0.00000,32,0.00036
12.1160,0.23939,0.04931,0.23939,0.04931,0.23589,0.03348,-0.42164,1.81234,-0.77547,1.76212,-0.77547,1.76212,0.00000,0.00000,0,0.00032
12.2167,0.25083,0.11129,0.25083,0.11129,0.24560,0.08611,-0.43368,1.80915,-0.80209,1.67999,-0.80209,1.67999,0.00000,0.00000,0,0.00027
12.3189,0.25743,0.14857,0.25743,0.14857,0.25405,0.13124,-0.44623,1.80340,-0.82731,1.60654,-0.82731,1.60654,0.00000,0.00000,0,0.00027
12.4194,0.25327,0.16523,0.25327,0.16523,0.25450,0.15607,-0.45899,1.79603,-0.84074,1.56192,-0.84074,1.56192,0.00000,0.00000,0,0.00024
12.5230,0.25487,0.17669,0.25487,0.17669,0.25463,0.17036,-0.47170,1.78779,-0.85364,1.53225,-0.85364,1.53225,0.00000,0.00000,0,0.00109
12.6249,0.23148,0.20051,0.23148,0.20051,0.24272,0.18823,-0.48419,1.77880,-0.84826,1.49646,-0.84826,1.49646,0.00000,0.00000,0,0.00029
12.7267,0.19155,0.23199,0.19155,0.23199,0.19939,0.21685,-0.49482,1.76852,-0.79391,1.44325,-0.79391,1.44325,0.00000,0.00000,0,0.00029
12.8272,0.18340,0.23001,0.18340,0.23001,0.18711,0.22608,-0.50437,1.75738,-0.78503,1.41826,-0.78503,1.41826,0.00000,0.00000,0,0.00032
12.9304,0.17723,0.22951,0.17723,0.22951,0.18089,0.22906,-0.51354,1.74599,-0.78487,1.40240,-0.78487,1.40240,0.00000,0.00000,0,0.00029
13.0332,0.17287,0.23359,0.17287,0.23359,0.17612,0.23249,-0.52246,1.73445,-0.78665,1.38571,-0.78665,1.38571,0.00000,0.00000,0,0.00029
13.1349,0.16871,0.23660,0.16871,0.23660,0.17119,0.23534,-0.53111,1.72274,-0.78789,1.36974,-0.78789,1.36974,0.00000,0.00000,0,0.00029
13.2361,0.16579,0.24222,0.16579,0.24222,0.16742,0.23914,-0.53956,1.71088,-0.79069,1.35217,-0.79069,1.35217,0.00000,0.00000,0,0.00028
13.3377,0.14248,0.26252,0.14248,0.26252,0.15299,0.25319,-0.54758,1.69856,-0.77706,1.31878,-0.77706,1.31878,0.00000,0.00000,0,0.00031
13.4394,0.03711,0.33404,0.03711,0.33404,0.09115,0.29363,-0.55390,1.68502,-0.69063,1.24458,-0.69063,1.24458,0.00000,0.00000,0,0.00054
13.5396,-0.00522,0.34474,-0.00522,0.34474,0.02416,0.33837,-0.55641,1.66845,-0.59265,1.16089,-0.59265,1.16089,0.00000,0.00000,0,0.00026
13.6402,-0.02855,0.33771,-0.02855,0.33771,-0.01294,0.34164,-0.55641,1.65129,-0.53700,1.13883,-0.53700,1.13883,0.00000,0.00000,16,0.00035
13.7423,-0.07102,0.32461,-0.07102,0.32461,-0.05186,0.32880,-0.55486,1.63458,-0.47707,1.14138,-0.47707,1.14138,0.00000,0.00000,0,0.00028
13.8433,-0.09087,0.31535,-0.09087,0.31535,-0.08032,0.31901,-0.55134,1.61844,-0.43086,1.13993,-0.43086,1.13993,0.00000,0.00000,0,0.00033
13.9445,-0.09825,0.31139,-0.09825,0.31139,-0.09259,0.31345,-0.54694,1.60267,-0.40806,1.13249,-0.40806,1.13249,0.00000,0.00000,0,0.00030
14.0468,-0.10653,0.30875,-0.10653,0.30875,-0.10183,0.30947,-0.54202,1.58713,-0.38927,1.12292,-0.38927,1.12292,0.00000,0.00000,0,0.00029
14.1480,-0.11295,0.30822,-0.11295,0.30822,-0.10886,0.30845,-0.53671,1.57170,-0.37343,1.10903,-0.37343,1.10903,0.00000,0.00000,0,0.00029
14.2497,-0.12202,0.30537,-0.12202,0.30537,-0.11777,0.30618,-0.53103,1.55635,-0.35438,1.09708,-0.35438,1.09708,0.00000,0.00000,0,0.00027
14.3507,-0.13590,0.27553,-0.13590,0.27553,-0.12944,0.29179,-0.52481,1.54134,-0.33066,1.10365,-0.33066,1.10365,0.00000,0.00000,0,0.00034
14.4543,-0.15771,0.22111,-0.15771,0.22111,-0.14988,0.24393,-0.51771,1.52821,-0.29289,1.16232,-0.29289,1.16232,0.00000,0.00000,0,0.00037
14.5565,-0.19073,0.14913,-0.19073,0.14913,-0.17684,0.17289,-0.50952,1.51824,-0.24426,1.25890,-0.24426,1.25890,0.00000,0.00000,0,0.00037
14.6605,-0.19122,0.13107,-0.19122,0.13107,-0.18414,0.13960,-0.50050,1.51077,-0.22428,1.30137,-0.22428,1.30137,0.00000,0.00000,0,0.00030
14.7609,-0.19011,0.12806,-0.19011,0.12806,-0.18791,0.13035,-0.49119,1.50411,-0.20933,1.30858,-0.20933,1.30858,0.00000,0.00000,0,0.00026
14.8621,-0.19021,0.12014,-0.19021,0.12014,-0.18885,0.12488,-0.48175,1.49771,-0.19848,1.31038,-0.19848,1.31038,0.00000,0.00000,0,0.00035
14.9655,-0.18646,0.10595,-0.18646,0.10595,-0.18708,0.11352,-0.47235,1.49177,-0.19174,1.32149,-0.19174,1.32149,0.00000,0.00000,0,0.00156
15.0664,-0.18440,0.09283,-0.18440,0.09283,-0.18557,0.09856,-0.46304,1.48655,-0.18468,1.33871,-0.18468,1.33871,0.00000,0.00000,0,0.00029
15.1672,-0.17984,0.04484,-0.17984,0.04484,-0.18310,0.06315,-0.45380,1.48256,-0.17914,1.38784,-0.17914,1.38784,0.00000,0.00000,0,0.00025
15.2707,-0.18202,0.03681,-0.18202,0.03681,-0.18388,0.04364,-0.44460,1.48009,-0.16878,1.41464,-0.16878,1.41464,0.00000,0.00000,0,0.00025
15.3719,-0.18782,0.02767,-0.18782,0.02767,-0.18680,0.03163,-0.43535,1.47829,-0.15516,1.43085,-0.15516,1.43085,0.00000,0.00000,0,0.00025
15.4738,-0.18715,0.02028,-0.18715,0.02028,-0.18773,0.02391,-0.42597,1.47693,-0.14439,1.44106,-0.14439,1.44106,0.00000,0.00000,0,0.00032
15.5767,-0.16946,0.00094,-0.16946,0.00094,-0.17755,0.01002,-0.41682,1.47650,-0.15049,1.46146,-0.15049,1.46146,0.00000,0.00000,32,0.00096
15.6766,-0.15520,-0.01578,-0.15520,-0.01578,-0.16214,-0.00855,-0.40841,1.47650,-0.16520,1.48932,-0.16520,1.48932,0.00000,0.00000,32,0.00025
15.7771,-0.14173,-0.02063,-0.14173,-0.02063,-0.14857,-0.01798,-0.40072,1.47650,-0.17786,1.50346,-0.17786,1.50346,0.00000,0.00000,32,0.00029
15.8785,-0.14037,-0.02485,-0.14037,-0.02485,-0.14179,-0.02327,-0.39353,1.47738,-0.18085,1.51228,-0.18085,1.51228,0.00000,0.00000,0,0.00030
