t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
0.0000,0.48745,-0.28412,0.48745,-0.28412,0.44706,-0.34205,-0.15020,1.75279,-0.82080,2.26586,-0.82080,2.26586,0.00000,0.00000,0,0.00025
0.1010,0.51732,-0.09388,0.51732,-0.09388,0.49605,-0.18114,-0.17413,1.76557,-0.91821,2.03728,-0.91821,2.03728,0.00000,0.00000,0,0.00028
0.2026,0.51139,-0.05712,0.51139,-0.05712,0.51350,-0.08938,-0.19973,1.77161,-0.96998,1.90568,-0.96998,1.90568,0.00000,0.00000,0,0.00026
0.3039,0.51753,-0.03736,0.51753,-0.03736,0.51689,-0.05227,-0.22549,1.77485,-1.00083,1.85325,-1.00083,1.85325,0.00000,0.00000,0,0.00031
0.4051,0.52447,0.01673,0.52447,0.01673,0.52046,-0.00983,-0.25138,1.77623,-1.03207,1.79098,-1.03207,1.79098,0.00000,0.00000,32,0.00028
0.5065,0.52130,0.13029,0.52130,0.13029,0.52109,0.09172,-0.27747,1.77369,-1.05911,1.63611,-1.05911,1.63611,0.00000,0.00000,0,0.00025
0.6073,0.53325,0.19515,0.53325,0.19515,0.52908,0.16054,-0.30378,1.76708,-1.09741,1.52627,-1.09741,1.52627,0.00000,0.00000,0,0.00026
0.7099,0.56711,0.35766,0.56711,0.35766,0.54921,0.30049,-0.33064,1.75511,-1.15446,1.30438,-1.15446,1.30438,0.00000,0.00000,0,0.00098
0.8134,0.54191,0.40376,0.54191,0.40376,0.54657,0.37678,-0.35819,1.73769,-1.17804,1.17252,-1.17804,1.17252,0.00000,0.00000,0,0.00027
0.9164,0.49295,0.46472,0.49295,0.46472,0.51793,0.43221,-0.38487,1.71731,-1.16177,1.06900,-1.16177,1.06900,0.00000,0.00000,0,0.00028
1.0179,0.38081,0.53341,0.38081,0.53341,0.41941,0.50271,-0.40774,1.69349,-1.03686,0.93943,-1.03686,0.93943,0.00000,0.00000,0,0.00028
1.1201,0.21125,0.60963,0.21125,0.60963,0.27388,0.56879,-0.42452,1.66660,-0.83534,0.81342,-0.83534,0.81342,0.00000,0.00000,0,0.00034
1.2227,0.03791,0.54964,0.03791,0.54964,0.12007,0.56517,-0.43378,1.63797,-0.61388,0.79021,-0.61388,0.79021,0.00000,0.00000,0,0.00025
1.3239,-0.18875,0.45474,-0.18875,0.45474,-0.08813,0.49079,-0.43374,1.61181,-0.30153,0.87563,-0.30153,0.87563,0.00000,0.00000,0,0.00031
1.4246,-0.25256,0.40012,-0.25256,0.40012,-0.21585,0.42763,-0.42499,1.58916,-0.10122,0.94772,-0.10122,0.94772,0.00000,0.00000,0,0.00037
1.5264,-0.27796,0.35092,-0.27796,0.35092,-0.26325,0.37322,-0.41262,1.56949,-0.01775,1.00965,-0.01775,1.00965,0.00000,0.00000,0,0.00028
1.6284,-0.30898,0.22715,-0.30898,0.22715,-0.29024,0.29675,-0.39868,1.55267,0.03669,1.10755,0.03669,1.10755,0.00000,0.00000,0,0.00026
1.7299,-0.29760,-0.00271,-0.29760,-0.00271,-0.29269,0.10747,-0.38403,1.54342,0.05501,1.38221,0.05501,1.38221,0.00000,0.00000,0,0.00035
1.8339,-0.30799,-0.04429,-0.30799,-0.04429,-0.32497,-0.01977,-0.36777,1.54258,0.11968,1.57224,0.11968,1.57224,0.00000,0.00000,32,0.00032
1.9345,-0.34337,-0.07163,-0.34337,-0.07163,-0.34271,-0.05955,-0.35106,1.54504,0.16300,1.63437,0.16300,1.63437,0.00000,0.00000,0,0.00033
2.0362,-0.34906,-0.08939,-0.34906,-0.08939,-0.34441,-0.08492,-0.33400,1.54894,0.18261,1.67632,0.18261,1.67632,0.00000,0.00000,0,0.00035
2.1368,-0.34363,-0.11060,-0.34363,-0.11060,-0.34320,-0.10214,-0.31681,1.55367,0.19799,1.70687,0.19799,1.70687,0.00000,0.00000,0,0.00031
2.2387,-0.34277,-0.14657,-0.34277,-0.14657,-0.34153,-0.12812,-0.29972,1.55944,0.21258,1.75162,0.21258,1.75162,0.00000,0.00000,0,0.00161
2.3400,-0.34784,-0.31073,-0.34784,-0.31073,-0.34498,-0.22186,-0.28251,1.56798,0.23496,1.90076,0.23496,1.90076,0.00000,0.00000,0,0.00049
2.4424,-0.31663,-0.37085,-0.31663,-0.37085,-0.34448,-0.33733,-0.26473,1.58305,0.25198,2.08905,0.25198,2.08905,0.00000,0.00000,0,0.00045
2.5449,-0.26675,-0.42453,-0.26675,-0.42453,-0.29956,-0.39833,-0.24872,1.60183,0.20062,2.19932,0.20062,2.19932,0.00000,0.00000,0,0.00030
2.6477,-0.23595,-0.44669,-0.23595,-0.44669,-0.25131,-0.43360,-0.23538,1.62289,0.14158,2.27329,0.14158,2.27329,0.00000,0.00000,0,0.00145
2.7475,-0.22145,-0.46234,-0.22145,-0.46234,-0.22902,-0.45236,-0.22359,1.64513,0.11994,2.32368,0.11994,2.32368,0.00000,0.00000,0,0.00026
2.8480,-0.21275,-0.47311,-0.21275,-0.47311,-0.21730,-0.46640,-0.21254,1.66818,0.11341,2.36779,0.11341,2.36779,0.00000,0.00000,0,0.00032
2.9505,-0.19565,-0.48629,-0.19565,-0.48629,-0.20472,-0.47986,-0.20202,1.69190,0.10506,2.41169,0.10506,2.41169,0.00000,0.00000,0,0.00038
3.0524,-0.15674,-0.49305,-0.15674,-0.49305,-0.17716,-0.49041,-0.19247,1.71624,0.07327,2.45186,0.07327,2.45186,0.00000,0.00000,0,0.00027
3.1564,-0.04137,-0.44553,-0.04137,-0.44553,-0.09431,-0.46645,-0.18584,1.74026,-0.04438,2.43993,-0.04438,2.43993,0.00000,0.00000,0,0.00030
3.2573,0.16591,-0.37543,0.16591,-0.37543,0.09281,-0.39134,-0.18707,1.76118,-0.32628,2.34819,-0.32628,2.34819,0.00000,0.00000,0,0.00028
3.3586,0.24224,-0.34844,0.24224,-0.34844,0.20678,-0.35788,-0.19550,1.77967,-0.50567,2.31649,-0.50567,2.31649,0.00000,0.00000,0,0.00026
3.4594,0.33786,-0.31198,0.33786,-0.31198,0.28698,-0.32655,-0.20809,1.79670,-0.63856,2.28653,-0.63856,2.28653,0.00000,0.00000,0,0.00047
3.5598,0.38484,-0.25639,0.38484,-0.25639,0.35899,-0.28091,-0.22482,1.81183,-0.76330,2.23320,-0.76330,2.23320,0.00000,0.00000,0,0.00028
3.6608,0.42953,-0.16108,0.42953,-0.16108,0.41470,-0.21546,-0.24469,1.82420,-0.86675,2.14739,-0.86675,2.14739,0.00000,0.00000,0,0.00031
3.7625,0.45908,-0.07727,0.45908,-0.07727,0.44881,-0.10883,-0.26642,1.83142,-0.93963,1.99466,-0.93963,1.99466,0.00000,0.00000,0,0.00114
3.8629,0.45206,-0.05062,0.45206,-0.05062,0.44769,-0.06192,-0.28876,1.83524,-0.96029,1.92812,-0.96029,1.92812,0.00000,0.00000,0,0.00027
3.9632,0.45186,-0.02573,0.45186,-0.02573,0.44987,-0.03876,-0.31124,1.83770,-0.98605,1.89584,-0.98605,1.89584,0.00000,0.00000,0,0.00026
4.0651,0.45221,-0.00121,0.45221,-0.00121,0.45158,-0.01392,-0.33378,1.83856,-1.01114,1.85944,-1.01114,1.85944,0.00000,0.00000,32,0.00030
4.1657,0.45935,0.05126,0.45935,0.05126,0.45442,0.02293,-0.35638,1.83833,-1.03801,1.80394,-1.03801,1.80394,0.00000,0.00000,0,0.00027
4.2662,0.45697,0.19006,0.45697,0.19006,0.45563,0.13710,-0.37918,1.83375,-1.06262,1.62810,-1.06262,1.62810,0.00000,0.00000,0,0.00045
4.3686,0.48402,0.36673,0.48402,0.36673,0.46900,0.27272,-0.40227,1.82348,-1.10576,1.41439,-1.10576,1.41439,0.00000,0.00000,0,0.00031
4.4692,0.47367,0.38980,0.47367,0.38980,0.48093,0.36149,-0.42636,1.80684,-1.14776,1.26460,-1.14776,1.26460,0.00000,0.00000,0,0.00031
4.5741,0.40109,0.44103,0.40109,0.44103,0.42669,0.41721,-0.44894,1.78697,-1.08897,1.16115,-1.08897,1.16115,0.00000,0.00000,0,0.00036
4.6763,0.36708,0.45330,0.36708,0.45330,0.38752,0.44446,-0.46912,1.76511,-1.05040,1.09843,-1.05040,1.09843,0.00000,0.00000,0,0.00033
4.7791,0.27997,0.47291,0.27997,0.47291,0.32007,0.46290,-0.48662,1.74230,-0.96672,1.04795,-0.96672,1.04795,0.00000,0.00000,0,0.00027
4.8802,0.16197,0.51459,0.16197,0.51459,0.21248,0.51236,-0.49926,1.71742,-0.81797,0.94887,-0.81797,0.94887,0.00000,0.00000,0,0.00032
4.9818,-0.00909,0.54205,-0.00909,0.54205,0.07432,0.52607,-0.50610,1.69155,-0.61758,0.90244,-0.61758,0.90244,0.00000,0.00000,0,0.00055
5.0835,-0.32202,0.48078,-0.32202,0.48078,-0.21329,0.50425,-0.50100,1.66553,-0.18106,0.90915,-0.18106,0.90915,0.00000,0.00000,0,0.00033
5.1844,-0.44832,0.41621,-0.44832,0.41621,-0.39247,0.44128,-0.48431,1.64234,0.10440,0.98042,0.10440,0.98042,0.00000,0.00000,0,0.00028
5.2863,-0.47317,0.27280,-0.47317,0.27280,-0.44927,0.34351,-0.46282,1.62281,0.21108,1.10755,0.21108,1.10755,0.00000,0.00000,0,0.00027
5.3901,-0.50734,0.00945,-0.50734,0.00945,-0.47821,0.09895,-0.43961,1.61293,0.27771,1.46451,0.27771,1.46451,0.00000,0.00000,0,0.00120
5.4909,-0.47775,-0.03633,-0.47775,-0.03633,-0.48887,-0.00186,-0.41477,1.61139,0.31854,1.61418,0.31854,1.61418,0.00000,0.00000,32,0.00040
5.5920,-0.45133,-0.07378,-0.45133,-0.07378,-0.46729,-0.05213,-0.39088,1.61292,0.31005,1.69111,0.31005,1.69111,0.00000,0.00000,0,0.00031
5.6938,-0.43215,-0.09496,-0.43215,-0.09496,-0.44036,-0.08411,-0.36846,1.61661,0.29208,1.74279,0.29208,1.74279,0.00000,0.00000,0,0.00121
5.7942,-0.41659,-0.12953,-0.41659,-0.12953,-0.42238,-0.11343,-0.34704,1.62163,0.28653,1.79178,0.28653,1.79178,0.00000,0.00000,0,0.00040
5.8970,-0.39903,-0.30562,-0.39903,-0.30562,-0.40585,-0.21600,-0.32641,1.62967,0.28237,1.95366,0.28237,1.95366,0.00000,0.00000,0,0.00028
5.9978,-0.29473,-0.41778,-0.29473,-0.41778,-0.36545,-0.35591,-0.30649,1.64489,0.24168,2.17875,0.24168,2.17875,0.00000,0.00000,0,0.00029
6.0999,-0.21241,-0.48920,-0.21241,-0.48920,-0.24602,-0.45181,-0.29235,1.66592,0.07669,2.34363,0.07669,2.34363,0.00000,0.00000,0,0.00030
6.2019,-0.20193,-0.48713,-0.20193,-0.48713,-0.21284,-0.47911,-0.28122,1.68952,0.03805,2.40818,0.03805,2.40818,0.00000,0.00000,0,0.00032
6.3060,-0.19105,-0.49390,-0.19105,-0.49390,-0.19701,-0.48871,-0.27111,1.71376,0.02441,2.44683,0.02441,2.44683,0.00000,0.00000,0,0.00030
6.4086,-0.18299,-0.50353,-0.18299,-0.50353,-0.18841,-0.49875,-0.26154,1.73849,0.02108,2.48661,0.02108,2.48661,0.00000,0.00000,0,0.00027
6.5112,-0.13881,-0.50005,-0.13881,-0.50005,-0.16074,-0.50214,-0.25281,1.76359,-0.01170,2.51680,-0.01170,2.51680,0.00000,0.00000,0,0.00026
6.6126,0.04463,-0.42823,0.04463,-0.42823,-0.05001,-0.46417,-0.24747,1.78784,-0.17245,2.48410,-0.17245,2.48410,0.00000,0.00000,0,0.00026
6.7135,0.20082,-0.38033,0.20082,-0.38033,0.12802,-0.39713,-0.25061,1.80871,-0.44264,2.40440,-0.44264,2.40440,0.00000,0.00000,0,0.00030
6.8141,0.27856,-0.34600,0.27856,-0.34600,0.23926,-0.36004,-0.26065,1.82737,-0.61955,2.36742,-0.61955,2.36742,0.00000,0.00000,0,0.00030
6.9156,0.38864,-0.26557,0.38864,-0.26557,0.34913,-0.30112,-0.27615,1.84363,-0.79985,2.29531,-0.79985,2.29531,0.00000,0.00000,0,0.00025
7.0183,0.43522,-0.11958,0.43522,-0.11958,0.41316,-0.20722,-0.29579,1.85629,-0.91552,2.16712,-0.91552,2.16712,0.00000,0.00000,0,0.00072
7.1188,0.45100,-0.06996,0.45100,-0.06996,0.44593,-0.10287,-0.31758,1.86301,-0.98647,2.01731,-0.98647,2.01731,0.00000,0.00000,0,0.00030
7.2206,0.45680,-0.05031,0.45680,-0.05031,0.45204,-0.06129,-0.33999,1.86672,-1.01806,1.95865,-1.01806,1.95865,0.00000,0.00000,0,0.00027
7.3212,0.45377,-0.01610,0.45377,-0.01610,0.45345,-0.03153,-0.36265,1.86894,-1.04282,1.91624,-1.04282,1.91624,0.00000,0.00000,0,0.00025
7.4233,0.46343,0.08215,0.46343,0.08215,0.45936,0.02748,-0.38547,1.86892,-1.07452,1.82770,-1.07452,1.82770,0.00000,0.00000,0,0.00027
7.5255,0.46087,0.15773,0.46087,0.15773,0.45899,0.12267,-0.40840,1.86456,-1.09688,1.68056,-1.09688,1.68056,0.00000,0.00000,0,0.00029
7.6268,0.47521,0.32323,0.47521,0.32323,0.47004,0.23277,-0.43171,1.85567,-1.13676,1.50652,-1.13676,1.50652,0.00000,0.00000,0,0.00028
7.7278,0.48472,0.38654,0.48472,0.38654,0.48762,0.34761,-0.45597,1.84000,-1.18740,1.31859,-1.18740,1.31859,0.00000,0.00000,0,0.00026
7.8296,0.48537,0.39775,0.48537,0.39775,0.48705,0.38473,-0.48031,1.82134,-1.21089,1.24425,-1.21089,1.24425,0.00000,0.00000,0,0.00029
7.9304,0.40000,0.46674,0.40000,0.46674,0.43073,0.44220,-0.50331,1.80040,-1.14940,1.13710,-1.14940,1.13710,0.00000,0.00000,0,0.00026
8.0312,0.34944,0.50797,0.34944,0.50797,0.37756,0.49273,-0.52324,1.77655,-1.08958,1.03746,-1.08958,1.03746,0.00000,0.00000,0,0.00028
8.1327,0.21724,0.57557,0.21724,0.57557,0.27020,0.55368,-0.53906,1.75022,-0.94435,0.91970,-0.94435,0.91970,0.00000,0.00000,0,0.00027
8.2333,0.07843,0.57964,0.07843,0.57964,0.14290,0.57015,-0.54894,1.72204,-0.76329,0.86682,-0.76329,0.86682,0.00000,0.00000,0,0.00032
8.3365,-0.26724,0.56205,-0.26724,0.56205,-0.13409,0.57518,-0.54829,1.69287,-0.34716,0.83011,-0.34716,0.83011,0.00000,0.00000,0,0.00029
8.4388,-0.43892,0.46392,-0.43892,0.46392,-0.36156,0.49670,-0.53432,1.66637,0.00802,0.92132,0.00802,0.92132,0.00000,0.00000,0,0.00035
8.5392,-0.46638,0.35011,-0.46638,0.35011,-0.44006,0.39797,-0.51350,1.64440,0.14659,1.04744,0.14659,1.04744,0.00000,0.00000,0,0.00034
8.6422,-0.46364,0.13815,-0.46364,0.13815,-0.46179,0.21531,-0.49051,1.63001,0.20217,1.30705,0.20217,1.30705,0.00000,0.00000,0,0.00048
8.7429,-0.49829,-0.00592,-0.49829,-0.00592,-0.50730,0.03652,-0.46592,1.62549,0.29503,1.57071,0.29503,1.57071,0.00000,0.00000,0,0.00030
8.8450,-0.47771,-0.04499,-0.47771,-0.04499,-0.47880,-0.03234,-0.44167,1.62608,0.27654,1.67460,0.27654,1.67460,0.00000,0.00000,0,0.00029
8.9471,-0.43496,-0.08150,-0.43496,-0.08150,-0.44616,-0.07178,-0.41877,1.62904,0.25048,1.73671,0.25048,1.73671,0.00000,0.00000,0,0.00028
9.0498,-0.42138,-0.09769,-0.42138,-0.09769,-0.42963,-0.09055,-0.39692,1.63319,0.24752,1.76902,0.24752,1.76902,0.00000,0.00000,0,0.00029
9.1508,-0.40800,-0.13225,-0.40800,-0.13225,-0.41424,-0.11672,-0.37590,1.63840,0.24546,1.81348,0.24546,1.81348,0.00000,0.00000,0,0.00026
9.2530,-0.37925,-0.30882,-0.37925,-0.30882,-0.39406,-0.21602,-0.35570,1.64650,0.23539,1.97054,0.23539,1.97054,0.00000,0.00000,0,0.00028
9.3537,-0.22609,-0.44026,-0.22609,-0.44026,-0.31507,-0.37534,-0.33744,1.66237,0.13516,2.22538,0.13516,2.22538,0.00000,0.00000,0,0.00027
9.4562,-0.20323,-0.47306,-0.20323,-0.47306,-0.22724,-0.44774,-0.32495,1.68352,0.01591,2.35513,0.01591,2.35513,0.00000,0.00000,0,0.00027
9.5591,-0.19402,-0.47958,-0.19402,-0.47958,-0.20139,-0.46974,-0.31453,1.70659,-0.01245,2.41120,-0.01245,2.41120,0.00000,0.00000,0,0.00092
9.6599,-0.18994,-0.48900,-0.18994,-0.48900,-0.19180,-0.48284,-0.30480,1.73045,-0.01710,2.45472,-0.01710,2.45472,0.00000,0.00000,0,0.00029
9.7616,-0.16069,-0.49061,-0.16069,-0.49061,-0.17405,-0.49064,-0.29567,1.75491,-0.03459,2.49086,-0.03459,2.49086,0.00000,0.00000,0,0.00028
9.8637,-0.06290,-0.44804,-0.06290,-0.44804,-0.11107,-0.46904,-0.28852,1.77897,-0.12192,2.48253,-0.12192,2.48253,0.00000,0.00000,0,0.00032
9.9666,0.15830,-0.35725,0.15830,-0.35725,0.07165,-0.38852,-0.28839,1.80009,-0.39586,2.38287,-0.39586,2.38287,0.00000,0.00000,0,0.00033
10.0686,0.24308,-0.33241,0.24308,-0.33241,0.19956,-0.34818,-0.29604,1.81833,-0.59539,2.34060,-0.59539,2.34060,0.00000,0.00000,0,0.00031
10.1701,0.35817,-0.28180,0.35817,-0.28180,0.30465,-0.29635,-0.30899,1.83425,-0.76597,2.27878,-0.76597,2.27878,0.00000,0.00000,0,0.00029
10.2709,0.40820,-0.14124,0.40820,-0.14124,0.37639,-0.20721,-0.32653,1.84672,-0.89112,2.15754,-0.89112,2.15754,0.00000,0.00000,0,0.00026
10.3727,0.43460,-0.05980,0.43460,-0.05980,0.42910,-0.09348,-0.34723,1.85328,-0.99088,1.99351,-0.99088,1.99351,0.00000,0.00000,0,0.00028
10.4735,0.43884,-0.03794,0.43884,-0.03794,0.43470,-0.04692,-0.36883,1.85631,-1.02087,1.92669,-1.02087,1.92669,0.00000,0.00000,0,0.00029
10.5784,0.43825,-0.00420,0.43825,-0.00420,0.43704,-0.01748,-0.39066,1.85761,-1.04621,1.88382,-1.04621,1.88382,0.00000,0.00000,32,0.00033
10.6794,0.44933,0.08137,0.44933,0.08137,0.44549,0.03421,-0.41277,1.85726,-1.08100,1.80595,-1.08100,1.80595,0.00000,0.00000,0,0.00026
10.7812,0.44924,0.17591,0.44924,0.17591,0.44450,0.13639,-0.43492,1.85228,-1.10167,1.64769,-1.10167,1.64769,0.00000,0.00000,0,0.00025
10.8824,0.46273,0.34838,0.46273,0.34838,0.45614,0.26031,-0.45751,1.84239,-1.14172,1.45193,-1.14172,1.45193,0.00000,0.00000,0,0.00031
