t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-2.55845,-0.94952,-42.39321,-2.55845,-0.94952,-2.56051,-0.94905,2.43949,4.05095,5.00365,5.00147,5.00000,5.00000,0.00000,0.00000,12,0.00045,-0.85943,-0.59578,0.00279,5.99400,5.68863,8,0x00000000,1,-0.30630,-0.30622,0.00281,-0.50527,-0.44078,8,0x00000000,1,-0.29906,-0.29940,0.00789,2.55888,2.62607,8,0x00000000,1,-0.43300,-0.43308,0.00048,1.40436,1.32503,8,0x00000000,1,-0.46255,-0.44788,-0.00602,0.42308,0.50367,8,0x00000000,1,-0.89176,-0.17938,0.00528,5.99400,6.07453,8,0x00000000,1
0.0082,-2.55818,-0.94857,-42.39250,-2.55818,-0.94857,-2.56031,-0.94901,2.43969,4.05099,5.00364,5.00138,5.00000,5.00000,0.00000,0.00000,12,0.00073,-0.85943,-0.59579,0.00096,5.99400,5.90903,8,0x00000000,1,-0.30630,-0.30622,-0.00044,-0.51831,-0.55997,8,0x00000000,1,-0.29906,-0.29943,-0.00371,2.53775,2.45777,8,0x00000000,1,-0.43300,-0.43309,-0.00951,1.36593,1.33408,8,0x00000000,1,-0.46255,-0.44787,-0.00354,0.45299,0.47195,8,0x00000000,1,-0.89176,-0.17938,0.00528,5.99400,6.07453,8,0x00000000,1
0.0128,-2.55818,-0.94857,-42.39250,-2.55818,-0.94857,-2.56013,-0.94897,2.43987,4.05103,5.00366,5.00139,5.00000,5.00000,0.00000,0.00000,12,0.00027,-0.85943,-0.59579,0.00096,5.99400,5.90903,8,0x00000000,1,-0.30630,-0.30622,-0.00044,-0.51831,-0.55997,8,0x00000000,1,-0.29906,-0.29943,-0.00013,2.53745,2.59153,8,0x00000000,1,-0.43300,-0.43309,-0.00951,1.36593,1.33408,8,0x00000000,1,-0.46255,-0.44785,0.00697,0.45299,0.47195,8,0x00000000,1,-0.89176,-0.17939,0.00097,5.99400,5.88958,8,0x00000000,1
0.0186,-2.55770,-0.94907,-42.39392,-2.55770,-0.94907,-2.55992,-0.94898,2.44008,4.05102,5.00363,5.00143,5.00000,5.00000,0.00000,0.00000,12,0.00063,-0.85943,-0.59579,-0.00566,5.99400,6.08262,8,0x00000000,1,-0.30630,-0.30623,-0.00661,-0.51066,-0.45140,8,0x00000000,1,-0.29906,-0.29943,-0.00013,2.53745,2.59153,8,0x00000000,1,-0.43300,-0.43306,0.01306,1.42325,1.36426,8,0x00000000,1,-0.46255,-0.44785,0.00697,0.48400,0.42877,8,0x00000000,1,-0.89176,-0.17939,0.00097,5.99400,5.88958,8,0x00000000,1
0.0234,-2.55762,-0.94884,-42.39392,-2.55762,-0.94884,-2.55972,-0.94897,2.44028,4.05103,5.00364,5.00141,5.00000,5.00000,0.00000,0.00000,12,0.00038,-0.85943,-0.59579,-0.00566,5.99400,6.08262,8,0x00000000,1,-0.30630,-0.30621,-0.00029,-0.51260,-0.50200,8,0x00000000,1,-0.29906,-0.29941,0.00498,2.57143,2.59245,8,0x00000000,1,-0.43300,-0.43306,0.01306,1.42325,1.36426,8,0x00000000,1,-0.46255,-0.44785,0.00612,0.49688,0.37849,8,0x00000000,1,-0.89176,-0.17939,0.00267,5.99400,6.10978,8,0x00000000,1
0.0313,-2.55770,-0.94912,-42.39281,-2.55770,-0.94912,-2.55955,-0.94898,2.44045,4.05102,5.00367,5.00144,5.00000,5.00000,0.00000,0.00000,12,0.00206,-0.85943,-0.59580,-0.00641,5.99400,6.03974,8,0x00000000,1,-0.30630,-0.30621,-0.00029,-0.51260,-0.50200,8,0x00000000,1,-0.29906,-0.29941,0.00498,2.57143,2.59245,8,0x00000000,1,-0.43300,-0.43307,0.00288,1.38582,1.56535,8,0x00000000,1,-0.46255,-0.44785,0.00612,0.49688,0.37849,8,0x00000000,1,-0.89176,-0.17939,0.00267,5.99400,6.10978,8,0x00000000,1
0.0346,-2.55773,-0.94940,-42.39151,-2.55773,-0.94940,-2.55940,-0.94902,2.44060,4.05098,5.00368,5.00146,5.00000,5.00000,0.00000,0.00000,12,0.00038,-0.85943,-0.59578,-0.00112,5.99400,6.03974,8,0x00000000,1,-0.30630,-0.30622,0.00347,-0.51944,-0.51439,8,0x00000000,1,-0.29906,-0.29940,0.00893,2.54695,2.49820,8,0x00000000,1,-0.43300,-0.43308,0.00177,1.38582,1.56535,8,0x00000000,1,-0.46255,-0.44787,0.00070,0.49688,0.37849,8,0x00000000,1,-0.89176,-0.17939,0.00124,5.99400,6.19316,8,0x00000000,1
0.0417,-2.55886,-0.95103,-42.39161,-2.55886,-0.95103,-2.55935,-0.94919,2.44065,4.05081,5.00379,5.00160,5.00000,5.00000,0.00000,0.00000,12,0.00109,-0.85943,-0.59578,0.00321,5.99400,5.94910,8,0x00000000,1,-0.30630,-0.30622,0.00347,-0.51944,-0.51439,8,0x00000000,1,-0.29906,-0.29940,0.00893,2.54695,2.49820,8,0x00000000,1,-0.43300,-0.43308,0.00177,1.37879,1.30249,8,0x00000000,1,-0.46255,-0.44787,0.00070,0.49867,0.56108,8,0x00000000,1,-0.89176,-0.17940,-0.00108,5.99400,6.19316,8,0x00000000,1
0.0461,-2.55767,-0.95078,-42.39374,-2.55767,-0.95078,-2.55921,-0.94933,2.44079,4.05067,5.00370,5.00156,5.00000,5.00000,0.00000,0.00000,12,0.00036,-0.85943,-0.59578,0.00321,5.99400,5.94910,8,0x00000000,1,-0.30630,-0.30623,-0.00531,-0.53726,-0.52152,8,0x00000000,1,-0.29906,-0.29943,-0.00731,2.52395,2.58218,8,0x00000000,1,-0.43300,-0.43311,-0.01290,1.34753,1.40468,8,0x00000000,1,-0.46255,-0.44787,-0.00068,0.53449,0.58023,8,0x00000000,1,-0.89176,-0.17939,-0.00100,5.99400,6.08580,8,0x00000000,1
0.0516,-2.55804,-0.95026,-42.39378,-2.55804,-0.95026,-2.55911,-0.94941,2.44089,4.05059,5.00374,5.00150,5.00000,5.00000,0.00000,0.00000,12,0.00039,-0.85943,-0.59577,0.01032,5.99400,6.09438,8,0x00000000,1,-0.30630,-0.30623,-0.00531,-0.53726,-0.52152,8,0x00000000,1,-0.29906,-0.29943,-0.00731,2.52395,2.58218,8,0x00000000,1,-0.43300,-0.43311,-0.01290,1.34753,1.40468,8,0x00000000,1,-0.46255,-0.44787,-0.00068,0.53449,0.58023,8,0x00000000,1,-0.89176,-0.17938,0.00405,5.99400,5.93785,8,0x00000000,1
0.0568,-2.55918,-0.94988,-42.39251,-2.55918,-0.94988,-2.55911,-0.94945,2.44089,4.05055,5.00385,5.00146,5.00000,5.00000,0.00000,0.00000,12,0.00037,-0.85943,-0.59578,0.00324,5.99400,6.18257,8,0x00000000,1,-0.30630,-0.30622,0.00104,-0.51402,-0.49158,8,0x00000000,1,-0.29906,-0.29941,0.00466,2.53824,2.47312,8,0x00000000,1,-0.43300,-0.43307,0.00181,1.41293,1.35944,8,0x00000000,1,-0.46255,-0.44786,0.00405,0.57145,0.51873,8,0x00000000,1,-0.89176,-0.17938,0.00405,5.99400,5.93785,8,0x00000000,1
0.0631,-2.55935,-0.95021,-42.39190,-2.55935,-0.95021,-2.55913,-0.94951,2.44087,4.05049,5.00386,5.00149,5.00000,5.00000,0.00000,0.00000,12,0.00117,-0.85943,-0.59578,0.00324,5.99400,6.18257,8,0x00000000,1,-0.30630,-0.30622,0.00104,-0.51402,-0.49158,8,0x00000000,1,-0.29906,-0.29941,0.00466,2.53824,2.47312,8,0x00000000,1,-0.43300,-0.43307,0.00181,1.41293,1.35944,8,0x00000000,1,-0.46255,-0.44786,0.00405,0.57145,0.51873,8,0x00000000,1,-0.89176,-0.17940,-0.00539,5.99400,5.93148,8,0x00000000,1
0.0674,-2.55998,-0.95056,-42.39224,-2.55998,-0.95056,-2.55921,-0.94960,2.44079,4.05040,5.00391,5.00151,5.00000,5.00000,0.00000,0.00000,12,0.00031,-0.85943,-0.59579,-0.00067,5.99400,5.98243,8,0x00000000,1,-0.30630,-0.30622,-0.00035,-0.51569,-0.55170,8,0x00000000,1,-0.29906,-0.29943,0.00124,2.55128,2.63861,8,0x00000000,1,-0.43300,-0.43307,0.00427,1.38861,1.50827,8,0x00000000,1,-0.46255,-0.44787,0.00008,0.57307,0.49329,8,0x00000000,1,-0.89176,-0.17940,-0.00539,5.99400,5.93148,8,0x00000000,1
0.0723,-2.55998,-0.95056,-42.39224,-2.55998,-0.95056,-2.55927,-0.94968,2.44073,4.05032,5.00390,5.00151,5.00000,5.00000,0.00000,0.00000,12,0.00027,-0.85943,-0.59579,-0.00067,5.99400,5.98243,8,0x00000000,1,-0.30630,-0.30622,-0.00035,-0.51569,-0.55170,8,0x00000000,1,-0.29906,-0.29942,0.00257,2.55817,2.39778,8,0x00000000,1,-0.43300,-0.43307,0.00427,1.38861,1.50827,8,0x00000000,1,-0.46255,-0.44787,0.00008,0.57307,0.49329,8,0x00000000,1,-0.89176,-0.17940,-0.00290,5.99400,5.78352,8,0x00000000,1
0.0809,-2.55859,-0.94986,-42.39425,-2.55859,-0.94986,-2.55921,-0.94970,2.44079,4.05030,5.00378,5.00144,5.00000,5.00000,0.00000,0.00000,12,0.00196,-0.85943,-0.59579,-0.00092,5.99400,6.05272,8,0x00000000,1,-0.30630,-0.30622,0.00010,-0.51719,-0.52043,8,0x00000000,1,-0.29906,-0.29942,0.00257,2.55817,2.39778,8,0x00000000,1,-0.43300,-0.43308,0.00172,1.40984,1.35770,8,0x00000000,1,-0.46255,-0.44788,-0.00752,0.55916,0.50295,8,0x00000000,1,-0.89176,-0.17940,-0.00290,5.99400,5.78352,8,0x00000000,1
0.0843,-2.55803,-0.94942,-42.39466,-2.55803,-0.94942,-2.55911,-0.94967,2.44089,4.05033,5.00374,5.00140,5.00000,5.00000,0.00000,0.00000,12,0.00035,-0.85943,-0.59579,-0.00092,5.99400,6.05272,8,0x00000000,1,-0.30630,-0.30623,0.00290,-0.50965,-0.48305,8,0x00000000,1,-0.29906,-0.29942,-0.00121,2.54604,2.64157,8,0x00000000,1,-0.43300,-0.43308,0.00172,1.40984,1.35770,8,0x00000000,1,-0.46255,-0.44787,0.00101,0.58110,0.49762,8,0x00000000,1,-0.89176,-0.17939,0.00093,5.99400,6.04496,8,0x00000000,1
0.0906,-2.55993,-0.94989,-42.39326,-2.55993,-0.94989,-2.55918,-0.94969,2.44082,4.05031,5.00391,5.00144,5.00000,5.00000,0.00000,0.00000,12,0.00115,-0.85943,-0.59577,0.00640,5.99400,5.91054,8,0x00000000,1,-0.30630,-0.30623,0.00290,-0.50965,-0.48305,8,0x00000000,1,-0.29906,-0.29942,-0.00121,2.54604,2.64157,8,0x00000000,1,-0.43300,-0.43309,-0.00056,1.36506,1.42392,8,0x00000000,1,-0.46255,-0.44787,0.00101,0.58110,0.49762,8,0x00000000,1,-0.89176,-0.17939,0.00093,5.99400,6.04496,8,0x00000000,1
0.0947,-2.56005,-0.94956,-42.39318,-2.56005,-0.94956,-2.55926,-0.94968,2.44074,4.05032,5.00391,5.00141,5.00000,5.00000,0.00000,0.00000,12,0.00029,-0.85943,-0.59577,0.00640,5.99400,5.91054,8,0x00000000,1,-0.30630,-0.30622,0.00210,-0.50776,-0.59896,8,0x00000000,1,-0.29906,-0.29943,-0.00497,2.52958,2.68247,8,0x00000000,1,-0.43300,-0.43308,0.00114,1.36506,1.42392,8,0x00000000,1,-0.46255,-0.44787,0.00063,0.59646,0.52657,8,0x00000000,1,-0.89176,-0.17938,0.00212,5.99400,6.07687,8,0x00000000,1
