t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-1.95345,-2.06482,-45.00676,-1.95345,-2.06482,-1.95360,-2.06429,3.04640,2.93571,5.00292,5.00315,5.00000,5.00000,0.00000,0.00000,12,0.00104,-0.99176,-0.99229,-0.00032,1.71917,1.92501,8,0x00000000,1,-0.43804,-0.43812,0.00395,0.89224,0.91810,8,0x00000000,1,-0.43052,-0.43075,-0.00222,3.77507,3.97492,8,0x00000000,1,-0.56484,-0.56459,-0.00325,-0.62064,-0.58182,8,0x00000000,1,-0.59436,-0.59497,0.00313,2.53638,2.37679,8,0x00000000,1,-1.02421,-0.18004,-0.00868,5.99400,6.01266,8,0x00000000,1
0.0043,-1.95335,-2.06479,-45.01041,-1.95335,-2.06479,-1.95358,-2.06433,3.04642,2.93567,5.00291,5.00314,5.00000,5.00000,0.00000,0.00000,12,0.00031,-0.99176,-0.99229,-0.00032,1.71917,1.92501,8,0x00000000,1,-0.43804,-0.43813,-0.00187,0.86878,0.80020,8,0x00000000,1,-0.43052,-0.43076,-0.00285,3.76842,3.68968,8,0x00000000,1,-0.56484,-0.56459,-0.00325,-0.62064,-0.58182,8,0x00000000,1,-0.59436,-0.59496,0.00443,2.51131,2.42094,8,0x00000000,1,-1.02421,-0.18003,-0.00377,5.99400,5.92023,8,0x00000000,1
0.0093,-1.95335,-2.06479,-45.01041,-1.95335,-2.06479,-1.95356,-2.06437,3.04644,2.93563,5.00291,5.00314,5.00000,5.00000,0.00000,0.00000,12,0.00026,-0.99176,-0.99230,0.00349,1.72934,1.63850,8,0x00000000,1,-0.43804,-0.43813,-0.00187,0.86878,0.80020,8,0x00000000,1,-0.43052,-0.43076,-0.00285,3.76842,3.68968,8,0x00000000,1,-0.56484,-0.56458,0.00210,-0.59927,-0.67730,8,0x00000000,1,-0.59436,-0.59496,0.00443,2.51131,2.42094,8,0x00000000,1,-1.02421,-0.18003,-0.00377,5.99400,5.92023,8,0x00000000,1
0.0145,-1.95660,-2.06502,-45.00544,-1.95660,-2.06502,-1.95382,-2.06443,3.04618,2.93557,5.00319,5.00315,5.00000,5.00000,0.00000,0.00000,12,0.00032,-0.99176,-0.99230,0.00349,1.72934,1.63850,8,0x00000000,1,-0.43804,-0.43812,0.00017,0.88099,0.98730,8,0x00000000,1,-0.43052,-0.43076,-0.00523,3.79309,3.79653,8,0x00000000,1,-0.56484,-0.56458,0.00210,-0.59927,-0.67730,8,0x00000000,1,-0.59436,-0.59495,0.00815,2.52886,2.52586,8,0x00000000,1,-1.02421,-0.18003,-0.00236,5.99400,6.02866,8,0x00000000,1
0.0194,-1.95660,-2.06502,-45.00544,-1.95660,-2.06502,-1.95406,-2.06448,3.04594,2.93552,5.00317,5.00315,5.00000,5.00000,0.00000,0.00000,12,0.00028,-0.99176,-0.99233,-0.01259,1.65985,1.89030,8,0x00000000,1,-0.43804,-0.43812,0.00017,0.88099,0.98730,8,0x00000000,1,-0.43052,-0.43076,-0.00523,3.79309,3.79653,8,0x00000000,1,-0.56484,-0.56459,-0.00213,-0.61843,-0.59895,8,0x00000000,1,-0.59436,-0.59495,0.00815,2.52886,2.52586,8,0x00000000,1,-1.02421,-0.18003,-0.00236,5.99400,6.02866,8,0x00000000,1
0.0246,-1.95496,-2.06509,-45.00854,-1.95496,-2.06509,-1.95413,-2.06453,3.04587,2.93547,5.00301,5.00315,5.00000,5.00000,0.00000,0.00000,12,0.00035,-0.99176,-0.99233,-0.01259,1.65985,1.89030,8,0x00000000,1,-0.43804,-0.43811,0.00713,0.90614,0.89523,8,0x00000000,1,-0.43052,-0.43074,-0.00010,3.78703,3.71224,8,0x00000000,1,-0.56484,-0.56459,-0.00213,-0.61843,-0.59895,8,0x00000000,1,-0.59436,-0.59497,-0.00415,2.50951,2.37451,8,0x00000000,1,-1.02421,-0.18002,-0.00303,5.99400,5.71682,8,0x00000000,1
0.0305,-1.95496,-2.06509,-45.00854,-1.95496,-2.06509,-1.95420,-2.06458,3.04580,2.93542,5.00300,5.00314,5.00000,5.00000,0.00000,0.00000,12,0.00066,-0.99176,-0.99233,-0.00651,1.71256,1.81177,8,0x00000000,1,-0.43804,-0.43811,0.00713,0.90614,0.89523,8,0x00000000,1,-0.43052,-0.43074,-0.00010,3.78703,3.71224,8,0x00000000,1,-0.56484,-0.56458,0.00169,-0.60383,-0.63976,8,0x00000000,1,-0.59436,-0.59497,-0.00415,2.50951,2.37451,8,0x00000000,1,-1.02421,-0.18002,-0.00303,5.99400,5.71682,8,0x00000000,1
0.0377,-1.95427,-2.06528,-45.01040,-1.95427,-2.06528,-1.95421,-2.06464,3.04579,2.93536,5.00294,5.00316,5.00000,5.00000,0.00000,0.00000,12,0.00126,-0.99176,-0.99233,-0.00651,1.71256,1.81177,8,0x00000000,1,-0.43804,-0.43812,0.00224,0.90614,0.89523,8,0x00000000,1,-0.43052,-0.43075,0.00183,3.78691,3.81383,8,0x00000000,1,-0.56484,-0.56458,0.00169,-0.60383,-0.63976,8,0x00000000,1,-0.59436,-0.59497,-0.00786,2.49532,2.49956,8,0x00000000,1,-1.02421,-0.18002,-0.00143,5.99400,5.94928,8,0x00000000,1
0.0418,-1.95493,-2.06550,-45.00847,-1.95493,-2.06550,-1.95427,-2.06471,3.04573,2.93529,5.00299,5.00317,5.00000,5.00000,0.00000,0.00000,12,0.00028,-0.99176,-0.99231,-0.00609,1.71955,1.67531,8,0x00000000,1,-0.43804,-0.43812,0.00224,0.88580,0.88584,8,0x00000000,1,-0.43052,-0.43075,0.00183,3.78691,3.81383,8,0x00000000,1,-0.56484,-0.56461,-0.01354,-0.63123,-0.54691,8,0x00000000,1,-0.59436,-0.59497,-0.00786,2.49532,2.49956,8,0x00000000,1,-1.02421,-0.18002,-0.00380,5.99400,6.06052,8,0x00000000,1
0.0483,-1.95583,-2.06493,-45.00557,-1.95583,-2.06493,-1.95440,-2.06473,3.04560,2.93527,5.00307,5.00312,5.00000,5.00000,0.00000,0.00000,12,0.00045,-0.99176,-0.99231,-0.00609,1.71955,1.67531,8,0x00000000,1,-0.43804,-0.43812,0.00163,0.85389,0.90566,8,0x00000000,1,-0.43052,-0.43075,0.00151,3.78946,3.57270,8,0x00000000,1,-0.56484,-0.56459,-0.00236,-0.61661,-0.57162,8,0x00000000,1,-0.59436,-0.59497,-0.00232,2.51522,2.43603,8,0x00000000,1,-1.02421,-0.18002,-0.00380,5.99400,6.06052,8,0x00000000,1
0.0534,-1.95557,-2.06558,-45.00659,-1.95557,-2.06558,-1.95450,-2.06480,3.04550,2.93520,5.00303,5.00317,5.00000,5.00000,0.00000,0.00000,12,0.00048,-0.99176,-0.99231,-0.00333,1.73623,1.65146,8,0x00000000,1,-0.43804,-0.43812,0.00275,0.85389,0.90566,8,0x00000000,1,-0.43052,-0.43075,0.00120,3.78834,3.71936,8,0x00000000,1,-0.56484,-0.56457,0.00795,-0.61661,-0.57162,8,0x00000000,1,-0.59436,-0.59499,-0.00959,2.51522,2.43603,8,0x00000000,1,-1.02421,-0.18001,0.00355,5.99400,6.00797,8,0x00000000,1
0.0595,-1.95369,-2.06531,-45.01101,-1.95369,-2.06531,-1.95443,-2.06485,3.04557,2.93515,5.00286,5.00314,5.00000,5.00000,0.00000,0.00000,12,0.00082,-0.99176,-0.99229,0.00825,1.70946,1.73145,8,0x00000000,1,-0.43804,-0.43814,-0.00538,0.88606,1.01782,8,0x00000000,1,-0.43052,-0.43075,0.00120,3.78834,3.71936,8,0x00000000,1,-0.56484,-0.56457,0.00506,-0.58376,-0.63904,8,0x00000000,1,-0.59436,-0.59499,-0.00959,2.48123,2.59585,8,0x00000000,1,-1.02421,-0.18001,0.00355,5.99400,6.00797,8,0x00000000,1
