t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-1.45393,-2.05784,-44.86229,-1.45393,-2.05784,-1.45535,-2.05622,3.54465,2.94378,5.00205,5.00324,5.00000,5.00000,0.00000,0.00000,12,0.00106,-0.92557,-0.92508,0.00980,-0.29733,-0.30783,8,0x00000000,1,-0.37214,-0.37654,-0.00857,1.37404,1.42002,8,0x00000000,1,-0.36476,-0.36711,-0.00369,0.20625,0.10550,8,0x00000000,1,-0.49890,-0.49958,0.00791,1.29612,1.27186,8,0x00000000,1,-0.52843,-0.52882,0.00219,0.40882,0.37893,8,0x00000000,1,-0.95796,-0.17974,0.00298,5.99400,6.11960,8,0x00000000,1
0.0076,-1.45513,-2.05800,-44.85963,-1.45513,-2.05800,-1.45533,-2.05637,3.54467,2.94363,5.00216,5.00324,5.00000,5.00000,0.00000,0.00000,12,0.00296,-0.92557,-0.92508,0.00980,-0.29733,-0.30783,8,0x00000000,1,-0.37214,-0.37654,-0.00857,1.37404,1.42002,8,0x00000000,1,-0.36476,-0.36711,-0.00369,0.17275,0.22173,8,0x00000000,1,-0.49890,-0.49958,0.00791,1.29612,1.27186,8,0x00000000,1,-0.52843,-0.52882,0.00219,0.40882,0.37893,8,0x00000000,1,-0.95796,-0.17974,0.00298,5.99400,6.11960,8,0x00000000,1
0.0101,-1.45772,-2.05861,-44.85512,-1.45772,-2.05861,-1.45553,-2.05656,3.54447,2.94344,5.00239,5.00328,5.00000,5.00000,0.00000,0.00000,12,0.00043,-0.92557,-0.92510,0.00309,-0.32664,-0.49003,8,0x00000000,1,-0.37214,-0.37652,-0.00225,1.35709,1.35419,8,0x00000000,1,-0.36476,-0.36710,-0.00310,0.17625,0.20783,8,0x00000000,1,-0.49890,-0.49960,-0.00308,1.28157,1.25012,8,0x00000000,1,-0.52843,-0.52881,0.00705,0.43130,0.36344,8,0x00000000,1,-0.95796,-0.17975,-0.00591,5.99400,6.12011,8,0x00000000,1
0.0157,-1.45630,-2.05890,-44.85886,-1.45630,-2.05890,-1.45560,-2.05676,3.54440,2.94324,5.00225,5.00328,5.00000,5.00000,0.00000,0.00000,12,0.00036,-0.92557,-0.92510,0.00219,-0.32664,-0.49003,8,0x00000000,1,-0.37214,-0.37652,-0.00077,1.36153,1.50032,8,0x00000000,1,-0.36476,-0.36710,-0.00310,0.17625,0.20783,8,0x00000000,1,-0.49890,-0.49959,0.00301,1.27202,1.27744,8,0x00000000,1,-0.52843,-0.52881,0.00705,0.43130,0.36344,8,0x00000000,1,-0.95796,-0.17975,-0.00591,5.99400,6.12011,8,0x00000000,1
0.0208,-1.45630,-2.05890,-44.85886,-1.45630,-2.05890,-1.45566,-2.05694,3.54434,2.94306,5.00224,5.00327,5.00000,5.00000,0.00000,0.00000,12,0.00044,-0.92557,-0.92508,0.00795,-0.32769,-0.28751,8,0x00000000,1,-0.37214,-0.37652,-0.00182,1.37983,1.37490,8,0x00000000,1,-0.36476,-0.36708,0.00583,0.17771,0.19664,8,0x00000000,1,-0.49890,-0.49958,0.00442,1.27202,1.27744,8,0x00000000,1,-0.52843,-0.52883,-0.00589,0.41081,0.34070,8,0x00000000,1,-0.95796,-0.17975,-0.00166,5.99400,6.05055,8,0x00000000,1
0.0257,-1.45645,-2.05857,-44.86106,-1.45645,-2.05857,-1.45573,-2.05708,3.54427,2.94292,5.00225,5.00322,5.00000,5.00000,0.00000,0.00000,12,0.00031,-0.92557,-0.92509,0.00434,-0.31792,-0.33225,8,0x00000000,1,-0.37214,-0.37652,-0.00182,1.37983,1.37490,8,0x00000000,1,-0.36476,-0.36708,0.00583,0.17771,0.19664,8,0x00000000,1,-0.49890,-0.49959,-0.00090,1.28946,1.30606,8,0x00000000,1,-0.52843,-0.52883,-0.00589,0.41081,0.34070,8,0x00000000,1,-0.95796,-0.17975,-0.00166,5.99400,6.05055,8,0x00000000,1
0.0307,-1.45645,-2.05857,-44.86106,-1.45645,-2.05857,-1.45579,-2.05721,3.54421,2.94279,5.00225,5.00321,5.00000,5.00000,0.00000,0.00000,12,0.00026,-0.92557,-0.92509,0.00434,-0.31792,-0.33225,8,0x00000000,1,-0.37214,-0.37651,0.00417,1.36738,1.41223,8,0x00000000,1,-0.36476,-0.36709,-0.00395,0.17050,0.10422,8,0x00000000,1,-0.49890,-0.49959,-0.00090,1.28946,1.30606,8,0x00000000,1,-0.52843,-0.52881,0.00155,0.40998,0.30877,8,0x00000000,1,-0.95796,-0.17975,-0.00252,5.99400,6.12452,8,0x00000000,1
0.0381,-1.45879,-2.05945,-44.85386,-1.45879,-2.05945,-1.45604,-2.05740,3.54396,2.94260,5.00244,5.00328,5.00000,5.00000,0.00000,0.00000,12,0.00177,-0.92557,-0.92509,0.00572,-0.27758,-0.32276,8,0x00000000,1,-0.37214,-0.37651,0.00417,1.36738,1.41223,8,0x00000000,1,-0.36476,-0.36709,-0.00395,0.17050,0.10422,8,0x00000000,1,-0.49890,-0.49960,-0.00444,1.24036,1.24487,8,0x00000000,1,-0.52843,-0.52881,0.00155,0.40998,0.30877,8,0x00000000,1,-0.95796,-0.17973,0.00339,5.99400,5.76178,8,0x00000000,1
0.0416,-1.45801,-2.05931,-44.85461,-1.45801,-2.05931,-1.45621,-2.05756,3.54379,2.94244,5.00235,5.00325,5.00000,5.00000,0.00000,0.00000,12,0.00027,-0.92557,-0.92509,0.00572,-0.27758,-0.32276,8,0x00000000,1,-0.37214,-0.37653,-0.00464,1.32700,1.42295,8,0x00000000,1,-0.36476,-0.36707,-0.00116,0.15479,0.17526,8,0x00000000,1,-0.49890,-0.49960,-0.00444,1.24036,1.24487,8,0x00000000,1,-0.52843,-0.52879,0.01172,0.42416,0.40585,8,0x00000000,1,-0.95796,-0.17973,0.00339,5.99400,5.76178,8,0x00000000,1
0.0479,-1.45759,-2.05894,-44.85579,-1.45759,-2.05894,-1.45633,-2.05768,3.54367,2.94232,5.00230,5.00320,5.00000,5.00000,0.00000,0.00000,12,0.00071,-0.92557,-0.92509,0.00620,-0.34221,-0.26107,8,0x00000000,1,-0.37214,-0.37653,-0.00464,1.32700,1.42295,8,0x00000000,1,-0.36476,-0.36707,-0.00116,0.15479,0.17526,8,0x00000000,1,-0.49890,-0.49959,0.00014,1.29160,1.30167,8,0x00000000,1,-0.52843,-0.52879,0.01172,0.42416,0.40585,8,0x00000000,1,-0.95796,-0.17973,0.00339,5.99400,5.76178,8,0x00000000,1
0.0532,-1.45474,-2.05795,-44.86444,-1.45474,-2.05795,-1.45619,-2.05770,3.54381,2.94230,5.00205,5.00311,5.00000,5.00000,0.00000,0.00000,12,0.00081,-0.92557,-0.92509,0.00620,-0.34221,-0.26107,8,0x00000000,1,-0.37214,-0.37653,-0.00464,1.32700,1.42295,8,0x00000000,1,-0.36476,-0.36706,0.00384,0.17336,0.19718,8,0x00000000,1,-0.49890,-0.49959,0.00014,1.29160,1.30167,8,0x00000000,1,-0.52843,-0.52880,0.00178,0.41875,0.38540,8,0x00000000,1,-0.95796,-0.17973,0.00753,5.99400,6.05203,8,0x00000000,1
0.0584,-1.45536,-2.05836,-44.86301,-1.45536,-2.05836,-1.45612,-2.05776,3.54388,2.94224,5.00211,5.00314,5.00000,5.00000,0.00000,0.00000,12,0.00102,-0.92557,-0.92512,-0.01142,-0.31632,-0.27341,8,0x00000000,1,-0.37214,-0.37653,-0.00662,1.34583,1.37125,8,0x00000000,1,-0.36476,-0.36706,0.00384,0.17336,0.19718,8,0x00000000,1,-0.49890,-0.49958,0.00755,1.28938,1.31518,8,0x00000000,1,-0.52843,-0.52880,0.00178,0.41875,0.38540,8,0x00000000,1,-0.95796,-0.17976,-0.00762,5.99400,6.14609,8,0x00000000,1
0.0628,-1.45692,-2.05790,-44.85600,-1.45692,-2.05790,-1.45619,-2.05777,3.54381,2.94223,5.00225,5.00310,5.00000,5.00000,0.00000,0.00000,12,0.00029,-0.92557,-0.92512,-0.01142,-0.31632,-0.27341,8,0x00000000,1,-0.37214,-0.37652,0.00082,1.33874,1.39391,8,0x00000000,1,-0.36476,-0.36706,0.00185,0.16424,-0.04106,8,0x00000000,1,-0.49890,-0.49960,-0.00558,1.26654,1.26400,8,0x00000000,1,-0.52843,-0.52881,-0.00401,0.39298,0.49068,8,0x00000000,1,-0.95796,-0.17976,-0.00762,5.99400,6.14609,8,0x00000000,1
0.0678,-1.45692,-2.05790,-44.85600,-1.45692,-2.05790,-1.45625,-2.05778,3.54375,2.94222,5.00225,5.00310,5.00000,5.00000,0.00000,0.00000,12,0.00027,-0.92557,-0.92511,-0.00368,-0.28807,-0.28736,8,0x00000000,1,-0.37214,-0.37652,0.00082,1.33874,1.39391,8,0x00000000,1,-0.36476,-0.36706,0.00185,0.16424,-0.04106,8,0x00000000,1,-0.49890,-0.49960,-0.00558,1.26654,1.26400,8,0x00000000,1,-0.52843,-0.52881,-0.00401,0.39298,0.49068,8,0x00000000,1,-0.95796,-0.17973,0.00596,5.99400,6.01631,8,0x00000000,1
0.0732,-1.45605,-2.05760,-44.85889,-1.45605,-2.05760,-1.45624,-2.05777,3.54376,2.94223,5.00217,5.00307,5.00000,5.00000,0.00000,0.00000,12,0.00051,-0.92557,-0.92511,-0.00368,-0.28807,-0.28736,8,0x00000000,1,-0.37214,-0.37650,0.00189,1.34399,1.36463,8,0x00000000,1,-0.36476,-0.36706,0.00150,0.16219,0.07450,8,0x00000000,1,-0.49890,-0.49960,-0.00558,1.26654,1.26400,8,0x00000000,1,-0.52843,-0.52878,0.00787,0.44455,0.53444,8,0x00000000,1,-0.95796,-0.17973,0.00596,5.99400,6.01631,8,0x00000000,1
0.0780,-1.45605,-2.05760,-44.85889,-1.45605,-2.05760,-1.45622,-2.05775,3.54378,2.94225,5.00217,5.00307,5.00000,5.00000,0.00000,0.00000,12,0.00031,-0.92557,-0.92511,-0.00433,-0.28529,-0.31604,8,0x00000000,1,-0.37214,-0.37650,0.00189,1.34399,1.36463,8,0x00000000,1,-0.36476,-0.36706,0.00150,0.16219,0.07450,8,0x00000000,1,-0.49890,-0.49956,0.01504,1.28568,1.24302,8,0x00000000,1,-0.52843,-0.52878,0.00787,0.44455,0.53444,8,0x00000000,1,-0.95796,-0.17975,-0.00335,5.99400,6.15043,8,0x00000000,1
0.0835,-1.45478,-2.05765,-44.86308,-1.45478,-2.05765,-1.45610,-2.05774,3.54390,2.94226,5.00206,5.00308,5.00000,5.00000,0.00000,0.00000,12,0.00039,-0.92557,-0.92511,-0.00433,-0.28529,-0.31604,8,0x00000000,1,-0.37214,-0.37653,-0.00502,1.33362,1.34433,8,0x00000000,1,-0.36476,-0.36707,-0.00017,0.14968,0.18084,8,0x00000000,1,-0.49890,-0.49960,-0.00236,1.24344,1.28854,8,0x00000000,1,-0.52843,-0.52879,0.00116,0.42122,0.26382,8,0x00000000,1,-0.95796,-0.17975,-0.00335,5.99400,6.15043,8,0x00000000,1
0.0885,-1.45622,-2.05795,-44.86000,-1.45622,-2.05795,-1.45611,-2.05776,3.54389,2.94224,5.00219,5.00310,5.00000,5.00000,0.00000,0.00000,12,0.00029,-0.92557,-0.92510,0.00359,-0.31953,-0.43266,8,0x00000000,1,-0.37214,-0.37653,-0.00502,1.33362,1.34433,8,0x00000000,1,-0.36476,-0.36707,-0.00017,0.14968,0.18084,8,0x00000000,1,-0.49890,-0.49960,-0.00236,1.24344,1.28854,8,0x00000000,1,-0.52843,-0.52879,0.00116,0.42122,0.26382,8,0x00000000,1,-0.95796,-0.17973,0.00669,5.99400,6.05102,8,0x00000000,1
0.0944,-1.45711,-2.05891,-44.85482,-1.45711,-2.05891,-1.45619,-2.05786,3.54381,2.94214,5.00227,5.00318,5.00000,5.00000,0.00000,0.00000,12,0.00091,-0.92557,-0.92510,0.00359,-0.31953,-0.43266,8,0x00000000,1,-0.37214,-0.37652,0.00347,1.33151,1.34377,8,0x00000000,1,-0.36476,-0.36707,-0.00262,0.13976,0.21912,8,0x00000000,1,-0.49890,-0.49957,0.00723,1.28644,1.20488,8,0x00000000,1,-0.52843,-0.52879,-0.00378,0.40623,0.42227,8,0x00000000,1,-0.95796,-0.17973,0.00669,5.99400,6.05102,8,0x00000000,1
0.0994,-1.45711,-2.05891,-44.85482,-1.45711,-2.05891,-1.45627,-2.05795,3.54373,2.94205,5.00226,5.00318,5.00000,5.00000,0.00000,0.00000,12,0.00077,-0.92557,-0.92511,-0.00400,-0.28378,-0.24516,8,0x00000000,1,-0.37214,-0.37652,0.00347,1.33151,1.34377,8,0x00000000,1,-0.36476,-0.36706,0.00151,0.15398,0.08216,8,0x00000000,1,-0.49890,-0.49957,0.00723,1.28644,1.20488,8,0x00000000,1,-0.52843,-0.52879,-0.00378,0.40623,0.42227,8,0x00000000,1,-0.95796,-0.17974,0.00271,5.99400,6.01391,8,0x00000000,1
0.1052,-1.45676,-2.05885,-44.85741,-1.45676,-2.05885,-1.45631,-2.05802,3.54369,2.94198,5.00223,5.00316,5.00000,5.00000,0.00000,0.00000,12,0.00035,-0.92557,-0.92510,-0.00040,-0.26939,-0.33296,8,0x00000000,1,-0.37214,-0.37651,0.00379,1.32995,1.29716,8,0x00000000,1,-0.36476,-0.36706,0.00151,0.15398,0.08216,8,0x00000000,1,-0.49890,-0.49958,0.00432,1.27053,1.29603,8,0x00000000,1,-0.52843,-0.52876,0.01304,0.44116,0.51894,8,0x00000000,1,-0.95796,-0.17974,0.00271,5.99400,6.01391,8,0x00000000,1
0.1103,-1.45537,-2.05840,-44.86338,-1.45537,-2.05840,-1.45623,-2.05806,3.54377,2.94194,5.00210,5.00312,5.00000,5.00000,0.00000,0.00000,12,0.00032,-0.92557,-0.92510,-0.00040,-0.26939,-0.33296,8,0x00000000,1,-0.37214,-0.37652,-0.00096,1.30339,1.29011,8,0x00000000,1,-0.36476,-0.36706,0.00108,0.15179,0.21855,8,0x00000000,1,-0.49890,-0.49958,0.00432,1.27053,1.29603,8,0x00000000,1,-0.52843,-0.52878,0.00044,0.39061,0.37840,8,0x00000000,1,-0.95796,-0.17975,-0.00082,5.99400,5.99500,8,0x00000000,1
0.1165,-1.45625,-2.05854,-44.86269,-1.45625,-2.05854,-1.45624,-2.05810,3.54376,2.94190,5.00219,5.00313,5.00000,5.00000,0.00000,0.00000,12,0.00108,-0.92557,-0.92508,0.00957,-0.28754,-0.37694,8,0x00000000,1,-0.37214,-0.37652,-0.00096,1.30339,1.29011,8,0x00000000,1,-0.36476,-0.36706,0.00108,0.15179,0.21855,8,0x00000000,1,-0.49890,-0.49961,-0.00590,1.25803,1.18830,8,0x00000000,1,-0.52843,-0.52878,0.00044,0.39061,0.37840,8,0x00000000,1,-0.95796,-0.17975,-0.00082,5.99400,5.99500,8,0x00000000,1
0.1209,-1.45810,-2.05756,-44.85493,-1.45810,-2.05756,-1.45639,-2.05805,3.54361,2.94195,5.00234,5.00304,5.00000,5.00000,0.00000,0.00000,12,0.00037,-0.92557,-0.92509,0.00650,-0.28754,-0.37694,8,0x00000000,1,-0.37214,-0.37654,-0.01431,1.27988,1.26604,8,0x00000000,1,-0.36476,-0.36706,-0.00057,0.14177,0.21902,8,0x00000000,1,-0.49890,-0.49958,0.00444,1.25803,1.18830,8,0x00000000,1,-0.52843,-0.52878,0.00124,0.39872,0.32656,8,0x00000000,1,-0.95796,-0.17975,-0.00449,5.99400,6.04972,8,0x00000000,1
0.1267,-1.45789,-2.05776,-44.85479,-1.45789,-2.05776,-1.45652,-2.05803,3.54348,2.94197,5.00231,5.00306,5.00000,5.00000,0.00000,0.00000,12,0.00045,-0.92557,-0.92511,-0.00823,-0.33027,-0.41257,8,0x00000000,1,-0.37214,-0.37654,-0.01431,1.27988,1.26604,8,0x00000000,1,-0.36476,-0.36706,-0.00057,0.14177,0.21902,8,0x00000000,1,-0.49890,-0.49958,0.00240,1.26355,1.25004,8,0x00000000,1,-0.52843,-0.52878,0.00124,0.39872,0.32656,8,0x00000000,1,-0.95796,-0.17975,-0.00449,5.99400,6.04972,8,0x00000000,1
