t_s,roll,pitch,yaw,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,state_0,aerr_0,fmode_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,state_1,aerr_1,fmode_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,state_2,aerr_2,fmode_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,state_3,aerr_3,fmode_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,state_4,aerr_4,fmode_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5,state_5,aerr_5,fmode_5
0.0000,-2.41702,-1.77892,-45.52383,-2.41702,-1.77892,-2.41789,-1.77940,2.58211,3.22060,5.00355,5.00262,5.00000,5.00000,0.00000,0.00000,12,0.00194,-1.05799,-1.05868,0.00000,2.09585,2.15584,8,0x00000000,1,-0.50399,-0.50459,0.00747,1.51113,1.47944,8,0x00000000,1,-0.49632,-0.49638,-0.00035,-1.05754,-1.04664,8,0x00000000,1,-0.63084,-0.63059,-0.00095,-0.88745,-0.92920,8,0x00000000,1,-0.66034,-0.66070,-0.00578,2.20257,2.23239,8,0x00000000,1,-1.09050,-0.18021,0.00089,5.99400,5.73416,8,0x00000000,1
0.0038,-2.41673,-1.77863,-45.52582,-2.41673,-1.77863,-2.41779,-1.77933,2.58221,3.22067,5.00353,5.00260,5.00000,5.00000,0.00000,0.00000,12,0.00053,-1.05799,-1.05868,0.00000,2.09585,2.15584,8,0x00000000,1,-0.50399,-0.50459,0.00747,1.51113,1.47944,8,0x00000000,1,-0.49632,-0.49638,-0.00035,-1.05754,-1.04664,8,0x00000000,1,-0.63084,-0.63059,-0.00095,-0.88745,-0.92920,8,0x00000000,1,-0.66034,-0.66070,-0.00578,2.20257,2.23239,8,0x00000000,1,-1.09050,-0.18022,0.00426,5.99400,6.01496,8,0x00000000,1
0.0105,-2.41930,-1.77865,-45.51859,-2.41930,-1.77865,-2.41792,-1.77927,2.58208,3.22073,5.00376,5.00261,5.00000,5.00000,0.00000,0.00000,12,0.00118,-1.05799,-1.05868,0.00000,2.09585,2.15584,8,0x00000000,1,-0.50399,-0.50460,0.00506,1.50060,1.46259,8,0x00000000,1,-0.49632,-0.49636,0.00834,-1.05568,-1.01645,8,0x00000000,1,-0.63084,-0.63059,-0.00095,-0.88745,-0.92920,8,0x00000000,1,-0.66034,-0.66069,0.00293,2.23713,2.22760,8,0x00000000,1,-1.09050,-0.18022,0.00426,5.99400,6.01496,8,0x00000000,1
0.0146,-2.42058,-1.77889,-45.51835,-2.42058,-1.77889,-2.41815,-1.77924,2.58185,3.22076,5.00385,5.00264,5.00000,5.00000,0.00000,0.00000,12,0.00028,-1.05799,-1.05867,0.00327,2.13932,2.28352,8,0x00000000,1,-0.50399,-0.50459,0.00475,1.50030,1.40659,8,0x00000000,1,-0.49632,-0.49636,0.00731,-1.05555,-1.01406,8,0x00000000,1,-0.63084,-0.63059,-0.00072,-0.92158,-0.85608,8,0x00000000,1,-0.66034,-0.66068,0.00921,2.26404,2.05898,8,0x00000000,1,-1.09050,-0.18023,-0.00591,5.99400,6.18813,8,0x00000000,1
0.0209,-2.41874,-1.77940,-45.52688,-2.41874,-1.77940,-2.41820,-1.77926,2.58180,3.22074,5.00368,5.00268,5.00000,5.00000,0.00000,0.00000,12,0.00037,-1.05799,-1.05867,0.00574,2.11726,2.10409,8,0x00000000,1,-0.50399,-0.50459,0.00475,1.50030,1.40659,8,0x00000000,1,-0.49632,-0.49636,0.00731,-1.05555,-1.01406,8,0x00000000,1,-0.63084,-0.63060,-0.00636,-0.91155,-0.89437,8,0x00000000,1,-0.66034,-0.66068,0.00921,2.26404,2.05898,8,0x00000000,1,-1.09050,-0.18023,-0.00591,5.99400,6.18813,8,0x00000000,1
0.0259,-2.41874,-1.77940,-45.52688,-2.41874,-1.77940,-2.41824,-1.77927,2.58176,3.22073,5.00367,5.00268,5.00000,5.00000,0.00000,0.00000,12,0.00041,-1.05799,-1.05867,0.00574,2.11726,2.10409,8,0x00000000,1,-0.50399,-0.50461,-0.00488,1.49031,1.56421,8,0x00000000,1,-0.49632,-0.49637,-0.00029,-1.05676,-1.07066,8,0x00000000,1,-0.63084,-0.63060,-0.00636,-0.91155,-0.89437,8,0x00000000,1,-0.66034,-0.66069,0.00170,2.23497,2.46638,8,0x00000000,1,-1.09050,-0.18022,0.00146,5.99400,5.82435,8,0x00000000,1
0.0316,-2.41831,-1.77845,-45.52607,-2.41831,-1.77845,-2.41825,-1.77920,2.58175,3.22080,5.00363,5.00260,5.00000,5.00000,0.00000,0.00000,12,0.00040,-1.05799,-1.05870,-0.01307,2.10743,2.07580,8,0x00000000,1,-0.50399,-0.50461,-0.00488,1.49031,1.56421,8,0x00000000,1,-0.49632,-0.49637,-0.00029,-1.05676,-1.07066,8,0x00000000,1,-0.63084,-0.63058,0.00200,-0.90491,-0.92605,8,0x00000000,1,-0.66034,-0.66069,0.00170,2.23497,2.46638,8,0x00000000,1,-1.09050,-0.18022,-0.00066,5.99400,6.15817,8,0x00000000,1
0.0367,-2.41866,-1.77725,-45.52102,-2.41866,-1.77725,-2.41828,-1.77903,2.58172,3.22097,5.00366,5.00250,5.00000,5.00000,0.00000,0.00000,12,0.00039,-1.05799,-1.05867,-0.00115,2.12367,2.13521,8,0x00000000,1,-0.50399,-0.50460,-0.00104,1.50673,1.63623,8,0x00000000,1,-0.49632,-0.49637,-0.00048,-1.05695,-1.07331,8,0x00000000,1,-0.63084,-0.63060,-0.00560,-0.90651,-0.93482,8,0x00000000,1,-0.66034,-0.66069,0.00296,2.23680,2.30651,8,0x00000000,1,-1.09050,-0.18022,-0.00066,5.99400,6.15817,8,0x00000000,1
0.0423,-2.41933,-1.77767,-45.51939,-2.41933,-1.77767,-2.41837,-1.77892,2.58163,3.22108,5.00372,5.00255,5.00000,5.00000,0.00000,0.00000,12,0.00041,-1.05799,-1.05867,-0.00115,2.12367,2.13521,8,0x00000000,1,-0.50399,-0.50460,-0.00104,1.50673,1.63623,8,0x00000000,1,-0.49632,-0.49637,-0.00048,-1.05695,-1.07331,8,0x00000000,1,-0.63084,-0.63060,-0.00560,-0.90651,-0.93482,8,0x00000000,1,-0.66034,-0.66069,0.00296,2.23680,2.30651,8,0x00000000,1,-1.09050,-0.18021,0.00470,5.99400,5.86653,8,0x00000000,1
0.0482,-2.41823,-1.77773,-45.52388,-2.41823,-1.77773,-2.41836,-1.77881,2.58164,3.22119,5.00361,5.00257,5.00000,5.00000,0.00000,0.00000,12,0.00052,-1.05799,-1.05867,-0.00115,2.12367,2.13521,8,0x00000000,1,-0.50399,-0.50460,-0.00104,1.50673,1.63623,8,0x00000000,1,-0.49632,-0.49637,0.00211,-1.04589,-1.09211,8,0x00000000,1,-0.63084,-0.63060,-0.00560,-0.90651,-0.93482,8,0x00000000,1,-0.66034,-0.66070,-0.00343,2.24146,2.15023,8,0x00000000,1,-1.09050,-0.18021,0.00470,5.99400,5.86653,8,0x00000000,1
