t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
0.0000,-0.09652,1.16615,-0.09652,1.16615,-0.06920,1.21134,-1.70522,1.87493,-1.63602,0.66359,-1.63602,0.66359,0.00000,0.00000,0,0.00083,-0.04404,-0.05697,0.00237,0.02585,0.02759,-0.16505,-0.20623,0.00914,-1.21478,-1.20530,-0.11681,-0.14515,0.30805,0.59822,0.04641,-0.24180,-0.20291,-0.04202,3.81836,3.68111,-0.03114,0.00932,-0.01949,3.73978,3.78730,-0.05968,-0.08450,-0.00508,-1.03222,-1.08377
0.1112,-0.13933,1.10600,-0.13933,1.10600,-0.12566,1.12597,-1.70200,1.84042,-1.57634,0.71445,-1.57634,0.71445,0.00000,0.00000,0,0.00700,-0.04735,-0.05720,-0.00579,0.32765,0.30227,-0.16251,-0.20371,0.04615,-1.26250,-1.34497,-0.11388,-0.14325,0.00852,-0.52356,-0.42094,-0.24088,-0.20747,-0.05206,3.46947,3.35439,-0.03074,0.00736,-0.03157,3.62129,3.55600,-0.06315,-0.08453,-0.00131,-0.74728,-0.68424
0.2066,-0.21080,1.03491,-0.21080,1.03491,-0.18042,1.06746,-1.69736,1.80760,-1.51693,0.74014,-1.51693,0.74014,0.00000,0.00000,0,0.00096,-0.04961,-0.05726,-0.00785,0.34457,0.32173,-0.15988,-0.19332,0.13793,-0.55317,-0.60958,-0.11106,-0.14268,0.00603,-0.61595,-0.59769,-0.24099,-0.21519,-0.06107,3.04404,3.00636,-0.03128,0.00199,-0.10740,3.15841,3.04509,-0.06566,-0.08454,0.00313,-0.72253,-0.70368
0.3095,-0.28250,0.88029,-0.28250,0.88029,-0.25543,0.92670,-1.69050,1.77813,-1.43507,0.85143,-1.43507,0.85143,0.00000,0.00000,0,0.00162,-0.05587,-0.05794,-0.01581,0.78100,0.79302,-0.15656,-0.17801,0.00710,-0.28865,-0.27978,-0.10689,-0.14120,0.01796,-0.92464,-0.80197,-0.23801,-0.21911,-0.01156,2.74818,2.77854,-0.02915,-0.00445,-0.01476,2.93746,3.04090,-0.07199,-0.08467,-0.00038,-0.27221,-0.41933
0.4104,-0.31732,0.84091,-0.31732,0.84091,-0.30646,0.86436,-1.68179,1.75160,-1.37533,0.88724,-1.37533,0.88724,0.00000,0.00000,0,0.00032,-0.05856,-0.05838,0.00224,0.87602,0.95331,-0.15395,-0.17728,0.00453,-0.47488,-0.41246,-0.10402,-0.13766,0.04734,-0.82835,-0.82756,-0.23771,-0.21987,0.00006,2.79826,2.90700,-0.02932,-0.00758,-0.05147,2.71206,2.83139,-0.07490,-0.08475,-0.00187,-0.13869,-0.16661
0.5123,-0.36703,0.74949,-0.36703,0.74949,-0.34364,0.79192,-1.67201,1.72684,-1.32837,0.93492,-1.32837,0.93492,0.00000,0.00000,0,0.00033,-0.06149,-0.05854,-0.00539,0.95257,0.82308,-0.15198,-0.17663,0.00305,-0.52280,-0.39273,-0.10169,-0.12501,0.22166,0.34951,0.02079,-0.23666,-0.22030,-0.00201,2.76844,2.80989,-0.02871,-0.01279,-0.01823,2.50711,2.53667,-0.07792,-0.08476,0.00310,-0.04232,-0.12076
0.6133,-0.39280,0.65801,-0.39280,0.65801,-0.38053,0.68904,-1.66100,1.70511,-1.28047,1.01607,-1.28047,1.01607,0.00000,0.00000,0,0.00033,-0.06582,-0.05940,-0.01014,1.24252,1.23986,-0.15010,-0.17564,0.00496,-0.62494,-0.74952,-0.09919,-0.11422,0.02118,0.18979,0.28778,-0.23426,-0.22038,-0.00178,2.59965,2.68814,-0.02685,-0.01359,-0.00837,2.37103,2.32909,-0.08223,-0.08489,-0.00683,0.24068,0.25506
0.7143,-0.40022,0.63964,-0.40022,0.63964,-0.39417,0.65155,-1.64934,1.68520,-1.25516,1.03365,-1.25516,1.03365,0.00000,0.00000,0,0.00026,-0.06706,-0.05989,-0.00707,1.27231,1.32198,-0.14901,-0.17459,0.01239,-0.64646,-0.61106,-0.09797,-0.11353,-0.00183,0.08073,0.16383,-0.23403,-0.22043,-0.00168,2.61281,2.66222,-0.02683,-0.01388,0.00192,2.40644,2.29028,-0.08355,-0.08496,-0.00581,0.28954,0.41430
0.8154,-0.40173,0.63317,-0.40173,0.63317,-0.40000,0.63855,-1.63739,1.66591,-1.23740,1.02736,-1.23740,1.02736,0.00000,0.00000,0,0.00034,-0.06716,-0.06001,0.00688,1.27363,1.27636,-0.14816,-0.17381,-0.00326,-0.72964,-0.78134,-0.09718,-0.11311,0.00235,0.04589,0.13930,-0.23464,-0.22056,-0.01177,2.69319,2.81397,-0.02753,-0.01420,-0.00777,2.46470,2.45164,-0.08377,-0.08494,0.01033,0.30164,0.22272
0.9167,-0.40258,0.62647,-0.40258,0.62647,-0.40158,0.63134,-1.62536,1.64687,-1.22378,1.01553,-1.22378,1.01553,0.00000,0.00000,0,0.00030,-0.06694,-0.06008,-0.00261,1.25466,1.31820,-0.14748,-0.17259,0.00879,-0.77618,-0.77769,-0.09661,-0.11285,0.00020,0.00359,0.04971,-0.23540,-0.22065,0.00008,2.77569,2.79414,-0.02833,-0.01455,-0.00236,2.54531,2.54631,-0.08368,-0.08498,-0.00201,0.27271,0.22430
