t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual,mt_0,enc_0,vel_0,iq_sp_0,iq_0,mt_1,enc_1,vel_1,iq_sp_1,iq_1,mt_2,enc_2,vel_2,iq_sp_2,iq_2,mt_3,enc_3,vel_3,iq_sp_3,iq_3,mt_4,enc_4,vel_4,iq_sp_4,iq_4,mt_5,enc_5,vel_5,iq_sp_5,iq_5
1.0216,-0.05262,0.86627,-0.05262,0.86627,-0.04720,0.86739,-1.94635,2.50350,-1.89914,1.63611,-1.89914,1.63611,0.00000,0.00000,0,0.00029,0.05259,0.04825,-0.00767,2.15306,2.05204,-0.04957,-0.06938,0.00644,1.28591,1.28019,0.00680,-0.00116,0.00748,2.02739,2.04638,-0.06505,-0.05240,-0.00232,4.06555,4.00551,0.14411,0.15142,-0.01085,3.80689,3.78858,0.04203,0.06366,0.00689,3.62352,3.48753
1.1223,-0.05991,0.86520,-0.05991,0.86520,-0.05647,0.86601,-1.94475,2.47751,-1.88828,1.61149,-1.88828,1.61149,0.00000,0.00000,0,0.00039,0.05339,0.04832,-0.00336,2.08672,2.15693,-0.04896,-0.06936,0.00617,1.21930,1.18792,0.00719,-0.00117,-0.00702,1.96697,2.01084,-0.06627,-0.05302,-0.00214,4.15832,4.25302,0.14290,0.14982,-0.01011,3.76345,3.67457,0.04268,0.06356,-0.00532,3.55710,3.45350
1.2242,-0.08267,0.85592,-0.08267,0.85592,-0.07212,0.85982,-1.94282,2.45162,-1.87070,1.59180,-1.87070,1.59180,0.00000,0.00000,0,0.00106,0.05386,0.04838,-0.00300,2.04288,2.15755,-0.04806,-0.06935,0.00624,1.14927,1.17422,0.00791,-0.00115,0.00055,1.93823,1.96514,-0.06742,-0.05358,-0.00529,4.19888,4.22736,0.14170,0.14572,-0.04370,3.50654,3.51624,0.04297,0.06350,0.00601,3.57759,3.56028
1.3245,-0.11414,0.84184,-0.11414,0.84184,-0.10185,0.84724,-1.94012,2.42605,-1.83827,1.57881,-1.83827,1.57881,0.00000,0.00000,0,0.00028,0.05374,0.04842,0.00388,2.07258,2.12031,-0.04650,-0.06935,0.00325,0.96289,1.05663,0.00934,-0.00112,-0.00152,1.81565,1.82880,-0.06859,-0.05421,-0.01635,4.20409,4.11479,0.14037,0.14257,-0.01918,3.48945,3.63965,0.04262,0.06343,-0.00584,3.66616,3.77063
1.4248,-0.13027,0.83682,-0.13027,0.83682,-0.12189,0.83998,-1.93668,2.40078,-1.81479,1.56080,-1.81479,1.56080,0.00000,0.00000,0,0.00028,0.05401,0.04843,-0.00314,2.01653,1.92798,-0.04534,-0.06933,0.00243,0.86888,0.85867,0.01033,-0.00108,-0.00121,1.72998,1.66912,-0.06979,-0.05498,-0.00319,4.29851,4.36652,0.13909,0.14132,-0.00690,3.51669,3.59390,0.04270,0.06322,0.00109,3.70017,3.84981
1.5271,-0.14106,0.83060,-0.14106,0.83060,-0.13561,0.83290,-1.93276,2.37572,-1.79715,1.54281,-1.79715,1.54281,0.00000,0.00000,0,0.00027,0.05440,0.04846,0.00001,2.00903,2.14598,-0.04444,-0.06932,-0.00231,0.76205,0.70997,0.01106,-0.00104,0.00523,1.71025,1.77373,-0.07088,-0.05589,-0.01372,4.27885,4.29074,0.13795,0.14036,-0.00403,3.56044,3.75510,0.04292,0.06301,0.00026,3.69485,3.74099
1.6300,-0.15552,0.82506,-0.15552,0.82506,-0.14974,0.82784,-1.92844,2.35081,-1.77871,1.52297,-1.77871,1.52297,0.00000,0.00000,0,0.00122,0.05485,0.04851,0.00414,1.97991,1.90653,-0.04350,-0.06931,-0.00445,0.67705,0.74307,0.01182,-0.00102,0.00642,1.62526,1.60408,-0.07205,-0.05671,-0.00587,4.37210,4.47478,0.13672,0.13915,-0.00316,3.54539,3.54074,0.04320,0.06285,-0.00026,3.71518,3.88778
1.7304,-0.17866,0.81489,-0.17866,0.81489,-0.16793,0.81986,-1.92365,2.32611,-1.75572,1.50624,-1.75572,1.50624,0.00000,0.00000,0,0.00029,0.05508,0.04854,0.00139,1.93028,1.98459,-0.04237,-0.06927,-0.00035,0.56353,0.54620,0.01280,-0.00099,-0.00171,1.52158,1.55074,-0.07319,-0.05799,-0.01813,4.36773,4.25096,0.13550,0.13718,-0.01633,3.44351,3.43733,0.04324,0.06263,-0.01496,3.70359,3.88092
1.8317,-0.20910,0.79780,-0.20910,0.79780,-0.19411,0.80616,-1.91817,2.30174,-1.72406,1.49558,-1.72406,1.49558,0.00000,0.00000,0,0.00027,0.05489,0.04855,-0.00365,1.95694,1.85337,-0.04085,-0.06919,-0.00317,0.42704,0.43678,0.01420,-0.00094,-0.00037,1.40374,1.38452,-0.07425,-0.05985,-0.03363,4.28744,4.50295,0.13428,0.13252,-0.05809,3.14263,2.98022,0.04283,0.06233,0.00607,3.75927,3.75962
1.9330,-0.25931,0.77670,-0.25931,0.77670,-0.23709,0.78689,-1.91160,2.27789,-1.67451,1.49100,-1.67451,1.49100,0.00000,0.00000,0,0.00094,0.05408,0.04858,0.00492,1.97461,2.08175,-0.03854,-0.06893,0.00690,0.25602,0.15434,0.01643,-0.00085,-0.00026,1.24484,1.23106,-0.07541,-0.06456,-0.08846,3.95210,4.01075,0.13284,0.12934,-0.01115,3.15846,3.19240,0.04172,0.06181,-0.01679,3.80417,3.84250
2.0336,-0.32915,0.73481,-0.32915,0.73481,-0.29767,0.75470,-1.90346,2.25481,-1.60578,1.50011,-1.60578,1.50011,0.00000,0.00000,0,0.00031,0.05231,0.04857,-0.00153,2.10349,2.02237,-0.03539,-0.06840,0.00150,-0.00718,0.14735,0.01959,-0.00074,-0.01068,1.00090,0.90574,-0.07638,-0.07565,-0.10491,3.30069,3.20332,0.13142,0.12804,-0.00474,3.17516,3.14136,0.03961,0.06080,-0.00881,3.91930,3.96235
2.1368,-0.36628,0.70310,-0.36628,0.70310,-0.35026,0.71587,-1.89347,2.23292,-1.54322,1.51705,-1.54322,1.51705,0.00000,0.00000,0,0.00040,0.05034,0.04855,-0.00108,2.21975,2.12451,-0.03256,-0.06773,0.01090,-0.16404,-0.12406,0.02250,-0.00051,-0.00085,0.80250,0.78315,-0.07692,-0.08098,-0.01875,3.23249,3.18708,0.13046,0.12728,0.00371,3.19498,3.32214,0.03735,0.05874,-0.02427,3.94703,3.94197
2.2395,-0.36784,0.68827,-0.36784,0.68827,-0.36536,0.69628,-1.88262,2.21181,-1.51726,1.51553,-1.51726,1.51553,0.00000,0.00000,0,0.00052,0.04988,0.04853,-0.00171,2.24283,2.35789,-0.03136,-0.06727,0.00138,-0.27182,-0.21143,0.02367,-0.00037,0.00294,0.73395,0.78818,-0.07749,-0.08189,-0.00697,3.21413,3.27622,0.12974,0.12672,-0.00679,3.18909,3.04115,0.03674,0.05612,-0.01475,3.87775,3.76924
2.3420,-0.35971,0.67747,-0.35971,0.67747,-0.36186,0.68313,-1.87171,2.19117,-1.50985,1.50804,-1.50985,1.50804,0.00000,0.00000,0,0.00118,0.05004,0.04853,-0.00164,2.21016,2.40047,-0.03098,-0.06704,0.00079,-0.33622,-0.19394,0.02398,-0.00033,0.00343,0.68419,0.55876,-0.07794,-0.08231,-0.00438,3.24836,3.25074,0.12926,0.12641,-0.00505,3.19404,3.22255,0.03683,0.05452,-0.00753,3.80223,3.70233
2.4417,-0.35834,0.66972,-0.35834,0.66972,-0.35922,0.67327,-1.86090,2.17087,-1.50167,1.49759,-1.50167,1.49759,0.00000,0.00000,0,0.00030,0.05031,0.04853,-0.00398,2.19309,2.17248,-0.03056,-0.06683,0.00567,-0.41229,-0.29848,0.02431,-0.00027,0.00471,0.61922,0.65719,-0.07853,-0.08262,-0.00925,3.24238,3.26764,0.12866,0.12618,-0.00221,3.19399,3.21438,0.03701,0.05325,-0.00196,3.76358,3.71063
2.5425,-0.35452,0.66478,-0.35452,0.66478,-0.35541,0.66789,-1.85020,2.15076,-1.49478,1.48288,-1.49478,1.48288,0.00000,0.00000,0,0.00045,0.05078,0.04855,0.00293,2.15737,2.22984,-0.03018,-0.06655,0.00376,-0.50332,-0.64496,0.02457,-0.00022,0.00471,0.56149,0.50924,-0.07927,-0.08279,0.00491,3.28745,3.30379,0.12792,0.12591,-0.00405,3.26875,3.24216,0.03739,0.05215,-0.01668,3.65331,3.57996
2.6444,-0.34919,0.66010,-0.34919,0.66010,-0.35135,0.66344,-1.83960,2.13080,-1.48825,1.46737,-1.48825,1.46737,0.00000,0.00000,0,0.00029,0.05130,0.04853,-0.00754,2.11255,2.14443,-0.02981,-0.06625,0.00367,-0.58115,-0.60907,0.02480,-0.00016,0.00476,0.50541,0.62514,-0.08003,-0.08300,-0.00124,3.31986,3.35222,0.12716,0.12565,0.00350,3.24068,3.23184,0.03781,0.05099,-0.01675,3.60538,3.54438
2.7472,-0.34100,0.65513,-0.34100,0.65513,-0.34502,0.65747,-1.82916,2.11102,-1.48414,1.45355,-1.48414,1.45355,0.00000,0.00000,0,0.00027,0.05179,0.04857,0.00755,2.10608,2.08984,-0.02956,-0.06591,-0.00094,-0.63910,-0.55672,0.02494,-0.00008,0.00714,0.47513,0.52598,-0.08068,-0.08318,-0.00163,3.33854,3.29184,0.12653,0.12538,-0.00754,3.24780,3.38098,0.03822,0.04990,-0.01238,3.53006,3.47162
2.8488,-0.34052,0.64920,-0.34052,0.64920,-0.34074,0.65215,-1.81890,2.09137,-1.47816,1.43922,-1.47816,1.43922,0.00000,0.00000,0,0.00032,0.05226,0.04856,-0.00310,2.06414,2.05861,-0.02922,-0.06567,-0.00024,-0.71180,-0.72084,0.02515,-0.00001,-0.00176,0.39867,0.46052,-0.08139,-0.08336,-0.00310,3.32778,3.43278,0.12583,0.12518,-0.01226,3.31712,3.47636,0.03861,0.04909,-0.01437,3.48393,3.53351
2.9497,-0.34175,0.64544,-0.34175,0.64544,-0.34203,0.64624,-1.80866,2.07193,-1.46663,1.42569,-1.46663,1.42569,0.00000,0.00000,0,0.00030,0.05259,0.04857,0.00168,2.03519,2.12855,-0.02863,-0.06536,0.00848,-0.77267,-0.89926,0.02562,0.00006,-0.00978,0.29462,0.34230,-0.08217,-0.08351,0.00128,3.39755,3.45294,0.12502,0.12496,0.00306,3.38415,3.32057,0.03882,0.04835,-0.00341,3.44877,3.43224
3.0514,-0.33717,0.64171,-0.33717,0.64171,-0.33872,0.64294,-1.79846,2.05261,-1.45973,1.40967,-1.45973,1.40967,0.00000,0.00000,0,0.00027,0.05312,0.04857,-0.00271,1.97377,1.97729,-0.02825,-0.06505,0.00293,-0.85746,-0.90177,0.02588,0.00015,-0.00130,0.25234,0.22754,-0.08296,-0.08366,0.00294,3.46189,3.63256,0.12423,0.12466,-0.00853,3.38167,3.41650,0.03925,0.04758,-0.01386,3.36530,3.44972
3.1520,-0.33227,0.64046,-0.33227,0.64046,-0.33361,0.64166,-1.78839,2.03334,-1.45478,1.39168,-1.45478,1.39168,0.00000,0.00000,0,0.00054,0.05376,0.04860,-0.00631,1.93307,1.94511,-0.02794,-0.06474,0.00731,-0.93721,-0.93310,0.02603,0.00023,0.00044,0.22044,0.35480,-0.08380,-0.08381,-0.00116,3.47390,3.34111,0.12342,0.12440,-0.00565,3.38285,3.37637,0.03980,0.04692,-0.00904,3.32020,3.34061
3.2522,-0.32997,0.63741,-0.32997,0.63741,-0.33083,0.63877,-1.77844,2.01414,-1.44761,1.37537,-1.44761,1.37537,0.00000,0.00000,0,0.00035,0.05430,0.04865,0.00656,1.90327,1.95057,-0.02754,-0.06439,-0.00428,-1.01998,-1.08248,0.02629,0.00030,-0.00067,0.15912,0.26976,-0.08461,-0.08398,-0.00575,3.50741,3.68333,0.12262,0.12411,-0.00951,3.44350,3.50536,0.04023,0.04631,0.00553,3.31122,3.20477
3.3535,-0.33079,0.63566,-0.33079,0.63566,-0.33021,0.63620,-1.76853,1.99504,-1.43832,1.35884,-1.43832,1.35884,0.00000,0.00000,0,0.00029,0.05480,0.04866,-0.00546,1.85165,1.76067,-0.02704,-0.06396,0.00406,-1.07351,-0.93378,0.02665,0.00038,0.00364,0.08480,0.09300,-0.08547,-0.08414,-0.00125,3.54636,3.61545,0.12175,0.12384,0.00063,3.47361,3.46697,0.04062,0.04579,0.00312,3.27718,3.20146
3.4562,-0.32498,0.63107,-0.32498,0.63107,-0.32770,0.63324,-1.75866,1.97599,-1.43096,1.34275,-1.43096,1.34275,0.00000,0.00000,0,0.00147,0.05531,0.04870,-0.00449,1.80388,1.73509,-0.02663,-0.06348,0.00243,-1.13488,-1.08215,0.02692,0.00047,0.00287,0.03805,0.07787,-0.08627,-0.08432,-0.00946,3.59845,3.64568,0.12095,0.12349,-0.01237,3.50127,3.41730,0.04103,0.04540,0.00425,3.22691,3.27489
3.5564,-0.32938,0.62818,-0.32938,0.62818,-0.32791,0.63017,-1.74884,1.95704,-1.42093,1.32688,-1.42093,1.32688,0.00000,0.00000,0,0.00027,0.05577,0.04874,0.00089,1.77519,1.95447,-0.02610,-0.06298,0.00214,-1.20231,-1.24809,0.02732,0.00057,-0.00258,-0.04599,0.05133,-0.08712,-0.08445,0.00211,3.66248,3.62301,0.12009,0.12321,0.00374,3.57413,3.54387,0.04137,0.04506,0.00467,3.20602,3.29044
3.6594,-0.32438,0.62528,-0.32438,0.62528,-0.32612,0.62703,-1.73902,1.93819,-1.41290,1.31116,-1.41290,1.31116,0.00000,0.00000,0,0.00028,0.05626,0.04878,-0.00285,1.73925,1.94187,-0.02567,-0.06224,0.00934,-1.22978,-1.31524,0.02762,0.00069,-0.00200,-0.12238,-0.21027,-0.08793,-0.08466,-0.00015,3.69343,3.67730,0.11928,0.12293,-0.00317,3.60585,3.53233,0.04176,0.04472,-0.00242,3.12985,3.26386
3.7597,-0.32600,0.62166,-0.32600,0.62166,-0.32500,0.62300,-1.72927,1.91946,-1.40426,1.29647,-1.40426,1.29647,0.00000,0.00000,0,0.00028,0.05670,0.04884,0.00054,1.71595,1.69382,-0.02520,-0.06130,0.01420,-1.26343,-1.05706,0.02796,0.00078,-0.00005,-0.16037,-0.03085,-0.08870,-0.08487,0.00206,3.72645,3.66985,0.11850,0.12270,0.00335,3.64231,3.73598,0.04209,0.04448,0.00149,3.11345,3.30312
3.8614,-0.33066,0.62231,-0.33066,0.62231,-0.32919,0.62265,-1.71944,1.90079,-1.39025,1.27813,-1.39025,1.27813,0.00000,0.00000,0,0.00026,0.05718,0.04889,-0.00086,1.67129,1.63656,-0.02448,-0.05760,0.05713,-1.00293,-0.93384,0.02853,0.00090,0.00387,-0.23736,-0.20489,-0.08973,-0.08506,-0.00070,3.81263,3.78609,0.11745,0.12239,-0.00870,3.69542,3.69503,0.04242,0.04434,-0.00257,3.09661,2.86747
3.9624,-0.33386,0.62005,-0.33386,0.62005,-0.33195,0.62157,-1.70952,1.88212,-1.37757,1.26054,-1.37757,1.26054,0.00000,0.00000,0,0.00059,0.05765,0.04895,-0.00136,1.61928,1.61247,-0.02382,-0.05115,0.07811,-0.64522,-0.75903,0.02904,0.00100,-0.00440,-0.34522,-0.21712,-0.09070,-0.08527,-0.00443,3.83976,3.93910,0.11645,0.12207,-0.00133,3.71350,3.85754,0.04276,0.04419,-0.00626,3.04897,3.21944
4.0628,-0.32958,0.55634,-0.32958,0.55634,-0.33446,0.58428,-1.69948,1.86397,-1.36502,1.27969,-1.36502,1.27969,0.00000,0.00000,0,0.00027,0.05660,0.04897,-0.00473,1.69474,1.62080,-0.02332,-0.04058,0.01701,-0.25480,-0.31434,0.02968,0.00115,0.00134,-0.40739,-0.40717,-0.09016,-0.08547,-0.00447,3.78019,3.73610,0.11686,0.12178,-0.01012,3.69431,3.71002,0.04171,0.04405,0.00353,3.14837,3.15171
4.1652,-0.33678,0.55302,-0.33678,0.55302,-0.33560,0.55911,-1.68946,1.84700,-1.35386,1.28790,-1.35386,1.28790,0.00000,0.00000,0,0.00036,0.05604,0.04897,-0.00246,1.71975,1.67656,-0.02284,-0.03968,0.00466,-0.30237,-0.22716,0.03022,0.00128,0.00201,-0.46966,-0.47276,-0.09004,-0.08548,0.00680,3.80382,3.64351,0.11688,0.12173,0.00641,3.69537,3.66907,0.04111,0.04371,0.00847,3.20079,3.11996
4.2675,-0.34059,0.54510,-0.34059,0.54510,-0.33835,0.54783,-1.67936,1.83047,-1.34101,1.28264,-1.34101,1.28264,0.00000,0.00000,0,0.00030,0.05600,0.04900,0.00643,1.71304,1.64025,-0.02222,-0.03918,0.00751,-0.32535,-0.30114,0.03078,0.00139,0.00140,-0.54800,-0.52399,-0.09051,-0.08560,-0.00149,3.83978,3.82218,0.11635,0.12154,-0.00443,3.71577,3.66450,0.04098,0.04346,-0.00598,3.13763,3.25620
4.3711,-0.33821,0.54365,-0.33821,0.54365,-0.33934,0.54442,-1.66919,1.81410,-1.32985,1.26968,-1.32985,1.26968,0.00000,0.00000,0,0.00030,0.05631,0.04901,-0.00198,1.65250,1.57353,-0.02165,-0.03867,0.00402,-0.35956,-0.38305,0.03124,0.00151,-0.00557,-0.65621,-0.74590,-0.09126,-0.08575,-0.00875,3.87010,3.78846,0.11557,0.12139,0.00572,3.78672,3.84352,0.04118,0.04332,-0.00043,3.15425,3.19637
4.4727,-0.34315,0.53951,-0.34315,0.53951,-0.34127,0.54109,-1.65899,1.79783,-1.31772,1.25674,-1.31772,1.25674,0.00000,0.00000,0,0.00036,0.05660,0.04904,-0.00226,1.63394,1.59773,-0.02104,-0.03818,0.00761,-0.41210,-0.43082,0.03175,0.00173,0.01106,-0.68743,-0.66316,-0.09203,-0.08585,0.00155,3.92629,4.05323,0.11477,0.12117,0.00595,3.87833,3.74684,0.04135,0.04320,-0.00416,3.09189,2.89615
4.5766,-0.34453,0.53198,-0.34453,0.53198,-0.34353,0.53520,-1.64871,1.78170,-1.30518,1.24649,-1.30518,1.24649,0.00000,0.00000,0,0.00038,0.05677,0.04907,0.00643,1.62420,1.69462,-0.02041,-0.03767,0.00531,-0.45209,-0.39623,0.03228,0.00187,0.00274,-0.78440,-0.79609,-0.09270,-0.08601,-0.00118,3.97490,3.91056,0.11406,0.12091,-0.00967,3.86476,3.81441,0.04142,0.04314,0.00208,3.10842,3.13940
4.6769,-0.34581,0.53040,-0.34581,0.53040,-0.34459,0.53120,-1.63839,1.76572,-1.29380,1.23452,-1.29380,1.23452,0.00000,0.00000,0,0.00029,0.05704,0.04908,-0.00216,1.57131,1.66333,-0.01984,-0.03720,-0.00651,-0.50062,-0.47799,0.03275,0.00208,0.00357,-0.83457,-0.82910,-0.09341,-0.08612,-0.00044,4.03132,4.28765,0.11331,0.12075,0.00442,3.93400,3.86496,0.04157,0.04304,0.00613,3.11718,2.94870
4.7788,-0.34506,0.52752,-0.34506,0.52752,-0.34439,0.52935,-1.62806,1.74981,-1.28366,1.22046,-1.28366,1.22046,0.00000,0.00000,0,0.00028,0.05742,0.04914,0.00129,1.54632,1.54490,-0.01931,-0.03636,0.01286,-0.46189,-0.50305,0.03316,0.00224,-0.00349,-0.94840,-0.85671,-0.09419,-0.08628,-0.00406,4.08783,4.03319,0.11252,0.12050,-0.00554,3.98248,3.94295,0.04184,0.04295,-0.00402,3.05210,3.16342
4.8814,-0.34450,0.52009,-0.34450,0.52009,-0.34473,0.52241,-1.61772,1.73406,-1.27299,1.21165,-1.27299,1.21165,0.00000,0.00000,0,0.00032,0.05757,0.04917,0.00369,1.52161,1.47956,-0.01878,-0.03554,0.01007,-0.50634,-0.54178,0.03361,0.00241,0.00375,-1.00993,-1.04634,-0.09476,-0.08643,-0.00017,4.12350,4.02911,0.11191,0.12035,0.01177,4.05599,4.02277,0.04190,0.04295,0.00540,3.08725,3.01928
4.9836,-0.35022,0.51298,-0.35022,0.51298,-0.34852,0.51636,-1.60731,1.71849,-1.25879,1.20213,-1.25879,1.20213,0.00000,0.00000,0,0.00028,0.05768,0.04920,0.00072,1.50696,1.61059,-0.01808,-0.03462,0.01337,-0.51301,-0.52567,0.03422,0.00260,-0.00490,-1.11246,-0.98017,-0.09543,-0.08662,0.00081,4.16815,4.10802,0.11118,0.12011,0.00695,4.09477,4.07068,0.04189,0.04288,-0.00292,3.05202,3.08991
5.0851,-0.34916,0.51044,-0.34916,0.51044,-0.34992,0.51119,-1.59682,1.70311,-1.24690,1.19192,-1.24690,1.19192,0.00000,0.00000,0,0.00034,0.05787,0.04925,-0.00195,1.46743,1.49709,-0.01749,-0.03393,0.00501,-0.54909,-0.56842,0.03472,0.00294,0.00745,-1.15723,-1.12452,-0.09609,-0.08680,0.00072,4.21705,4.08229,0.11049,0.11982,-0.00597,4.10466,4.16378,0.04197,0.04284,-0.00107,3.09556,3.01569
5.1868,-0.34937,0.50236,-0.34937,0.50236,-0.34893,0.50610,-1.58635,1.68785,-1.23742,1.18175,-1.23742,1.18175,0.00000,0.00000,0,0.00039,0.05810,0.04931,0.00665,1.42959,1.29826,-0.01701,-0.03352,0.00635,-0.58546,-0.49854,0.03511,0.00343,0.00364,-1.18430,-1.17878,-0.09669,-0.08700,-0.01072,4.24316,4.34944,0.10986,0.11959,0.00959,4.17127,4.14772,0.04211,0.04277,-0.00926,3.05336,3.01204
5.2920,-0.34706,0.49260,-0.34706,0.49260,-0.34781,0.49696,-1.57590,1.67283,-1.22809,1.17588,-1.22809,1.17588,0.00000,0.00000,0,0.00239,0.05815,0.04933,0.00185,1.41109,1.44482,-0.01656,-0.03300,0.00607,-0.59583,-0.68021,0.03552,0.00390,-0.00046,-1.26068,-1.26377,-0.09712,-0.08719,-0.00433,4.25652,4.33951,0.10939,0.11933,-0.00401,4.14616,4.15464,0.04209,0.04276,-0.00043,3.07606,3.05323
5.3908,-0.34998,0.48713,-0.34998,0.48713,-0.34947,0.48985,-1.56544,1.65806,-1.21597,1.16820,-1.21597,1.16820,0.00000,0.00000,0,0.00033,0.05823,0.04934,0.00170,1.42933,1.35902,-0.01596,-0.03260,0.00925,-0.64100,-0.71021,0.03604,0.00457,0.00269,-1.30658,-1.36707,-0.09767,-0.08738,0.00438,4.32413,4.33466,0.10879,0.11913,-0.00307,4.21927,4.21635,0.04206,0.04271,-0.00039,3.08331,3.04446
