t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
0.0000,-0.02048,0.15248,-0.02048,0.15248,-0.02029,0.15202,-0.63856,1.61509,-0.62435,1.50868,-0.62435,1.50868,0.00000,0.00000,16,0.00092
0.1009,-0.01860,0.14958,-0.01860,0.14958,-0.01828,0.15123,-0.63856,1.61205,-0.62576,1.50620,-0.62576,1.50620,0.00000,0.00000,16,0.00032
0.2066,-0.01944,0.14773,-0.01944,0.14773,-0.01904,0.14913,-0.63856,1.60906,-0.62523,1.50467,-0.62523,1.50467,0.00000,0.00000,16,0.00124
0.3063,-0.01963,0.14637,-0.01963,0.14637,-0.02013,0.14715,-0.63856,1.60610,-0.62447,1.50309,-0.62447,1.50309,0.00000,0.00000,16,0.00041
0.4087,-0.02259,0.14453,-0.02259,0.14453,-0.02214,0.14421,-0.63856,1.60320,-0.62306,1.50225,-0.62306,1.50225,0.00000,0.00000,16,0.00026
0.5092,-0.02156,0.14447,-0.02156,0.14447,-0.02220,0.14426,-0.63856,1.60032,-0.62302,1.49934,-0.62302,1.49934,0.00000,0.00000,16,0.00027
0.6110,-0.01722,0.14540,-0.01722,0.14540,-0.01931,0.14481,-0.63856,1.59743,-0.62504,1.49606,-0.62504,1.49606,0.00000,0.00000,16,0.00032
0.7136,-0.01720,0.14146,-0.01720,0.14146,-0.01756,0.14296,-0.63856,1.59455,-0.62627,1.49447,-0.62627,1.49447,0.00000,0.00000,16,0.00026
0.8155,-0.02226,0.14859,-0.02226,0.14859,-0.01839,0.14321,-0.63856,1.59171,-0.62568,1.49146,-0.62568,1.49146,0.00000,0.00000,16,0.00025
0.9191,-0.04718,0.15665,-0.04718,0.15665,-0.04177,0.15266,-0.63856,1.58873,-0.60932,1.48187,-0.60932,1.48187,0.00000,0.00000,16,0.00027
1.0228,-0.05318,0.14926,-0.05318,0.14926,-0.05016,0.15113,-0.63836,1.58570,-0.60324,1.47991,-0.60324,1.47991,0.00000,0.00000,0,0.00027
1.1246,-0.05168,0.15066,-0.05168,0.15066,-0.05157,0.15078,-0.63733,1.58268,-0.60124,1.47713,-0.60124,1.47713,0.00000,0.00000,0,0.00028
1.2250,-0.05031,0.15263,-0.05031,0.15263,-0.05013,0.15172,-0.63632,1.57966,-0.60123,1.47345,-0.60123,1.47345,0.00000,0.00000,0,0.00026
1.3264,-0.04802,0.15436,-0.04802,0.15436,-0.04845,0.15395,-0.63632,1.57659,-0.60240,1.46883,-0.60240,1.46883,0.00000,0.00000,16,0.00033
1.4294,-0.04850,0.15630,-0.04850,0.15630,-0.04798,0.15565,-0.63632,1.57349,-0.60273,1.46454,-0.60273,1.46454,0.00000,0.00000,16,0.00028
1.5312,-0.04668,0.15683,-0.04668,0.15683,-0.04715,0.15607,-0.63632,1.57037,-0.60332,1.46113,-0.60332,1.46113,0.00000,0.00000,16,0.00032
1.6327,-0.05000,0.15742,-0.05000,0.15742,-0.04924,0.15679,-0.63632,1.56725,-0.60185,1.45749,-0.60185,1.45749,0.00000,0.00000,16,0.00035
1.7335,-0.04853,0.15727,-0.04853,0.15727,-0.04924,0.15740,-0.63612,1.56410,-0.60165,1.45392,-0.60165,1.45392,0.00000,0.00000,16,0.00037
1.8350,-0.04698,0.15931,-0.04698,0.15931,-0.04875,0.15792,-0.63612,1.56096,-0.60199,1.45042,-0.60199,1.45042,0.00000,0.00000,16,0.00032
1.9375,-0.04866,0.15669,-0.04866,0.15669,-0.04759,0.15737,-0.63612,1.55780,-0.60281,1.44764,-0.60281,1.44764,0.00000,0.00000,16,0.00029
2.0384,-0.04541,0.16002,-0.04541,0.16002,-0.04647,0.15867,-0.63612,1.55465,-0.60359,1.44358,-0.60359,1.44358,0.00000,0.00000,16,0.00028
2.1391,-0.04768,0.15715,-0.04768,0.15715,-0.04654,0.15846,-0.63612,1.55147,-0.60354,1.44054,-0.60354,1.44054,0.00000,0.00000,16,0.00022
2.2409,-0.04617,0.15757,-0.04617,0.15757,-0.04627,0.15723,-0.63612,1.54832,-0.60373,1.43826,-0.60373,1.43826,0.00000,0.00000,16,0.00115
