t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
2.3464,1.08514,-0.32593,1.08514,-0.32593,1.10885,-0.37773,0.26708,2.66354,-0.50911,2.92795,-0.50911,2.92795,0.00000,0.00000,0,0.00101
2.4461,1.06609,-0.24092,1.06609,-0.24092,1.07267,-0.28295,0.24545,2.67000,-0.50542,2.86807,-0.50542,2.86807,0.00000,0.00000,0,0.00033
2.5479,1.04983,-0.20607,1.04983,-0.20607,1.05610,-0.22253,0.22422,2.67485,-0.51505,2.83062,-0.51505,2.83062,0.00000,0.00000,0,0.00037
2.6496,1.05479,-0.19907,1.05479,-0.19907,1.05449,-0.20434,0.20313,2.67905,-0.53502,2.82209,-0.53502,2.82209,0.00000,0.00000,0,0.00029
2.7529,1.05311,-0.19093,1.05311,-0.19093,1.05319,-0.19470,0.18206,2.68301,-0.55518,2.81930,-0.55518,2.81930,0.00000,0.00000,0,0.00107
2.8533,1.05721,-0.18423,1.05721,-0.18423,1.05630,-0.18689,0.16095,2.68680,-0.57846,2.81762,-0.57846,2.81762,0.00000,0.00000,0,0.00042
2.9552,1.05774,-0.17648,1.05774,-0.17648,1.05691,-0.18032,0.13982,2.69046,-0.60002,2.81669,-0.60002,2.81669,0.00000,0.00000,0,0.00026
3.0561,1.05940,-0.17373,1.05940,-0.17373,1.05840,-0.17607,0.11866,2.69402,-0.62222,2.81727,-0.62222,2.81727,0.00000,0.00000,0,0.00073
3.1588,1.06353,-0.16810,1.06353,-0.16810,1.06193,-0.17032,0.09745,2.69747,-0.64590,2.81669,-0.64590,2.81669,0.00000,0.00000,0,0.00132
3.2592,1.06541,-0.16505,1.06541,-0.16505,1.06528,-0.16660,0.07617,2.70083,-0.66953,2.81745,-0.66953,2.81745,0.00000,0.00000,0,0.00026
3.3608,1.07102,-0.16172,1.07102,-0.16172,1.06873,-0.16198,0.05482,2.70409,-0.69329,2.81748,-0.69329,2.81748,0.00000,0.00000,0,0.00028
3.4629,1.07219,-0.15393,1.07219,-0.15393,1.07096,-0.15654,0.03342,2.70727,-0.71625,2.81685,-0.71625,2.81685,0.00000,0.00000,0,0.00031
3.5660,1.10254,-0.13061,1.10254,-0.13061,1.08507,-0.14240,0.01190,2.71026,-0.74765,2.80994,-0.74765,2.80994,0.00000,0.00000,0,0.00046
3.6694,1.13509,-0.12195,1.13509,-0.12195,1.12729,-0.12670,-0.01040,2.71293,-0.79950,2.80162,-0.79950,2.80162,0.00000,0.00000,0,0.00149
3.7693,1.14094,-0.11701,1.14094,-0.11701,1.13896,-0.11924,-0.03311,2.71537,-0.83038,2.79885,-0.83038,2.79885,0.00000,0.00000,0,0.00038
3.8703,1.14561,-0.10990,1.14561,-0.10990,1.14363,-0.11243,-0.05595,2.71768,-0.85649,2.79638,-0.85649,2.79638,0.00000,0.00000,0,0.00027
3.9746,1.14763,-0.10502,1.14763,-0.10502,1.14514,-0.10733,-0.07883,2.71986,-0.88043,2.79500,-0.88043,2.79500,0.00000,0.00000,0,0.00202
4.0761,1.14716,-0.10175,1.14716,-0.10175,1.14635,-0.10362,-0.10175,2.72197,-0.90420,2.79450,-0.90420,2.79450,0.00000,0.00000,0,0.00140
4.1761,1.14775,-0.09844,1.14775,-0.09844,1.14817,-0.10003,-0.12471,2.72400,-0.92843,2.79402,-0.92843,2.79402,0.00000,0.00000,0,0.00028
4.2776,1.13962,-0.08578,1.13962,-0.08578,1.14326,-0.09265,-0.14763,2.72593,-0.94791,2.79079,-0.94791,2.79079,0.00000,0.00000,0,0.00028
4.3796,1.09026,-0.04588,1.09026,-0.04588,1.11617,-0.06870,-0.17025,2.72756,-0.95157,2.77565,-0.95157,2.77565,0.00000,0.00000,0,0.00029
4.4822,1.08763,-0.02283,1.08763,-0.02283,1.09169,-0.03204,-0.19224,2.72778,-0.95642,2.75021,-0.95642,2.75021,0.00000,0.00000,32,0.00028
4.5840,1.08040,-0.01085,1.08040,-0.01085,1.08297,-0.01821,-0.21396,2.72778,-0.97204,2.74053,-0.97204,2.74053,0.00000,0.00000,32,0.00026
4.6850,1.08428,0.01429,1.08428,0.01429,1.08343,0.00049,-0.23561,2.72778,-0.99401,2.72744,-0.99401,2.72744,0.00000,0.00000,32,0.00027
4.7867,1.08611,0.07289,1.08611,0.07289,1.08541,0.04763,-0.25730,2.72778,-1.01708,2.69444,-1.01708,2.69444,0.00000,0.00000,32,0.00028
4.8911,1.07837,0.11477,1.07837,0.11477,1.08177,0.09453,-0.27898,2.72625,-1.03622,2.66008,-1.03622,2.66008,0.00000,0.00000,0,0.00027
4.9931,1.05737,0.15802,1.05737,0.15802,1.06706,0.13648,-0.30046,2.72387,-1.04740,2.62834,-1.04740,2.62834,0.00000,0.00000,0,0.00110
5.0928,1.01986,0.19876,1.01986,0.19876,1.03255,0.17910,-0.32138,2.72061,-1.04417,2.59524,-1.04417,2.59524,0.00000,0.00000,0,0.00030
5.1944,1.01324,0.20709,1.01324,0.20709,1.01708,0.20034,-0.34183,2.71674,-1.05378,2.57650,-1.05378,2.57650,0.00000,0.00000,0,0.00025
5.2966,1.01259,0.22062,1.01259,0.22062,1.01351,0.21426,-0.36211,2.71257,-1.07157,2.56258,-1.07157,2.56258,0.00000,0.00000,0,0.00073
5.4017,1.01409,0.22688,1.01409,0.22688,1.01336,0.22290,-0.38237,2.70818,-1.09172,2.55215,-1.09172,2.55215,0.00000,0.00000,0,0.00197
5.5011,1.00634,0.22918,1.00634,0.22918,1.00879,0.22812,-0.40258,2.70365,-1.10874,2.54396,-1.10874,2.54396,0.00000,0.00000,0,0.00026
5.6024,1.00256,0.23559,1.00256,0.23559,1.00436,0.23281,-0.42271,2.69903,-1.12576,2.53607,-1.12576,2.53607,0.00000,0.00000,0,0.00030
5.7032,0.99611,0.23735,0.99611,0.23735,0.99952,0.23679,-0.44274,2.69432,-1.14241,2.52857,-1.14241,2.52857,0.00000,0.00000,0,0.00074
5.8047,0.99544,0.24296,0.99544,0.24296,0.99590,0.24057,-0.46268,2.68954,-1.15981,2.52115,-1.15981,2.52115,0.00000,0.00000,0,0.00027
5.9063,0.99697,0.25188,0.99697,0.25188,0.99593,0.24829,-0.48259,2.68464,-1.17975,2.51084,-1.17975,2.51084,0.00000,0.00000,0,0.00038
6.0070,0.99240,0.25916,0.99240,0.25916,0.99462,0.25525,-0.50250,2.67959,-1.19874,2.50092,-1.19874,2.50092,0.00000,0.00000,0,0.00027
6.1094,0.98830,0.26760,0.98830,0.26760,0.99032,0.26416,-0.52235,2.67437,-1.21557,2.48946,-1.21557,2.48946,0.00000,0.00000,0,0.00170
6.2100,0.97741,0.28075,0.97741,0.28075,0.98313,0.27448,-0.54208,2.66898,-1.23028,2.47684,-1.23028,2.47684,0.00000,0.00000,0,0.00027
6.3106,0.96949,0.30115,0.96949,0.30115,0.97358,0.29156,-0.56163,2.66330,-1.24314,2.45921,-1.24314,2.45921,0.00000,0.00000,0,0.00030
6.4144,0.95813,0.32804,0.95813,0.32804,0.96402,0.31364,-0.58099,2.65723,-1.25580,2.43768,-1.25580,2.43768,0.00000,0.00000,0,0.00033
6.5173,0.93317,0.37730,0.93317,0.37730,0.94610,0.35566,-0.60009,2.65047,-1.26237,2.40150,-1.26237,2.40150,0.00000,0.00000,0,0.00030
6.6223,0.89590,0.42724,0.89590,0.42724,0.90990,0.41050,-0.61854,2.64263,-1.25548,2.35528,-1.25548,2.35528,0.00000,0.00000,0,0.00067
6.7226,0.88154,0.44507,0.88154,0.44507,0.88813,0.43667,-0.63646,2.63407,-1.25816,2.32840,-1.25816,2.32840,0.00000,0.00000,0,0.00032
6.8253,0.87364,0.46555,0.87364,0.46555,0.87717,0.45590,-0.65408,2.62511,-1.26810,2.30598,-1.26810,2.30598,0.00000,0.00000,0,0.00025
6.9262,0.87114,0.47867,0.87114,0.47867,0.87210,0.47226,-0.67155,2.61578,-1.28202,2.28520,-1.28202,2.28520,0.00000,0.00000,0,0.00027
7.0295,0.86628,0.48549,0.86628,0.48549,0.86765,0.48137,-0.68894,2.60623,-1.29629,2.26927,-1.29629,2.26927,0.00000,0.00000,0,0.00029
7.1308,0.86006,0.49227,0.86006,0.49227,0.86338,0.48865,-0.70625,2.59651,-1.31062,2.25446,-1.31062,2.25446,0.00000,0.00000,0,0.00030
7.2312,0.86379,0.49916,0.86379,0.49916,0.86265,0.49534,-0.72350,2.58666,-1.32735,2.23992,-1.32735,2.23992,0.00000,0.00000,0,0.00026
7.3338,0.86507,0.50877,0.86507,0.50877,0.86422,0.50439,-0.74077,2.57664,-1.34572,2.22357,-1.34572,2.22357,0.00000,0.00000,0,0.00026
7.4354,0.86467,0.51147,0.86467,0.51147,0.86439,0.50907,-0.75806,2.56650,-1.36314,2.21016,-1.36314,2.21016,0.00000,0.00000,0,0.00026
7.5368,0.86064,0.52082,0.86064,0.52082,0.86240,0.51658,-0.77533,2.55624,-1.37901,2.19463,-1.37901,2.19463,0.00000,0.00000,0,0.00028
7.6393,0.85685,0.52825,0.85685,0.52825,0.85841,0.52502,-0.79253,2.54580,-1.39342,2.17829,-1.39342,2.17829,0.00000,0.00000,0,0.00028
7.7426,0.85238,0.53894,0.85238,0.53894,0.85468,0.53390,-0.80966,2.53520,-1.40794,2.16147,-1.40794,2.16147,0.00000,0.00000,0,0.00026
7.8448,0.84816,0.55130,0.84816,0.55130,0.85047,0.54518,-0.82671,2.52439,-1.42204,2.14277,-1.42204,2.14277,0.00000,0.00000,0,0.00026
7.9477,0.83521,0.57283,0.83521,0.57283,0.84120,0.56237,-0.84361,2.51330,-1.43245,2.11964,-1.43245,2.11964,0.00000,0.00000,0,0.00029
8.0492,0.82392,0.59289,0.82392,0.59289,0.82878,0.58316,-0.86029,2.50181,-1.44043,2.09360,-1.44043,2.09360,0.00000,0.00000,0,0.00032
8.1501,0.80919,0.60928,0.80919,0.60928,0.81552,0.60135,-0.87671,2.48992,-1.44757,2.06898,-1.44757,2.06898,0.00000,0.00000,0,0.00026
8.2507,0.79694,0.62100,0.79694,0.62100,0.80238,0.61534,-0.89285,2.47772,-1.45451,2.04698,-1.45451,2.04698,0.00000,0.00000,0,0.00032
8.3526,0.79117,0.63236,0.79117,0.63236,0.79458,0.62679,-0.90881,2.46528,-1.46501,2.02653,-1.46501,2.02653,0.00000,0.00000,0,0.00029
8.4561,0.78442,0.63747,0.78442,0.63747,0.78771,0.63490,-0.92461,2.45264,-1.47601,2.00821,-1.47601,2.00821,0.00000,0.00000,0,0.00115
8.5558,0.78208,0.64103,0.78208,0.64103,0.78401,0.63922,-0.94032,2.43989,-1.48912,1.99244,-1.48912,1.99244,0.00000,0.00000,0,0.00026
8.6604,0.77511,0.64449,0.77511,0.64449,0.77877,0.64292,-0.95594,2.42706,-1.50108,1.97702,-1.50108,1.97702,0.00000,0.00000,0,0.00027
8.7620,0.76946,0.65115,0.76946,0.65115,0.77241,0.64815,-0.97144,2.41415,-1.51213,1.96044,-1.51213,1.96044,0.00000,0.00000,0,0.00025
8.8646,0.76022,0.65975,0.76022,0.65975,0.76499,0.65595,-0.98681,2.40109,-1.52230,1.94193,-1.52230,1.94193,0.00000,0.00000,0,0.00032
8.9657,0.75286,0.66237,0.75286,0.66237,0.75653,0.66068,-1.00201,2.38791,-1.53158,1.92544,-1.53158,1.92544,0.00000,0.00000,0,0.00046
9.0664,0.74145,0.66749,0.74145,0.66749,0.74669,0.66463,-1.01702,2.37466,-1.53970,1.90942,-1.53970,1.90942,0.00000,0.00000,0,0.00031
9.1680,0.72539,0.67563,0.72539,0.67563,0.73318,0.67125,-1.03181,2.36130,-1.54503,1.89142,-1.54503,1.89142,0.00000,0.00000,0,0.00033
9.2708,0.69867,0.68572,0.69867,0.68572,0.71227,0.68043,-1.04624,2.34777,-1.54483,1.87147,-1.54483,1.87147,0.00000,0.00000,0,0.00028
9.3732,0.65833,0.69772,0.65833,0.69772,0.67695,0.69180,-1.06009,2.33403,-1.53396,1.84977,-1.53396,1.84977,0.00000,0.00000,0,0.00101
9.4753,0.61492,0.71177,0.61492,0.71177,0.63503,0.70648,-1.07313,2.32002,-1.51765,1.82548,-1.51765,1.82548,0.00000,0.00000,0,0.00027
9.5782,0.56029,0.73174,0.56029,0.73174,0.58650,0.72071,-1.08527,2.30574,-1.49582,1.80124,-1.49582,1.80124,0.00000,0.00000,0,0.00025
9.6793,0.46417,0.76411,0.46417,0.76411,0.49767,0.75129,-1.09592,2.29093,-1.44429,1.76503,-1.44429,1.76503,0.00000,0.00000,0,0.00025
9.7805,0.44416,0.76782,0.44416,0.76782,0.45671,0.76424,-1.10534,2.27572,-1.42503,1.74075,-1.42503,1.74075,0.00000,0.00000,0,0.00028
9.8824,0.43049,0.76716,0.43049,0.76716,0.43846,0.76652,-1.11425,2.26040,-1.42117,1.72384,-1.42117,1.72384,0.00000,0.00000,0,0.00029
9.9840,0.41664,0.76496,0.41664,0.76496,0.42345,0.76615,-1.12284,2.24507,-1.41925,1.70876,-1.41925,1.70876,0.00000,0.00000,0,0.00025
10.0848,0.40071,0.76024,0.40071,0.76024,0.40775,0.76218,-1.13111,2.22979,-1.41653,1.69626,-1.41653,1.69626,0.00000,0.00000,0,0.00025
10.1870,0.38253,0.75297,0.38253,0.75297,0.39157,0.75657,-1.13908,2.21461,-1.41318,1.68502,-1.41318,1.68502,0.00000,0.00000,0,0.00074
10.2872,0.36784,0.74570,0.36784,0.74570,0.37546,0.74884,-1.14672,2.19958,-1.40954,1.67539,-1.40954,1.67539,0.00000,0.00000,0,0.00027
10.3879,0.34873,0.73625,0.34873,0.73625,0.35770,0.74049,-1.15402,2.18470,-1.40441,1.66636,-1.40441,1.66636,0.00000,0.00000,0,0.00026
10.4900,0.33228,0.73125,0.33228,0.73125,0.34136,0.73426,-1.16098,2.16997,-1.39994,1.65599,-1.39994,1.65599,0.00000,0.00000,0,0.00036
10.5924,0.29970,0.72052,0.29970,0.72052,0.31571,0.72623,-1.16753,2.15537,-1.38853,1.64700,-1.38853,1.64700,0.00000,0.00000,0,0.00031
10.6927,0.25734,0.70308,0.25734,0.70308,0.27717,0.71158,-1.17339,2.14101,-1.36740,1.64291,-1.36740,1.64291,0.00000,0.00000,0,0.00027
10.7957,0.20883,0.68535,0.20883,0.68535,0.22465,0.69245,-1.17825,2.12703,-1.33551,1.64232,-1.33551,1.64232,0.00000,0.00000,0,0.00029
10.9006,0.20018,0.68255,0.20018,0.68255,0.20668,0.68430,-1.18251,2.11331,-1.32719,1.63430,-1.32719,1.63430,0.00000,0.00000,0,0.00036
11.0019,0.19994,0.67770,0.19994,0.67770,0.20016,0.68009,-1.18655,2.09967,-1.32666,1.62361,-1.32666,1.62361,0.00000,0.00000,0,0.00030
11.1036,0.19795,0.67944,0.19795,0.67944,0.19867,0.67876,-1.19053,2.08610,-1.32960,1.61097,-1.32960,1.61097,0.00000,0.00000,0,0.00030
11.2052,0.19990,0.67825,0.19990,0.67825,0.19891,0.67847,-1.19450,2.07253,-1.33374,1.59760,-1.33374,1.59760,0.00000,0.00000,0,0.00025
11.3055,0.19345,0.67766,0.19345,0.67766,0.19548,0.67789,-1.19844,2.05896,-1.33528,1.58444,-1.33528,1.58444,0.00000,0.00000,0,0.00025
11.4076,0.19810,0.67961,0.19810,0.67961,0.19594,0.67822,-1.20235,2.04541,-1.33951,1.57065,-1.33951,1.57065,0.00000,0.00000,0,0.00035
11.5110,0.19537,0.68139,0.19537,0.68139,0.19654,0.68026,-1.20628,2.03182,-1.34386,1.55564,-1.34386,1.55564,0.00000,0.00000,0,0.00030
11.6123,0.19417,0.68038,0.19417,0.68038,0.19607,0.68122,-1.21021,2.01820,-1.34746,1.54134,-1.34746,1.54134,0.00000,0.00000,0,0.00027
11.7145,0.19251,0.68116,0.19251,0.68116,0.19290,0.68080,-1.21409,2.00458,-1.34912,1.52802,-1.34912,1.52802,0.00000,0.00000,0,0.00036
11.8176,0.18493,0.68441,0.18493,0.68441,0.18849,0.68339,-1.21790,1.99093,-1.34985,1.51256,-1.34985,1.51256,0.00000,0.00000,0,0.00050
11.9197,0.18863,0.68772,0.18863,0.68772,0.18726,0.68637,-1.22165,1.97723,-1.35273,1.49677,-1.35273,1.49677,0.00000,0.00000,0,0.00096
12.0216,0.18069,0.68993,0.18069,0.68993,0.18424,0.68905,-1.22537,1.96347,-1.35434,1.48114,-1.35434,1.48114,0.00000,0.00000,0,0.00027
12.1224,0.17764,0.69007,0.17764,0.69007,0.18111,0.68996,-1.22902,1.94968,-1.35580,1.46671,-1.35580,1.46671,0.00000,0.00000,0,0.00027
12.2247,0.16502,0.69883,0.16502,0.69883,0.16875,0.69491,-1.23248,1.93583,-1.35060,1.44939,-1.35060,1.44939,0.00000,0.00000,0,0.00024
12.3288,0.15901,0.70792,0.15901,0.70792,0.16178,0.70338,-1.23577,1.92183,-1.34901,1.42947,-1.34901,1.42947,0.00000,0.00000,0,0.00031
12.4309,0.14974,0.71204,0.14974,0.71204,0.15422,0.70920,-1.23892,1.90769,-1.34687,1.41125,-1.34687,1.41125,0.00000,0.00000,0,0.00027
12.5335,0.14206,0.71260,0.14206,0.71260,0.14564,0.71204,-1.24190,1.89346,-1.34384,1.39503,-1.34384,1.39503,0.00000,0.00000,0,0.00093
12.6365,0.13639,0.71458,0.13639,0.71458,0.13831,0.71361,-1.24471,1.87921,-1.34153,1.37968,-1.34153,1.37968,0.00000,0.00000,0,0.00028
12.7380,0.13299,0.71522,0.13299,0.71522,0.13450,0.71528,-1.24742,1.86491,-1.34157,1.36422,-1.34157,1.36422,0.00000,0.00000,0,0.00033
12.8386,0.12605,0.72021,0.12605,0.72021,0.12831,0.71855,-1.25004,1.85056,-1.33985,1.34758,-1.33985,1.34758,0.00000,0.00000,0,0.00026
12.9421,0.11128,0.73037,0.11128,0.73037,0.11878,0.72439,-1.25251,1.83614,-1.33565,1.32907,-1.33565,1.32907,0.00000,0.00000,0,0.00031
13.0449,0.06347,0.77311,0.06347,0.77311,0.08521,0.75169,-1.25456,1.82139,-1.31420,1.29521,-1.31420,1.29521,0.00000,0.00000,0,0.00168
13.1474,0.03843,0.78896,0.03843,0.78896,0.05010,0.78146,-1.25580,1.80593,-1.29087,1.25891,-1.29087,1.25891,0.00000,0.00000,0,0.00119
13.2475,0.03078,0.78862,0.03078,0.78862,0.03616,0.78736,-1.25580,1.79021,-1.28111,1.23906,-1.28111,1.23906,0.00000,0.00000,16,0.00031
13.3500,0.02618,0.78609,0.02618,0.78609,0.02879,0.78670,-1.25580,1.77447,-1.27595,1.22378,-1.27595,1.22378,0.00000,0.00000,16,0.00025
13.4526,0.02254,0.78342,0.02254,0.78342,0.02406,0.78430,-1.25580,1.75877,-1.27264,1.20975,-1.27264,1.20975,0.00000,0.00000,16,0.00029
13.5556,0.02052,0.78278,0.02052,0.78278,0.02179,0.78319,-1.25580,1.74310,-1.27105,1.19486,-1.27105,1.19486,0.00000,0.00000,16,0.00028
13.6571,0.01836,0.78020,0.01836,0.78020,0.02006,0.78167,-1.25580,1.72744,-1.26984,1.18027,-1.26984,1.18027,0.00000,0.00000,16,0.00026
13.7584,0.01453,0.77546,0.01453,0.77546,0.01555,0.77753,-1.25580,1.71186,-1.26668,1.16759,-1.26668,1.16759,0.00000,0.00000,16,0.00028
13.8606,0.00666,0.77493,0.00666,0.77493,0.01060,0.77547,-1.25580,1.69634,-1.26322,1.15351,-1.26322,1.15351,0.00000,0.00000,16,0.00030
13.9638,0.00033,0.76735,0.00033,0.76735,0.00307,0.77131,-1.25580,1.68087,-1.25795,1.14095,-1.25795,1.14095,0.00000,0.00000,16,0.00047
14.0655,-0.00292,0.75289,-0.00292,0.75289,-0.00088,0.75880,-1.25580,1.66559,-1.25518,1.13442,-1.25518,1.13442,0.00000,0.00000,16,0.00033
14.1676,-0.01665,0.74315,-0.01665,0.74315,-0.01189,0.74744,-1.25580,1.65055,-1.24748,1.12735,-1.24748,1.12735,0.00000,0.00000,16,0.00033
14.2683,-0.03082,0.73285,-0.03082,0.73285,-0.02410,0.73765,-1.25580,1.63572,-1.23893,1.11937,-1.23893,1.11937,0.00000,0.00000,16,0.00028
14.3711,-0.04807,0.72223,-0.04807,0.72223,-0.03967,0.72771,-1.25580,1.62108,-1.22803,1.11168,-1.22803,1.11168,0.00000,0.00000,16,0.00035
14.4750,-0.10337,0.68565,-0.10337,0.68565,-0.07567,0.70506,-1.25502,1.60674,-1.20206,1.11320,-1.20206,1.11320,0.00000,0.00000,0,0.00025
14.5764,-0.13296,0.66575,-0.13296,0.66575,-0.11909,0.67449,-1.25294,1.59306,-1.16958,1.12092,-1.16958,1.12092,0.00000,0.00000,0,0.00036
14.6772,-0.13958,0.65633,-0.13958,0.65633,-0.13485,0.66125,-1.25034,1.57974,-1.15594,1.11686,-1.15594,1.11686,0.00000,0.00000,0,0.00026
14.7785,-0.14034,0.65377,-0.14034,0.65377,-0.13878,0.65496,-1.24759,1.56660,-1.15044,1.10814,-1.15044,1.10814,0.00000,0.00000,0,0.00025
14.8840,-0.14356,0.64871,-0.14356,0.64871,-0.14152,0.65107,-1.24478,1.55354,-1.14572,1.09779,-1.14572,1.09779,0.00000,0.00000,0,0.00026
14.9853,-0.14678,0.64354,-0.14678,0.64354,-0.14536,0.64693,-1.24190,1.54056,-1.14015,1.08771,-1.14015,1.08771,0.00000,0.00000,0,0.00025
15.0885,-0.15367,0.64385,-0.15367,0.64385,-0.15074,0.64414,-1.23894,1.52767,-1.13342,1.07677,-1.13342,1.07677,0.00000,0.00000,0,0.00032
15.1927,-0.15635,0.63893,-0.15635,0.63893,-0.15513,0.64106,-1.23587,1.51482,-1.12728,1.06607,-1.12728,1.06607,0.00000,0.00000,0,0.00190
15.2919,-0.16083,0.63367,-0.16083,0.63367,-0.15897,0.63655,-1.23272,1.50205,-1.12144,1.05646,-1.12144,1.05646,0.00000,0.00000,0,0.00026
15.3924,-0.16421,0.63308,-0.16421,0.63308,-0.16142,0.63510,-1.22952,1.48933,-1.11653,1.04476,-1.11653,1.04476,0.00000,0.00000,0,0.00027
15.4931,-0.16593,0.62530,-0.16593,0.62530,-0.16553,0.62845,-1.22624,1.47670,-1.11037,1.03679,-1.11037,1.03679,0.00000,0.00000,0,0.00026
15.5949,-0.17391,0.61410,-0.17391,0.61410,-0.17041,0.61903,-1.22287,1.46424,-1.10358,1.03092,-1.10358,1.03092,0.00000,0.00000,0,0.00027
15.6956,-0.18005,0.59183,-0.18005,0.59183,-0.17758,0.60200,-1.21938,1.45205,-1.09507,1.03065,-1.09507,1.03065,0.00000,0.00000,0,0.00027
15.7964,-0.18614,0.58025,-0.18614,0.58025,-0.18391,0.58503,-1.21574,1.44023,-1.08700,1.03071,-1.08700,1.03071,0.00000,0.00000,0,0.00037
15.9010,-0.18914,0.57178,-0.18914,0.57178,-0.18795,0.57598,-1.21202,1.42864,-1.08045,1.02546,-1.08045,1.02546,0.00000,0.00000,0,0.00030
16.0026,-0.19297,0.55847,-0.19297,0.55847,-0.19179,0.56495,-1.20821,1.41724,-1.07395,1.02178,-1.07395,1.02178,0.00000,0.00000,0,0.00028
16.1066,-0.19675,0.54818,-0.19675,0.54818,-0.19482,0.55276,-1.20434,1.40610,-1.06796,1.01917,-1.06796,1.01917,0.00000,0.00000,0,0.00028
16.2083,-0.20101,0.54198,-0.20101,0.54198,-0.20062,0.54495,-1.20036,1.39515,-1.05992,1.01369,-1.05992,1.01369,0.00000,0.00000,0,0.00026
