t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
0.0000,-0.16304,0.33191,-0.16304,0.33191,-0.16399,0.33636,-0.64203,1.52716,-0.52724,1.29170,-0.52724,1.29170,0.00000,0.00000,0,0.00054
0.1010,-0.16413,0.32381,-0.16413,0.32381,-0.16439,0.32734,-0.63875,1.52054,-0.52368,1.29140,-0.52368,1.29140,0.00000,0.00000,0,0.00024
0.2030,-0.16059,0.31171,-0.16059,0.31171,-0.16291,0.31689,-0.63546,1.51411,-0.52143,1.29228,-0.52143,1.29228,0.00000,0.00000,0,0.00043
0.3044,-0.16348,0.28346,-0.16348,0.28346,-0.16230,0.29697,-0.63222,1.50798,-0.51861,1.30010,-0.51861,1.30010,0.00000,0.00000,0,0.00037
0.4063,-0.16413,0.25561,-0.16413,0.25561,-0.16609,0.26525,-0.62891,1.50245,-0.51265,1.31678,-0.51265,1.31678,0.00000,0.00000,0,0.00030
0.5075,-0.16508,0.22791,-0.16508,0.22791,-0.16510,0.24183,-0.62561,1.49741,-0.51004,1.32813,-0.51004,1.32813,0.00000,0.00000,0,0.00028
0.6099,-0.17330,0.16850,-0.17330,0.16850,-0.17000,0.19051,-0.62228,1.49316,-0.50328,1.35980,-0.50328,1.35980,0.00000,0.00000,0,0.00032
0.7106,-0.16299,0.15878,-0.16299,0.15878,-0.16408,0.16683,-0.61896,1.48966,-0.50410,1.37288,-0.50410,1.37288,0.00000,0.00000,0,0.00027
0.8109,-0.15584,0.15296,-0.15584,0.15296,-0.15838,0.15690,-0.61575,1.48645,-0.50488,1.37662,-0.50488,1.37662,0.00000,0.00000,0,0.00026
0.9130,-0.12619,0.11803,-0.12619,0.11803,-0.14011,0.13587,-0.61276,1.48351,-0.51469,1.38840,-0.51469,1.38840,0.00000,0.00000,0,0.00032
1.0142,-0.08410,0.08383,-0.08410,0.08383,-0.10199,0.09837,-0.61040,1.48126,-0.53901,1.41240,-0.53901,1.41240,0.00000,0.00000,0,0.00035
1.1154,-0.06410,0.07142,-0.06410,0.07142,-0.07317,0.07733,-0.60875,1.47958,-0.55753,1.42545,-0.55753,1.42545,0.00000,0.00000,0,0.00029
1.2160,-0.05807,0.06312,-0.05807,0.06312,-0.06208,0.06752,-0.60743,1.47816,-0.56398,1.43090,-0.56398,1.43090,0.00000,0.00000,0,0.00025
1.3199,-0.05489,0.05737,-0.05489,0.05737,-0.05738,0.06037,-0.60625,1.47690,-0.56608,1.43463,-0.56608,1.43463,0.00000,0.00000,0,0.00226
1.4210,-0.05491,0.05628,-0.05491,0.05628,-0.05523,0.05764,-0.60513,1.47573,-0.56647,1.43537,-0.56647,1.43537,0.00000,0.00000,0,0.00031
1.5218,-0.05206,0.05189,-0.05206,0.05189,-0.05365,0.05396,-0.60404,1.47461,-0.56649,1.43684,-0.56649,1.43684,0.00000,0.00000,0,0.00028
1.6231,-0.04966,0.04799,-0.04966,0.04799,-0.05006,0.04988,-0.60302,1.47378,-0.56798,1.43887,-0.56798,1.43887,0.00000,0.00000,32,0.00032
1.7247,-0.04543,0.04612,-0.04543,0.04612,-0.04799,0.04697,-0.60282,1.47378,-0.56923,1.44091,-0.56923,1.44091,0.00000,0.00000,48,0.00034
1.8293,-0.04456,0.04318,-0.04456,0.04318,-0.04539,0.04481,-0.60282,1.47378,-0.57105,1.44242,-0.57105,1.44242,0.00000,0.00000,48,0.00035
