t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
0.0000,-0.08897,-0.14417,-0.08897,-0.14417,-0.09149,-0.14124,-0.41890,1.61588,-0.35486,1.71475,-0.35486,1.71475,0.00000,0.00000,0,0.00171
0.0992,-0.08244,-0.14833,-0.08244,-0.14833,-0.08612,-0.14631,-0.41713,1.61877,-0.35684,1.72119,-0.35684,1.72119,0.00000,0.00000,0,0.00027
0.2019,-0.07937,-0.14780,-0.07937,-0.14780,-0.08078,-0.14756,-0.41547,1.62171,-0.35893,1.72500,-0.35893,1.72500,0.00000,0.00000,0,0.00029
0.3029,-0.07682,-0.14656,-0.07682,-0.14656,-0.07820,-0.14680,-0.41390,1.62465,-0.35916,1.72741,-0.35916,1.72741,0.00000,0.00000,0,0.00027
0.4066,-0.08087,-0.14460,-0.08087,-0.14460,-0.07944,-0.14602,-0.41232,1.62758,-0.35672,1.72980,-0.35672,1.72980,0.00000,0.00000,0,0.00025
0.5070,-0.07973,-0.14339,-0.07973,-0.14339,-0.07927,-0.14438,-0.41074,1.63049,-0.35525,1.73156,-0.35525,1.73156,0.00000,0.00000,0,0.00031
0.6107,-0.03089,-0.10869,-0.03089,-0.10869,-0.06155,-0.13001,-0.40925,1.63328,-0.36616,1.72429,-0.36616,1.72429,0.00000,0.00000,0,0.00028
0.7134,0.00881,-0.10690,0.00881,-0.10690,-0.00177,-0.11360,-0.40925,1.63572,-0.40801,1.71524,-0.40801,1.71524,0.00000,0.00000,16,0.00028
0.8155,0.01467,-0.10775,0.01467,-0.10775,0.01355,-0.10845,-0.40925,1.63792,-0.41873,1.71383,-0.41873,1.71383,0.00000,0.00000,16,0.00029
0.9164,0.02170,-0.10667,0.02170,-0.10667,0.01894,-0.10620,-0.40925,1.64006,-0.42251,1.71440,-0.42251,1.71440,0.00000,0.00000,16,0.00027
1.0185,0.02550,-0.10095,0.02550,-0.10095,0.02368,-0.10296,-0.40925,1.64214,-0.42582,1.71420,-0.42582,1.71420,0.00000,0.00000,16,0.00029
1.1215,0.03370,-0.09639,0.03370,-0.09639,0.03077,-0.09819,-0.40925,1.64414,-0.43078,1.71288,-0.43078,1.71288,0.00000,0.00000,16,0.00031
1.2238,0.09156,-0.04311,0.09156,-0.04311,0.06844,-0.07079,-0.40975,1.64589,-0.45766,1.69545,-0.45766,1.69545,0.00000,0.00000,0,0.00030
1.3255,0.10364,-0.05006,0.10364,-0.05006,0.09456,-0.05701,-0.41146,1.64712,-0.47765,1.68703,-0.47765,1.68703,0.00000,0.00000,0,0.00029
1.4264,0.09947,-0.05246,0.09947,-0.05246,0.09814,-0.05346,-0.41337,1.64823,-0.48207,1.68565,-0.48207,1.68565,0.00000,0.00000,0,0.00031
1.5283,0.09838,-0.05508,0.09838,-0.05508,0.09776,-0.05317,-0.41533,1.64928,-0.48376,1.68650,-0.48376,1.68650,0.00000,0.00000,0,0.00070
1.6294,0.10075,-0.04970,0.10075,-0.04970,0.10006,-0.04991,-0.41731,1.65010,-0.48735,1.68504,-0.48735,1.68504,0.00000,0.00000,32,0.00031
1.7309,0.10335,-0.04580,0.10335,-0.04580,0.10235,-0.04756,-0.41933,1.65010,-0.49098,1.68339,-0.49098,1.68339,0.00000,0.00000,32,0.00026
1.8323,0.10523,-0.04999,0.10523,-0.04999,0.10474,-0.04872,-0.42141,1.65010,-0.49473,1.68420,-0.49473,1.68420,0.00000,0.00000,32,0.00027
1.9357,0.10159,-0.05225,0.10159,-0.05225,0.10266,-0.05084,-0.42348,1.65050,-0.49534,1.68609,-0.49534,1.68609,0.00000,0.00000,0,0.00032
2.0366,0.09760,-0.05089,0.09760,-0.05089,0.09941,-0.05091,-0.42550,1.65152,-0.49509,1.68716,-0.49509,1.68716,0.00000,0.00000,0,0.00034
2.1375,0.09979,-0.05196,0.09979,-0.05196,0.09943,-0.05193,-0.42748,1.65256,-0.49708,1.68891,-0.49708,1.68891,0.00000,0.00000,0,0.00034
2.2388,0.09932,-0.05203,0.09932,-0.05203,0.09917,-0.05199,-0.42947,1.65360,-0.49888,1.69000,-0.49888,1.69000,0.00000,0.00000,0,0.00028
