t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
1.7273,0.04574,-0.01536,0.04574,-0.01536,0.04524,-0.01535,-0.50468,1.58158,-0.53636,1.59233,-0.53636,1.59233,0.00000,0.00000,48,0.00029
1.8278,0.04498,-0.01725,0.04498,-0.01725,0.04475,-0.01632,-0.50468,1.58158,-0.53601,1.59301,-0.53601,1.59301,0.00000,0.00000,48,0.00027
1.9289,0.04821,-0.01701,0.04821,-0.01701,0.04698,-0.01698,-0.50468,1.58158,-0.53757,1.59347,-0.53757,1.59347,0.00000,0.00000,48,0.00035
2.0323,0.04968,-0.01616,0.04968,-0.01616,0.04930,-0.01646,-0.50468,1.58158,-0.53919,1.59310,-0.53919,1.59310,0.00000,0.00000,48,0.00071
2.1345,0.05197,-0.01805,0.05197,-0.01805,0.05049,-0.01766,-0.50489,1.58158,-0.54023,1.59395,-0.54023,1.59395,0.00000,0.00000,32,0.00031
2.2353,0.05151,-0.01514,0.05151,-0.01514,0.05112,-0.01698,-0.50591,1.58158,-0.54169,1.59347,-0.54169,1.59347,0.00000,0.00000,32,0.00029
2.3358,0.04946,-0.01488,0.04946,-0.01488,0.05068,-0.01482,-0.50693,1.58158,-0.54240,1.59196,-0.54240,1.59196,0.00000,0.00000,32,0.00046
2.4378,0.04959,-0.01647,0.04959,-0.01647,0.04956,-0.01649,-0.50754,1.58158,-0.54223,1.59312,-0.54223,1.59312,0.00000,0.00000,48,0.00036
2.5400,0.04756,-0.01560,0.04756,-0.01560,0.04860,-0.01669,-0.50754,1.58158,-0.54156,1.59326,-0.54156,1.59326,0.00000,0.00000,48,0.00129
2.6395,0.04665,-0.01222,0.04665,-0.01222,0.04667,-0.01358,-0.50754,1.58158,-0.54020,1.59109,-0.54020,1.59109,0.00000,0.00000,48,0.00040
2.7410,0.04797,-0.00996,0.04797,-0.00996,0.04639,-0.01157,-0.50754,1.58158,-0.54001,1.58968,-0.54001,1.58968,0.00000,0.00000,48,0.00027
2.8457,0.04738,-0.00369,0.04738,-0.00369,0.04816,-0.00629,-0.50754,1.58158,-0.54125,1.58598,-0.54125,1.58598,0.00000,0.00000,48,0.00172
2.9458,0.05392,0.01422,0.05392,0.01422,0.05228,0.00630,-0.50815,1.58158,-0.54475,1.57717,-0.54475,1.57717,0.00000,0.00000,32,0.00033
3.0464,0.05552,0.03545,0.05552,0.03545,0.05447,0.02622,-0.50923,1.58158,-0.54736,1.56323,-0.54736,1.56323,0.00000,0.00000,32,0.00039
3.1479,0.05635,0.05058,0.05635,0.05058,0.05637,0.04296,-0.51034,1.58158,-0.54980,1.55151,-0.54980,1.55151,0.00000,0.00000,32,0.00033
3.2499,0.06052,0.05623,0.06052,0.05623,0.05844,0.05278,-0.51149,1.58117,-0.55240,1.54422,-0.55240,1.54422,0.00000,0.00000,0,0.00189
3.3489,0.06050,0.05695,0.06050,0.05695,0.06022,0.05501,-0.51268,1.58008,-0.55483,1.54158,-0.55483,1.54158,0.00000,0.00000,0,0.00030
3.4497,0.05926,0.05846,0.05926,0.05846,0.06037,0.05794,-0.51390,1.57894,-0.55616,1.53838,-0.55616,1.53838,0.00000,0.00000,0,0.00032
3.5521,0.05947,0.05792,0.05947,0.05792,0.05922,0.05808,-0.51508,1.57778,-0.55654,1.53712,-0.55654,1.53712,0.00000,0.00000,0,0.00031
3.6533,0.05796,0.05662,0.05796,0.05662,0.05878,0.05712,-0.51626,1.57663,-0.55741,1.53664,-0.55741,1.53664,0.00000,0.00000,0,0.00027
3.7549,0.05992,0.05696,0.05992,0.05696,0.05910,0.05680,-0.51744,1.57550,-0.55881,1.53573,-0.55881,1.53573,0.00000,0.00000,0,0.00030
3.8557,0.05779,0.05554,0.05779,0.05554,0.05856,0.05602,-0.51861,1.57436,-0.55960,1.53515,-0.55960,1.53515,0.00000,0.00000,0,0.00027
3.9580,0.05662,0.05869,0.05662,0.05869,0.05760,0.05709,-0.51978,1.57324,-0.56010,1.53328,-0.56010,1.53328,0.00000,0.00000,0,0.00028
4.0590,0.05912,0.06021,0.05912,0.06021,0.05782,0.05947,-0.52093,1.57207,-0.56141,1.53044,-0.56141,1.53044,0.00000,0.00000,0,0.00024
4.1608,0.06178,0.06480,0.06178,0.06480,0.06087,0.06265,-0.52212,1.57085,-0.56473,1.52699,-0.56473,1.52699,0.00000,0.00000,0,0.00033
4.2616,0.06635,0.06399,0.06635,0.06399,0.06353,0.06407,-0.52337,1.56957,-0.56784,1.52472,-0.56784,1.52472,0.00000,0.00000,0,0.00031
4.3667,0.06330,0.06402,0.06330,0.06402,0.06471,0.06419,-0.52466,1.56828,-0.56996,1.52335,-0.56996,1.52335,0.00000,0.00000,0,0.00252
4.4682,0.06485,0.06348,0.06485,0.06348,0.06462,0.06349,-0.52596,1.56701,-0.57119,1.52257,-0.57119,1.52257,0.00000,0.00000,0,0.00101
4.5681,0.06231,0.06060,0.06231,0.06060,0.06358,0.06190,-0.52723,1.56576,-0.57174,1.52243,-0.57174,1.52243,0.00000,0.00000,0,0.00025
4.6705,0.06304,0.06250,0.06304,0.06250,0.06351,0.06204,-0.52851,1.56452,-0.57296,1.52110,-0.57296,1.52110,0.00000,0.00000,0,0.00080
4.7731,0.06114,0.06445,0.06114,0.06445,0.06186,0.06397,-0.52976,1.56326,-0.57306,1.51849,-0.57306,1.51849,0.00000,0.00000,0,0.00070
4.8768,0.05717,0.06524,0.05717,0.06524,0.05917,0.06530,-0.53097,1.56196,-0.57238,1.51625,-0.57238,1.51625,0.00000,0.00000,0,0.00111
4.9826,0.05313,0.06375,0.05313,0.06375,0.05576,0.06512,-0.53212,1.56065,-0.57115,1.51507,-0.57115,1.51507,0.00000,0.00000,0,0.00027
5.0844,0.05008,0.06531,0.05008,0.06531,0.05231,0.06539,-0.53319,1.55935,-0.56981,1.51357,-0.56981,1.51357,0.00000,0.00000,0,0.00031
5.1854,0.05005,0.06467,0.05005,0.06467,0.05065,0.06559,-0.53422,1.55803,-0.56968,1.51212,-0.56968,1.51212,0.00000,0.00000,0,0.00030
5.2866,0.04867,0.06491,0.04867,0.06491,0.04912,0.06443,-0.53442,1.55674,-0.56881,1.51164,-0.56881,1.51164,0.00000,0.00000,16,0.00026
5.3886,0.05557,0.06915,0.05557,0.06915,0.05252,0.06707,-0.53525,1.55542,-0.57201,1.50847,-0.57201,1.50847,0.00000,0.00000,0,0.00032
5.4912,0.05078,0.06988,0.05078,0.06988,0.05206,0.06924,-0.53630,1.55404,-0.57274,1.50558,-0.57274,1.50558,0.00000,0.00000,0,0.00167
5.5902,0.05296,0.06902,0.05296,0.06902,0.05323,0.06962,-0.53736,1.55265,-0.57462,1.50392,-0.57462,1.50392,0.00000,0.00000,0,0.00030
5.6908,0.05747,0.07148,0.05747,0.07148,0.05481,0.07069,-0.53843,1.55125,-0.57680,1.50177,-0.57680,1.50177,0.00000,0.00000,0,0.00025
5.7950,0.05605,0.06985,0.05605,0.06985,0.05650,0.07133,-0.53955,1.54982,-0.57910,1.49989,-0.57910,1.49989,0.00000,0.00000,0,0.00239
5.8938,0.05822,0.06543,0.05822,0.06543,0.05781,0.06724,-0.54070,1.54844,-0.58117,1.50137,-0.58117,1.50137,0.00000,0.00000,0,0.00043
5.9959,0.05809,0.06786,0.05809,0.06786,0.05800,0.06697,-0.54186,1.54711,-0.58246,1.50023,-0.58246,1.50023,0.00000,0.00000,0,0.00103
6.0966,0.05643,0.06663,0.05643,0.06663,0.05715,0.06680,-0.54302,1.54577,-0.58302,1.49901,-0.58302,1.49901,0.00000,0.00000,0,0.00044
6.1977,0.05403,0.06547,0.05403,0.06547,0.05478,0.06549,-0.54414,1.54445,-0.58248,1.49860,-0.58248,1.49860,0.00000,0.00000,0,0.00031
6.2989,0.05195,0.06736,0.05195,0.06736,0.05219,0.06709,-0.54519,1.54311,-0.58173,1.49615,-0.58173,1.49615,0.00000,0.00000,0,0.00034
6.4010,0.05198,0.06489,0.05198,0.06489,0.05229,0.06585,-0.54625,1.54179,-0.58285,1.49569,-0.58285,1.49569,0.00000,0.00000,0,0.00098
6.5010,0.05302,0.06466,0.05302,0.06466,0.05231,0.06500,-0.54729,1.54048,-0.58390,1.49498,-0.58390,1.49498,0.00000,0.00000,0,0.00035
6.6036,0.05315,0.06493,0.05315,0.06493,0.05306,0.06465,-0.54834,1.53919,-0.58548,1.49393,-0.58548,1.49393,0.00000,0.00000,0,0.00028
6.7058,0.05626,0.06380,0.05626,0.06380,0.05454,0.06369,-0.54942,1.53791,-0.58759,1.49332,-0.58759,1.49332,0.00000,0.00000,0,0.00030
6.8069,0.05573,0.06433,0.05573,0.06433,0.05555,0.06399,-0.55052,1.53663,-0.58941,1.49184,-0.58941,1.49184,0.00000,0.00000,0,0.00027
6.9098,0.05286,0.06449,0.05286,0.06449,0.05388,0.06350,-0.55162,1.53536,-0.58934,1.49091,-0.58934,1.49091,0.00000,0.00000,0,0.00030
7.0107,0.05261,0.06830,0.05261,0.06830,0.05264,0.06646,-0.55267,1.53406,-0.58952,1.48754,-0.58952,1.48754,0.00000,0.00000,0,0.00027
7.1124,0.05326,0.06781,0.05326,0.06781,0.05287,0.06722,-0.55373,1.53272,-0.59073,1.48567,-0.59073,1.48567,0.00000,0.00000,0,0.00026
7.2144,0.04824,0.06485,0.04824,0.06485,0.04958,0.06569,-0.55454,1.53139,-0.58925,1.48541,-0.58925,1.48541,0.00000,0.00000,16,0.00033
7.3171,0.04988,0.06402,0.04988,0.06402,0.04887,0.06479,-0.55454,1.53009,-0.58875,1.48473,-0.58875,1.48473,0.00000,0.00000,16,0.00073
7.4203,0.05262,0.06367,0.05262,0.06367,0.05064,0.06468,-0.55474,1.52879,-0.59018,1.48351,-0.59018,1.48351,0.00000,0.00000,0,0.00030
7.5214,0.05345,0.06688,0.05345,0.06688,0.05350,0.06612,-0.55579,1.52748,-0.59324,1.48120,-0.59324,1.48120,0.00000,0.00000,0,0.00033
7.6224,0.05306,0.06835,0.05306,0.06835,0.05278,0.06726,-0.55686,1.52615,-0.59380,1.47907,-0.59380,1.47907,0.00000,0.00000,0,0.00032
7.7250,0.04989,0.06787,0.04989,0.06787,0.05036,0.06799,-0.55787,1.52479,-0.59313,1.47720,-0.59313,1.47720,0.00000,0.00000,0,0.00034
7.8274,0.04931,0.06947,0.04931,0.06947,0.04886,0.06914,-0.55808,1.52342,-0.59228,1.47502,-0.59228,1.47502,0.00000,0.00000,16,0.00031
7.9286,0.05152,0.06940,0.05152,0.06940,0.05023,0.06932,-0.55828,1.52203,-0.59344,1.47351,-0.59344,1.47351,0.00000,0.00000,0,0.00027
8.0292,0.05236,0.06914,0.05236,0.06914,0.05248,0.06906,-0.55931,1.52065,-0.59605,1.47231,-0.59605,1.47231,0.00000,0.00000,0,0.00031
8.1307,0.04854,0.06783,0.04854,0.06783,0.05035,0.06823,-0.56035,1.51928,-0.59559,1.47152,-0.59559,1.47152,0.00000,0.00000,0,0.00027
8.2322,0.04733,0.06917,0.04733,0.06917,0.04870,0.06893,-0.56055,1.51791,-0.59464,1.46966,-0.59464,1.46966,0.00000,0.00000,16,0.00032
8.3345,0.04746,0.06804,0.04746,0.06804,0.04723,0.06828,-0.56055,1.51654,-0.59361,1.46874,-0.59361,1.46874,0.00000,0.00000,16,0.00036
8.4367,0.04539,0.06817,0.04539,0.06817,0.04643,0.06782,-0.56055,1.51518,-0.59305,1.46771,-0.59305,1.46771,0.00000,0.00000,16,0.00028
8.5374,0.04835,0.06962,0.04835,0.06962,0.04708,0.06901,-0.56055,1.51382,-0.59350,1.46551,-0.59350,1.46551,0.00000,0.00000,16,0.00025
8.6385,0.04709,0.07165,0.04709,0.07165,0.04786,0.07031,-0.56055,1.51243,-0.59405,1.46321,-0.59405,1.46321,0.00000,0.00000,16,0.00028
8.7399,0.04851,0.07383,0.04851,0.07383,0.04815,0.07294,-0.56055,1.51099,-0.59425,1.45993,-0.59425,1.45993,0.00000,0.00000,16,0.00035
8.8409,0.04788,0.07497,0.04788,0.07497,0.04764,0.07473,-0.56055,1.50951,-0.59389,1.45719,-0.59389,1.45719,0.00000,0.00000,16,0.00031
8.9438,0.04785,0.07517,0.04785,0.07517,0.04780,0.07497,-0.56055,1.50801,-0.59401,1.45553,-0.59401,1.45553,0.00000,0.00000,16,0.00036
9.0459,0.04459,0.07661,0.04459,0.07661,0.04524,0.07643,-0.56055,1.50649,-0.59221,1.45299,-0.59221,1.45299,0.00000,0.00000,16,0.00034
9.1477,0.04042,0.07440,0.04042,0.07440,0.04257,0.07565,-0.56055,1.50496,-0.59034,1.45201,-0.59034,1.45201,0.00000,0.00000,16,0.00029
9.2485,0.03974,0.07350,0.03974,0.07350,0.04023,0.07361,-0.56055,1.50348,-0.58871,1.45195,-0.58871,1.45195,0.00000,0.00000,16,0.00029
9.3506,0.03339,0.07075,0.03339,0.07075,0.03616,0.07165,-0.56055,1.50203,-0.58586,1.45188,-0.58586,1.45188,0.00000,0.00000,16,0.00031
9.4542,0.03490,0.07335,0.03490,0.07335,0.03478,0.07246,-0.56055,1.50060,-0.58489,1.44987,-0.58489,1.44987,0.00000,0.00000,16,0.00176
9.5546,0.03344,0.07539,0.03344,0.07539,0.03423,0.07459,-0.56055,1.49912,-0.58451,1.44691,-0.58451,1.44691,0.00000,0.00000,16,0.00030
9.6556,0.03284,0.07753,0.03284,0.07753,0.03374,0.07663,-0.56055,1.49760,-0.58416,1.44396,-0.58416,1.44396,0.00000,0.00000,16,0.00031
9.7585,0.03439,0.07779,0.03439,0.07779,0.03359,0.07738,-0.56055,1.49606,-0.58406,1.44189,-0.58406,1.44189,0.00000,0.00000,16,0.00027
9.8594,0.02831,0.07608,0.02831,0.07608,0.03056,0.07630,-0.56055,1.49452,-0.58194,1.44111,-0.58194,1.44111,0.00000,0.00000,16,0.00030
9.9601,0.02729,0.07301,0.02729,0.07301,0.02778,0.07443,-0.56055,1.49301,-0.57999,1.44091,-0.57999,1.44091,0.00000,0.00000,16,0.00028
10.0609,0.02400,0.07367,0.02400,0.07367,0.02449,0.07364,-0.56055,1.49154,-0.57769,1.43999,-0.57769,1.43999,0.00000,0.00000,16,0.00026
10.1644,0.02193,0.07326,0.02193,0.07326,0.02262,0.07360,-0.56055,1.49007,-0.57638,1.43855,-0.57638,1.43855,0.00000,0.00000,16,0.00031
10.2667,0.02253,0.07515,0.02253,0.07515,0.02183,0.07477,-0.56055,1.48858,-0.57583,1.43625,-0.57583,1.43625,0.00000,0.00000,16,0.00030
10.3691,0.02646,0.07689,0.02646,0.07689,0.02511,0.07675,-0.56055,1.48706,-0.57813,1.43334,-0.57813,1.43334,0.00000,0.00000,16,0.00129
10.4724,0.02585,0.07548,0.02585,0.07548,0.02564,0.07541,-0.56055,1.48554,-0.57850,1.43275,-0.57850,1.43275,0.00000,0.00000,16,0.00022
10.5742,0.02342,0.07283,0.02342,0.07283,0.02499,0.07385,-0.56055,1.48405,-0.57804,1.43235,-0.57804,1.43235,0.00000,0.00000,16,0.00027
10.6761,0.01919,0.07445,0.01919,0.07445,0.02140,0.07373,-0.56055,1.48258,-0.57552,1.43097,-0.57552,1.43097,0.00000,0.00000,16,0.00027
10.7782,0.01445,0.07370,0.01445,0.07370,0.01668,0.07372,-0.56055,1.48111,-0.57222,1.42950,-0.57222,1.42950,0.00000,0.00000,16,0.00029
10.8802,0.00899,0.07331,0.00899,0.07331,0.01113,0.07284,-0.56055,1.47965,-0.56834,1.42866,-0.56834,1.42866,0.00000,0.00000,16,0.00038
10.9816,0.00446,0.07125,0.00446,0.07125,0.00580,0.07144,-0.56055,1.47820,-0.56460,1.42820,-0.56460,1.42820,0.00000,0.00000,16,0.00029
11.0846,0.00080,0.06133,0.00080,0.06133,0.00295,0.06627,-0.56055,1.47682,-0.56261,1.43043,-0.56261,1.43043,0.00000,0.00000,16,0.00045
11.1856,-0.00783,0.04937,-0.00783,0.04937,-0.00399,0.05438,-0.56055,1.47564,-0.55776,1.43757,-0.55776,1.43757,0.00000,0.00000,16,0.00034
11.2884,-0.01089,0.04117,-0.01089,0.04117,-0.00843,0.04533,-0.56055,1.47523,-0.55465,1.44349,-0.55465,1.44349,0.00000,0.00000,48,0.00028
11.3894,-0.01044,0.03835,-0.01044,0.03835,-0.01120,0.04028,-0.56055,1.47523,-0.55271,1.44703,-0.55271,1.44703,0.00000,0.00000,48,0.00025
11.4901,-0.02685,-0.00565,-0.02685,-0.00565,-0.02035,0.00963,-0.56055,1.47523,-0.54630,1.46848,-0.54630,1.46848,0.00000,0.00000,48,0.00026
11.5915,-0.02380,-0.00869,-0.02380,-0.00869,-0.02140,-0.00373,-0.56055,1.47523,-0.54556,1.47783,-0.54556,1.47783,0.00000,0.00000,48,0.00032
11.6922,-0.02466,-0.01503,-0.02466,-0.01503,-0.02290,-0.01088,-0.56055,1.47523,-0.54452,1.48284,-0.54452,1.48284,0.00000,0.00000,48,0.00030
11.7947,-0.02339,-0.01711,-0.02339,-0.01711,-0.02285,-0.01557,-0.56055,1.47523,-0.54455,1.48613,-0.54455,1.48613,0.00000,0.00000,48,0.00062
11.8986,-0.03039,-0.02086,-0.03039,-0.02086,-0.02781,-0.01938,-0.56055,1.47523,-0.54108,1.48879,-0.54108,1.48879,0.00000,0.00000,48,0.00029
11.9995,-0.03546,-0.02388,-0.03546,-0.02388,-0.03263,-0.02204,-0.56055,1.47523,-0.53770,1.49065,-0.53770,1.49065,0.00000,0.00000,48,0.00029
12.1011,-0.03979,-0.02639,-0.03979,-0.02639,-0.03767,-0.02565,-0.56055,1.47523,-0.53418,1.49318,-0.53418,1.49318,0.00000,0.00000,48,0.00034
12.2017,-0.04154,-0.02436,-0.04154,-0.02436,-0.04060,-0.02551,-0.56055,1.47523,-0.53213,1.49309,-0.53213,1.49309,0.00000,0.00000,48,0.00029
12.3036,-0.04261,-0.02455,-0.04261,-0.02455,-0.04250,-0.02467,-0.56055,1.47523,-0.53080,1.49249,-0.53080,1.49249,0.00000,0.00000,48,0.00025
12.4060,-0.04437,-0.02652,-0.04437,-0.02652,-0.04345,-0.02497,-0.56055,1.47523,-0.53013,1.49270,-0.53013,1.49270,0.00000,0.00000,48,0.00077
12.5087,-0.04333,-0.02886,-0.04333,-0.02886,-0.04353,-0.02783,-0.56055,1.47523,-0.53008,1.49471,-0.53008,1.49471,0.00000,0.00000,48,0.00106
12.6085,-0.04485,-0.03193,-0.04485,-0.03193,-0.04441,-0.03055,-0.56055,1.47523,-0.52946,1.49661,-0.52946,1.49661,0.00000,0.00000,48,0.00024
12.7104,-0.05021,-0.03639,-0.05021,-0.03639,-0.04739,-0.03390,-0.56055,1.47523,-0.52737,1.49895,-0.52737,1.49895,0.00000,0.00000,48,0.00033
12.8146,-0.05211,-0.03706,-0.05211,-0.03706,-0.05050,-0.03694,-0.56034,1.47523,-0.52500,1.50109,-0.52500,1.50109,0.00000,0.00000,32,0.00035
12.9170,-0.05328,-0.03659,-0.05328,-0.03659,-0.05308,-0.03740,-0.55929,1.47523,-0.52214,1.50140,-0.52214,1.50140,0.00000,0.00000,32,0.00024
13.0190,-0.05108,-0.03939,-0.05108,-0.03939,-0.05192,-0.03749,-0.55825,1.47523,-0.52190,1.50147,-0.52190,1.50147,0.00000,0.00000,32,0.00027
13.1230,-0.05495,-0.04224,-0.05495,-0.04224,-0.05380,-0.04127,-0.55719,1.47523,-0.51953,1.50412,-0.51953,1.50412,0.00000,0.00000,32,0.00113
13.2225,-0.05746,-0.04520,-0.05746,-0.04520,-0.05620,-0.04299,-0.55609,1.47523,-0.51675,1.50532,-0.51675,1.50532,0.00000,0.00000,32,0.00026
13.3230,-0.06158,-0.04752,-0.06158,-0.04752,-0.06045,-0.04691,-0.55491,1.47523,-0.51260,1.50806,-0.51260,1.50806,0.00000,0.00000,32,0.00032
13.4266,-0.06706,-0.05111,-0.06706,-0.05111,-0.06496,-0.04990,-0.55365,1.47523,-0.50818,1.51016,-0.50818,1.51016,0.00000,0.00000,32,0.00188
13.5270,-0.06840,-0.05127,-0.06840,-0.05127,-0.06791,-0.05105,-0.55232,1.47624,-0.50478,1.51197,-0.50478,1.51197,0.00000,0.00000,0,0.00027
13.6299,-0.07145,-0.05325,-0.07145,-0.05325,-0.07024,-0.05204,-0.55093,1.47727,-0.50177,1.51370,-0.50177,1.51370,0.00000,0.00000,0,0.00035
13.7309,-0.07144,-0.05816,-0.07144,-0.05816,-0.07117,-0.05611,-0.54952,1.47836,-0.49970,1.51763,-0.49970,1.51763,0.00000,0.00000,0,0.00025
13.8326,-0.07435,-0.05773,-0.07435,-0.05773,-0.07379,-0.05731,-0.54806,1.47950,-0.49641,1.51961,-0.49641,1.51961,0.00000,0.00000,0,0.00027
13.9346,-0.07481,-0.06121,-0.07481,-0.06121,-0.07468,-0.06012,-0.54657,1.48067,-0.49429,1.52276,-0.49429,1.52276,0.00000,0.00000,0,0.00030
14.0376,-0.06916,-0.06199,-0.06916,-0.06199,-0.07171,-0.06136,-0.54510,1.48189,-0.49490,1.52484,-0.49490,1.52484,0.00000,0.00000,0,0.00028
14.1382,-0.07217,-0.06253,-0.07217,-0.06253,-0.07097,-0.06179,-0.54368,1.48312,-0.49400,1.52638,-0.49400,1.52638,0.00000,0.00000,0,0.00024
14.2390,-0.07103,-0.06304,-0.07103,-0.06304,-0.07120,-0.06234,-0.54226,1.48436,-0.49241,1.52800,-0.49241,1.52800,0.00000,0.00000,0,0.00026
14.3405,-0.07718,-0.06615,-0.07718,-0.06615,-0.07545,-0.06514,-0.54078,1.48564,-0.48797,1.53124,-0.48797,1.53124,0.00000,0.00000,0,0.00027
14.4446,-0.08169,-0.06890,-0.08169,-0.06890,-0.07940,-0.06745,-0.53923,1.48697,-0.48365,1.53418,-0.48365,1.53418,0.00000,0.00000,0,0.00099
14.5452,-0.08585,-0.07069,-0.08585,-0.07069,-0.08452,-0.06982,-0.53758,1.48835,-0.47841,1.53722,-0.47841,1.53722,0.00000,0.00000,0,0.00039
14.6465,-0.08581,-0.07245,-0.08581,-0.07245,-0.08512,-0.07129,-0.53588,1.48976,-0.47630,1.53966,-0.47630,1.53966,0.00000,0.00000,0,0.00034
14.7472,-0.08984,-0.06847,-0.08984,-0.06847,-0.08792,-0.06955,-0.53415,1.49117,-0.47261,1.53985,-0.47261,1.53985,0.00000,0.00000,0,0.00037
14.8480,-0.08621,-0.06321,-0.08621,-0.06321,-0.08760,-0.06596,-0.53238,1.49252,-0.47106,1.53869,-0.47106,1.53869,0.00000,0.00000,0,0.00028
14.9491,-0.08522,-0.04948,-0.08522,-0.04948,-0.08575,-0.05578,-0.53065,1.49373,-0.47063,1.53278,-0.47063,1.53278,0.00000,0.00000,0,0.00030
15.0511,-0.08376,-0.04169,-0.08376,-0.04169,-0.08474,-0.04538,-0.52896,1.49415,-0.46964,1.52592,-0.46964,1.52592,0.00000,0.00000,32,0.00031
15.1544,-0.08117,-0.03925,-0.08117,-0.03925,-0.08181,-0.04085,-0.52729,1.49415,-0.47003,1.52274,-0.47003,1.52274,0.00000,0.00000,32,0.00030
15.2569,-0.07907,-0.03727,-0.07907,-0.03727,-0.08001,-0.03820,-0.52568,1.49415,-0.46967,1.52089,-0.46967,1.52089,0.00000,0.00000,32,0.00027
15.3580,-0.07596,-0.03975,-0.07596,-0.03975,-0.07692,-0.03876,-0.52412,1.49415,-0.47027,1.52128,-0.47027,1.52128,0.00000,0.00000,32,0.00025
15.4591,-0.07615,-0.04001,-0.07615,-0.04001,-0.07628,-0.03984,-0.52259,1.49415,-0.46919,1.52204,-0.46919,1.52204,0.00000,0.00000,32,0.00028
15.5604,-0.07548,-0.03895,-0.07548,-0.03895,-0.07542,-0.03875,-0.52108,1.49415,-0.46829,1.52127,-0.46829,1.52127,0.00000,0.00000,32,0.00026
15.6632,-0.07126,-0.03712,-0.07126,-0.03712,-0.07248,-0.03759,-0.51961,1.49415,-0.46887,1.52046,-0.46887,1.52046,0.00000,0.00000,32,0.00027
15.7645,-0.06697,-0.03725,-0.06697,-0.03725,-0.06858,-0.03708,-0.51820,1.49415,-0.47019,1.52010,-0.47019,1.52010,0.00000,0.00000,32,0.00028
15.8662,-0.06039,-0.03767,-0.06039,-0.03767,-0.06412,-0.03777,-0.51687,1.49415,-0.47199,1.52059,-0.47199,1.52059,0.00000,0.00000,32,0.00028
15.9681,-0.05728,-0.03825,-0.05728,-0.03825,-0.05885,-0.03806,-0.51565,1.49415,-0.47446,1.52079,-0.47446,1.52079,0.00000,0.00000,32,0.00027
