phase,trial_idx,start_marker,target_marker,target_x_mm,target_y_mm,ball_start_x_mm,ball_start_y_mm,settled,settled_at_s,t_in_trial_s,x_mm,y_mm,vx_mm_s,vy_mm_s,speed_mm_s,err_mm,v_toward_target_mm_s,imu_pitch_deg,imu_roll_deg,cmd_pitch_deg,cmd_roll_deg,phase_code
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,1.6110006981762126e-06,-115.19514817061116,-31.888396043895447,-0.9810243705397834,10.906890386312167,10.95092081583196,,,0.021543633192777634,0.08862929791212082,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.018918145000498043,-115.21370575147111,-31.682075481070683,-3.2127580091564596,5.197536900271416,6.11033582179261,,,0.021543633192777634,0.08862929791212082,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.029264300000249932,-115.25957414696833,-31.660608456832247,3.0870250822031267,8.358228018747809,8.910089756648478,,,0.02352193556725979,0.07865683734416962,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.045708781000030285,-115.01224635237446,-31.358931726164748,8.349236650494277,11.399810499387854,14.13030191000569,,,0.02352193556725979,0.07865683734416962,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.06150776300000871,-114.98189739635303,-31.284248629836718,0.771628489662362,1.8988331849791393,2.049628744538054,,,0.02275337092578411,0.06323698908090591,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.0721149000000878,-114.98189739635303,-31.284248629836718,-0.36259722509839776,-1.3392519234438396,1.3874698058325745,,,0.02275337092578411,0.06323698908090591,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.0968058900007236,-115.01169054908209,-31.39428956323635,-1.2281159813924205,-3.7265993337041436,3.923749668074613,,,0.02275337092578411,0.06323698908090591,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.11416955599997891,-115.0332773756538,-31.450081575675682,-0.47481100238928775,-1.2271679333509837,1.3158216538098333,,,0.02275337092578411,0.06323698908090591,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.12489884000024176,-115.0332773756538,-31.450081575675682,0.0,2.2737367544323206e-13,2.2737367544323206e-13,,,0.02275337092578411,0.06323698908090591,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-115.19514817061116,-31.888396043895447,,,0.13531731000057334,-115.0332773756538,-31.450081575675682,-0.1139665662922198,-0.18010187378536102,0.2131315630624358,,,0.02275337092578411,0.06323698908090591,-3.0,0.0,
