phase,trial_idx,start_marker,target_marker,target_x_mm,target_y_mm,ball_start_x_mm,ball_start_y_mm,settled,settled_at_s,t_in_trial_s,x_mm,y_mm,vx_mm_s,vy_mm_s,speed_mm_s,err_mm,v_toward_target_mm_s,imu_pitch_deg,imu_roll_deg,cmd_pitch_deg,cmd_roll_deg,phase_code
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,1.9259996406617574e-06,-112.25260615227492,-41.44499874677482,8.08302107188936,2.7644167902825116,8.542671118508736,,,0.10888119786977768,0.008054335601627827,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.01757456399991497,-112.11056614903002,-41.39642065123731,3.760479424078767,-0.27346314009741945,3.7704094721809347,,,0.10955112427473068,0.004331971984356642,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.03170387099999061,-112.1065402422329,-41.43479691210562,1.9591180093993898,0.8769518342351148,2.1464360913666543,,,0.10955112427473068,0.004331971984356642,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.04194214400013152,-112.07406184581635,-41.39916255891895,1.583619528573763,1.7375013492262497,2.3509065804159945,,,0.10955112427473068,0.004331971984356642,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.05214810100005707,-112.07406184581635,-41.39916255891895,-9.094947017729282e-13,-2.2737367544323206e-13,9.374856803373542e-13,,,0.10955112427473068,0.004331971984356642,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.062422095000329136,-112.07406184581635,-41.39916255891895,-1.226119839308467,-1.6798909899116552,2.0797604665759426,,,0.10955112427473068,0.004331971984356642,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.08127717800016399,-112.13960823675237,-41.48896682439492,-2.168415167739113,-3.1181286475848538,3.797992970316084,,,0.11028453707695007,0.003099473426118493,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.09376744899964251,-112.15587069232834,-41.514304533035116,-14.512102750428312,-11.259601307784806,18.36789993029302,,,0.11028453707695007,0.003099473426118493,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.10498942400045053,-112.45191544903899,-41.73373079153118,-12.906928665759551,-9.510651414247832,16.03250753645043,,,0.10825453698635101,-0.0005361355724744499,-3.0,0.0,
open_loop_rep0,0,1,-1,,,-112.25260615227492,-41.44499874677482,,,0.11686908400042739,-112.43579936313958,-41.720419285881796,0.6271235842941678,0.5179892430023756,0.8133860374042194,,,0.10825453698635101,-0.0005361355724744499,-3.0,0.0,
