t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
0.0000,-0.00699,-0.02628,-0.00699,-0.02628,-0.00691,-0.02551,-0.30614,1.57451,-0.29922,1.60001,-0.29922,1.60001,0.00000,0.00000,16,0.00034
0.1057,-0.01057,-0.02759,-0.01057,-0.02759,-0.00848,-0.02683,-0.30614,1.57530,-0.29765,1.60213,-0.29765,1.60213,0.00000,0.00000,16,0.00179
0.2058,-0.00895,-0.02871,-0.00895,-0.02871,-0.00896,-0.02783,-0.30614,1.57611,-0.29717,1.60394,-0.29717,1.60394,0.00000,0.00000,16,0.00027
0.3064,-0.00559,-0.02722,-0.00559,-0.02722,-0.00747,-0.02814,-0.30614,1.57696,-0.29867,1.60510,-0.29867,1.60510,0.00000,0.00000,16,0.00027
0.4087,-0.00940,-0.02472,-0.00940,-0.02472,-0.00849,-0.02536,-0.30614,1.57775,-0.29765,1.60311,-0.29765,1.60311,0.00000,0.00000,16,0.00030
0.5115,-0.00903,-0.02644,-0.00903,-0.02644,-0.00911,-0.02601,-0.30614,1.57852,-0.29703,1.60453,-0.29703,1.60453,0.00000,0.00000,16,0.00212
0.6116,-0.01357,-0.02907,-0.01357,-0.02907,-0.01151,-0.02732,-0.30614,1.57931,-0.29462,1.60663,-0.29462,1.60663,0.00000,0.00000,16,0.00042
0.7125,-0.01300,-0.02715,-0.01300,-0.02715,-0.01372,-0.02722,-0.30614,1.58013,-0.29242,1.60736,-0.29242,1.60736,0.00000,0.00000,16,0.00032
0.8137,-0.01400,-0.02966,-0.01400,-0.02966,-0.01343,-0.02810,-0.30614,1.58095,-0.29271,1.60905,-0.29271,1.60905,0.00000,0.00000,16,0.00025
0.9145,-0.01060,-0.02815,-0.01060,-0.02815,-0.01155,-0.02877,-0.30614,1.58182,-0.29458,1.61058,-0.29458,1.61058,0.00000,0.00000,16,0.00029
1.0156,-0.01094,-0.03064,-0.01094,-0.03064,-0.01111,-0.02965,-0.30614,1.58269,-0.29502,1.61234,-0.29502,1.61234,0.00000,0.00000,16,0.00029
1.1170,-0.01228,-0.03225,-0.01228,-0.03225,-0.01111,-0.03081,-0.30614,1.58360,-0.29503,1.61441,-0.29503,1.61441,0.00000,0.00000,16,0.00032
1.2178,-0.01265,-0.03391,-0.01265,-0.03391,-0.01261,-0.03320,-0.30614,1.58457,-0.29353,1.61777,-0.29353,1.61777,0.00000,0.00000,16,0.00028
1.3184,-0.01207,-0.03676,-0.01207,-0.03676,-0.01305,-0.03646,-0.30614,1.58564,-0.29308,1.62210,-0.29308,1.62210,0.00000,0.00000,16,0.00034
1.4192,-0.01385,-0.03486,-0.01385,-0.03486,-0.01300,-0.03549,-0.30614,1.58672,-0.29314,1.62221,-0.29314,1.62221,0.00000,0.00000,16,0.00026
1.5228,-0.01486,-0.03673,-0.01486,-0.03673,-0.01531,-0.03653,-0.30614,1.58780,-0.29082,1.62434,-0.29082,1.62434,0.00000,0.00000,16,0.00038
1.6238,-0.01744,-0.03850,-0.01744,-0.03850,-0.01653,-0.03795,-0.30614,1.58893,-0.28961,1.62688,-0.28961,1.62688,0.00000,0.00000,16,0.00030
1.7250,-0.01886,-0.03965,-0.01886,-0.03965,-0.01818,-0.03867,-0.30614,1.59007,-0.28796,1.62874,-0.28796,1.62874,0.00000,0.00000,16,0.00037
1.8279,-0.01627,-0.05006,-0.01627,-0.05006,-0.01797,-0.04461,-0.30614,1.59131,-0.28816,1.63592,-0.28816,1.63592,0.00000,0.00000,16,0.00085
1.9280,-0.01400,-0.06109,-0.01400,-0.06109,-0.01482,-0.05644,-0.30614,1.59287,-0.29131,1.64931,-0.29131,1.64931,0.00000,0.00000,16,0.00028
2.0330,-0.01111,-0.09320,-0.01111,-0.09320,-0.01154,-0.07426,-0.30614,1.59480,-0.29460,1.66906,-0.29460,1.66906,0.00000,0.00000,16,0.00189
2.1319,-0.01061,-0.10523,-0.01061,-0.10523,-0.00908,-0.10250,-0.30614,1.59766,-0.29705,1.70016,-0.29705,1.70016,0.00000,0.00000,16,0.00025
2.2332,-0.01536,-0.11033,-0.01536,-0.11033,-0.01162,-0.10913,-0.30614,1.60088,-0.29451,1.71001,-0.29451,1.71001,0.00000,0.00000,16,0.00025
2.3359,-0.01245,-0.11073,-0.01245,-0.11073,-0.01331,-0.11148,-0.30614,1.60420,-0.29282,1.71568,-0.29282,1.71568,0.00000,0.00000,16,0.00086
2.4356,-0.01292,-0.11159,-0.01292,-0.11159,-0.01295,-0.11215,-0.30614,1.60756,-0.29319,1.71972,-0.29319,1.71972,0.00000,0.00000,16,0.00024
2.5367,-0.00764,-0.11294,-0.00764,-0.11294,-0.01014,-0.11238,-0.30614,1.61092,-0.29599,1.72330,-0.29599,1.72330,0.00000,0.00000,16,0.00024
2.6372,-0.00613,-0.11553,-0.00613,-0.11553,-0.00767,-0.11458,-0.30614,1.61434,-0.29847,1.72891,-0.29847,1.72891,0.00000,0.00000,16,0.00026
2.7393,-0.00600,-0.11315,-0.00600,-0.11315,-0.00564,-0.11401,-0.30614,1.61777,-0.30049,1.73178,-0.30049,1.73178,0.00000,0.00000,16,0.00027
2.8418,-0.00164,-0.11342,-0.00164,-0.11342,-0.00365,-0.11363,-0.30614,1.62118,-0.30248,1.73481,-0.30248,1.73481,0.00000,0.00000,16,0.00026
2.9423,-0.01145,-0.11350,-0.01145,-0.11350,-0.00820,-0.11305,-0.30614,1.62457,-0.29793,1.73762,-0.29793,1.73762,0.00000,0.00000,16,0.00027
3.0445,-0.00985,-0.11484,-0.00985,-0.11484,-0.01029,-0.11387,-0.30614,1.62797,-0.29584,1.74185,-0.29584,1.74185,0.00000,0.00000,16,0.00042
3.1471,-0.01392,-0.11493,-0.01392,-0.11493,-0.01315,-0.11423,-0.30614,1.63140,-0.29299,1.74563,-0.29299,1.74563,0.00000,0.00000,16,0.00036
3.2473,-0.01326,-0.11291,-0.01326,-0.11291,-0.01232,-0.11320,-0.30614,1.63480,-0.29381,1.74799,-0.29381,1.74799,0.00000,0.00000,16,0.00024
3.3494,-0.00402,-0.11210,-0.00402,-0.11210,-0.00644,-0.11228,-0.30614,1.63818,-0.29970,1.75045,-0.29970,1.75045,0.00000,0.00000,16,0.00025
3.4545,-0.00507,-0.11573,-0.00507,-0.11573,-0.00489,-0.11446,-0.30614,1.64158,-0.30125,1.75604,-0.30125,1.75604,0.00000,0.00000,16,0.00029
3.5565,-0.00406,-0.11665,-0.00406,-0.11665,-0.00443,-0.11587,-0.30614,1.64504,-0.30170,1.76090,-0.30170,1.76090,0.00000,0.00000,16,0.00029
3.6578,-0.00752,-0.11801,-0.00752,-0.11801,-0.00600,-0.11730,-0.30614,1.64854,-0.30013,1.76584,-0.30013,1.76584,0.00000,0.00000,16,0.00032
3.7592,-0.01171,-0.11720,-0.01171,-0.11720,-0.00893,-0.11747,-0.30614,1.65206,-0.29720,1.76954,-0.29720,1.76954,0.00000,0.00000,16,0.00026
3.8595,-0.00940,-0.11803,-0.00940,-0.11803,-0.01046,-0.11759,-0.30614,1.65559,-0.29567,1.77317,-0.29567,1.77317,0.00000,0.00000,16,0.00032
3.9631,-0.00477,-0.11793,-0.00477,-0.11793,-0.00753,-0.11761,-0.30614,1.65911,-0.29860,1.77673,-0.29860,1.77673,0.00000,0.00000,16,0.00026
4.0656,0.02348,-0.10421,0.02348,-0.10421,0.00600,-0.11298,-0.30614,1.66261,-0.31213,1.77559,-0.31213,1.77559,0.00000,0.00000,16,0.00031
4.1664,0.05415,-0.09530,0.05415,-0.09530,0.04695,-0.10138,-0.30708,1.66580,-0.35403,1.76717,-0.35403,1.76717,0.00000,0.00000,0,0.00026
4.2675,0.04811,-0.09167,0.04811,-0.09167,0.05135,-0.09661,-0.30859,1.66876,-0.35994,1.76537,-0.35994,1.76537,0.00000,0.00000,0,0.00024
4.3689,0.05312,-0.09036,0.05312,-0.09036,0.05247,-0.09159,-0.31015,1.67155,-0.36261,1.76313,-0.36261,1.76313,0.00000,0.00000,0,0.00030
4.4738,0.05611,-0.08141,0.05611,-0.08141,0.05510,-0.08479,-0.31178,1.67417,-0.36688,1.75896,-0.36688,1.75896,0.00000,0.00000,0,0.00190
4.5738,0.05987,-0.07901,0.05987,-0.07901,0.05863,-0.08054,-0.31349,1.67664,-0.37212,1.75717,-0.37212,1.75717,0.00000,0.00000,0,0.00034
4.6748,0.06086,-0.07404,0.06086,-0.07404,0.06034,-0.07739,-0.31529,1.67901,-0.37564,1.75640,-0.37564,1.75640,0.00000,0.00000,0,0.00042
4.7777,0.06016,-0.07382,0.06016,-0.07382,0.06080,-0.07426,-0.31712,1.68126,-0.37792,1.75552,-0.37792,1.75552,0.00000,0.00000,0,0.00036
4.8808,0.05626,-0.06896,0.05626,-0.06896,0.05793,-0.07181,-0.31889,1.68346,-0.37682,1.75527,-0.37682,1.75527,0.00000,0.00000,0,0.00090
4.9824,0.05544,-0.05941,0.05544,-0.05941,0.05510,-0.06290,-0.32057,1.68546,-0.37567,1.74836,-0.37567,1.74836,0.00000,0.00000,0,0.00048
5.0846,0.05194,-0.05580,0.05194,-0.05580,0.05224,-0.05777,-0.32216,1.68725,-0.37441,1.74501,-0.37441,1.74501,0.00000,0.00000,0,0.00039
5.1866,0.05204,-0.05611,0.05204,-0.05611,0.05219,-0.05656,-0.32374,1.68896,-0.37593,1.74552,-0.37593,1.74552,0.00000,0.00000,0,0.00029
5.2870,0.05192,-0.05658,0.05192,-0.05658,0.05244,-0.05732,-0.32531,1.69067,-0.37775,1.74798,-0.37775,1.74798,0.00000,0.00000,0,0.00025
5.3878,0.04648,-0.05636,0.04648,-0.05636,0.04941,-0.05667,-0.32684,1.69238,-0.37625,1.74904,-0.37625,1.74904,0.00000,0.00000,0,0.00039
5.4885,0.04878,-0.05628,0.04878,-0.05628,0.04862,-0.05615,-0.32830,1.69407,-0.37692,1.75022,-0.37692,1.75022,0.00000,0.00000,0,0.00042
5.5898,0.04476,-0.05537,0.04476,-0.05537,0.04609,-0.05562,-0.32971,1.69575,-0.37580,1.75136,-0.37580,1.75136,0.00000,0.00000,0,0.00035
5.6932,0.04644,-0.05910,0.04644,-0.05910,0.04698,-0.05708,-0.33112,1.69743,-0.37810,1.75451,-0.37810,1.75451,0.00000,0.00000,0,0.00075
5.7957,0.04882,-0.06013,0.04882,-0.06013,0.04769,-0.05945,-0.33254,1.69919,-0.38023,1.75864,-0.38023,1.75864,0.00000,0.00000,0,0.00121
5.8959,0.04279,-0.06127,0.04279,-0.06127,0.04449,-0.06101,-0.33391,1.70100,-0.37841,1.76201,-0.37841,1.76201,0.00000,0.00000,0,0.00025
5.9969,0.04454,-0.06109,0.04454,-0.06109,0.04373,-0.06047,-0.33523,1.70282,-0.37896,1.76329,-0.37896,1.76329,0.00000,0.00000,0,0.00026
6.0976,0.04039,-0.06311,0.04039,-0.06311,0.04228,-0.06226,-0.33652,1.70466,-0.37880,1.76693,-0.37880,1.76693,0.00000,0.00000,0,0.00029
6.1993,0.04327,-0.06498,0.04327,-0.06498,0.04269,-0.06389,-0.33779,1.70656,-0.38048,1.77045,-0.38048,1.77045,0.00000,0.00000,0,0.00025
6.3003,0.04695,-0.06329,0.04695,-0.06329,0.04549,-0.06374,-0.33912,1.70848,-0.38461,1.77222,-0.38461,1.77222,0.00000,0.00000,0,0.00028
6.4040,0.04251,-0.06278,0.04251,-0.06278,0.04413,-0.06261,-0.34047,1.71036,-0.38459,1.77297,-0.38459,1.77297,0.00000,0.00000,0,0.00025
6.5061,0.04287,-0.06440,0.04287,-0.06440,0.04132,-0.06293,-0.34171,1.71223,-0.38303,1.77516,-0.38303,1.77516,0.00000,0.00000,0,0.00027
6.6070,0.04115,-0.06321,0.04115,-0.06321,0.04133,-0.06344,-0.34295,1.71414,-0.38428,1.77757,-0.38428,1.77757,0.00000,0.00000,0,0.00025
6.7074,0.03812,-0.06224,0.03812,-0.06224,0.03988,-0.06285,-0.34418,1.71603,-0.38405,1.77888,-0.38405,1.77888,0.00000,0.00000,0,0.00026
6.8091,0.03437,-0.06020,0.03437,-0.06020,0.03531,-0.06132,-0.34528,1.71789,-0.38059,1.77921,-0.38059,1.77921,0.00000,0.00000,0,0.00028
6.9134,0.03317,-0.05937,0.03317,-0.05937,0.03414,-0.05967,-0.34632,1.71970,-0.38045,1.77937,-0.38045,1.77937,0.00000,0.00000,0,0.00075
7.0166,0.03620,-0.05914,0.03620,-0.05914,0.03441,-0.05925,-0.34733,1.72148,-0.38174,1.78073,-0.38174,1.78073,0.00000,0.00000,0,0.00026
7.1170,0.03417,-0.05806,0.03417,-0.05806,0.03460,-0.05865,-0.34836,1.72325,-0.38296,1.78190,-0.38296,1.78190,0.00000,0.00000,0,0.00026
7.2174,0.03275,-0.05886,0.03275,-0.05886,0.03472,-0.05907,-0.34942,1.72502,-0.38414,1.78409,-0.38414,1.78409,0.00000,0.00000,0,0.00029
7.3188,0.03343,-0.05985,0.03343,-0.05985,0.03395,-0.05906,-0.35046,1.72678,-0.38441,1.78584,-0.38441,1.78584,0.00000,0.00000,0,0.00028
7.4195,0.02827,-0.06042,0.02827,-0.06042,0.03044,-0.05989,-0.35141,1.72857,-0.38185,1.78846,-0.38185,1.78846,0.00000,0.00000,0,0.00030
7.5219,0.02759,-0.05900,0.02759,-0.05900,0.02756,-0.06015,-0.35226,1.73038,-0.37982,1.79054,-0.37982,1.79054,0.00000,0.00000,0,0.00038
7.6247,0.02893,-0.05516,0.02893,-0.05516,0.02862,-0.05693,-0.35311,1.73213,-0.38173,1.78906,-0.38173,1.78906,0.00000,0.00000,0,0.00054
7.7269,0.03376,-0.05065,0.03376,-0.05065,0.03137,-0.05248,-0.35401,1.73376,-0.38538,1.78624,-0.38538,1.78624,0.00000,0.00000,0,0.00029
7.8287,0.03322,-0.05020,0.03322,-0.05020,0.03214,-0.05046,-0.35497,1.73529,-0.38710,1.78575,-0.38710,1.78575,0.00000,0.00000,0,0.00096
7.9310,0.02944,-0.04897,0.02944,-0.04897,0.03088,-0.05013,-0.35591,1.73681,-0.38679,1.78694,-0.38679,1.78694,0.00000,0.00000,0,0.00026
8.0333,0.03144,-0.04721,0.03144,-0.04721,0.03057,-0.04824,-0.35682,1.73828,-0.38739,1.78652,-0.38739,1.78652,0.00000,0.00000,0,0.00025
8.1366,0.02523,-0.04707,0.02523,-0.04707,0.02730,-0.04750,-0.35768,1.73971,-0.38498,1.78721,-0.38498,1.78721,0.00000,0.00000,0,0.00026
8.2372,0.02177,-0.04909,0.02177,-0.04909,0.02367,-0.04830,-0.35843,1.74115,-0.38210,1.78945,-0.38210,1.78945,0.00000,0.00000,0,0.00025
8.3383,0.01763,-0.04758,0.01763,-0.04758,0.01946,-0.04834,-0.35895,1.74261,-0.37840,1.79095,-0.37840,1.79095,0.00000,0.00000,16,0.00045
8.4387,0.02019,-0.05005,0.02019,-0.05005,0.01948,-0.04867,-0.35895,1.74405,-0.37843,1.79272,-0.37843,1.79272,0.00000,0.00000,16,0.00042
8.5419,0.02058,-0.04945,0.02058,-0.04945,0.01998,-0.04943,-0.35895,1.74553,-0.37893,1.79496,-0.37893,1.79496,0.00000,0.00000,16,0.00025
8.6438,0.02069,-0.04804,0.02069,-0.04804,0.02018,-0.04880,-0.35919,1.74701,-0.37937,1.79581,-0.37937,1.79581,0.00000,0.00000,0,0.00035
8.7472,0.02185,-0.04389,0.02185,-0.04389,0.02064,-0.04576,-0.35980,1.74842,-0.38043,1.79418,-0.38043,1.79418,0.00000,0.00000,0,0.00052
8.8475,0.01768,-0.04763,0.01768,-0.04763,0.01965,-0.04610,-0.36029,1.74979,-0.37994,1.79589,-0.37994,1.79589,0.00000,0.00000,16,0.00029
8.9489,0.01479,-0.04849,0.01479,-0.04849,0.01635,-0.04779,-0.36029,1.75121,-0.37664,1.79900,-0.37664,1.79900,0.00000,0.00000,16,0.00025
9.0507,0.01190,-0.04673,0.01190,-0.04673,0.01321,-0.04704,-0.36029,1.75263,-0.37350,1.79967,-0.37350,1.79967,0.00000,0.00000,16,0.00071
9.1547,0.01182,-0.04661,0.01182,-0.04661,0.01224,-0.04647,-0.36029,1.75403,-0.37253,1.80050,-0.37253,1.80050,0.00000,0.00000,16,0.00034
9.2552,0.01447,-0.04111,0.01447,-0.04111,0.01296,-0.04298,-0.36029,1.75537,-0.37325,1.79835,-0.37325,1.79835,0.00000,0.00000,16,0.00026
9.3561,0.01498,-0.04407,0.01498,-0.04407,0.01543,-0.04340,-0.36029,1.75666,-0.37572,1.80006,-0.37572,1.80006,0.00000,0.00000,16,0.00027
9.4567,0.01752,-0.04032,0.01752,-0.04032,0.01640,-0.04168,-0.36029,1.75794,-0.37669,1.79962,-0.37669,1.79962,0.00000,0.00000,16,0.00024
9.5583,0.01417,-0.04473,0.01417,-0.04473,0.01568,-0.04328,-0.36029,1.75921,-0.37597,1.80249,-0.37597,1.80249,0.00000,0.00000,16,0.00043
9.6617,0.01513,-0.04393,0.01513,-0.04393,0.01468,-0.04429,-0.36029,1.76053,-0.37497,1.80481,-0.37497,1.80481,0.00000,0.00000,16,0.00037
