t_s,roll,pitch,err_r,err_p,err_r_filt,err_p_filt,integ_r,integ_p,pi_out_r,pi_out_p,corr_r,corr_p,target_roll,target_pitch,clip_flags,dt_actual
0.0000,-0.02579,-0.12257,-0.02579,-0.12257,-0.02727,-0.13184,-0.27550,1.51466,-0.24822,1.64649,-0.24822,1.64649,0.00000,0.00000,0,0.00043
0.1081,-0.02847,-0.11152,-0.02847,-0.11152,-0.02857,-0.11676,-0.27464,1.51832,-0.24607,1.63508,-0.24607,1.63508,0.00000,0.00000,0,0.00154
0.2078,-0.02301,-0.10541,-0.02301,-0.10541,-0.02552,-0.10839,-0.27383,1.52166,-0.24831,1.63005,-0.24831,1.63005,0.00000,0.00000,0,0.00036
0.3113,-0.02460,-0.10142,-0.02460,-0.10142,-0.02426,-0.10442,-0.27310,1.52485,-0.24884,1.62927,-0.24884,1.62927,0.00000,0.00000,0,0.00023
0.4132,-0.02641,-0.09760,-0.02641,-0.09760,-0.02488,-0.09926,-0.27237,1.52789,-0.24749,1.62714,-0.24749,1.62714,0.00000,0.00000,0,0.00087
0.5135,-0.02780,-0.09242,-0.02780,-0.09242,-0.02773,-0.09478,-0.27157,1.53079,-0.24384,1.62556,-0.24384,1.62556,0.00000,0.00000,0,0.00024
0.6145,-0.03187,-0.08492,-0.03187,-0.08492,-0.02975,-0.08922,-0.27071,1.53355,-0.24096,1.62277,-0.24096,1.62277,0.00000,0.00000,0,0.00033
0.7157,-0.02274,-0.03824,-0.02274,-0.03824,-0.02709,-0.06023,-0.26983,1.53580,-0.24274,1.59603,-0.24274,1.59603,0.00000,0.00000,0,0.00025
0.8204,-0.01207,0.00162,-0.01207,0.00162,-0.01734,-0.01674,-0.26940,1.53671,-0.25207,1.55345,-0.25207,1.55345,0.00000,0.00000,48,0.00100
0.9212,-0.01408,0.00147,-0.01408,0.00147,-0.01323,-0.00129,-0.26940,1.53671,-0.25617,1.53800,-0.25617,1.53800,0.00000,0.00000,48,0.00028
1.0218,-0.01503,0.00148,-0.01503,0.00148,-0.01433,0.00155,-0.26940,1.53671,-0.25507,1.53516,-0.25507,1.53516,0.00000,0.00000,48,0.00028
1.1223,-0.01999,-0.00338,-0.01999,-0.00338,-0.01721,-0.00137,-0.26940,1.53671,-0.25219,1.53808,-0.25219,1.53808,0.00000,0.00000,48,0.00026
1.2244,-0.02486,-0.00786,-0.02486,-0.00786,-0.02276,-0.00559,-0.26889,1.53671,-0.24612,1.54230,-0.24612,1.54230,0.00000,0.00000,32,0.00109
1.3239,-0.03095,-0.01232,-0.03095,-0.01232,-0.02824,-0.01027,-0.26811,1.53671,-0.23986,1.54698,-0.23986,1.54698,0.00000,0.00000,32,0.00026
1.4248,-0.03940,-0.01663,-0.03940,-0.01663,-0.03565,-0.01411,-0.26713,1.53671,-0.23148,1.55081,-0.23148,1.55081,0.00000,0.00000,32,0.00025
1.5266,-0.04637,-0.02164,-0.04637,-0.02164,-0.04317,-0.01923,-0.26593,1.53671,-0.22276,1.55594,-0.22276,1.55594,0.00000,0.00000,32,0.00031
1.6288,-0.04899,-0.01898,-0.04899,-0.01898,-0.04827,-0.01976,-0.26452,1.53719,-0.21625,1.55696,-0.21625,1.55696,0.00000,0.00000,32,0.00036
1.7310,-0.04991,-0.02267,-0.04991,-0.02267,-0.04944,-0.02136,-0.26305,1.53757,-0.21362,1.55893,-0.21362,1.55893,0.00000,0.00000,0,0.00026
1.8318,-0.05269,-0.02266,-0.05269,-0.02266,-0.05160,-0.02205,-0.26153,1.53822,-0.20993,1.56028,-0.20993,1.56028,0.00000,0.00000,0,0.00028
1.9337,-0.05313,-0.02406,-0.05313,-0.02406,-0.05227,-0.02309,-0.25998,1.53890,-0.20771,1.56198,-0.20771,1.56198,0.00000,0.00000,0,0.00027
2.0355,-0.05610,-0.02628,-0.05610,-0.02628,-0.05423,-0.02521,-0.25839,1.53963,-0.20416,1.56484,-0.20416,1.56484,0.00000,0.00000,0,0.00126
2.1363,-0.05719,-0.02896,-0.05719,-0.02896,-0.05616,-0.02735,-0.25672,1.54042,-0.20056,1.56777,-0.20056,1.56777,0.00000,0.00000,0,0.00038
2.2385,-0.06262,-0.03187,-0.06262,-0.03187,-0.06011,-0.03002,-0.25498,1.54128,-0.19487,1.57129,-0.19487,1.57129,0.00000,0.00000,0,0.00025
2.3407,-0.05952,-0.03218,-0.05952,-0.03218,-0.06075,-0.03200,-0.25315,1.54222,-0.19240,1.57423,-0.19240,1.57423,0.00000,0.00000,0,0.00028
2.4424,-0.06230,-0.03492,-0.06230,-0.03492,-0.06114,-0.03383,-0.25133,1.54321,-0.19019,1.57704,-0.19019,1.57704,0.00000,0.00000,0,0.00032
2.5435,-0.06239,-0.03599,-0.06239,-0.03599,-0.06146,-0.03562,-0.24950,1.54426,-0.18804,1.57987,-0.18804,1.57987,0.00000,0.00000,0,0.00027
2.6444,-0.06099,-0.03920,-0.06099,-0.03920,-0.06170,-0.03822,-0.24764,1.54537,-0.18593,1.58359,-0.18593,1.58359,0.00000,0.00000,0,0.00027
2.7463,-0.05996,-0.04182,-0.05996,-0.04182,-0.06032,-0.04024,-0.24581,1.54655,-0.18549,1.58679,-0.18549,1.58679,0.00000,0.00000,0,0.00033
2.8514,-0.06584,-0.05204,-0.06584,-0.05204,-0.06444,-0.04796,-0.24393,1.54788,-0.17949,1.59584,-0.17949,1.59584,0.00000,0.00000,0,0.00035
2.9526,-0.07475,-0.08289,-0.07475,-0.08289,-0.07099,-0.07010,-0.24189,1.54967,-0.17090,1.61977,-0.17090,1.61977,0.00000,0.00000,0,0.00042
3.0559,-0.10826,-0.22699,-0.10826,-0.22699,-0.09024,-0.16881,-0.23951,1.55327,-0.14927,1.72208,-0.14927,1.72208,0.00000,0.00000,0,0.00028
3.1571,-0.10078,-0.24130,-0.10078,-0.24130,-0.10096,-0.22583,-0.23648,1.55949,-0.13552,1.78532,-0.13552,1.78532,0.00000,0.00000,0,0.00030
3.2610,-0.09610,-0.24681,-0.09610,-0.24681,-0.10032,-0.23794,-0.23341,1.56647,-0.13310,1.80442,-0.13310,1.80442,0.00000,0.00000,0,0.00026
3.3641,-0.08646,-0.25161,-0.08646,-0.25161,-0.09187,-0.24662,-0.23055,1.57377,-0.13868,1.82039,-0.13868,1.82039,0.00000,0.00000,0,0.00028
3.4652,-0.07351,-0.26408,-0.07351,-0.26408,-0.07972,-0.25863,-0.22801,1.58138,-0.14829,1.84001,-0.14829,1.84001,0.00000,0.00000,0,0.00040
3.5664,-0.06153,-0.27725,-0.06153,-0.27725,-0.06618,-0.27116,-0.22589,1.58937,-0.15971,1.86053,-0.15971,1.86053,0.00000,0.00000,0,0.00026
3.6691,-0.03695,-0.30158,-0.03695,-0.30158,-0.04770,-0.29079,-0.22420,1.59784,-0.17650,1.88863,-0.17650,1.88863,0.00000,0.00000,0,0.00041
3.7713,-0.01784,-0.31473,-0.01784,-0.31473,-0.02699,-0.30705,-0.22316,1.60687,-0.19616,1.91392,-0.19616,1.91392,0.00000,0.00000,0,0.00026
3.8752,-0.00574,-0.32840,-0.00574,-0.32840,-0.01264,-0.32233,-0.22289,1.61636,-0.21024,1.93870,-0.21024,1.93870,0.00000,0.00000,16,0.00024
3.9784,0.00410,-0.33394,0.00410,-0.33394,-0.00004,-0.33089,-0.22289,1.62620,-0.22285,1.95709,-0.22285,1.95709,0.00000,0.00000,16,0.00085
4.0817,0.01237,-0.33847,0.01237,-0.33847,0.00843,-0.33634,-0.22289,1.63623,-0.23132,1.97257,-0.23132,1.97257,0.00000,0.00000,16,0.00109
4.1813,0.01585,-0.34464,0.01585,-0.34464,0.01360,-0.34204,-0.22289,1.64642,-0.23649,1.98846,-0.23649,1.98846,0.00000,0.00000,16,0.00025
