focus_pos,variance_of_laplacian,tenengrad,sum_modified_laplacian,normalized_variance,over_clip_frac,under_clip_frac,mean,p01,p50,p99,dynamic_range,sat_mean,sat_p50,val_mean
0,23.11732861900626,2573.192264024814,2.926498255309001,26.78787919181555,0.0,0.0,181.62184804205242,15.6530225,222.99724999999998,242.14600000000002,226.4929775,43.83625896664272,13.972710661511574,191.06953335985725
5,22.967063142799525,2575.387453989009,2.919622966311105,26.962235892051424,0.0,0.0,181.31518206410345,15.296125,222.57312499999998,242.0685,226.772375,44.12260567458253,13.965364368564014,190.80008650414737
10,23.10594451928416,2592.8781179942753,2.9261880611758113,26.821026671033096,0.0,0.0,181.60603624885465,15.596206250000002,223.02549999999997,242.14600000000002,226.54979375,43.77781805616321,13.914186218950269,190.8742344232253
15,23.277961528724127,2611.6832766147854,2.9352490886627223,26.864961375057746,0.0,0.0,181.52018025113327,15.7225,223.1144375,242.10725000000002,226.38475,44.00890662828168,13.987341772151899,190.97690761236498
20,23.614588445788506,2623.3803359284566,2.952767194610268,27.045440820900847,0.0,3.0140817901234566e-06,181.24943082531584,15.600537500000002,222.65224999999998,242.06237500000003,226.4618375,44.35095862493513,13.987341772151899,190.76511712721836
25,23.632655389903213,2650.7305219551486,2.9515713610730567,26.809955105263196,0.0,0.0,181.68716394042963,15.58381125,223.47975,242.14600000000002,226.56218875000002,44.028696205040475,13.987341772151899,191.07478238329475
30,23.81316151754847,2663.6918738792874,2.961898158058916,27.056228469630863,0.0,0.0,181.30303955530235,15.810337500000001,223.01925,242.14600000000002,226.3356625,44.35526760459925,13.987341772151899,190.75353250385803
35,23.627858663051235,2681.515075635624,2.958971828056958,26.836170336987813,0.0,0.0,181.70926728575904,15.52982625,223.591,242.14600000000002,226.61617375,43.95268203633966,13.95282589185226,191.0307632257909
40,23.725637796333213,2688.847746972271,2.959059087072469,27.043105444746104,0.0,0.0,181.35398655116703,15.330882500000001,223.224125,242.052125,226.72124250000002,44.38369375000765,13.972710661511574,190.74089747299382
45,24.269783605299743,2732.157525377324,2.9876854999510716,27.00001805326466,0.0,0.0,181.4673241509331,15.427002500000002,223.399125,242.12150000000003,226.6944975,44.078221850794804,13.946802199281986,190.7741669077932
