focus_pos,variance_of_laplacian,tenengrad,sum_modified_laplacian,normalized_variance,over_clip_frac,under_clip_frac,mean,p01,p50,p99,dynamic_range,sat_mean,sat_p50,val_mean
0,22.24809551821391,2508.8545699687884,2.8980711317096466,27.370995113335553,0.0,1.5070408950617283e-06,178.0597856430242,13.98143125,219.81625,238.49349999999998,224.51206874999997,44.653837075805654,14.061742526259088,187.23567557629244
5,22.091397781764172,2514.1451818550668,2.8966598739418727,27.272076432562713,0.0,0.0,178.278705631209,14.121762499999999,219.8751875,238.84349999999998,224.72173750000002,44.356747103306205,13.987341772151899,187.17655134789737
10,22.22669107578922,2526.1813202838907,2.9033999287444363,27.20948833160103,0.0,0.0,178.48355800600405,14.4853475,220.097,239.441,224.95565249999999,44.53641531941514,14.106382978723403,187.63771038290895
15,22.154033686904985,2525.5318673498978,2.897968178120568,27.257485064974254,0.0,0.0,178.49191219678335,14.14613375,220.111375,239.20583124999956,225.05969749999957,44.279129032337856,14.032480304978437,187.5069158106674
20,22.275680285657934,2525.5790282823373,2.8967105051499757,27.194038754800513,0.0,0.0,178.4732509840977,14.27451625,220.0795,238.53915874999996,224.26464249999998,44.517913394287575,14.106382978723403,187.62045928578317
25,22.26908305048477,2522.1493083173773,2.8992637862700033,27.22048798097983,0.0,0.0,178.38038734115787,14.152719999999999,219.8813125,238.70475,224.55203,44.59096508593885,14.106382978723403,187.54858247733412
30,22.030969956763315,2518.412270978525,2.8977981571414615,27.25506043418923,0.0,0.0,178.33003998933012,14.137125,219.8914375,238.845375,224.70825000000002,44.704571067944,14.106382978723403,187.49126368393132
35,22.028122608185743,2517.8980486955766,2.89415536924451,27.287081301434874,0.0,0.0,178.21536538809315,14.177053749999999,219.83599999999998,238.72975,224.55269625,44.77340135908622,14.106382978723403,187.39213204089506
40,21.892124714315347,2513.364965781053,2.8808299255027667,27.271722394927334,0.0,0.0,178.28800707103585,14.260316249999999,219.97537499999999,239.135375,224.87505875,44.69740944897342,14.106382978723403,187.47647961275078
45,22.508338640495417,2556.8164941477835,2.917485299334543,27.324229980952573,0.0,0.0,178.07876025541327,14.357125,219.837375,238.43787499999996,224.08074999999997,44.64160968400937,14.106382978723403,187.28640106577933
50,23.360029202177657,2660.5230130425944,2.9599323072124113,27.436160608968883,0.0,0.0,177.76071171513308,14.16636,219.8525,238.14599999999996,223.97963999999996,44.611399881764754,14.106382978723403,186.93434274932486
55,24.624945038729855,2799.9094592487463,3.029608701436123,27.558291216437098,0.0,0.0,177.561235223464,13.963999999999999,219.869,238.14599999999996,224.18199999999996,44.62203982334661,14.106382978723403,186.6912223910108
