focus_pos,variance_of_laplacian,tenengrad,sum_modified_laplacian,normalized_variance,over_clip_frac,under_clip_frac,mean,p01,p50,p99,dynamic_range,sat_mean,sat_p50,val_mean
90,75.08581649354812,7220.743593659061,4.716570922224398,30.538679467309702,0.0,1.5070408950617283e-06,182.26865171079277,13.94989375,227.591,243.83599999999996,229.88610624999995,42.797416084689914,13.755186721991702,190.98291015625
95,107.8531791406123,9275.430877534447,5.427057703246565,31.94746290186488,0.0,1.5070408950617283e-06,180.93157941804108,13.333398749999999,227.535375,242.93037500000003,229.59697625,42.42355966008442,13.712732441985555,189.27766625675153
100,144.19475186264225,11313.119886807695,6.110820724971866,33.49615622783132,0.0,0.0,179.40131973681036,12.816806249999999,226.146,241.95225,229.13544374999998,42.49798658143042,13.628054925673972,187.40264063705632
105,176.51491109889002,13468.230404787675,6.66572417826736,35.239633117706695,9.04224537037037e-06,1.5070408950617283e-06,177.63320611949027,12.201125,225.83599999999998,241.621625,229.4205,42.545995838274486,13.705627490166343,185.5634449146412
110,227.4406067557381,16651.552976578758,7.55862158095611,37.098210984535655,3.767602237654321e-05,4.521122685185185e-05,175.7162146267361,11.753499999999999,225.65225,240.10724999999996,228.35375,42.21602244371137,12.376285841799977,183.20465916763118
115,396.70052089624414,21190.320336466386,9.597299050129667,38.93382924659079,3.0140817901234566e-05,0.00011905623070987653,173.79774190568338,10.53287875,224.14599999999996,239.4365,228.90362125000001,42.46965826376115,11.184425690042728,180.95797164351853
120,828.9481659714236,27328.62817819788,13.145419874186524,40.74068544488264,0.0002381124614197531,0.00048677420910493826,172.05635090090905,8.85673,223.9135,240.01663499999995,231.15990499999998,43.036181905154045,11.150800305460749,178.99253864052855
125,1420.013672502741,33138.531723061074,16.553309672713706,42.22619104839637,0.0006043233989197531,0.0026478708526234567,170.68188326461228,5.853198750000001,223.80537500000003,240.74081124999987,234.88761249999985,44.34062725715143,11.093008353901652,177.3724350163966
130,1568.6758639139246,34453.55721854403,17.015220193460394,42.330565575395454,0.000676661361882716,0.004165461033950617,170.35144290123458,4.72696625,222.624125,240.146,235.41903374999998,45.03695831751692,11.19047752220525,177.07421875
135,1170.2813726275417,30033.95113104418,14.935773963889025,40.92020499081844,0.0003089433834876543,0.001225224247685185,170.8101891878858,7.85503875,222.12149999999997,239.11262499999998,231.25758624999997,43.35119536486489,11.190369232552747,177.54293107397763
140,583.7830870572484,23036.920217022624,11.020218410542155,38.7350359852856,7.38450038580247e-05,0.00024263358410493826,171.67913187662762,10.290486249999999,221.836,236.146,225.85551375,41.82790554465929,11.264546216521772,178.39405803915895
145,270.11568715434095,17354.478162520256,7.832494781217891,36.664603272700646,3.315489969135802e-05,3.315489969135802e-05,172.49023959388262,11.0591975,220.504,234.14600000000002,223.08680250000003,40.94470849200893,11.283185840707965,179.13264220437887
150,149.91386513452773,13188.135895839378,6.07411395232911,34.66978929213912,0.0,3.0140817901234566e-06,173.34523353708528,11.45175875,219.87475,233.95225,222.50049125,40.15128152953217,11.283185840707965,179.9119270230517
155,101.0999295790768,10299.50703290788,5.144028780520626,32.69077727364291,0.0,1.3563368055555555e-05,174.04022655345779,11.31583,219.591,232.146,220.83016999999998,39.89640371411325,11.428768915456136,180.727352189429
160,72.3981600365916,8282.429749338064,4.472482869611491,30.91978667949293,0.0,3.1647858796296295e-05,174.68538839759356,11.30909625,218.12149999999997,232.06849999999997,220.75940375,38.925175749005504,11.415891688453346,181.2815137321566
165,54.92923467162758,6483.210456865886,4.001729786967267,29.22751805325425,0.0,1.9591531635802468e-05,175.24816951497394,11.655512499999999,217.83599999999998,230.14599999999996,218.49048749999997,38.21602417710925,11.486486486486486,181.78773630401236
170,41.409421303066864,4911.359035889802,3.5870027263663964,27.657862649471813,0.0,0.0,175.73705389027538,11.52699,216.14600000000002,230.14599999999996,218.61900999999995,37.74504699893894,11.49953931203931,182.21616542486498
175,31.88347235903671,3814.1614270542823,3.2480885052233717,26.351777513851456,0.0,1.2056327160493826e-05,176.15184241024065,11.80761,215.83599999999998,228.14600000000002,216.33839,37.01986535135353,11.57124125874126,182.5487633222415
180,25.422795295572,3027.755454360565,2.9730689665190617,25.27944141095582,0.0,3.0140817901234566e-06,176.4009455264998,11.89016375,215.59099999999998,228.14600000000002,216.25583625000002,36.54023501574977,11.590909090909092,182.76311125578704
185,20.446230011849067,2434.014463664469,2.7191244204751217,24.40157544952504,0.0,1.808449074074074e-05,176.46284829975644,11.621565,213.90324999999996,227.24237499999998,215.62081,36.15915113676375,11.610817233539365,182.75463113667053
190,16.88782052325311,1990.1440676274954,2.5173104494911227,23.596586728233312,0.0,4.521122685185185e-06,176.4444965081862,11.661216249999999,213.83599999999998,226.146,214.48478374999996,35.30767326932097,11.686748565204642,182.54248649691357
195,14.146444178952997,1663.3457846985552,2.319825472794445,22.910996348703897,0.0,7.5352044753086416e-06,176.49002196210694,11.6792625,212.287875,226.146,214.4667375,34.36499589808167,11.697247706422019,182.48993598090277
200,12.22449916018762,1406.7593934324202,2.179383010899353,22.241287969442162,0.0,3.0140817901234566e-06,176.6370920651283,11.899594999999998,211.83599999999998,224.62431749999996,212.72472249999996,33.80667415594991,11.697247706422019,182.48352804301697
205,10.665036129527184,1209.0434341798086,2.066448518618196,21.681106646096083,0.0,0.0,176.6834462317949,12.053439999999998,211.83599999999998,224.14599999999996,212.09255999999993,33.257299403479294,11.697247706422019,182.46475935570987
210,9.676840470070118,1059.2065360134986,1.9760744024318675,21.219386440311318,0.0,0.0,176.60676607259114,11.94775,210.31849999999997,224.14599999999996,212.19824999999994,32.992438597730725,11.697247706422019,182.35490360966435
215,9.376881906350388,1004.3219490137801,1.9519546793193756,20.99342841802521,0.0,1.5070408950617283e-06,176.58261233934942,11.950125,210.00525,224.14599999999996,212.19587499999997,33.01060676636937,11.723295901753744,182.28342315297067
220,9.390122489663028,1002.1007933716849,1.953966664322067,21.0009496590337,0.0,0.0,176.554464623722,11.97396625,209.87612499999994,224.14599999999996,212.17203374999997,32.78862647754222,11.724262279391386,182.2440818504051
225,9.275612667153808,998.9203820536466,1.9462176459974596,20.99801246751837,0.0,0.0,176.5077191508729,11.92559125,209.91349999999997,224.14599999999996,212.22040874999996,32.844346554534795,11.724262279391386,182.21038290895063
230,9.276149118635221,997.9235141250243,1.9476852828203788,21.008438614852643,0.0,0.0,176.488921321916,11.948999999999998,209.92774999999997,224.10724999999996,212.15824999999995,32.98178054559833,11.764815333502446,182.206026053723
235,9.224759365539501,995.3073844353439,1.942517937747716,20.994396609921314,0.0,0.0,176.48232347577883,11.9928125,209.83737499999995,224.06849999999997,212.07568749999996,32.85539087024678,11.717524233477548,182.1614116150656
240,9.1797944526987,993.7080045651819,1.9375709344571161,20.997809847071686,0.0,1.5070408950617283e-06,176.45833814230082,11.94625,209.83599999999996,224.14599999999996,212.19974999999994,32.88529832640307,11.76494011213048,182.15321934076002
245,9.212593574661021,992.5124891310795,1.9440056927998275,20.971794401389612,0.0,0.0,176.47658939314476,11.928883749999999,209.83599999999996,224.0608599999995,212.1319762499995,32.88711319832045,11.744538806446915,182.18903115354937
250,9.221121425498563,993.2675545464231,1.9434743005945139,20.965667919586036,0.0,0.0,176.48338733211565,11.982249999999999,209.83599999999996,224.10862499999996,212.12637499999994,32.82667904148377,11.736771993581419,182.16935673466435
255,9.296979077408263,991.234261372957,1.948240690903757,20.953715192247355,0.0,1.5070408950617283e-06,176.41488054741754,11.94978875,209.83599999999996,223.89599999999996,211.94621124999998,32.81355408406937,11.758014898274592,182.1206552010995
