focus_pos,variance_of_laplacian,tenengrad,sum_modified_laplacian,normalized_variance,over_clip_frac,under_clip_frac,mean,p01,p50,p99,dynamic_range,sat_mean,sat_p50,val_mean
0,21.894577812124247,2500.3723138471396,2.9225738917160076,27.227265629156058,0.0,0.0,175.5769474298924,15.5812725,215.7478125,236.20162499999998,220.6203525,46.329202228421934,14.452448503177097,185.46731228298611
5,22.270455166586032,2508.8362294875624,2.9328198014018723,27.23823192975507,0.0,0.0,175.5338863073278,15.5770125,215.81349999999998,236.23333124999957,220.65631874999957,46.27737233529302,14.460247769128536,185.37071548273533
10,22.2350651365203,2508.3902273640824,2.9318454151783557,27.24536028910192,0.0,1.5070408950617283e-06,175.525642026548,15.49488375,215.81937499999998,236.15137499999997,220.65649125,46.30187836818794,14.44451300550598,185.33953329957563
15,22.41302223143464,2511.960412439674,2.9358300937026005,27.272754527686853,0.0,0.0,175.53047356198155,15.5299175,215.8299375,236.20162499999998,220.67170749999997,46.229388569913134,14.413179709980545,185.34273425443672
20,22.19501679651866,2512.2284776027363,2.9273264284753164,27.275037370026375,0.0,0.0,175.52062660198445,15.610790000000001,215.82975,236.25725,220.64646,46.290601573862304,14.459856280550792,185.32348482108412
25,22.318646309704366,2506.553230511205,2.929802404951806,27.268003763391523,0.0,0.0,175.53780837221495,15.3231825,215.903,236.312875,220.9896925,46.2394676387645,14.38106343729962,185.30077220775462
30,22.114400850349284,2501.9371154086366,2.9261596384621056,27.260791753048956,0.0,0.0,175.52625036018276,15.425770000000004,215.842625,236.146,220.72022999999996,46.27969551441112,14.436713739554541,185.32773467640817
35,22.063072582143207,2497.474522878988,2.921916574411609,27.24001082284719,0.0,0.0,175.5807591628086,15.520632500000001,215.91537499999998,236.236375,220.71574249999998,46.20543130398913,14.405380444029106,185.35663972077543
40,22.138456084167053,2499.246190797371,2.9223000654450284,27.294108541443,0.0,0.0,175.5055399290485,15.4031825,215.78699999999998,236.20162499999998,220.7984425,46.25417405207973,14.397581178077667,185.25262978636187
45,22.564830892302275,2539.327169969559,2.948496691050548,27.288967089986365,0.0,0.0,175.47022000687207,15.426422500000001,215.844,236.17770624999957,220.75128374999957,46.171517546098315,14.373264171348183,185.20604865933643
50,23.09958781584158,2643.757474798062,2.9797101473430567,27.344872280567287,0.0,0.0,175.34342058045183,15.29247,216.4695625,236.146,220.85352999999998,46.2658090856918,14.420978975931984,185.07279610339504
