focus_pos,variance_of_laplacian,tenengrad,sum_modified_laplacian,normalized_variance,over_clip_frac,under_clip_frac,mean,p01,p50,p99,dynamic_range,sat_mean,sat_p50,val_mean
55,24.698916322078823,2824.326177666395,2.9997631669887976,27.268428472342176,0.0,1.5070408950617283e-06,182.08613087595245,14.805663749999999,224.09768749999998,242.14600000000002,227.34033625000004,43.162287547118154,13.87029288702929,191.09515606915508
60,26.46056917858106,3021.1772198108574,3.0921749461760557,27.444079611623433,0.0,0.0,181.81096166841485,14.532130000000002,224.12149999999997,242.14600000000002,227.61387000000002,43.08479474305355,13.84868050552093,190.72235484182102
65,28.65697804892183,3289.48452430805,3.205836651967023,27.834725978250116,0.0,0.0,181.27197199164496,14.026215,224.14599999999996,241.92468874999994,227.89847374999994,43.37132631139647,13.848861870276767,190.19825424382717
70,31.32230653456912,3596.499021822185,3.347832974507024,28.16087497508851,0.0,0.0,180.84048651801214,14.087697499999999,224.14599999999996,241.83599999999998,227.7483025,43.6122344771651,13.892940665479479,189.88911193094134
75,35.084497008921474,3977.9046175806807,3.51694209338455,28.488795079891865,0.0,0.0,180.51682733983168,13.920523750000001,224.14599999999996,241.68287499999997,227.76235124999997,43.76683683836367,13.87029288702929,189.4191547911844
80,39.38121568135065,4424.71826114859,3.686944231051526,28.880107257315053,0.0,1.5070408950617283e-06,180.07404407039687,13.918124999999998,224.06987499999997,241.496625,227.5785,44.105117584576085,13.939310753276978,189.11075243537806
85,50.24755346256789,5370.06452391853,4.070697148554095,29.688752759984453,0.0,6.028163580246913e-06,179.15195809823493,13.882124999999998,223.621625,240.146,226.26387499999998,44.152219761222284,13.943386964976128,188.11409203800156
90,72.05585580929227,7067.266849278691,4.700531369268974,30.945356765826737,0.0,1.5070408950617283e-06,177.94995579999755,13.733133749999999,223.591,239.836,226.10286625000003,44.33263911270616,13.987341772151899,186.7491485218943
95,106.17735059330802,9213.03675658046,5.46676992403484,32.33203052657619,0.0,0.0,176.66057211039976,12.8493375,223.591,239.10883249999995,226.25949499999996,44.452246450079016,14.069151075926541,185.38260452835647
100,144.61654784865448,11397.757312428163,6.203179223039096,33.91181216216533,0.0,1.2056327160493826e-05,175.1478998827522,12.602,223.591,238.14599999999996,225.54399999999998,44.62997048366914,14.106382978723403,183.77948676215277
105,180.32947806925745,13791.12940345064,6.820050059328668,35.72930098569347,1.5070408950617283e-06,3.0140817901234566e-05,173.42802263274012,11.92125,222.45475,237.65224999999998,225.731,44.643198998662655,14.106382978723403,181.840848946277
110,237.61701007188276,17190.997181160135,7.810948393232862,37.62324143370689,6.028163580246913e-06,4.8225308641975306e-05,171.6314596881631,11.207795,221.836,236.146,224.93820499999998,44.87001607012563,14.181931634858309,179.87564652054397
115,423.5457855717399,22043.592065100136,10.070799888070656,39.455169698066015,3.767602237654321e-05,0.0001808449074074074,169.9871496355975,10.1244725,221.836,236.146,226.0215275,44.8904288524571,14.106382978723403,177.78476743344908
120,878.2311702030752,28289.047429940256,13.779368022765082,41.42756557068296,0.000138647762345679,0.0008138020833333333,168.1100249776958,8.2731625,221.59099999999998,237.48049999999998,229.20733749999997,45.804250419088625,14.159325251879583,175.75593322000384
125,1451.0951486691533,33928.03094782026,17.052015500379213,42.97091017324614,0.000244140625,0.0029764057677469135,166.53151103153937,5.79820375,220.1045,238.09783499999986,232.29963124999986,46.9886849074959,14.2274678111588,173.99933840904708
130,1568.226007492226,34948.62510137591,17.50836749217106,43.13882866728251,0.00031195746527777775,0.004356855227623456,165.89500350537713,5.0495600000000005,219.83599999999998,237.85224999999997,232.80268999999998,47.508850488159254,14.2274678111588,173.32697814187884
135,1151.3044363685467,30236.625627924586,15.120293936854726,41.67948530775934,0.00021098572530864196,0.0014000409915123457,166.30534494206935,7.25446625,219.591,236.05911874999987,228.80465249999986,45.823463191737616,14.29672424244026,173.7177734375
140,572.9609444800002,23220.900392089676,11.20240889073739,39.515331802954265,5.274643132716049e-05,0.00013563368055555556,167.24027425431615,9.911719999999999,218.146,233.81699124999994,223.90527124999994,44.14225537217729,14.166925394941101,174.50798580970292
145,266.91022669023596,17461.441769752637,8.011927655722465,37.45390153294814,1.808449074074074e-05,1.808449074074074e-05,168.08541995804399,10.5560075,217.83599999999998,231.77475,221.21874250000002,43.37720044579831,13.761760057804967,175.29132908950618
150,147.52762424898512,13239.950668707617,6.18496497467828,35.421061795406715,0.0,9.04224537037037e-06,168.89360155195072,10.90625,216.9135,230.14599999999996,219.23974999999996,42.67462575607632,12.584278065761275,175.99268633053626
155,100.10365178121593,10358.97549828135,5.209980696775458,33.46877637666348,0.0,1.2056327160493826e-05,169.57400791045762,11.05258375,215.83599999999998,229.35225,218.29966625,42.09384155889036,12.219626612830005,176.6001293041088
160,72.6391265041818,8306.744549344003,4.572748134510938,31.71168243654442,0.0,9.04224537037037e-06,170.13342876066983,11.20842875,215.59099999999998,228.14600000000002,216.93757125000002,41.46590086527695,12.82926829154994,177.20985695167823
165,54.6110816802103,6445.339569305707,4.091848283750064,30.054590779854262,0.0,4.521122685185185e-06,170.57905014226463,11.178146250000001,213.83599999999998,227.446625,216.26847874999999,40.80235346533745,14.483918926683522,177.81197253568672
170,41.470935599294194,4867.124726738995,3.6816968595561996,28.507525752382996,0.0,3.0140817901234566e-06,170.963461121359,11.231837500000001,213.591,226.146,214.91416249999997,40.43680829521267,14.560498730881239,178.1441966869213
175,32.03617013276191,3794.4593857965574,3.3202218815750872,27.25126824658701,0.0,1.5070408950617283e-06,171.32386474760074,11.359499999999999,212.14600000000002,226.146,214.7865,39.892959866408276,14.567626847788151,178.4672896773727
180,25.24277989216626,3012.2184099432397,3.0304064824215913,26.195222464891174,0.0,4.521122685185185e-06,171.61858209755977,11.480135,211.80537499999997,224.14599999999996,212.66586499999997,39.37841095964025,14.312648090212988,178.64970040027006
185,20.692472332703332,2426.2022903050956,2.780065510777025,25.24027072177679,0.0,1.5070408950617283e-06,171.83650489938992,11.374466249999998,211.535375,224.14599999999996,212.77153374999997,38.929760957440706,13.99418057661737,178.788028669946
190,17.062570163620173,1974.6972464539745,2.569949070619468,24.38926174262189,0.0,1.5070408950617283e-06,172.05396784577545,11.6366825,209.90324999999996,224.10724999999996,212.47056749999996,38.31563445677957,13.335857198751281,178.89351098331406
195,14.619859250755196,1655.4288510816104,2.397960667233453,23.724838424368563,0.0,4.521122685185185e-06,172.12857940447768,11.7294225,209.591,222.40474999999998,210.67532749999998,37.63989004811117,13.467131364021483,178.91672242717976
200,12.27739882465451,1395.335936098767,2.2273783639966767,23.087839500939502,0.0,3.0140817901234566e-06,172.17479654646507,11.930374999999998,209.099625,222.146,210.215625,37.23709873992556,13.237648896990143,178.87830644772376
205,10.900973530538444,1197.2854306490676,2.1259257351861858,22.496687213964975,0.0,3.0140817901234566e-06,172.27162162422837,11.999716249999999,207.83599999999998,222.146,210.14628375,36.48451521288181,12.672471305551616,178.8575755931713
210,9.826341810706786,1045.2450144112272,2.035057755235606,22.043961134897796,0.0,0.0,172.21260920470434,11.990091249999999,207.59099999999998,222.03112499999997,210.04103375,36.24610433043817,12.900228036178547,178.7863407841435
215,9.479871257009766,993.3897913732997,2.009203685411268,21.866852473491306,0.0,0.0,172.16750997058253,11.958499999999999,207.59099999999998,221.47626374999982,209.5177637499998,36.11244306201962,12.911403502093993,178.70868899498458
220,9.492493453758797,991.625638796894,2.017547782514561,21.888889084386953,0.0,1.5070408950617283e-06,172.103671211902,12.049999999999999,207.59099999999998,220.99237499999998,208.942375,36.300193025124585,13.275744151337147,178.6845070167824
225,9.483104965664596,985.8979358615074,2.0145106424622052,21.817949856350573,0.0,0.0,172.251956737377,11.83855875,207.59099999999998,221.07725,209.23869125,36.072177558348436,12.916440376088982,178.82466182002315
230,9.40489326927331,983.262006249847,2.0056213087782,21.811757091348582,0.0,0.0,172.20086062433688,11.948,207.59099999999998,220.82725,208.87925,35.95174040344722,13.010548573929947,178.75799786603008
235,9.44549259181078,982.2673952816153,2.0115039633997203,21.803711551265565,0.0,0.0,172.20146505021458,11.931375,207.59099999999998,220.81987500000002,208.88850000000002,35.981083359262215,12.991471601342482,178.77952745225696
240,9.516925698664352,981.7939816566582,2.004031777535846,21.78589869302894,0.0,1.5070408950617283e-06,172.18274702359423,12.004374999999998,207.59099999999998,220.48225000000002,208.47787500000004,36.056031900524886,13.13730809012608,178.75538013599538
245,9.477936536464208,978.012761154285,2.012799293254885,21.838421839373964,0.0,0.0,172.0946699158468,11.958353749999999,207.59099999999998,220.4435,208.48514625,36.08050571620456,13.164047872232528,178.68908842110338
250,9.472730432345841,979.0107082597617,2.0162239137348967,21.856849151695602,0.0,1.5070408950617283e-06,172.05488052782596,11.9134075,207.59099999999998,220.3181775,208.40476999999998,36.030764226192986,13.191751633570801,178.64806526089893
255,9.4990825592101,975.9751305337745,2.015230618791901,21.83104470910687,0.0,0.0,172.1154935815128,11.884875,207.59099999999998,220.4288037499997,208.5439287499997,36.20732876974685,13.096115463228804,178.70689410927855
